,Name,Quiescent_Background,Quiescent_Background_Error,Average_Source_Flux (0.2-5 MeV)
1229,4FGL J2133.9+6646,4.754000000000001e-08,7.460721510108047e-09,1.2664010964097082e-06
1230,4FGL J2134.2-0154,5.529941558441558e-08,2.841896511760904e-09,1.944004901276065e-06
1231,4FGL J2134.5-2130,4.2987499999999994e-08,4.47472089811596e-09,1.219251948846504e-07
1232,4FGL J2135.3-5006,6.036244897959184e-08,2.7339829430400968e-09,2.592118011833951e-07
1233,4FGL J2136.2+0032,8.186821705426356e-08,3.6824237901705724e-09,4.134224161610494e-06
1234,4FGL J2136.5+4259,-3333,4e-08,1.6865559717735636e-05
1235,4FGL J2139.4-4235,5.974802588996764e-08,1.2294144377277522e-09,1.408756250866287e-06
1236,4FGL J2140.5-6731,4.795754098360656e-08,4.098126129483201e-09,5.650380605517981e-10
1237,4FGL J2141.7-6410,9.757053459119498e-08,2.3402062885609286e-09,1.0813204314915726e-06
1238,4FGL J2141.8-3727,5.894666666666668e-08,3.9203764542773945e-09,9.581525610488881e-06
1239,4FGL J2142.5-2552,5.4916759259259256e-08,3.758112383383117e-09,4.788572322784719e-08
1240,4FGL J2142.8+1958,6.106214285714286e-08,8.462827446826983e-09,1.9026057490195697e-12
1241,4FGL J2143.1-3929,5.164257142857143e-08,4.450138774474448e-09,1.2503666440093885e-05
1242,4FGL J2143.5+1743,1.2024050359712233e-07,2.2779194531120757e-09,0.00012002523113026685
1243,4FGL J2144.2+3132,4.4032105263157894e-08,3.7249312003435672e-09,2.5412912043088646e-06
1244,4FGL J2144.3-7802,-3333,-3333,1.0829802039105072e-08
1245,4FGL J2145.0-3356,6.388702380952383e-08,2.949502969490412e-09,9.557448418793326e-07
1246,4FGL J2146.4-1528,8.832828025477707e-08,3.796700429211503e-09,7.840295081139794e-05
1247,4FGL J2146.5-1344,2.3030650887573966e-08,1.6452920944697228e-09,1.8327183887410165e-09
1248,4FGL J2146.8+0425,-3333,-3333,3.282266489033028e-05
1249,4FGL J2147.1+0931,7.279130841121496e-08,2.8689276272965173e-09,1.1235395090508974e-05
1250,4FGL J2149.1+6104,7.99095890410959e-08,5.987812196874597e-09,3.559946160469214e-08
1251,4FGL J2149.6+0323,-3333,-3333,2.777270350701696e-06
1252,4FGL J2149.7+1917,7.398048780487805e-08,4.321555917823836e-09,0.0003052589814451268
1253,4FGL J2150.7-2810,-3333,-3333,8.937319942880046e-09
1254,4FGL J2151.7-2749,-3333,-3333,9.597789525214112e-07
1255,4FGL J2153.8-1137,8.575255813953489e-08,3.07309060852475e-09,6.493097542448427e-06
1256,4FGL J2157.5+3127,7.74456105610561e-08,2.3772194110352768e-09,2.445786604468901e-07
1257,4FGL J2158.1-1501,5.962203947368421e-08,3.091095693676655e-09,1.656371158584478e-06
1258,4FGL J2158.8-3013,1.0218339999999999e-07,1.1623756681982534e-09,1.2264524216325328e-06
1259,4FGL J2159.8-4751,6.353638095238095e-08,3.698178095551253e-09,1.5208838015243693e-05
1260,4FGL J2200.1+2138,-3333,-3333,1.3336671262619403e-07
1261,4FGL J2200.7-2414,6.320729166666667e-08,5.900974012317301e-09,1.3432833439097278e-07
1262,4FGL J2201.5-8339,8.278787985865724e-08,2.4206484991459164e-09,6.692810939793743e-07
1263,4FGL J2201.8+5048,1.943547302904564e-07,4.044269220189718e-09,3.05522902989122e-06
1264,4FGL J2203.3-5009,-3333,-3333,7.116230592144587e-09
1265,4FGL J2203.4+1725,7.042649214659685e-08,2.8635717304715024e-09,5.089754301550952e-06
1266,4FGL J2205.0+7432,-3333,-3333,2.9797112416708227e-12
1267,4FGL J2206.8-0032,5.921558139534883e-08,3.4089356821751717e-09,6.539001576499449e-07
1268,4FGL J2207.1+4316,-3333,-3333,4.887670575534519e-10
1269,4FGL J2207.5-5346,7.737732638888889e-08,2.4571475043374224e-09,3.2146340850059305e-05
1270,4FGL J2207.6+0053,6.27058e-08,5.665740771769156e-09,0.0004834745464783586
1271,4FGL J2209.8-5028,4.265e-08,4.7124518088550515e-09,1.7647611084963285e-06
1272,4FGL J2211.2-1325,1.0748915094339624e-07,3.7176212787754573e-09,0.0001098598699251208
1273,4FGL J2212.9-2526,-3333,-3333,8.759974720494102e-08
1274,4FGL J2216.9+2421,5.300029702970297e-08,3.524879388296524e-09,1.352316856276092e-05
1275,4FGL J2217.5+6346,-3333,-3333,2.1869503210899656e-12
1276,4FGL J2219.2+1806,6.224042105263157e-08,2.8353759982788722e-09,1.7430387217522388e-06
1277,4FGL J2219.2-0342,8.575892857142857e-08,3.7622616779964695e-09,3.090548952495079e-05
1278,4FGL J2221.5-5225,-3333,-3333,1.8726837246231553e-09
1279,4FGL J2221.9-3504,7.45852e-08,7.441381735265973e-09,3.481061477305762e-06
1280,4FGL J2222.8+1209,9.974386363636361e-08,8.019025294053303e-09,2.4303058598780234e-08
1281,4FGL J2225.6+2120,6.826559139784947e-08,4.158685933830859e-09,9.804025215179213e-08
1282,4FGL J2225.7-0457,4.9924864864864865e-08,5.744393611512787e-09,4.3866910617172924e-06
1283,4FGL J2228.6-1636,-3333,-3333,2.9280110545161363e-07
1284,4FGL J2230.9-7815,5.15886956521739e-08,6.6745598195478194e-09,6.654229906209596e-05
1285,4FGL J2231.0-4416,4.745670886075949e-08,3.476072112043276e-09,6.747741185291751e-06
1286,4FGL J2234.1-2656,-3333,-3333,1.0218703481901376e-06
1287,4FGL J2234.2-4156,-3333,-3333,9.735390502109051e-07
1288,4FGL J2234.7+0943,4.414292452830188e-08,2.664382898455865e-09,1.5232937494977065e-12
1289,4FGL J2235.1-0623,-3333,4.23e-08,8.82662855583856e-10
1290,4FGL J2235.3-4836,5.735882653061225e-08,2.206907008146491e-09,1.2606017700494053e-05
1291,4FGL J2235.8-3627,-3333,-3333,9.096898809867957e-07
1292,4FGL J2236.3+2828,7.004562358276644e-08,1.6682289935002381e-09,1.4333550537941006e-06
1293,4FGL J2236.4-2309,7.584817518248177e-08,3.9621134240616045e-09,1.0933428220867675e-07
1294,4FGL J2236.5-1433,9.922739543726236e-08,1.7831965320125218e-09,1.6681880165698218e-06
1295,4FGL J2237.0-3921,4.5801875e-08,4.874438311707709e-09,1.392527080076303e-06
1296,4FGL J2237.6-5126,6.728888888888889e-08,5.1154440372072224e-09,2.2619322573495925e-07
1297,4FGL J2243.4-2544,3.051888888888889e-08,1.368002073381801e-09,2.9047921187691782e-08
1298,4FGL J2243.8-2510,-3333,-3333,2.1695570438283443e-05
1299,4FGL J2243.9+2021,2.9248865384615386e-08,1.0108358005437192e-09,4.3504371763408e-08
1300,4FGL J2244.2+4057,9.743196774193546e-08,2.2287003743689217e-09,4.592830381251905e-07
1301,4FGL J2245.9+1544,8.535274509803919e-08,7.807548930570621e-09,1.5963695097563043e-08
1302,4FGL J2248.7-3235,7.611767441860465e-08,2.858670937422432e-09,1.8184922438754914e-05
1303,4FGL J2250.0-1250,2.0061711538461537e-07,3.3731109456830917e-09,1.0263247147818945e-06
1304,4FGL J2250.0+3825,3.48827027027027e-08,5.128249885063763e-09,7.724015884594897e-07
1305,4FGL J2250.4-4206,6.68798387096774e-08,9.22113642625927e-09,1.5937735353962564e-05
1306,4FGL J2250.7-2806,6.148672489082968e-08,2.1163547954059612e-09,3.361786216455247e-07
1307,4FGL J2251.2+5550,8.250999999999999e-08,7.2291740416250955e-09,5.920696297475154e-09
1308,4FGL J2251.5-4928,-3333,-3333,6.270988739330106e-08
1309,4FGL J2252.0+4031,-3333,-3333,9.217766472896204e-07
1310,4FGL J2253.2-1232,8.480215053763439e-08,5.35665959268008e-09,3.1192960939128044e-07
1311,4FGL J2254.8-2725,4.611454545454545e-08,5.037441708145411e-09,3.9744498051184417e-07
1312,4FGL J2256.0-2740,1.133883116883117e-07,2.9795467807458446e-09,0.00027470065724929254
1313,4FGL J2258.1-2759,1.0006329694323145e-07,1.7652568808163139e-09,8.98627819825865e-08
1314,4FGL J2258.5-8247,-3333,-3333,4.750519631734974e-08
1315,4FGL J2259.8-1552,-3333,-3333,1.0658597802121516e-07
1316,4FGL J2300.7-2645,-3333,-3333,1.6164376510696494e-07
1317,4FGL J2301.0-0158,9.709805389221556e-08,2.4242684264393264e-09,3.3226672086336044e-06
1318,4FGL J2304.3+0618,-3333,-3333,1.4790630857536127e-10
1319,4FGL J2304.6+3704,-3333,-3333,1.7839881618737158e-08
1320,4FGL J2307.6+1451,6.844558823529411e-08,5.747564124282471e-09,3.041537267036688e-08
1321,4FGL J2311.0+0205,3.84410294117647e-08,3.3354931062302807e-09,9.021987439141422e-08
1322,4FGL J2311.0+3425,9.027400462962961e-08,1.8093391804243051e-09,2.0116196976947717e-06
1323,4FGL J2311.7+2604,-3333,-3333,6.905227208799406e-05
1324,4FGL J2312.5+7241,4.412214285714285e-08,4.905020988927157e-09,7.887737674441575e-09
1325,4FGL J2313.5+3945,7.96436090225564e-08,3.4565298336272434e-09,7.619533641616563e-07
1326,4FGL J2315.6-5018,-3333,-3333,2.4571306183842477e-05
1327,4FGL J2317.4-4533,-3333,-3333,1.0865360829313382e-09
1328,4FGL J2318.2+1915,-3333,-3333,8.680036449404769e-05
1329,4FGL J2320.8-0823,9.36690476190476e-08,5.375973461377897e-09,1.2353747430374799e-09
1330,4FGL J2321.5-1619,3.6536000000000004e-08,5.487532692048066e-09,1.7414206611236036e-10
1331,4FGL J2321.7-6438,-3333,-3333,8.369858659199928e-06
1332,4FGL J2321.9+3204,5.731668224299065e-08,2.1553981621560404e-09,2.5193112398273753e-07
1333,4FGL J2322.6-0735,5.88268493150685e-08,4.576862531855242e-09,8.142052007424164e-05
1334,4FGL J2322.8-4916,-3333,-3333,1.371065117070948e-10
1335,4FGL J2323.5-0317,8.248162946428573e-08,1.8460974952382098e-09,9.97559239850013e-07
1336,4FGL J2323.6-0617,6.345055555555556e-08,3.624323008954161e-09,3.119953074297232e-08
1337,4FGL J2323.8+4210,2.9142166064981946e-08,1.4362118451170967e-09,1.0346233452677856e-07
1338,4FGL J2324.6+3115,-3333,-3333,9.345256336957362e-07
1339,4FGL J2324.7-4041,-3333,-3333,4.859953947011292e-09
1340,4FGL J2324.7+0801,5.041666666666665e-08,5.267882636920692e-09,1.2304995773352209e-06
1341,4FGL J2325.2+3957,2.516659574468085e-08,2.064019696485289e-09,3.486046935956872e-08
1342,4FGL J2325.4-4800,4.325231292517007e-08,1.6679595307636935e-09,2.3772226203064787e-06
1343,4FGL J2325.4-3559,4.7017945205479456e-08,1.495861125783196e-09,3.352946970975022e-08
1344,4FGL J2326.2+0113,4.487863636363636e-08,5.289254324443283e-09,3.134127221921771e-05
1345,4FGL J2326.9-4130,-3333,-3333,4.558944804722075e-06
1346,4FGL J2327.5-3259,5.7486034482758613e-08,4.768776026584444e-09,4.802644477721206e-07
1347,4FGL J2328.3-4036,6.516623655913979e-08,1.993685573138557e-09,6.281025742296932e-06
1348,4FGL J2329.3-4955,1.5666101952277658e-07,1.872999403327648e-09,1.37038440306232e-06
1349,4FGL J2329.3-4733,-3333,-3333,0.0003533506606057224
1350,4FGL J2330.2+7759,-3333,-3333,2.807411088605218e-05
1351,4FGL J2330.5+1102,7.705222222222224e-08,4.895081063776115e-09,7.224755534831366e-08
1352,4FGL J2331.0-2147,6.98514527027027e-08,2.2294065740747573e-09,2.9268853487438e-07
1353,4FGL J2331.3-1558,-3333,-3333,7.321750499383381e-06
1354,4FGL J2334.2+0736,-3333,-3333,4.0701204783953096e-05
1355,4FGL J2334.8+1432,3.7635181818181815e-08,2.7474445542368336e-09,2.830583462192281e-08
1356,4FGL J2335.4-0128,4.9135533980582525e-08,3.5264015715228824e-09,1.1222985975799375e-08
1357,4FGL J2336.5-7622,5.5065245901639354e-08,4.52045364655535e-09,7.1389028922017246e-06
1358,4FGL J2336.6-4115,4.535123809523809e-08,2.966204091786865e-09,5.190949210415748e-07
1359,4FGL J2338.0-0230,8.43958585858586e-08,3.1998700590395084e-09,9.216625128907279e-06
1360,4FGL J2339.6+0242,-3333,-3333,1.0155386775105103e-07
1361,4FGL J2343.7-5624,6.887284210526315e-08,5.04605567717355e-09,3.6609766904764066e-08
1362,4FGL J2345.2-1555,9.73679104477612e-08,1.997291659348109e-09,3.3438260471327377e-07
1363,4FGL J2347.0+5141,-3333,-3333,6.376853765124946e-07
1364,4FGL J2347.9-5106,4.285764705882353e-08,3.6565743647375917e-09,1.5855198275401763e-05
1365,4FGL J2348.0-1630,1.0307280289330924e-07,1.8425809698851667e-09,5.013272185686214e-06
1366,4FGL J2348.1-4934,5.2978235294117644e-08,5.743419943993406e-09,8.150184995749375e-11
1367,4FGL J2349.2+4535,-3333,-3333,2.437182010559559e-05
1368,4FGL J2349.4+0534,7.28838202247191e-08,4.615029831504777e-09,4.3972910625918935e-05
1369,4FGL J2350.6-3005,3.850844827586207e-08,3.6113323582711147e-09,4.712916695848919e-06
1370,4FGL J2352.0+1750,5.28575e-08,4.7754767684526156e-09,1.9015527808420574e-08
1371,4FGL J2355.2-5247,-3333,-3333,2.0965070797822558e-11
1372,4FGL J2355.7-3351,-3333,-3333,7.072826779886295e-06
1373,4FGL J2357.8-5311,5.560285714285714e-08,3.1647445185304498e-09,2.7186012198571712e-05
1374,4FGL J2358.0-4601,6.042695652173913e-08,4.447437555417965e-09,0.00013205032091151916
1375,4FGL J2358.3-1021,7.362436090225564e-08,3.359124764014923e-09,1.634771024230305e-06
1376,4FGL J2358.3+3830,4.7210540540540544e-08,5.180525928124166e-09,2.676148142397734e-07
1377,4FGL J2359.0+3922,5.023388888888889e-08,7.96816924096317e-09,1.4123109986629415e-05
1378,4FGL J2359.2-3134,5.9349019607843125e-08,5.237154261935924e-09,0.0007998703811762162
1379,4FGL J0538.8-4405,1.371547932618683e-07,1.3662529373152041e-09,5.8167258757536835e-05
1380,4FGL J1104.4+3812,1.4858590504451037e-07,1.1883545493578185e-09,3.246728630293895e-05
1381,4FGL J1653.8+3945,3.833244047619048e-08,1.610166407576848e-09,2.425504573610797e-05
1382,4FGL J0136.5+3906,-3333,-3333,7.5377827446364836e-06
1383,4FGL J0156.9-5301,2.7574155844155847e-08,2.9003008130276164e-09,4.6332963861350505e-05
1384,4FGL J0244.6-5819,3.0459753246753244e-08,2.7572920939133622e-09,5.2629948234714314e-05
1385,4FGL J0710.4+5908,3.4941166666666666e-08,4.408163499427619e-09,0.0001750070163798669
1386,4FGL J1136.4+6736,2.9607183098591545e-08,3.2416240178571216e-09,7.655070680731843e-05
1387,4FGL J1221.3+3010,3.5003255868544604e-08,1.2624649272642067e-09,4.6216903405696824e-06
1388,4FGL J1800.6+7828,1.1545988564167724e-07,1.0237996514049303e-09,3.8983293607771304e-05
1389,4FGL J2000.0+6508,4.547027586206897e-08,9.584215446423836e-10,9.46827837534222e-06
1390,4FGL J2253.9+1609,1.1438778896882493e-06,2.9420022568579806e-09,0.0004308611577859789
1391,4FGL J2229.7-0832,1.0884447004608296e-07,2.180698083305535e-09,8.792743175875196e-05
1392,4FGL J2147.3-7536,1.3763796033994335e-07,2.347284246964239e-09,8.963187822986688e-05
1393,4FGL J1642.9+3948,1.1904800693240904e-07,1.6594296249183068e-09,0.0001966577998349592
1394,4FGL J1626.0-2950,1.4514931428571427e-07,3.91450097278394e-09,0.0001374345989424047
1395,4FGL J1512.8-0906,4.602754498714653e-07,2.5837095017900364e-09,0.00019872128641399754
1396,4FGL J1256.1-0547,5.277424321133413e-07,2.4584177565469013e-09,0.00016404410841643204
1397,4FGL J1229.0+0202,2.8227226562500005e-07,2.240228609865184e-09,0.000857323738684921
1398,4FGL J1224.9+2122,2.5574414159292044e-07,2.086438697793058e-09,8.601035164657367e-05
1399,4FGL J1153.4+4931,7.150343023255814e-08,2.364903049575933e-09,6.670481920808965e-05
1400,4FGL J0841.3+7053,1.213746034816248e-07,1.5405174851430847e-09,0.00016743688757689398
1401,4FGL J0530.9+1332,8.656048076923078e-08,5.418796781373438e-09,0.00014373510202995694
1402,4FGL J0403.9-3605,1.8460121765601216e-07,1.633223874523717e-09,6.273079114063615e-05
1403,4FGL J2327.5+0939,8.600152671755726e-08,2.685925441583016e-09,0.0002060994474322434
1404,4FGL J2151.8-3027,1.2704026246719159e-07,2.591760479723159e-09,0.00039761107540419143
1405,4FGL J1924.8-2914,8.421927999999999e-08,3.2295177577864425e-09,6.531905444773738e-05
1406,4FGL J1357.1+1921,7.150588235294117e-08,5.7441688370640906e-09,0.00010274258990500736
1407,4FGL J1332.0-0509,1.419971002710027e-07,2.5657881478361252e-09,0.0001118682621209058
1408,4FGL J1222.5+0414,1.0897069767441861e-07,3.3493945875930154e-09,0.00028000521212937033
1409,4FGL J1159.5+2914,2.271321126760563e-07,1.6964952400957308e-09,5.1566749038972395e-05
1410,4FGL J1129.8-1447,1.9575415472779368e-07,2.9776774266436004e-09,0.00032881386438094726
1411,4FGL J1044.6+8053,5.55748406374502e-08,1.709918998901478e-09,4.9233091782110274e-05
1412,4FGL J0805.4+6147,6.378422360248446e-08,2.7693103915889706e-09,0.00028083199156874415
1413,4FGL J0746.4+2546,6.164573033707866e-08,3.72972721671587e-09,0.0003766648745278165
1414,4FGL J0635.6-7518,7.4451775147929e-08,2.9920476543815214e-09,7.751180384386635e-05
1415,4FGL J0539.9-2839,8.209742774566474e-08,2.0594214357236827e-09,0.0002607156289171022
1416,4FGL J0405.6-1308,7.79781990521327e-08,2.6957587200155157e-09,9.059020167146613e-05
1417,4FGL J0217.4+7352,1.0625224913494808e-07,2.8712001824176005e-09,0.00033897979749320775
1418,4FGL J0304.5+3349,5.504636363636364e-08,4.738097779447153e-09,0.00011424643172279787
1419,4FGL J1941.3-6210,1.0453788423153693e-07,2.1167203363837644e-09,0.0001081295705252034
1420,4FGL J0522.9-3628,1.0185439767779394e-07,1.3797607871901835e-09,6.902910416236721e-05
1421,4FGL J0433.0+0522,9.832720524017468e-08,3.450286549290033e-09,0.0002668144240693957
1422,4FGL J0319.8+4130,2.7642469959946595e-07,1.913506872501667e-09,3.0346021033061883e-05
1423,4FGL J0312.9+4119,-3333,-3333,0.0005272156524698618
1424,4FGL J0324.8+3412,1.2227348484848482e-07,3.305544884688765e-09,0.0001861912155782852
1425,4FGL J1829.5+4845,4.9133954802259884e-08,1.5074289070926377e-09,6.0768987029671495e-05
1426,4FGL J2009.4-4849,-3333,-3333,8.12092469313604e-06
1427,4FGL J0507.9+6737,-3333,-3333,1.2605219047024516e-05
1428,4FGL J0325.5-5635,2.622276595744681e-08,1.6205509693793276e-09,2.294312545696342e-05
1429,4FGL J0608.9-5456,-3333,-3333,0.00012339109848574084
1430,4FGL J0923.5+3852,4.3006351351351355e-08,3.2220711986064015e-09,0.00010863161481720954
1431,4FGL J1849.2+6705,6.584062068965518e-08,1.7003839312442114e-09,2.3375038708379942e-05
1432,4FGL J0224.9+1843,9.118915094339623e-08,5.219360380284354e-09,0.0004993498065146425
1433,4FGL J0336.4+3224,1.037186301369863e-07,3.815924002623959e-09,0.0003547725737355292
1434,4FGL J2056.2-4714,1.2867992945326278e-07,1.790266510567173e-09,5.077896660869535e-05
1435,4FGL J2148.6+0652,6.663363636363636e-08,5.56270087346543e-09,0.0001319275814274227
1436,4FGL J0836.5-2026,7.815257142857144e-08,7.703028264549238e-09,0.0003076662921732356
1437,4FGL J1740.5+5211,7.579137295081968e-08,1.3674724155193749e-09,4.3661921264377686e-05
1438,4FGL J1459.0+7140,-3333,-3333,7.83943063552447e-05
1439,4FGL J0721.9+7120,1.219122385620915e-07,1.1471885174816102e-09,4.280342274936427e-05
1440,4FGL J2202.7+4216,3.679902348578493e-07,1.8959848316742224e-09,0.00010845337825728469
1441,4FGL J2232.6+1143,4.960416458852868e-07,2.4299675647153645e-09,0.00012451985203067035
1442,4FGL J1337.6-1257,8.21194358974359e-08,2.273036852162552e-09,5.065304102272073e-05
