0,1,2
0,0,0
0,0.0,0
4FGL J0253.9+5103,0.002285714285714286,FSRQ
4FGL J1037.4-2933,0.003977272727272727,FSRQ
4FGL J2153.8-1137,0.0040137614678899085,FSRQ
4FGL J1840.6-5545,0.014012738853503185,BCU
4FGL J0153.9+0823,0.018044237485448197,BLL
4FGL J0056.4-2118,0.018306636155606407,BLL
4FGL J2237.0-3921,0.023014959723820484,FSRQ
4FGL J2146.5-1344,0.03125,BLL
4FGL J1050.1+0432,0.035876993166287015,FSRQ
4FGL J1407.6-4301,0.04513888888888889,BLL
4FGL J0733.6+3649,0.04633867276887872,BCU
4FGL J1534.8+0131,0.05063291139240507,FSRQ
4FGL J1312.6+4828,0.051903114186851215,BCU
4FGL J2136.2+0032,0.05389908256880734,FSRQ
4FGL J0032.3-5522,0.054819277108433734,BCU
4FGL J0236.8-6136,0.058456299659477864,FSRQ
4FGL J0635.6-7518,0.06486796785304248,FSRQ
4FGL J1739.5+4955,0.06686046511627906,FSRQ
4FGL J0217.4+7352,0.06709451575262544,FSRQ
4FGL J2358.0-4601,0.06744186046511629,BCU
4FGL J1058.6+2817,0.07297949336550061,BLL
4FGL J0243.4+7119,0.07377979568671963,BLL
4FGL J2237.6-5126,0.0741822429906542,None
4FGL J1923.5-2104,0.0771889400921659,FSRQ
4FGL J1419.8+5423,0.08,BLL
4FGL J0347.7-3616,0.08083140877598152,BCU
4FGL J2206.8-0032,0.08227848101265822,BLL
4FGL J1732.7-5050,0.08256880733944955,None
4FGL J0638.6+7320,0.08276255707762557,FSRQ
4FGL J1351.0+0029,0.08711656441717791,FSRQ
4FGL J1322.6-0936,0.09107806691449814,FSRQ
4FGL J1153.3-1104,0.09216589861751151,BCU
4FGL J2201.8+5048,0.0949943117178612,FSRQ
4FGL J1106.7+3623,0.0977751756440281,None
4FGL J1135.1+3014,0.09942528735632183,BLL
4FGL J1933.2-4539,0.10069848661233993,FSRQ
4FGL J1514.7-3617,0.10232558139534884,BCU
4FGL J0852.5-5755,0.10376282782212087,BCU
4FGL J0532.0-4827,0.10913404507710557,BLL
4FGL J2141.7-6410,0.11015981735159816,BCU
4FGL J0830.8+2410,0.11130334486735871,FSRQ
4FGL J1311.0+3233,0.11316397228637415,FSRQ
4FGL J1332.0-0509,0.11691259931895573,FSRQ
4FGL J0424.9-5331,0.11812865497076024,BLL
4FGL J0205.0-1700,0.11975028376844495,FSRQ
4FGL J2250.0-1250,0.12470588235294118,BCU
4FGL J1801.5+4404,0.12514285714285717,FSRQ
4FGL J0253.2-5441,0.12700228832951946,FSRQ
4FGL J0112.8+3208,0.13060989643268128,FSRQ
4FGL J1443.9+2501,0.1325714285714286,FSRQ
4FGL J0231.2-4745,0.1360981308411215,FSRQ
4FGL J1811.3+0340,0.13625866050808313,BLL
4FGL J0617.6-4028,0.13763066202090593,None
4FGL J1058.5+8115,0.14126611957796015,FSRQ
4FGL J0515.6-4556,0.14285714285714288,FSRQ
4FGL J2328.3-4036,0.1461449942462601,FSRQ
4FGL J0449.1+1121,0.1465909090909091,FSRQ
4FGL J0540.8-5415,0.14889918887601392,FSRQ
4FGL J0001.5+2113,0.1506849315068493,FSRQ
4FGL J0654.4+4514,0.15873959571938168,FSRQ
4FGL J0133.1-5201,0.15927189988623433,FSRQ
4FGL J1617.3-5849,0.15997706422018348,FSRQ
4FGL J1507.2+1721,0.16073546856465007,BLL
4FGL J0034.0-4116,0.16087962962962962,BCU
4FGL J2035.4+1056,0.16147635524798154,FSRQ
4FGL J1457.4-3539,0.16380297823596793,FSRQ
4FGL J2151.8-3027,0.16420454545454544,FSRQ
4FGL J0505.3+0459,0.1643835616438356,FSRQ
4FGL J1855.8-2028,0.16544117647058823,BCU
4FGL J0152.2+3714,0.16647398843930636,BCU
4FGL J0841.3+7053,0.16761363636363638,FSRQ
4FGL J1709.7+4318,0.16829865361077112,FSRQ
4FGL J1829.2-5813,0.16840882694541232,FSRQ
4FGL J2159.8-4751,0.17147806004618937,BCU
4FGL J2216.9+2421,0.17298850574712643,BLL
4FGL J2311.0+3425,0.17349260523321955,FSRQ
4FGL J0725.2+1425,0.17751141552511412,FSRQ
4FGL J0333.9+6537,0.18034682080924855,BLL
4FGL J2147.3-7536,0.18176470588235294,FSRQ
4FGL J1310.5+3221,0.18217934165720773,FSRQ
4FGL J0904.9-5734,0.19042189281641958,BCU
4FGL J2244.2+4057,0.19226393629124003,FSRQ
4FGL J1129.8-1447,0.19239500567536888,FSRQ
4FGL J0019.6+7327,0.1928406466512702,FSRQ
4FGL J1821.6+6819,0.20113636363636364,BCU
4FGL J2007.9-4432,0.20217640320733105,None
4FGL J1314.7+2348,0.20389461626575028,BLL
4FGL J0521.8-3848,0.20436280137772675,BCU
4FGL J1958.0-3845,0.21160409556313992,FSRQ
4FGL J0245.9-4650,0.21328671328671325,FSRQ
4FGL J0945.2+5200,0.21480582524271846,FSRQ
4FGL J1239.5+0443,0.21623155505107833,FSRQ
4FGL J0045.3+2128,0.2164009111617312,BLL
4FGL J0228.3-5547,0.21691599539700807,FSRQ
4FGL J1513.4-3231,0.21749136939010355,FSRQ
4FGL J2130.4-4241,0.22133027522935778,BCU
4FGL J2348.0-1630,0.22323462414578585,FSRQ
4FGL J0532.6+0732,0.22468714448236635,FSRQ
4FGL J1040.5+0617,0.2247126436781609,BLL
4FGL J0909.1+0121,0.22534403669724773,FSRQ
4FGL J1641.9-0621,0.22669735327963175,BLL
4FGL J1224.9+2122,0.22727272727272724,FSRQ
4FGL J1833.6-2103,0.2275822928490352,FSRQ
4FGL J0904.5-3513,0.2278409090909091,BCU
4FGL J0343.2-2529,0.23037542662116042,FSRQ
4FGL J1044.6+8053,0.23348519362186787,FSRQ
4FGL J1751.5+0938,0.2351258581235698,BLL
4FGL J0904.6+5200,0.2356651376146789,None
4FGL J0921.6+6216,0.23579545454545453,FSRQ
