,Name,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Average_Flux_of_Entire_Source_(0.2-5_MeV),Start_Time_(MJD)
185,4FGL J1129.8-1447,0.00040526456995994476,0.00032881386438094726,58795.50001157408
186,4FGL J1129.8-1447,0.0005399801028707677,0.00032881386438094726,59075.50001157408
187,4FGL J1129.8-1447,0.0006439514270260087,0.00032881386438094726,59187.50001157408
188,4FGL J1129.8-1447,0.0005802270670598932,0.00032881386438094726,59250.50001157408
189,4FGL J1129.8-1447,0.0005171125095814918,0.00032881386438094726,59299.50001157408
190,4FGL J1129.8-1447,0.0004091774692561096,0.00032881386438094726,59401.00001157408
191,4FGL J1129.8-1447,0.000613308852018379,0.00032881386438094726,59656.50001157408
192,4FGL J1129.8-1447,0.0005766083707183272,0.00032881386438094726,59789.50001157408
193,4FGL J1129.8-1447,0.00046883843379928454,0.00032881386438094726,60160.50001157408
194,4FGL J1129.8-1447,0.0005914067793346504,0.00032881386438094726,60335.50001157408
195,4FGL J1129.8-1447,0.00042541041147905697,0.00032881386438094726,60489.50001157408
196,4FGL J1129.8-1447,0.0005403793783091519,0.00032881386438094726,60699.50001157408
197,4FGL J0805.4+6147,0.0003598383260654732,0.00028083199156874415,54683.00001157408
198,4FGL J0805.4+6147,0.0004037689883869417,0.00028083199156874415,55099.50001157408
199,4FGL J0805.4+6147,0.000430236662415952,0.00028083199156874415,55540.50001157408
200,4FGL J0805.4+6147,0.00029423521019245356,0.00028083199156874415,58589.00001157408
201,4FGL J0805.4+6147,0.0003233022257702681,0.00028083199156874415,59793.00001157408
202,4FGL J0746.4+2546,0.00040535053076061733,0.0003766648745278165,57294.00001157408
203,4FGL J0539.9-2839,0.00032517975951760065,0.0002607156289171022,55372.50001157408
204,4FGL J0539.9-2839,0.0003705344481983615,0.0002607156289171022,55519.50001157408
205,4FGL J0539.9-2839,0.00026812063504825644,0.0002607156289171022,56128.50001157408
206,4FGL J0539.9-2839,0.00043987050803290456,0.0002607156289171022,56233.50001157408
207,4FGL J0539.9-2839,0.0002920808025140161,0.0002607156289171022,56730.50001157408
208,4FGL J0539.9-2839,0.000343545182443631,0.0002607156289171022,57147.00001157408
209,4FGL J0539.9-2839,0.00029565008999785336,0.0002607156289171022,57437.50001157408
210,4FGL J0539.9-2839,0.00035396454175323013,0.0002607156289171022,59040.50001157408
211,4FGL J0539.9-2839,0.0005438745977847195,0.0002607156289171022,59705.50001157408
212,4FGL J0539.9-2839,0.0005756801298189136,0.0002607156289171022,59922.50001157408
213,4FGL J0539.9-2839,0.0003833096702320962,0.0002607156289171022,60139.50001157408
214,4FGL J0217.4+7352,0.0006124254000176238,0.00033897979749320775,54791.50001157408
215,4FGL J0217.4+7352,0.0005334174997916365,0.00033897979749320775,58081.50001157408
216,4FGL J0217.4+7352,0.00044776769390453025,0.00033897979749320775,60440.50001157408
217,4FGL J0304.5+3349,0.00011848357543042187,0.00011424643172279787,54889.50001157408
218,4FGL J0304.5+3349,0.00011700442708157859,0.00011424643172279787,57735.00001157408
219,4FGL J0304.5+3349,0.00014122074043379507,0.00011424643172279787,59271.50001157408
220,4FGL J1941.3-6210,0.00011885824260703568,0.0001081295705252034,56758.50001157408
221,4FGL J1941.3-6210,0.0002475622310059259,0.0001081295705252034,57150.50001157408
222,4FGL J1941.3-6210,0.00015336569647168548,0.0001081295705252034,57409.50001157408
223,4FGL J1941.3-6210,0.00031835553625279595,0.0001081295705252034,57885.50001157408
224,4FGL J1941.3-6210,0.0001412787910589468,0.0001081295705252034,57948.50001157408
225,4FGL J0522.9-3628,9.832767284286695e-05,6.902910416236721e-05,55922.00001157408
226,4FGL J0433.0+0522,0.000350255775456786,0.0002668144240693957,56975.50001157408
227,4FGL J0433.0+0522,0.0003568182600408939,0.0002668144240693957,57185.50001157408
228,4FGL J0433.0+0522,0.00035234383873354765,0.0002668144240693957,57871.50001157408
229,4FGL J0433.0+0522,0.0003883797694776593,0.0002668144240693957,58186.50001157408
230,4FGL J0433.0+0522,0.0003086548834451146,0.0002668144240693957,58767.50001157408
231,4FGL J0433.0+0522,0.000337205379977026,0.0002668144240693957,59789.50001157408
232,4FGL J0324.8+3412,0.0003606930029547689,0.0001861912155782852,55673.50001157408
233,4FGL J0324.8+3412,0.00034344467369954796,0.0001861912155782852,55803.00001157408
234,4FGL J0324.8+3412,0.0002499739482502987,0.0001861912155782852,56240.50001157408
235,4FGL J0324.8+3412,0.00024059728298361243,0.0001861912155782852,56527.50001157408
236,4FGL J0324.8+3412,0.0003143834130636503,0.0001861912155782852,57080.50001157408
237,4FGL J0324.8+3412,0.00028033608077750394,0.0001861912155782852,57157.50001157408
238,4FGL J0324.8+3412,0.0002444407132140125,0.0001861912155782852,57287.00001157408
239,4FGL J0324.8+3412,0.000336849724278434,0.0001861912155782852,58767.50001157408
240,4FGL J0324.8+3412,0.0003033169429910779,0.0001861912155782852,60608.50001157408
241,4FGL J0923.5+3852,0.00011088611527030057,0.00010863161481720954,57917.00001157408
242,4FGL J0224.9+1843,0.0005610330079895173,0.0004993498065146425,55614.00001157408
243,4FGL J2148.6+0652,0.0001343516961804237,0.0001319275814274227,58326.50001157408
244,4FGL J2202.7+4216,0.00015474256524132098,0.00010845337825728469,58116.50001157408
245,4FGL J2202.7+4216,0.0002162816833638218,0.00010845337825728469,59054.50001157408
246,4FGL J2202.7+4216,0.00024253318058823037,0.00010845337825728469,59579.50001157408
247,4FGL J2202.7+4216,0.00021771542060095567,0.00010845337825728469,59824.50001157408
248,4FGL J2202.7+4216,0.00020381806450356848,0.00010845337825728469,60545.50001157408
249,4FGL J2232.6+1143,0.0002652219770712621,0.00012451985203067035,56177.50001157408
250,4FGL J2232.6+1143,0.0002008209406186233,0.00012451985203067035,56905.50001157408
251,4FGL J2232.6+1143,0.00038967275422619325,0.00012451985203067035,57395.50001157408
252,4FGL J2232.6+1143,0.00038144213373025773,0.00012451985203067035,57605.50001157408
253,4FGL J2232.6+1143,0.00018238406122337157,0.00012451985203067035,59901.50001157408
254,4FGL J2232.6+1143,0.0001710367289962159,0.00012451985203067035,60643.50001157408
