,Name,Class,Photon Flux (ph/cm2/s),Fluence (ph/cm2),Photon Count,Background Counts,Duration (s),Duration (weeks),Fraction of Observation Time,MDP99,Start Time (MJD),Start Time (s)
0,4FGL J0538.8-4405,BLL,3.399766530061491e-05,277.58413764646065,1362.350945281249,816480.0,8164800.0,13.5,0.017810026385224276,949.2526935485236,54683.00001157408,4724611201.0
1,4FGL J0538.8-4405,BLL,1.8612101871106766e-05,112.56599211645371,745.8222308375565,604800.0,6048000.0,10.0,0.013192612137203167,1492.0185382821326,54784.50001157408,4733380801.0
2,4FGL J0538.8-4405,BLL,6.53638504787785e-05,1027.8334760086962,2619.25348989701,1572480.0,15724800.0,26.0,0.03430079155672823,685.1922924623386,54931.50001157408,4746081601.0
3,4FGL J0538.8-4405,BLL,0.0002730392038611811,16018.008718038507,10941.198879100439,5866560.0,58665600.0,97.0,0.1279683377308707,316.8600514160022,55127.50001157408,4763016001.0
4,4FGL J0538.8-4405,BLL,1.125321399098533e-05,54.44755057398343,450.9376329966327,483840.0,4838400.0,8.0,0.010554089709762533,2206.8495562628113,55953.50001157408,4834382401.0
5,4FGL J0538.8-4405,BLL,3.6364675059000784e-06,6.598006642705102,145.72015167341246,181440.0,1814400.0,3.0,0.00395778364116095,4181.742332068488,56142.50001157408,4850712001.0
6,4FGL J0538.8-4405,BLL,1.5868221843927612e-05,124.76230742569645,635.869752756709,786240.0,7862400.0,13.0,0.017150395778364115,1994.8993296094961,56282.50001157408,4862808001.0
7,4FGL J0538.8-4405,BLL,1.2238366097129171e-05,74.01763815543723,490.41454681361176,604800.0,6048000.0,10.0,0.013192612137203167,2268.5825743340947,58473.50001157408,5052110401.0
8,4FGL J0538.8-4405,BLL,8.416769336383272e-06,25.452310473223015,337.275914691371,302400.0,3024000.0,5.0,0.006596306068601583,2332.833042481961,58697.50001157408,5071464001.0
9,4FGL J0538.8-4405,BLL,1.7455044028320374e-06,2.1113621256656323,69.94567280323797,120960.0,1209600.0,2.0,0.002638522427440633,7112.488949558926,58753.50001157408,5076302401.0
10,4FGL J0538.8-4405,BLL,7.312605566409976e-06,22.113319232823766,293.0299777287167,302400.0,3024000.0,5.0,0.006596306068601583,2684.881953204661,58795.50001157408,5079931201.0
11,4FGL J0538.8-4405,BLL,3.3058795508182526e-06,5.998187857004638,132.47286515764768,181440.0,1814400.0,3.0,0.00395778364116095,4599.748772554475,58886.50001157408,5087793601.0
12,4FGL J0538.8-4405,BLL,1.7646785042267836e-05,106.72775593563587,707.1401542115234,604800.0,6048000.0,10.0,0.013192612137203167,1573.5848762661828,59012.50001157408,5098680001.0
13,4FGL J0538.8-4405,BLL,7.11623632109137e-05,1764.598888068385,2851.610895383524,2479680.0,24796800.0,41.0,0.05408970976253298,790.1202012577314,59369.50001157408,5129524801.0
14,4FGL J0538.8-4405,BLL,6.6911002108561435e-06,20.23388703762898,268.12507907907894,302400.0,3024000.0,5.0,0.006596306068601583,2934.147506622216,59768.50001157408,5163998401.0
15,4FGL J1104.4+3812,BLL,3.394866143636442e-06,12.31929026202792,172.81117969276195,362880.0,3628800.0,6.0,0.0079155672823219,4985.963610317684,55162.50001157408,4766040001.0
16,4FGL J1104.4+3812,BLL,6.223396878695906e-06,41.40301475458812,316.79380299562854,665280.0,6652800.0,11.0,0.014511873350923483,3682.6883726352257,55309.50001157408,4778740801.0
17,4FGL J1104.4+3812,BLL,2.5894113403269617e-06,7.8303798931487325,131.81056616046627,302400.0,3024000.0,5.0,0.006596306068601583,5967.210183221211,55463.50001157408,4792046401.0
