Name,ph/s_ratio,Aeff_mean_LAT(cm2),Aeff_mean_COSI(cm2),Int_flux_ratio,"Flag (0=LAT only, 1=BAT-LAT)"
4FGL J0001.2-0747,0.7044694966972299,1125.6401269057162,13.015843900345542,61.062793386453485,0.0
4FGL J0001.5+2113,0.4742808207743397,951.9607247944325,11.696571225343119,38.71176194092204,0.0
4FGL J0003.3-1928,0.000687460350692374,1189.701043611732,8.13197497361988,0.10073863175588149,0.0
4FGL J0004.3+4614,1.441492086094304,974.7530279264835,12.7021878519153,110.93217033811722,0.0
4FGL J0004.4-4737,0.8796342076790951,1025.6441146527563,12.720934830072956,71.10765124847613,0.0
4FGL J0004.4-4001,1.4410588262045252,1068.0069845741282,13.131162360177846,117.49963284923062,0.0
4FGL J0005.9+3824,0.13776753550686832,979.081040532183,10.890535827727485,12.419036127507352,0.0
4FGL J0007.7+4008,0.04584949428458254,1183.539554411547,11.522798477587694,4.718458033276096,0.0
4FGL J0009.1-5012,0.0684659879669047,1046.2808493126117,10.901960015438775,6.586622385881393,0.0
4FGL J0009.3+5030,0.08912078418379976,1187.8087168520608,12.063270204489767,8.79252815900498,0.0
4FGL J0010.6+2043,34.70591289399866,992.1010795413769,13.600367811258291,2539.033679146377,0.0
4FGL J0010.6-3025,0.1138893305814678,1033.7092194685554,11.250592529382871,10.490177129825588,0.0
4FGL J0011.4+0057,0.38303275108819324,1049.1199189266931,12.335380929881644,32.65807134869327,0.0
4FGL J0014.1+1910,0.0018411728352582411,1160.0432071348653,8.639140149656429,0.24767035512008895,0.0
4FGL J0014.3-0500,1.040621349391962,1047.0669010968993,12.912996852281799,84.59556733518443,0.0
4FGL J0014.9+3212,0.06890650345166101,1006.2361291509852,10.53196761502622,6.600231489872804,0.0
4FGL J0016.2-0016,0.12374195915667933,956.5787314279445,10.532720009098453,11.269540476933898,0.0
4FGL J0017.0-0649,1.3567541644076107,1051.855235065375,13.053070224816887,109.61010019448729,0.0
4FGL J0017.5-0514,0.43461096144876754,1000.4618056684424,12.081305040016774,36.08684847146224,0.0
4FGL J0019.2-5640,4.496037281460636,1035.1385744297693,13.398219794559697,348.2869783865005,0.0
4FGL J0019.6+7327,0.6185025862196877,996.0985237981099,12.306049268960443,50.19975067454242,0.0
4FGL J0021.5-2552,0.0835086009231663,1145.7098884257525,11.788874768468228,8.132800307567281,0.0
4FGL J0021.9-5140,0.20002970732403105,1171.3510485676543,12.528533006035232,18.740319044692598,0.0
4FGL J0022.5+0608,0.36478942335494313,1113.3521447845071,12.639948309681278,32.204579022147506,0.0
4FGL J0023.7-6820,0.8979710282749493,922.275936472214,11.892915110513197,69.84725779845517,0.0
4FGL J0023.7+4457,0.13865763063781386,1042.585278225251,11.497362963064715,12.604480102941915,0.0
4FGL J0024.7+0349,7.894419327752192,994.6150654677257,13.446239727767631,585.6024716804969,0.0
4FGL J0025.7-4801,0.0006557117062768881,1251.6334585071097,8.393540970152065,0.09792090934294717,0.0
4FGL J0029.0-7044,4.813294242306023,1034.7218210341973,13.412941089404914,372.3059243376359,0.0
4FGL J0030.2-1647,3.7005360752865456e-05,1585.0469588481994,7.970563166627051,0.007363166397455857,0.0
4FGL J0030.3-4224,1.472193655847728,1009.5078986344934,12.912487384330285,115.40838847274584,0.0
4FGL J0030.6-0212,0.23450362848119088,1032.0388326567709,11.8496610638238,20.47559852201457,0.0
4FGL J0032.3-5522,0.016294714602399046,1120.7117893197242,10.189422468484938,1.7959175287661622,0.0
4FGL J0033.5-1921,0.003628372839046398,1383.159958131032,10.419882186062653,0.48223712438905825,0.0
4FGL J0033.9+3858,0.09127051445240843,1106.6211274217496,11.617051990914112,8.713570872526603,0.0
4FGL J0034.0-4116,5.083776780015003,962.3362233702586,13.230953288675419,370.84758608891417,0.0
4FGL J0035.2+1514,0.0011609761368800839,1403.4452105615933,9.556134370412824,0.17069602144300602,0.0
4FGL J0035.8+6131,0.7604729568991057,989.1760774899473,12.397566322491272,60.843350897069726,0.0
4FGL J0035.9+5950,0.016546050168736424,1356.9056746159872,11.56648094684051,1.943799265322861,0.0
4FGL J0036.9+1832,1.130479791740648,1023.6087999384214,12.847164418447045,90.30973461122652,0.0
4FGL J0037.8+1239,14.265817771203347,1044.2630871317863,13.568678493593868,1100.8691224991749,0.0
4FGL J0038.2-2459,0.19580412371242056,1080.3836432038072,12.049407042350477,17.597614268075855,0.0
4FGL J0039.1+4330,0.0005559717543943076,1318.0298174717555,8.587318244363505,0.08544225581138505,0.0
4FGL J0043.8+3425,0.04324965733672643,1227.299941406051,11.711841843679036,4.54038322304639,0.0
4FGL J0044.2-8424,41.53418688572365,949.436087395816,13.606974795316075,2906.9632261928696,0.0
4FGL J0045.1-3706,9.86055629874572,964.9688315043576,13.43272092365761,710.4458437618417,0.0
4FGL J0045.3+2128,0.007271752088274795,1348.7257750648635,10.845745986757679,0.9055201730519375,0.0
4FGL J0045.7+1217,0.6599954558693033,1166.846704302482,13.100616013215769,58.91074443390709,0.0
4FGL J0047.0+5657,0.01610731299785132,1202.0527587323506,10.729330107193906,1.80784685959316,0.0
4FGL J0047.9+3947,4.03675114768013,1115.8116994536456,13.481756473593233,334.90216798087096,0.0
4FGL J0047.9+2233,14.644611278553805,994.6590412400301,13.545561389327439,1078.4374265033457,0.0
4FGL J0049.7+0237,0.031060359665933478,1159.960119716757,11.04491845630168,3.2684930462448287,0.0
4FGL J0050.0-5736,3.8036683330742074,999.6921178672603,13.264037897148897,287.4749280147901,0.0
4FGL J0050.4-0452,0.25689293671672175,1056.5670303505005,12.0974759479556,22.49136929058614,0.0
4FGL J0050.7-0929,0.15883821480100402,1165.1410383709556,12.356451865838894,15.008506458159218,0.0
4FGL J0051.1-0648,0.05065108200636972,1052.548449337269,10.680523272562768,5.003396101640056,0.0
4FGL J0051.2-6242,0.0012439615250187314,1431.2748943464774,9.74978536117668,0.18280863443251555,0.0
4FGL J0051.5-4220,0.11144701904631282,961.3590767911724,10.49161570143714,10.24022865399399,0.0
4FGL J0055.1-1219,0.04690654113607665,1091.3307133225742,10.927917841287773,4.694821467808225,0.0
4FGL J0056.3-0935,0.10353756915181685,1242.3404551320532,12.401293828597687,10.391093020460294,0.0
4FGL J0056.4-2118,0.0011037103737492186,1334.4721652771311,9.174719905941322,0.16074122511043495,0.0
4FGL J0056.6-5317,0.004311029716054647,1240.0566586047767,9.792635828480815,0.5467955811606374,0.0
4FGL J0058.0-0539,7.5931716169591725,991.5029607088351,13.431822275513586,562.101831225951,0.0
4FGL J0058.0-3233,0.002313543279166541,1226.4918491782591,9.193257512717759,0.3091520573858429,0.0
4FGL J0058.4+3315,2.370044362506779e-05,1373.365953229479,7.134417614866917,0.00456657480409492,0.0
4FGL J0059.4-5654,0.006580489466863593,1048.0043612002075,8.855233114620836,0.780544469439379,0.0
4FGL J0100.3+0745,0.0015500126005368615,1321.3669658363906,9.379942654546293,0.2186441775967653,0.0
4FGL J0102.4+4214,0.2766170135140691,955.9230053334195,11.268902130050918,23.531441579284927,0.0
4FGL J0102.8+5824,0.5620972377495331,1069.8667333801814,12.690122761613228,47.504565513836155,0.0
4FGL J0103.5+5337,0.005192191352671088,1378.0722220935718,10.703447439056172,0.6693501252130154,0.0
4FGL J0103.8+1321,0.00030456154879239137,1356.8742701525011,8.352858650954968,0.04953066368858652,0.0
4FGL J0104.8-2416,0.7788170979143214,966.7204999069271,12.23346421350298,61.71885016576315,0.0
4FGL J0105.1+3929,0.570656303641677,1053.4129072065596,12.616406781638148,47.76637262332734,0.0
4FGL J0107.4+0334,0.08387651311746076,1151.719882611492,11.826939770221092,8.184902972850113,0.0
4FGL J0108.6+0134,0.2058516106211489,1036.2416739938733,11.777147548063745,18.157768540838912,0.0
4FGL J0109.7+6133,0.09953598077817527,1000.952448120032,10.819651882053398,9.232234104721877,0.0
4FGL J0112.0-6634,0.753320766011815,945.5630634206371,12.007708353103622,59.4946777060323,0.0
4FGL J0112.1+2245,0.2815129469001653,1128.910271783066,12.555062600398676,25.368769267421175,0.0
4FGL J0112.8+3208,0.7311976973376335,1034.6183204484232,12.66275294107913,59.897064552725524,0.0
4FGL J0113.1-3553,0.4947656657227444,1020.8797028016007,12.327888075417402,41.078727966401765,0.0
4FGL J0113.4+4948,0.19885511215548052,1103.8949644246627,12.201157664432017,18.032247678267098,0.0
4FGL J0114.0+6418,0.00015260194164932393,1433.1192280745113,8.223644849911393,0.026618349462497207,0.0
4FGL J0114.8+1326,1.348138242810803,1105.7430757465486,13.209184949823497,113.1207152558439,0.0
4FGL J0115.1+2622,0.0315873896159233,1177.8998990876103,11.173245458901654,3.3364174762073375,0.0
4FGL J0115.1-0129,4.535151097020845,952.8270703300237,13.145688729534571,329.6933107309454,0.0
4FGL J0115.8+2519,0.7987234721417562,1172.9471435517064,13.182555006208982,71.22028452446683,0.0
4FGL J0116.0-1136,9.419634433560812,996.2312277929942,13.483035967895363,697.9684389315124,0.0
4FGL J0117.8-2109,0.06800562533372483,1093.354503396328,11.273423811339937,6.610339736467727,0.0
4FGL J0118.3-6008,0.04350282118853291,1142.4963834059554,11.22561785927132,4.4366506540384725,0.0
4FGL J0118.7-0848,0.05876585797190116,972.6984120488113,10.02657805912316,5.716269645589088,0.0
4FGL J0118.9-2141,1.5838390530630697,1038.84748021889,13.071078266041718,126.20606791169247,0.0
4FGL J0120.4-2701,0.12825478041704186,1209.4019014737164,12.407425384452653,12.525592422786843,0.0
4FGL J0124.8-0625,0.06323508694417414,1122.442183828988,11.414540123573111,6.231527146879307,0.0
4FGL J0125.3-2548,0.04801730425257886,1141.1933740231473,11.302515022338872,4.858247444272761,0.0
4FGL J0126.0-2221,0.12003074211685869,1019.0071717157683,11.165435186653852,10.982357922899604,0.0
4FGL J0126.8+2412,2.3758596707564266,967.097232996169,12.927249643191288,178.2528155174184,0.0
4FGL J0127.2+0324,0.008122053439119498,1301.5610324093848,10.69616083344267,0.9898109532909656,0.0
4FGL J0128.5+4440,0.00028323016980789657,1311.3832394595363,8.120597278190802,0.04579522244626253,0.0
4FGL J0131.1+6120,0.001438542550502312,1436.445249748373,9.896535304643189,0.20902071334558384,0.0
4FGL J0132.1-0956,1.098631626975409,919.9350111286964,12.027960477356467,84.28298862842456,0.0
4FGL J0132.7-1654,0.3834520448972612,1051.1598975639106,12.348731723337687,32.721747069286465,0.0
4FGL J0133.1-5201,0.17948059808053732,1051.1927528766696,11.780115985487525,16.05503416211385,0.0
4FGL J0134.3-3842,1.14363220657144,986.8609905950992,12.644084867319725,89.50746929881701,0.0
4FGL J0137.0+4751,0.19433945983937137,1068.2485116087485,11.96429866218914,17.39335280616546,0.0
4FGL J0137.6-2430,1.15454265997138,975.5939775644235,12.572614203314961,89.84149001253921,0.0
4FGL J0137.9+5814,1.686184937443184,1144.0656439760735,13.346927300882784,144.8634093057781,0.0
4FGL J0138.0+2247,2.6125196717145602,1129.589916648148,13.422722244497788,220.3702532724114,0.0
4FGL J0140.6+8736,3.188822946259564,1059.794763795582,13.361894317323618,253.56952641477613,0.0
4FGL J0141.4-0928,0.2505170385909578,1116.7439070925532,12.42544341353524,22.565928030910232,0.0
4FGL J0143.1-3622,0.09096313392701724,1051.761902656096,11.204752002585195,8.559013059026254,0.0
4FGL J0143.7-5846,0.12867097260798044,1248.0285506096568,12.553769576594485,12.815025551810782,0.0
4FGL J0144.6+2705,0.09073208629272327,1132.2043433421995,11.774588041084952,8.743131944213234,0.0
4FGL J0145.0-2732,0.5015801402734381,977.4791958327668,11.995325324116887,40.98633387993071,0.0
4FGL J0146.0-6746,0.01514854920943627,1221.9563574649835,10.795546074412929,1.7176841405084198,0.0
4FGL J0152.2+3714,1.6359374190053944,1031.9818129685552,13.058958192836593,129.61942138969383,0.0
4FGL J0152.2+2206,0.5330741602134961,981.1184706234204,12.074886381965392,43.43345287745941,0.0
4FGL J0152.6+0147,3.159461405536279,1116.7184908580498,13.44330625281784,263.07844296111847,0.0
