Name,ph/s_ratio,Aeff_mean_LAT(cm2),Aeff_mean_COSI(cm2)
4FGL J0538.8-4405,6.385338452025078,1091.581547048923,17.865268147052838
4FGL J1104.4+3812,0.07307207189486634,1527.2110113760727,17.20697063410863
4FGL J1653.8+3945,0.7221500194331019,1553.4686223740835,17.407398977224165
4FGL J0136.5+3906,0.2859261213622349,1692.9894546317314,17.43045705082316
4FGL J0156.9-5301,4.012741280632602,1656.752838981001,17.358296662129085
4FGL J0244.6-5819,3.812279917449141,1643.0145740347714,17.323991557022573
4FGL J0710.4+5908,3.5274617304430307,1263.1166515422833,17.6558043279387
4FGL J1136.4+6736,8.18798523045548,1637.552130547635,17.33388392223362
4FGL J1221.3+3010,0.039058732193953435,1624.5219550811878,16.98732810595947
4FGL J1800.6+7828,13.890370222745249,1056.011659855886,17.670877796226105
4FGL J2000.0+6508,2.8899105255477604,1202.2630456998572,17.621674413430238
4FGL J2253.9+1609,25.292148838136335,995.2936871605183,17.703754856868255
4FGL J2229.7-0832,39.69041177584691,971.3799544774423,17.712992565509147
4FGL J2147.3-7536,29.025573448021195,986.5057681621034,17.729134203925543
4FGL J1642.9+3948,38.19393048233542,979.8431861833556,17.822411910417898
4FGL J1626.0-2950,34.310912625281894,975.8118829919196,17.762339476109055
4FGL J1512.8-0906,20.669128673905803,991.9496087600827,17.76454386472804
4FGL J1256.1-0547,12.875769729117355,1017.4060793503531,17.775219072401885
4FGL J1229.0+0202,154.08102414978242,940.3142124836608,17.497758185400766
4FGL J1224.9+2122,17.89250239541582,1028.3441607753775,17.688037211439163
4FGL J1153.4+4931,56.29487865751354,997.4093702368402,17.530198542097107
4FGL J0841.3+7053,148.88126218542948,916.1850005357875,17.57479691852728
4FGL J0530.9+1332,57.33084554173565,947.7431789682455,17.812009070309152
4FGL J0403.9-3605,22.637830136062952,997.8184933862377,17.715495956591816
4FGL J2327.5+0939,120.04389245122535,911.6106496485614,17.755992036219332
4FGL J2151.8-3027,203.40481912132853,902.3171732335899,17.62204268820758
4FGL J1924.8-2914,60.85160044545792,998.7331566444432,17.507140723473036
4FGL J1357.1+1921,204.25962076893032,920.5093776021035,17.472935391488317
4FGL J1332.0-0509,36.169793123778454,987.2937348222213,17.675880026389613
4FGL J1222.5+0414,112.9352475569085,925.0487957167777,17.711943539983576
4FGL J1159.5+2914,41.5420417103775,930.271293895856,17.923172142497503
4FGL J1129.8-1447,144.4510819377476,956.3864483479113,17.434093069078482
4FGL J1044.6+8053,47.802935568772234,809.3223961741155,17.654097321701755
4FGL J0805.4+6147,143.706764576111,920.2987634480799,17.76685802690697
4FGL J0746.4+2546,1138.712328335556,826.4291533225552,18.089886581478858
4FGL J0635.6-7518,153.43768554337385,943.7246539720788,17.461086558470562
4FGL J0539.9-2839,118.76631382793502,920.1910330609717,17.787619488358644
4FGL J0405.6-1308,91.08548958486108,951.2364256308939,17.574101309750564
4FGL J0217.4+7352,188.92117395504965,901.543576712591,17.664133363761152
4FGL J0304.5+3349,384.9787968701623,875.0930621097575,17.463054165343692
4FGL J1941.3-6210,26.168040250717294,1000.9404247940939,17.746866044227406
4FGL J0522.9-3628,60.031867613231796,994.0677431430956,17.52476739821368
4FGL J0433.0+0522,160.86652843198056,850.9004544648514,17.70446642950868
4FGL J0319.8+4130,16.76255856404088,1059.6092098590323,17.62940257339132
4FGL J0312.9+4119,98.00775199151144,958.80671384221,17.60423406201923
4FGL J0324.8+3412,113.69202574591603,821.2073721467609,17.70824115824395
4FGL J1829.5+4845,35.052039447297986,999.0803790609126,17.65465045851171
4FGL J2009.4-4849,0.08439253489856646,1547.899945045369,17.314667192291353
4FGL J0507.9+6737,0.5413275691427587,1714.2616340290876,17.283025397890874
4FGL J0325.5-5635,1.237356085852724,1431.2157537408696,17.486194196775077
4FGL J0608.9-5456,486.5677872422842,867.3947305467054,18.102412585841837
4FGL J0923.5+3852,126.84567366036661,912.9919910817198,17.730190672511096
4FGL J1849.2+6705,19.277222932090556,1036.2662273916264,17.655083623074734
4FGL J0224.9+1843,186.71184274686337,932.892848119845,17.501509769734184
4FGL J0336.4+3224,157.1343602199396,931.3272129104437,17.55229945011505
4FGL J2056.2-4714,32.35548921627784,1007.0331836863326,17.62422020702843
4FGL J2148.6+0652,260.70394868835825,920.3296690448462,17.418957108681955
4FGL J0836.5-2026,135.11074009895344,924.9566601928204,17.71342992097935
4FGL J1740.5+5211,40.159468710450014,988.2996178181592,17.635157492844048
4FGL J1459.0+7140,92.55069931122007,969.0092043795524,17.505908824757174
4FGL J0721.9+7120,6.068863118595201,1083.6922457386204,17.7810706186783
4FGL J2202.7+4216,13.68032277783096,1067.5422871288024,17.64960533295716
4FGL J2232.6+1143,11.927051277576993,1019.1957593015073,17.769690576368802
4FGL J1337.6-1257,57.712769696660416,1001.6398707991764,17.51106363758319
