,Name,Average Photon Flux (ph/cm2/s) (0.2-5 MeV),Average Flux of Entire Source (0.2-5 MeV),Start Time (MJD)
74,4FGL J1512.8-0906,0.00046760221415281854,0.00022706344274965958,55141.50001157408
75,4FGL J1512.8-0906,0.0005466812285961973,0.00022706344274965958,55729.50001157408
76,4FGL J1512.8-0906,0.0005989477976885369,0.00022706344274965958,55834.50001157408
77,4FGL J1512.8-0906,0.0005930051406459265,0.00022706344274965958,55932.50001157408
78,4FGL J1512.8-0906,0.0005764017170299063,0.00022706344274965958,56499.50001157408
79,4FGL J1512.8-0906,0.0006341395323907014,0.00022706344274965958,57080.50001157408
80,4FGL J1512.8-0906,0.0005915939642352571,0.00022706344274965958,57598.50001157408
81,4FGL J1512.8-0906,0.000571402681893456,0.00022706344274965958,58557.50001157408
82,4FGL J1256.1-0547,0.0004064371456813576,0.00016997051905498497,56618.50001157408
83,4FGL J1256.1-0547,0.0007876919874486867,0.00016997051905498497,57178.50001157408
84,4FGL J1256.1-0547,0.00038186464064255375,0.00016997051905498497,57801.50001157408
85,4FGL J1256.1-0547,0.0006433741146527385,0.00016997051905498497,58095.50001157408
86,4FGL J1256.1-0547,0.00026008906399679205,0.00016997051905498497,59264.50001157408
87,4FGL J1229.0+0202,0.0023284936053040856,0.0009061289011331702,54707.50001157408
88,4FGL J1229.0+0202,0.001300412138608063,0.0009061289011331702,54889.50001157408
89,4FGL J1229.0+0202,0.0020495900882124556,0.0009061289011331702,54931.50001157408
90,4FGL J1229.0+0202,0.0012574358432030533,0.0009061289011331702,55008.50001157408
91,4FGL J1229.0+0202,0.002922040485151365,0.0009061289011331702,55029.50001157408
92,4FGL J1229.0+0202,0.0013732190390589034,0.0009061289011331702,55316.50001157408
93,4FGL J1229.0+0202,0.0014355093872224,0.0009061289011331702,55414.50001157408
94,4FGL J1229.0+0202,0.0011977024040434848,0.0009061289011331702,55463.50001157408
95,4FGL J1229.0+0202,0.0014692836993759838,0.0009061289011331702,55645.50001157408
96,4FGL J1229.0+0202,0.0010693513503717159,0.0009061289011331702,56023.50001157408
97,4FGL J1229.0+0202,0.002663519108159905,0.0009061289011331702,56160.00001157408
98,4FGL J1229.0+0202,0.0011618767863613253,0.0009061289011331702,56268.50001157408
99,4FGL J1229.0+0202,0.0015016423217985798,0.0009061289011331702,56709.50001157408
100,4FGL J1229.0+0202,0.0014895078383901066,0.0009061289011331702,56884.50001157408
101,4FGL J1229.0+0202,0.0011649104072134436,0.0009061289011331702,57248.50001157408
102,4FGL J1229.0+0202,0.0013931457642639943,0.0009061289011331702,57290.50001157408
103,4FGL J1229.0+0202,0.0014167009379392663,0.0009061289011331702,57451.50001157408
104,4FGL J1229.0+0202,0.0010648009190935383,0.0009061289011331702,57654.50001157408
105,4FGL J1229.0+0202,0.0010651801217000532,0.0009061289011331702,57724.50001157408
106,4FGL J1229.0+0202,0.0027393596294628636,0.0009061289011331702,57875.00001157408
107,4FGL J1229.0+0202,0.000998061260346935,0.0009061289011331702,58172.50001157408
108,4FGL J1229.0+0202,0.0009717698796285759,0.0009061289011331702,58750.00001157408
109,4FGL J1229.0+0202,0.002363190643800189,0.0009061289011331702,58872.50001157408
110,4FGL J1229.0+0202,0.0019748871747290414,0.0009061289011331702,59152.50001157408
111,4FGL J1229.0+0202,0.001191454589669479,0.0009061289011331702,59187.50001157408
112,4FGL J1229.0+0202,0.0012498517910727572,0.0009061289011331702,59348.50001157408
113,4FGL J1229.0+0202,0.0017473656108201656,0.0009061289011331702,59464.00001157408
114,4FGL J1229.0+0202,0.0015410793928761185,0.0009061289011331702,60125.50001157408
115,4FGL J1229.0+0202,0.0016442225018481421,0.0009061289011331702,60139.50001157408
116,4FGL J1229.0+0202,0.0014110128988415443,0.0009061289011331702,60335.50001157408
117,4FGL J1229.0+0202,0.0015607979284148876,0.0009061289011331702,60433.50001157408
118,4FGL J1229.0+0202,0.0014819237862598107,0.0009061289011331702,60454.50001157408
119,4FGL J1229.0+0202,0.001246818170220639,0.0009061289011331702,60489.50001157408
120,4FGL J1229.0+0202,0.0018826651008246437,0.0009061289011331702,60531.50001157408
121,4FGL J1229.0+0202,0.002409453361794994,0.0009061289011331702,60734.50001157408
122,4FGL J1224.9+2122,0.000308202000458447,9.70375154461676e-05,55141.50001157408
123,4FGL J1224.9+2122,0.00020657948212279546,9.70375154461676e-05,56436.50001157408
124,4FGL J0841.3+7053,0.0006064484820619285,0.00017380755555632214,55852.00001157408
125,4FGL J0841.3+7053,0.0003074317283887134,0.00017380755555632214,56793.50001157408
126,4FGL J0841.3+7053,0.00036555625817524915,0.00017380755555632214,57178.50001157408
127,4FGL J0841.3+7053,0.00043426282150929336,0.00017380755555632214,57290.50001157408
128,4FGL J0530.9+1332,0.00024026648566468934,0.00019161605069168,56016.50001157408
129,4FGL J2327.5+0939,0.0004996230958022888,0.00021810648374496816,54742.50001157408
130,4FGL J2327.5+0939,0.00025238525892826174,0.00021810648374496816,56793.50001157408
131,4FGL J2151.8-3027,0.0008650302130120312,0.0004200312638804526,55047.00001157408
132,4FGL J2151.8-3027,0.0009974375470924474,0.0004200312638804526,55554.50001157408
133,4FGL J2151.8-3027,0.0010205060896571368,0.0004200312638804526,56097.00001157408
134,4FGL J2151.8-3027,0.0009541418899616421,0.0004200312638804526,56265.00001157408
135,4FGL J2151.8-3027,0.000554815404942495,0.0004200312638804526,56653.50001157408
136,4FGL J2151.8-3027,0.0010079845425447795,0.0004200312638804526,60279.50001157408
137,4FGL J1332.0-0509,0.0004047196116246105,0.00011424645377756369,55435.50001157408
138,4FGL J1222.5+0414,0.00039875533583969106,0.00030872833450349546,55201.00001157408
139,4FGL J1222.5+0414,0.00033776793773501236,0.00030872833450349546,55393.50001157408
140,4FGL J1222.5+0414,0.00044570556086597716,0.00030872833450349546,56065.50001157408
141,4FGL J1222.5+0414,0.0003698905947550372,0.00030872833450349546,56142.50001157408
142,4FGL J1222.5+0414,0.00036218132492880315,0.00030872833450349546,56587.00001157408
143,4FGL J1129.8-1447,0.0011336228246603697,0.0003728168296372501,59187.50001157408
144,4FGL J1129.8-1447,0.0005171125095814918,0.0003728168296372501,59299.50001157408
145,4FGL J1129.8-1447,0.0008678810638893935,0.0003728168296372501,59670.50001157408
146,4FGL J1129.8-1447,0.0007026821821760659,0.0003728168296372501,59789.50001157408
147,4FGL J1129.8-1447,0.00048718701712885924,0.0003728168296372501,60489.50001157408
148,4FGL J1129.8-1447,0.0009384250483431104,0.0003728168296372501,60699.50001157408
149,4FGL J0805.4+6147,0.0009572524230116101,0.00047468117121702983,54833.50001157408
150,4FGL J0805.4+6147,0.027136788872530963,0.00047468117121702983,59523.50001157408
151,4FGL J0805.4+6147,0.0005429919229766545,0.00047468117121702983,59793.00001157408
152,4FGL J0539.9-2839,0.00038283258725158324,0.0002971306237021189,55372.50001157408
153,4FGL J0539.9-2839,0.00043987050803290456,0.0002971306237021189,56233.50001157408
154,4FGL J0539.9-2839,0.0003197901675438064,0.0002971306237021189,57871.50001157408
155,4FGL J0539.9-2839,0.000523630376644955,0.0002971306237021189,59194.50001157408
156,4FGL J0539.9-2839,0.0007394786197950133,0.0002971306237021189,59922.50001157408
157,4FGL J0539.9-2839,0.0006343158999476672,0.0002971306237021189,60139.50001157408
158,4FGL J0405.6-1308,9.84017278520715e-05,9.482782729260861e-05,55890.50001157408
159,4FGL J0217.4+7352,0.0006124254000176238,0.00034525229337192245,54791.50001157408
160,4FGL J0217.4+7352,0.0005334174997916365,0.00034525229337192245,58081.50001157408
161,4FGL J0217.4+7352,0.0005123274140550119,0.00034525229337192245,60440.50001157408
162,4FGL J0304.5+3349,0.00016660709805682735,0.00012875557065461399,57010.50001157408
163,4FGL J1941.3-6210,0.0003655407435728081,0.00012778334778958638,58445.50001157408
164,4FGL J1941.3-6210,0.0009089969886517212,0.00012778334778958638,59397.50001157408
165,4FGL J0433.0+0522,0.0005113734321669076,0.0002793465716491397,56881.00001157408
166,4FGL J0433.0+0522,0.0004598229667535242,0.0002793465716491397,56975.50001157408
167,4FGL J0433.0+0522,0.0003568182600408939,0.0002793465716491397,57185.50001157408
168,4FGL J0433.0+0522,0.00035234383873354765,0.0002793465716491397,57871.50001157408
169,4FGL J0433.0+0522,0.0003883797694776593,0.0002793465716491397,58186.50001157408
170,4FGL J0433.0+0522,0.00032346610731651603,0.0002793465716491397,58767.50001157408
171,4FGL J0433.0+0522,0.000337205379977026,0.0002793465716491397,59789.50001157408
172,4FGL J0324.8+3412,0.00042750491362866924,0.00020715372959895323,56240.50001157408
173,4FGL J0923.5+3852,0.00015725489297736228,0.0001364784416545277,56272.00001157408
174,4FGL J0336.4+3224,0.0003819493622072699,0.00035773464161580895,54840.50001157408
175,4FGL J0336.4+3224,0.000407810814608705,0.00035773464161580895,55134.50001157408
176,4FGL J0336.4+3224,0.00037579595585319006,0.00035773464161580895,55547.50001157408
177,4FGL J0336.4+3224,0.00037833243295270466,0.00035773464161580895,55708.50001157408
178,4FGL J0336.4+3224,0.00042100076768037596,0.00035773464161580895,55978.00001157408
179,4FGL J0336.4+3224,0.00048236609562013445,0.00035773464161580895,56940.50001157408
180,4FGL J0336.4+3224,0.00039301002888269686,0.00035773464161580895,57084.00001157408
181,4FGL J0336.4+3224,0.0004707832130712782,0.00035773464161580895,57595.00001157408
182,4FGL J0336.4+3224,0.00042349914319255886,0.00035773464161580895,58970.50001157408
183,4FGL J0336.4+3224,0.0003693329741020396,0.00035773464161580895,59397.50001157408
184,4FGL J2202.7+4216,0.00030850263800491934,0.00012361361501071188,59061.50001157408
185,4FGL J2202.7+4216,0.00027879599544849656,0.00012361361501071188,59579.50001157408
186,4FGL J2202.7+4216,0.00026893464287324967,0.00012361361501071188,59824.50001157408
187,4FGL J2232.6+1143,0.0004212069559547193,0.0001411182834282896,57395.50001157408
188,4FGL J2232.6+1143,0.0005135109253070631,0.0001411182834282896,57605.50001157408
