source_name_below_50,source_name_below_20,total_flares_mdp99_lt_50,total_flares_mdp99_lt_20,bkg,spectrum,threshold_percent
"['4FGL J1229.0+0202', '4FGL J2253.9+1609', '4FGL J2232.6+1143', '4FGL J2151.8-3027', '4FGL J1129.8-1447']","['4FGL J1229.0+0202', '4FGL J2253.9+1609']",13,2,1,standard,0.5
