Name,Duration_(s),Source_Counts(ph)_(0.2-5_MeV),Asymmetry,Coverage,Background_Counts,MDP99_(%),Class,Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Start_Time_(MJD),Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV),StarttimeMJD,EndtimeMJD,Threshold,QuiescentBkg,QuiescentBkgErr,ThresholdPercent
4FGL J0221.1+3556,3326400.0,14164.54953877131,0.2727272727272727,0.9166666666666666,16632000.0,411.8986433239605,FSRQ,1076.5269771745925,0.00032363124614435805,56202.00001157408,0.0002848504075289683,0.0004478672070184382,56200.0,56250.0,1.24e-06,1.24e-06,3.749038209994665e-08,0.3
4FGL J0319.8+4130,604800.0,1096.5931660259448,0.0,0.010101010101010102,3024000.0,2268.0891743037114,FSRQ,82.9925701396334,0.00013722316491341502,57906.50001157408,6.677603818625278e-05,0.00013722316491341502,57700.0,58400.0,8e-07,4.7111864406779663e-07,8.842076490659118e-09,0.3
4FGL J0319.8+4130,3024000.0,3793.3350799169484,0.0,0.050505050505050504,15120000.0,1466.037897997341,FSRQ,287.08789862701985,9.493647441369705e-05,57948.50001157408,6.677603818625278e-05,0.00010264292735523443,57700.0,58400.0,8e-07,4.7111864406779663e-07,8.842076490659118e-09,0.3
4FGL J0319.8+4130,1209600.0,1473.8212151388695,0.0,0.020202020202020204,6048000.0,2386.4373336835724,FSRQ,111.54201426766728,9.221396682181489e-05,57997.50001157408,6.677603818625278e-05,9.715400075869782e-05,57700.0,58400.0,8e-07,4.7111864406779663e-07,8.842076490659118e-09,0.3
4FGL J0319.8+4130,5140800.0,8406.336998332756,0.0,0.08585858585858586,25704000.0,862.5824196858124,FSRQ,636.209977014411,0.0001237569983299119,58211.00001157408,6.677603818625278e-05,0.000192112430878781,57700.0,58400.0,8e-07,4.7111864406779663e-07,8.842076490659118e-09,0.3
4FGL J0403.9-3605,4233600.0,36846.00463598561,0.42857142857142855,0.16666666666666666,21168000.0,178.71590161806148,FSRQ,2820.4955581551512,0.0006662168268507066,59978.50001157408,0.0002429256657851313,0.0008367799969634696,59900.0,60200.0,1e-06,4.2368750000000004e-07,8.290676498598151e-09,0.3
4FGL J0403.9-3605,604800.0,3655.0376590036785,0.0,0.023809523809523808,3024000.0,680.7652473340079,FSRQ,279.78657615543443,0.0004626100796220807,60041.50001157408,0.0002429256657851313,0.0004626100796220807,59900.0,60200.0,1e-06,4.2368750000000004e-07,8.290676498598151e-09,0.3
4FGL J0442.6-0017,604800.0,894.1932499933729,0.0,0.07692307692307693,3024000.0,2781.376265833662,FSRQ,69.0899958812963,0.00011423610430108517,56457.50001157408,7.031515312118544e-05,0.00011423610430108517,56450.0,56550.0,6e-07,3.5899999999999997e-07,1.8142805873366933e-08,0.3
4FGL J0442.6-0017,1209600.0,2520.6212786802985,0.0,0.15384615384615385,6048000.0,1395.4838411850565,FSRQ,194.7562383898786,0.00016100879496517743,56492.50001157408,7.031515312118544e-05,0.00017485118005268135,56450.0,56550.0,6e-07,3.5899999999999997e-07,1.8142805873366933e-08,0.3
4FGL J0442.6-0017,4233600.0,6999.571396950674,-0.5714285714285714,0.1,21168000.0,940.1048534144489,FSRQ,540.823092759586,0.00012774543952182209,60384.50001157408,5.362284991594784e-05,0.00020107885706058357,60300.0,60800.0,6e-07,2.2869130434782607e-07,7.964608791999585e-09,0.3
