Name,Duration_(s),Source_Counts(ph)_(0.2-5_MeV),Asymmetry,Coverage,Background_Counts,MDP99_(%),Class,Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Start_Time_(MJD),Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV),StarttimeMJD,EndtimeMJD,Threshold,QuiescentBkg,QuiescentBkgErr
4FGL J1153.4+4931,1814400.0,22656.691291036448,0.0,0.057692307692307696,9072000.0,190.34115712112194,FSRQ,1670.7729519485474,0.0009208404717529472,55729.50001157408,0.000554013286096339,0.0009668824953405945,55500.0,55900.0,2e-07,1.376025641025641e-07,5.467323956928106e-09
4FGL J1159.5+2914,4838400.0,234462.20064796193,-0.625,0.11267605633802817,24192000.0,30.143486705136773,FSRQ,17596.14808782108,0.003636770024764608,59943.50001157408,0.0012859164853971181,0.006446141069917343,59700.0,60200.0,1.3e-06,4.3200508474576266e-07,6.132391005508736e-09
4FGL J1224.9+2122,604800.0,19874.309936600297,0.0,0.010101010101010102,3024000.0,125.5328349623809,FSRQ,1469.8926013583823,0.0024303779784364786,55099.50001157408,0.0009548589999039818,0.0024303779784364786,55000.0,55700.0,1.7e-06,6.414620689655173e-07,6.825872367278791e-09
4FGL J1224.9+2122,604800.0,15694.734027186496,0.0,0.010101010101010102,3024000.0,158.8536004868323,FSRQ,1160.7735564375207,0.0019192684464906095,55225.50001157408,0.0009548589999039818,0.0019192684464906095,55000.0,55700.0,1.7e-06,6.414620689655173e-07,6.825872367278791e-09
4FGL J1224.9+2122,1814400.0,75744.15117468266,0.0,0.030303030303030304,9072000.0,57.10102960319,FSRQ,5601.994120198469,0.003087518805224024,55302.50001157408,0.0009548589999039818,0.00385939850653003,55000.0,55700.0,1.7e-06,6.414620689655173e-07,6.825872367278791e-09
4FGL J1224.9+2122,604800.0,29598.221236052792,0.0,0.010101010101010102,3024000.0,84.42603090325876,FSRQ,2189.067522194672,0.003619489950718704,55337.50001157408,0.0009548589999039818,0.003619489950718704,55000.0,55700.0,1.7e-06,6.414620689655173e-07,6.825872367278791e-09
4FGL J1224.9+2122,3024000.0,142617.36572530336,-0.4,0.050505050505050504,15120000.0,39.17221553114613,FSRQ,10547.898838932253,0.0034880617853611947,55351.50001157408,0.0009548589999039818,0.005465742749788475,55000.0,55700.0,1.7e-06,6.414620689655173e-07,6.825872367278791e-09
4FGL J1224.9+2122,604800.0,17485.980845506692,0.0,0.010101010101010102,3024000.0,142.6227968132782,FSRQ,1293.2531471178897,0.0021383153887531248,55477.50001157408,0.0009548589999039818,0.0021383153887531248,55000.0,55700.0,1.7e-06,6.414620689655173e-07,6.825872367278791e-09
4FGL J1224.9+2122,1209600.0,18040.41438451057,0.5,0.023809523809523808,6048000.0,195.22803281699737,FSRQ,1334.258734709433,0.0011030578163933804,56527.50001157408,0.0005994940527834903,0.0013455740738983078,56400.0,57000.0,8e-07,4.6746578947368424e-07,7.124540387243612e-09
4FGL J1224.9+2122,604800.0,8785.639156522875,0.0,0.011904761904761904,3024000.0,283.45461547355035,FSRQ,649.7808495275252,0.0010743730977637652,56555.50001157408,0.0005994940527834903,0.0010743730977637652,56400.0,57000.0,8e-07,4.6746578947368424e-07,7.124540387243612e-09
4FGL J1224.9+2122,1209600.0,17085.082748073128,0.0,0.023809523809523808,6048000.0,206.1281947338161,FSRQ,1263.6029530132357,0.0010446452984567095,56646.50001157408,0.0005994940527834903,0.0010639422909893596,56400.0,57000.0,8e-07,4.6746578947368424e-07,7.124540387243612e-09
4FGL J1224.9+2122,1814400.0,32668.930067458845,0.6666666666666666,0.03571428571428571,9072000.0,132.0788276437782,FSRQ,2416.175391932448,0.001331666331532434,56681.50001157408,0.0005994940527834903,0.0017210831177769054,56400.0,57000.0,8e-07,4.6746578947368424e-07,7.124540387243612e-09
4FGL J1224.9+2122,2419200.0,65252.56266737864,0.25,0.047619047619047616,12096000.0,76.42362241093275,FSRQ,4826.042231927735,0.0019948917956050492,56954.50001157408,0.0005994940527834903,0.0034213046220049996,56400.0,57000.0,8e-07,4.6746578947368424e-07,7.124540387243612e-09
4FGL J1229.0+0202,2419200.0,305235.31071378454,0.75,0.034482758620689655,12096000.0,16.498092667425766,FSRQ,22485.518820004327,0.009294609300597027,54714.50001157408,0.005865082127424696,0.011462520853283198,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1229.0+0202,604800.0,76377.02144759579,0.0,0.008620689655172414,3024000.0,32.96708701781344,FSRQ,5626.4032793576525,0.009302915475128393,54938.50001157408,0.005865082127424696,0.009302915475128393,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1229.0+0202,1209600.0,304826.14809888677,-0.5,0.017241379310344827,6048000.0,11.824078505499605,FSRQ,22455.37737386492,0.018564300077599967,55057.50001157408,0.005865082127424696,0.024170967886271093,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1229.0+0202,4233600.0,1052911.7956704276,-0.5714285714285714,0.0603448275862069,21168000.0,6.402137305264375,FSRQ,77563.98806543049,0.01832104782346714,55078.50001157408,0.005865082127424696,0.036214920956749816,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1229.0+0202,1209600.0,244815.63124720435,-0.5,0.017241379310344827,6048000.0,14.652758699389246,FSRQ,18034.631940083906,0.014909583283799524,55134.50001157408,0.005865082127424696,0.017858275242433972,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1229.0+0202,604800.0,85242.21143704887,0.0,0.008620689655172414,3024000.0,29.5807108962618,FSRQ,6279.467945711666,0.010382718164205797,55197.50001157408,0.005865082127424696,0.010382718164205797,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1229.0+0202,1814400.0,406434.864131849,0.0,0.02586206896551724,9072000.0,10.832118380666431,FSRQ,29940.503165153226,0.01650160006897775,55253.50001157408,0.005865082127424696,0.020765436328411595,54500.0,55500.0,1e-06,5.489811320754716e-07,6.462150732275216e-09
4FGL J1256.1-0547,1209600.0,32772.510547906255,-0.5,0.023529411764705882,6048000.0,107.598372816838,FSRQ,2435.9631700086265,0.00201385844081401,57836.50001157408,0.001253290356534895,0.0023796785979527018,57700.0,58300.0,2e-06,1.3513999999999999e-06,1.0321513513687306e-08
4FGL J1256.1-0547,604800.0,13950.866875438991,0.0,0.011764705882352941,3024000.0,178.65913039786975,FSRQ,1036.9604687009198,0.0017145510395187168,57885.50001157408,0.001253290356534895,0.0017145510395187168,57700.0,58300.0,2e-06,1.3513999999999999e-06,1.0321513513687306e-08
4FGL J1256.1-0547,604800.0,14191.39906294656,0.0,0.011764705882352941,3024000.0,175.63796226881297,FSRQ,1054.8390974716253,0.001744112264338005,57920.50001157408,0.001253290356534895,0.001744112264338005,57700.0,58300.0,2e-06,1.3513999999999999e-06,1.0321513513687306e-08
