source_name_below_50,source_name_below_20,instances_mdp99_lt_50,instances_mdp99_lt_20,lowest_mdp99_percent,bkg,spectrum,threshold_percent,source_table
4FGL J1229.0+0202,4FGL J1229.0+0202,5,1,17.3420417026677,20.0,standard,0.3,COSI_factors_all_updated_only_logpar_flare_updated_60deg_offaxis_last.csv
4FGL J2253.9+1609,4FGL J2253.9+1609,2,1,16.34063692302908,20.0,standard,0.3,COSI_factors_all_updated_only_logpar_flare_updated_60deg_offaxis_last.csv
