source_name_below_50,source_name_below_20,total_flares_mdp99_lt_50,total_flares_mdp99_lt_20,bkg,spectrum
"['4FGL J1229.0+0202', '4FGL J2253.9+1609', '4FGL J2151.8-3027']","['4FGL J1229.0+0202', '4FGL J2253.9+1609', nan]",9,2,10,standard
