Name,Duration_(s),Source_Counts(ph)_(0.2-5_MeV),Asymmetry,Coverage,Background_Counts,MDP99_(%),Class,Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Start_Time_(MJD),Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV),StarttimeMJD,EndtimeMJD,Threshold,QuiescentBkg,QuiescentBkgErr,ThresholdPercent
4FGL J0221.1+3556,3326400.0,11153.188613205757,0.2727272727272727,0.9166666666666666,8316000.0,369.98598028615044,FSRQ,1076.5269771745925,0.00032363124614435805,56202.00001157408,0.0002848504075289683,0.0004478672070184382,56200.0,56250.0,1.24e-06,1.24e-06,3.749038209994665e-08,0.5
4FGL J0319.8+4130,604800.0,8136.175010918921,0.0,0.010101010101010102,1512000.0,216.69904768092655,FSRQ,763.675819976891,0.0012626915012845421,57906.50001157408,0.0006144555546465938,0.0012626915012845421,57700.0,58400.0,8e-07,5.675764705882353e-07,7.239857043908049e-09,0.5
4FGL J0319.8+4130,3024000.0,28144.65659777073,0.0,0.050505050505050504,7560000.0,139.96127307788194,FSRQ,2641.7073964640617,0.0008735804882486977,57948.50001157408,0.0006144555546465938,0.0009444932429608375,57700.0,58400.0,8e-07,5.675764705882353e-07,7.239857043908049e-09,0.5
4FGL J0319.8+4130,1209600.0,10935.01921467503,0.0,0.020202020202020204,3024000.0,227.819652663099,FSRQ,1026.3803020489415,0.0008485286888632122,57997.50001157408,0.0006144555546465938,0.0008939855829094558,57700.0,58400.0,8e-07,5.675764705882353e-07,7.239857043908049e-09,0.5
4FGL J0319.8+4130,5140800.0,62370.832810369655,0.0,0.08585858585858586,12852000.0,82.39315266560126,FSRQ,5854.2370125001835,0.001138779375291819,58211.00001157408,0.0006144555546465938,0.0017677681017983589,57700.0,58400.0,8e-07,5.675764705882353e-07,7.239857043908049e-09,0.5
4FGL J0403.9-3605,4233600.0,112847.174068824,0.42857142857142855,0.16666666666666666,10584000.0,41.4451050819146,FSRQ,10602.909160129282,0.002504466449388058,59978.50001157408,0.0009132149701623414,0.0031456537022948477,59900.0,60200.0,1e-06,4.967222222222222e-07,8.256947845800458e-09,0.5
4FGL J0403.9-3605,604800.0,11194.17627524439,0.0,0.023809523809523808,1512000.0,157.6600032839513,FSRQ,1051.7838408297464,0.0017390605833825172,60041.50001157408,0.0009132149701623414,0.0017390605833825172,59900.0,60200.0,1e-06,4.967222222222222e-07,8.256947845800458e-09,0.5
4FGL J0442.6-0017,604800.0,704.0891732231282,0.0,0.07692307692307693,1512000.0,2497.9593211735564,FSRQ,69.0899958812963,0.00011423610430108517,56457.50001157408,7.031515312118544e-05,0.00011423610430108517,56450.0,56550.0,6e-07,3.5899999999999997e-07,1.8142805873366933e-08,0.5
4FGL J0442.6-0017,1209600.0,1984.7411643151956,0.0,0.15384615384615385,3024000.0,1253.3302653034675,FSRQ,194.7562383898786,0.00016100879496517743,56492.50001157408,7.031515312118544e-05,0.00017485118005268135,56450.0,56550.0,6e-07,3.5899999999999997e-07,1.8142805873366933e-08,0.5
4FGL J0442.6-0017,4233600.0,5511.473540906042,-0.5714285714285714,0.1,10584000.0,844.3184377622765,FSRQ,540.823092759586,0.00012774543952182209,60384.50001157408,5.362284991594784e-05,0.00020107885706058357,60300.0,60800.0,6e-07,2.609576923076923e-07,7.598897729737727e-09,0.5
4FGL J0442.6-0017,1209600.0,1581.5064209769498,-0.5,0.02857142857142857,3024000.0,1572.785535526162,FSRQ,155.18811574867703,0.00012829705336365495,60447.50001157408,5.362284991594784e-05,0.00014862350304477916,60300.0,60800.0,6e-07,2.609576923076923e-07,7.598897729737727e-09,0.5
4FGL J0442.6-0017,1814400.0,2167.0499680961843,0.0,0.04285714285714286,4536000.0,1405.747601320756,FSRQ,212.64561232342857,0.00011719886040753337,60734.50001157408,5.362284991594784e-05,0.00012108444218648184,60300.0,60800.0,6e-07,2.609576923076923e-07,7.598897729737727e-09,0.5
4FGL J0538.8-4405,4233600.0,13485.832891034268,0.0,0.0546875,10584000.0,345.1911763884563,FSRQ,1272.1830010980202,0.0003004967406221703,55267.50001157408,0.00013903326793222967,0.0003297194619582423,55200.0,56100.0,7e-07,2.6952717391304346e-07,4.445774052474568e-09,0.5
4FGL J0539.9-2839,1814400.0,57613.56728365621,0.3333333333333333,0.04477611940298507,4536000.0,53.197166418477885,FSRQ,5383.261906821671,0.0029669653366521556,59194.50001157408,0.0011817121071296375,0.003723089466768494,59100.0,59600.0,2e-07,1.44418e-07,5.463458000017446e-09,0.5
4FGL J0539.9-2839,9676800.0,212659.4969680662,-0.6875,0.23880597014925373,24192000.0,33.21908237016943,FSRQ,19870.35039013816,0.002053400957975587,59299.50001157408,0.0011817121071296375,0.0035258396936946666,59100.0,59600.0,2e-07,1.44418e-07,5.463458000017446e-09,0.5
4FGL J0841.3+7053,1209600.0,108789.36509561932,-0.5,0.014084507042253521,3024000.0,23.265650147694743,FSRQ,10176.654185980142,0.008413239241055012,57227.50001157408,0.001891676294662806,0.012925476298150225,57000.0,58000.0,4e-07,2.0058288288288291e-07,3.5470838797165335e-09,0.5
4FGL J0841.3+7053,6652800.0,478048.96388153674,0.0,0.07746478873239436,16632000.0,12.373406542427817,FSRQ,44718.88391951291,0.0067218139609657454,57297.50001157408,0.001891676294662806,0.020244721912765412,57000.0,58000.0,4e-07,2.0058288288288291e-07,3.5470838797165335e-09,0.5
4FGL J0841.3+7053,1209600.0,49889.060994798114,0.0,0.014084507042253521,3024000.0,50.25448217989869,FSRQ,4666.850670201906,0.0038581768106827927,57451.50001157408,0.001891676294662806,0.003978866499008894,57000.0,58000.0,4e-07,2.0058288288288291e-07,3.5470838797165335e-09,0.5
4FGL J0904.9-5734,2419200.0,4715.561055135402,0.0,0.0975609756097561,6048000.0,746.0669435085643,FSRQ,467.7568959145588,0.0001933518914990736,58928.50001157408,4.122791244129078e-05,0.00025356678227959163,58800.0,59100.0,2e-06,4.916000000000001e-07,9.110224656608946e-09,0.5
4FGL J1129.8-1447,604800.0,27562.1973143738,0.0,0.0070921985815602835,1512000.0,64.37553027127186,FSRQ,2581.496648315397,0.004268347632796622,59656.50001157408,0.002735606773615545,0.004268347632796622,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,3024000.0,217110.04588417345,-0.4,0.03546099290780142,7560000.0,18.368142520108094,FSRQ,20334.694268853124,0.0067244359354673025,59698.50001157408,0.002735606773615545,0.009140781708968558,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,1209600.0,71908.07902688583,0.0,0.014184397163120567,3024000.0,34.99067972989444,FSRQ,6734.966115996036,0.005567928336636934,59747.50001157408,0.002735606773615545,0.006040864433753134,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,1209600.0,73447.86658634806,0.5,0.014184397163120567,3024000.0,34.26564054223497,FSRQ,6879.183805846058,0.00568715592414522,59789.50001157408,0.002735606773615545,0.00689930306381279,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,1814400.0,249086.30086900564,-0.6666666666666666,0.02127659574468085,4536000.0,12.558306601487534,FSRQ,23329.614961405256,0.012858032937282438,59873.50001157408,0.002735606773615545,0.01716877260119312,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,1209600.0,56612.85593622773,0.0,0.014184397163120567,3024000.0,44.3342672601371,FSRQ,5302.403730152482,0.0043836009673879645,59922.50001157408,0.002735606773615545,0.004959867640344678,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,1814400.0,117639.76954291388,0.0,0.02127659574468085,4536000.0,26.22275114706519,FSRQ,11018.231504541696,0.0060726584570886775,59943.50001157408,0.002735606773615545,0.008266446067241131,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,604800.0,79042.42805239414,0.0,0.0070921985815602835,1512000.0,22.820052824589837,FSRQ,7403.174745634472,0.012240698984183982,60013.50001157408,0.002735606773615545,0.012240698984183982,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,3024000.0,161985.65125542588,-0.4,0.03546099290780142,7560000.0,24.53149333396266,FSRQ,15171.700972222334,0.0050170968823486555,60027.50001157408,0.002735606773615545,0.007590823071360845,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,604800.0,30333.814921405807,0.0,0.0070921985815602835,1512000.0,58.54613030715859,FSRQ,2841.088490045437,0.00469756694782645,60069.50001157408,0.002735606773615545,0.00469756694782645,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1129.8-1447,1209600.0,67494.02135642746,0.0,0.014184397163120567,3024000.0,37.252458395938895,FSRQ,6321.542071759306,0.00522614258577985,60104.50001157408,0.002735606773615545,0.0060090704104175914,59500.0,60500.0,5e-07,3.0414921875e-07,5.266452040636879e-09,0.5
4FGL J1153.4+4931,3628800.0,58850.973441375565,0.16666666666666666,0.11538461538461539,9072000.0,73.42399553945931,FSRQ,5511.607982183755,0.0015188514060250646,55666.50001157408,0.000554013286096339,0.0030805326014339872,55500.0,55900.0,2e-07,1.4498749999999996e-07,5.4662236898723415e-09,0.5
4FGL J1153.4+4931,1814400.0,17839.914402390903,0.0,0.057692307692307696,4536000.0,171.05357325504679,FSRQ,1670.7729519485474,0.0009208404717529472,55729.50001157408,0.000554013286096339,0.0009668824953405945,55500.0,55900.0,2e-07,1.4498749999999996e-07,5.4662236898723415e-09,0.5
4FGL J1159.5+2914,4838400.0,184615.90602201727,-0.625,0.11267605633802817,12096000.0,27.144196820581197,FSRQ,17596.14808782108,0.003636770024764608,59943.50001157408,0.0012859164853971181,0.006446141069917343,59700.0,60200.0,1.3e-06,5.407544117647059e-07,7.12034708248757e-09,0.5
