,Name,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Average_Flux_of_Entire_Source_(0.2-5_MeV),Start_Time_(MJD)
103,4FGL J1440.0-1530,7.892716962821891e-05,3.517029492962864e-05,59142.00001157408
104,4FGL J1454.4-3744,0.0002608908596039,8.147311433756232e-05,56219.50001157408
105,4FGL J1513.4-3231,2.744472048583653e-05,2.0799880746580023e-05,57206.50001157408
106,4FGL J1516.9+1934,0.0002338674154032,0.0001923770292098,59688.00001157408
107,4FGL J1522.1+3144,3.97927271475288e-05,2.103324862778868e-05,54875.50001157408
108,4FGL J1522.1+3144,4.384150666354984e-05,2.103324862778868e-05,55428.50001157408
109,4FGL J1522.1+3144,3.627200578324496e-05,2.103324862778868e-05,55813.50001157408
110,4FGL J1535.8-4730,0.0065234354902647,9.020672672316869e-05,58785.00001157408
111,4FGL J1535.8-4730,0.0029994690822071,9.020672672316869e-05,59110.50001157408
112,4FGL J1555.2-4149,0.0006286694518925,6.625975274800203e-06,58375.50001157408
113,4FGL J1555.2-4149,0.000197388688121,6.625975274800203e-06,59075.50001157408
114,4FGL J1613.6+3411,2.9148355283846555e-05,2.6781717600588563e-05,57045.50001157408
115,4FGL J1613.6+3411,3.7903938559925335e-05,2.6781717600588563e-05,59516.50001157408
116,4FGL J1632.8-1048,0.0005197022218058,0.0002160070726655,57423.50001157408
117,4FGL J1637.7+4717,4.790025410341761e-05,3.381294643344857e-05,55201.00001157408
118,4FGL J1637.7+4717,5.853377703696935e-05,3.381294643344857e-05,56412.00001157408
119,4FGL J1640.4+3945,5.706709867674077e-05,4.036245878953743e-05,54690.00001157408
120,4FGL J1656.0+2047,7.005152353054114e-05,6.820962832412973e-05,56608.00001157408
121,4FGL J1656.0+2047,7.586482673197527e-05,6.820962832412973e-05,57371.00001157408
122,4FGL J1704.1+7647,2.860139966230496e-05,2.15430422291921e-05,56713.00001157408
123,4FGL J1753.6-5014,7.479788645083225e-05,8.737842199658979e-07,58785.00001157408
124,4FGL J1808.2+3500,3.31694172032364e-05,2.9888039819665474e-05,59016.00001157408
125,4FGL J1824.1+5651,1.959759216746744e-05,1.7876968440972987e-05,54973.50001157408
126,4FGL J1833.6-2103,9.669619966044476e-05,2.1405311711561533e-05,58375.50001157408
127,4FGL J1833.6-2103,4.8132820176412144e-05,2.1405311711561533e-05,59684.50001157408
128,4FGL J1834.7-5858,2.2145663985252596e-05,6.158795121071627e-06,58312.50001157408
129,4FGL J1912.0+1612,0.0008874724870733,0.0007827442521303,58351.00001157408
130,4FGL J1917.7-6930,3.098540493295999e-05,2.695240275374801e-05,56037.50001157408
131,4FGL J1917.7-6930,3.290329488408163e-05,2.695240275374801e-05,58617.00001157408
132,4FGL J1942.1+4011,0.0001288069995172,0.0001105882033114,59275.00001157408
133,4FGL J2030.2-0620,0.0002093411602558,8.83990305544254e-05,54714.50001157408
134,4FGL J2130.4-4241,0.0001747777514374,1.6278795360865892e-05,58855.00001157408
135,4FGL J2143.1-3929,2.5698306137477626e-05,1.4815108856755444e-05,55708.50001157408
136,4FGL J2143.1-3929,1.4150208190555051e-05,1.4815108856755444e-05,58067.50001157408
137,4FGL J2143.5+1743,0.0002319969558049,0.00015257383456,54707.50001157408
138,4FGL J2143.5+1743,0.000257769111994,0.00015257383456,54837.00001157408
139,4FGL J2143.5+1743,0.0002553221105051,0.00015257383456,54903.50001157408
140,4FGL J2143.5+1743,0.000195843819483,0.00015257383456,55029.50001157408
141,4FGL J2143.5+1743,0.0002226771354856,0.00015257383456,55162.50001157408
142,4FGL J2143.5+1743,0.0002264716337585,0.00015257383456,55246.50001157408
143,4FGL J2143.5+1743,0.0002605222629964,0.00015257383456,55442.50001157408
144,4FGL J2143.5+1743,0.0002435801610589,0.00015257383456,55547.50001157408
145,4FGL J2143.5+1743,0.0002250070905655,0.00015257383456,55708.50001157408
146,4FGL J2143.5+1743,0.0002009286690691,0.00015257383456,55953.50001157408
147,4FGL J2143.5+1743,0.0003435019489106,0.00015257383456,56310.50001157408
148,4FGL J2143.5+1743,0.0002012082636787,0.00015257383456,56324.50001157408
149,4FGL J2143.5+1743,0.0002523840627533,0.00015257383456,56380.50001157408
150,4FGL J2143.5+1743,0.0002090232483487,0.00015257383456,56604.50001157408
151,4FGL J2143.5+1743,0.0002546308051517,0.00015257383456,56772.50001157408
152,4FGL J2143.5+1743,0.0002238975881465,0.00015257383456,56891.50001157408
153,4FGL J2143.5+1743,0.0002246742398398,0.00015257383456,57087.50001157408
154,4FGL J2143.5+1743,0.0001976159722217,0.00015257383456,57129.50001157408
155,4FGL J2143.5+1743,0.0002965699965885,0.00015257383456,57514.50001157408
156,4FGL J2143.5+1743,0.0002296670007251,0.00015257383456,57570.50001157408
157,4FGL J2143.5+1743,0.0001890592121911,0.00015257383456,57675.50001157408
158,4FGL J2146.4-1528,0.0003511831462964,8.181270325496083e-05,60307.50001157408
159,4FGL J2207.5-5346,3.2866357026534686e-05,3.285077079686436e-05,58256.50001157408
160,4FGL J2207.5-5346,4.2972490034022e-05,3.285077079686436e-05,60132.50001157408
161,4FGL J2207.5-5346,6.897182278230392e-05,3.285077079686436e-05,60664.50001157408
162,4FGL J2211.2-1325,0.0001312547602669,0.0001375751386164,58487.50001157408
163,4FGL J2211.2-1325,0.0001597717914966,0.0001375751386164,58841.00001157408
164,4FGL J2211.2-1325,0.0003091889902919,0.0001375751386164,59761.50001157408
165,4FGL J2211.2-1325,0.0001968650958033,0.0001375751386164,60391.50001157408
166,4FGL J2211.2-1325,0.0003955482819575,0.0001375751386164,60643.50001157408
167,4FGL J2211.2-1325,0.0002503510413124,0.0001375751386164,60804.50001157408
168,4FGL J2219.2-0342,3.4814168937883494e-05,3.17749636885168e-05,56352.50001157408
169,4FGL J2219.2-0342,3.586454977364546e-05,3.17749636885168e-05,59726.50001157408
170,4FGL J2248.7-3235,2.0204165242098604e-05,1.96419086558506e-05,56233.50001157408
171,4FGL J2357.8-5311,3.6342394225954045e-05,3.0935643312553206e-05,58841.00001157408
172,4FGL J2359.2-3134,0.0021967554823553,0.0008262267038399,57731.50001157408
173,4FGL J0538.8-4405,0.0001345250018788,7.690737931917182e-05,54683.00001157408
174,4FGL J0538.8-4405,0.0001471255683497,7.690737931917182e-05,55127.50001157408
175,4FGL J0538.8-4405,8.115870504903354e-05,7.690737931917182e-05,56142.50001157408
176,4FGL J0538.8-4405,7.963932984793022e-05,7.690737931917182e-05,56282.50001157408
177,4FGL J0538.8-4405,8.624334681114166e-05,7.690737931917182e-05,58473.50001157408
178,4FGL J0538.8-4405,0.0001148346785657,7.690737931917182e-05,58697.50001157408
179,4FGL J0538.8-4405,0.0001088113337091,7.690737931917182e-05,58795.50001157408
180,4FGL J0538.8-4405,0.0001141697638737,7.690737931917182e-05,59012.50001157408
181,4FGL J0538.8-4405,9.10742850341841e-05,7.690737931917182e-05,59369.50001157408
182,4FGL J0538.8-4405,0.0001206754978206,7.690737931917182e-05,60118.50001157408
183,4FGL J0538.8-4405,9.513060527568108e-05,7.690737931917182e-05,60237.50001157408
184,4FGL J0538.8-4405,8.9886278878627e-05,7.690737931917182e-05,60349.50001157408
185,4FGL J0538.8-4405,8.027401463254952e-05,7.690737931917182e-05,60699.50001157408
186,4FGL J1800.6+7828,0.0001206794250836,0.0001031534246063,54963.00001157408
187,4FGL J1800.6+7828,0.0001664543794257,0.0001031534246063,55057.50001157408
188,4FGL J1800.6+7828,0.0001870531088796,0.0001031534246063,55183.50001157408
189,4FGL J1800.6+7828,0.000200577527208,0.0001031534246063,55673.50001157408
190,4FGL J1800.6+7828,0.0003653673628395,0.0001031534246063,55701.50001157408
191,4FGL J1800.6+7828,0.0002376136266302,0.0001031534246063,55883.50001157408
192,4FGL J1800.6+7828,0.0002327587072303,0.0001031534246063,55974.50001157408
193,4FGL J1800.6+7828,0.000190278162481,0.0001031534246063,56846.00001157408
194,4FGL J1800.6+7828,0.0001066764504144,0.0001031534246063,56947.50001157408
195,4FGL J1800.6+7828,0.0001697834670142,0.0001031534246063,57073.50001157408
196,4FGL J1800.6+7828,0.0002136164535963,0.0001031534246063,57248.50001157408
197,4FGL J1800.6+7828,0.0003012824267606,0.0001031534246063,57339.50001157408
198,4FGL J1800.6+7828,0.0001181826093922,0.0001031534246063,58207.50001157408
199,4FGL J1800.6+7828,0.0002236730723533,0.0001031534246063,58536.50001157408
200,4FGL J1800.6+7828,0.000512471420657,0.0001031534246063,58935.50001157408
201,4FGL J1800.6+7828,0.0002341682851894,0.0001031534246063,58970.50001157408
202,4FGL J1800.6+7828,0.0002297244632519,0.0001031534246063,59607.50001157408
203,4FGL J1800.6+7828,0.0001743609624484,0.0001031534246063,60048.50001157408
204,4FGL J1800.6+7828,0.0002807530532981,0.0001031534246063,60090.50001157408
205,4FGL J1800.6+7828,0.0001526084015007,0.0001031534246063,60216.50001157408
206,4FGL J1800.6+7828,0.00025217838483,0.0001031534246063,60419.50001157408
207,4FGL J1800.6+7828,0.0001531380290716,0.0001031534246063,60461.50001157408
208,4FGL J1800.6+7828,0.0001194310172379,0.0001031534246063,60556.00001157408
209,4FGL J2253.9+1609,0.0035756941418923,0.001827477330948,54683.00001157408
210,4FGL J2253.9+1609,0.0020962194969418,0.001827477330948,54777.50001157408
211,4FGL J2253.9+1609,0.0073251085950357,0.001827477330948,55050.50001157408
212,4FGL J2253.9+1609,0.0022887294507426,0.001827477330948,56548.50001157408
213,4FGL J2253.9+1609,0.002718906014174,0.001827477330948,56744.50001157408
214,4FGL J2253.9+1609,0.002509759397699,0.001827477330948,56779.50001157408
215,4FGL J2253.9+1609,0.0050908187782873,0.001827477330948,56793.50001157408
216,4FGL J2253.9+1609,0.0034029537288017,0.001827477330948,56954.50001157408
217,4FGL J2253.9+1609,0.0031585892419906,0.001827477330948,57052.50001157408
218,4FGL J2253.9+1609,0.0028377393189893,0.001827477330948,57143.50001157408
219,4FGL J2253.9+1609,0.0034865691632808,0.001827477330948,57164.50001157408
220,4FGL J2253.9+1609,0.0037844446473511,0.001827477330948,57227.50001157408
221,4FGL J2253.9+1609,0.0040373615310997,0.001827477330948,57374.50001157408
222,4FGL J2253.9+1609,0.0022388194627202,0.001827477330948,57437.50001157408
223,4FGL J2253.9+1609,0.0031657192402795,0.001827477330948,57451.50001157408
224,4FGL J2253.9+1609,0.0023172494438983,0.001827477330948,57521.50001157408
225,4FGL J2253.9+1609,0.0039566005889425,0.001827477330948,57542.50001157408
226,4FGL J2253.9+1609,0.0024598494096766,0.001827477330948,57661.50001157408
227,4FGL J2253.9+1609,0.0031942392334352,0.001827477330948,57731.50001157408
228,4FGL J2253.9+1609,0.0023338861065724,0.001827477330948,57766.50001157408
229,4FGL J2253.9+1609,0.0020284845131971,0.001827477330948,57829.50001157408
230,4FGL J2253.9+1609,0.0017967595688073,0.001827477330948,58109.50001157408
231,4FGL J2253.9+1609,0.0031657192402795,0.001827477330948,58396.50001157408
232,4FGL J2253.9+1609,0.0019250995380078,0.001827477330948,58599.50001157408
233,4FGL J2253.9+1609,0.0022502274599824,0.001827477330948,59824.50001157408
234,4FGL J2253.9+1609,0.0022388194627202,0.001827477330948,59908.50001157408
235,4FGL J2229.7-0832,0.000441718087976,0.0002858343846884,54683.00001157408
236,4FGL J2229.7-0832,0.0005135223475138,0.0002858343846884,54966.50001157408
237,4FGL J2229.7-0832,0.0004249840117356,0.0002858343846884,55183.50001157408
238,4FGL J2229.7-0832,0.0004284406453927,0.0002858343846884,55218.50001157408
239,4FGL J2229.7-0832,0.0004136380270268,0.0002858343846884,55281.50001157408
240,4FGL J2229.7-0832,0.0003842321201993,0.0002858343846884,55568.50001157408
241,4FGL J2229.7-0832,0.0005705264815081,0.0002858343846884,55764.50001157408
242,4FGL J2229.7-0832,0.000481017862598,0.0002858343846884,56576.50001157408
243,4FGL J2229.7-0832,0.0004482125899113,0.0002858343846884,56702.50001157408
244,4FGL J2229.7-0832,0.0004302735708714,0.0002858343846884,57199.50001157408
245,4FGL J2229.7-0832,0.0008317752147496,0.0002858343846884,57794.50001157408
246,4FGL J2229.7-0832,0.0003165548717551,0.0002858343846884,57892.50001157408
247,4FGL J2229.7-0832,0.0003587621879891,0.0002858343846884,57938.00001157408
248,4FGL J2229.7-0832,0.0003430799868711,0.0002858343846884,58883.00001157408
249,4FGL J2229.7-0832,0.0007417208115779,0.0002858343846884,59247.00001157408
250,4FGL J2229.7-0832,0.0003024518064341,0.0002858343846884,59313.50001157408
251,4FGL J2229.7-0832,0.0007038433838196,0.0002858343846884,60328.50001157408
252,4FGL J2147.3-7536,0.0006137966184048,0.0002605352310272,55253.50001157408
253,4FGL J2147.3-7536,0.0006312364765808,0.0002605352310272,55442.50001157408
254,4FGL J2147.3-7536,0.000314646357649,0.0002605352310272,55617.50001157408
255,4FGL J2147.3-7536,0.0004662293664353,0.0002605352310272,55736.50001157408
256,4FGL J2147.3-7536,0.0003863225549513,0.0002605352310272,55876.50001157408
257,4FGL J2147.3-7536,0.0003466374287613,0.0002605352310272,55953.50001157408
258,4FGL J2147.3-7536,0.0003798433506754,0.0002605352310272,56030.50001157408
259,4FGL J2147.3-7536,0.0004397759902276,0.0002605352310272,56163.50001157408
260,4FGL J2147.3-7536,0.0003214115063993,0.0002605352310272,56212.50001157408
261,4FGL J2147.3-7536,0.0004870201880728,0.0002605352310272,56569.50001157408
262,4FGL J2147.3-7536,0.0008966755917559,0.0002605352310272,56765.50001157408
263,4FGL J2147.3-7536,0.0004441071974338,0.0002605352310272,56867.00001157408
264,4FGL J1642.9+3948,0.000515990765121,0.0002705786089498,54721.50001157408
265,4FGL J1642.9+3948,0.0003734790299923,0.0002705786089498,54840.50001157408
266,4FGL J1642.9+3948,0.0004384868461151,0.0002705786089498,54910.50001157408
267,4FGL J1642.9+3948,0.0003242167046614,0.0002705786089498,55050.50001157408
268,4FGL J1642.9+3948,0.0012531204295797,0.0002705786089498,57896.00001157408
269,4FGL J1642.9+3948,0.0004643916886089,0.0002705786089498,57962.50001157408
270,4FGL J1642.9+3948,0.0002880070903277,0.0002705786089498,58165.50001157408
271,4FGL J1642.9+3948,0.0003759361288739,0.0002705786089498,58403.50001157408
272,4FGL J1642.9+3948,0.000388422202782,0.0002705786089498,58501.50001157408
273,4FGL J1642.9+3948,0.0002700843090576,0.0002705786089498,58606.50001157408
274,4FGL J1642.9+3948,0.0004612325614755,0.0002705786089498,58921.50001157408
275,4FGL J1642.9+3948,0.0005286573605797,0.0002705786089498,59383.50001157408
276,4FGL J1642.9+3948,0.0005296803160324,0.0002705786089498,59502.50001157408
277,4FGL J1642.9+3948,0.0004401717139195,0.0002705786089498,59544.50001157408
278,4FGL J1642.9+3948,0.0005121998125609,0.0002705786089498,59579.50001157408
279,4FGL J1642.9+3948,0.0006509716517297,0.0002705786089498,59656.50001157408
280,4FGL J1642.9+3948,0.0009496527625233,0.0002705786089498,59772.00001157408
281,4FGL J1642.9+3948,0.0007002731812357,0.0002705786089498,60125.50001157408
282,4FGL J1642.9+3948,0.0006119492517979,0.0002705786089498,60164.00001157408
283,4FGL J1642.9+3948,0.0003397816739028,0.0002705786089498,60433.50001157408
284,4FGL J1642.9+3948,0.0004099844990893,0.0002705786089498,60496.50001157408
285,4FGL J1642.9+3948,0.0005191498922544,0.0002705786089498,60524.50001157408
286,4FGL J1642.9+3948,0.0007076444778803,0.0002705786089498,60545.50001157408
287,4FGL J1642.9+3948,0.0003720308459985,0.0002705786089498,60594.50001157408
288,4FGL J1626.0-2950,0.0003393564477362,0.0002892942820758,55292.00001157408
289,4FGL J1626.0-2950,0.0004532629991352,0.0002892942820758,55834.50001157408
290,4FGL J1626.0-2950,0.0003548433274078,0.0002892942820758,56632.50001157408
291,4FGL J1626.0-2950,0.0004263224454848,0.0002892942820758,56772.50001157408
292,4FGL J1626.0-2950,0.0004482093730118,0.0002892942820758,56828.50001157408
293,4FGL J1626.0-2950,0.0004178149022268,0.0002892942820758,56926.50001157408
294,4FGL J1626.0-2950,0.000382434325503,0.0002892942820758,56975.50001157408
295,4FGL J1626.0-2950,0.0003150154211925,0.0002892942820758,57479.50001157408
296,4FGL J1626.0-2950,0.0004071016996056,0.0002892942820758,57595.00001157408
297,4FGL J1626.0-2950,0.000437098666945,0.0002892942820758,59149.00001157408
298,4FGL J1626.0-2950,0.0004121252013389,0.0002892942820758,60398.50001157408
299,4FGL J1512.8-0906,0.0014349930894249,0.0006918049351534,54707.50001157408
300,4FGL J1512.8-0906,0.0016785474048647,0.0006918049351534,54833.50001157408
301,4FGL J1512.8-0906,0.0022821762785369,0.0006918049351534,54889.50001157408
302,4FGL J1512.8-0906,0.0006752000824073,0.0006918049351534,55050.50001157408
303,4FGL J1512.8-0906,0.0012523170181499,0.0006918049351534,55141.50001157408
304,4FGL J1512.8-0906,0.0009009098242406,0.0006918049351534,55267.50001157408
305,4FGL J1512.8-0906,0.0007656768934499,0.0006918049351534,55393.50001157408
306,4FGL J1512.8-0906,0.0007529445490388,0.0006918049351534,55610.50001157408
307,4FGL J1512.8-0906,0.0008079251271777,0.0006918049351534,55652.50001157408
308,4FGL J1512.8-0906,0.0014641038586921,0.0006918049351534,55729.50001157408
309,4FGL J1512.8-0906,0.0030551196109689,0.0006918049351534,55834.50001157408
310,4FGL J1512.8-0906,0.0024983608763505,0.0006918049351534,55932.50001157408
