,Name,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Average_Flux_of_Entire_Source_(0.2-5_MeV),Start_Time_(MJD)
56,4FGL J0534.5+2201s,0.0002605420261946,0.0001163493007527,59411.50001157408
57,4FGL J0534.5+2201s,0.0008702240084337,0.0001163493007527,59726.50001157408
58,4FGL J0534.5+2201s,0.000302374253786,0.0001163493007527,59901.50001157408
59,4FGL J0534.5+2201s,0.000267691120821,0.0001163493007527,59999.50001157408
60,4FGL J0534.5+2201s,0.0002810034418643,0.0001163493007527,60286.50001157408
61,4FGL J0534.5+2201s,0.0001367137357748,0.0001163493007527,60713.50001157408
62,4FGL J0622.9+3326,0.0011645479170326,1.1687720394467146e-05,60472.00001157408
63,4FGL J0638.7+5658,4.35212924236432e-05,3.370205056841548e-06,58634.50001157408
64,4FGL J0647.7-6058,0.0001252979387907,9.927601007225687e-05,54921.00001157408
65,4FGL J0647.7-6058,0.0001270862856836,9.927601007225687e-05,55978.00001157408
66,4FGL J0713.0+5738,2.634059839617293e-05,2.3408101336895808e-05,56240.50001157408
67,4FGL J0723.5+2900,0.0004495557333367,6.844591392698846e-05,58305.50001157408
68,4FGL J0747.3-3310,4.710350068260496e-05,3.9962500422497726e-05,55176.50001157408
69,4FGL J0747.3-3310,4.38262754511068e-05,3.9962500422497726e-05,56223.00001157408
70,4FGL J0806.5+4503,0.0040416323229559,5.764345558704011e-05,59401.00001157408
71,4FGL J0904.9-5734,5.846938094897154e-05,1.4318230636294984e-05,58830.50001157408
72,4FGL J0904.9-5734,5.0313019300642245e-05,1.4318230636294984e-05,59411.50001157408
73,4FGL J0911.0-5047,0.0001650180034955,0.0001497814237333,57339.50001157408
74,4FGL J1001.1+2911,2.7450164781114534e-05,2.206405532959434e-05,55614.00001157408
75,4FGL J1006.7-2159,6.21879585723288e-05,2.607545047190068e-05,58053.50001157408
76,4FGL J1006.7-2159,4.887942061487525e-05,2.607545047190068e-05,58578.50001157408
77,4FGL J1006.7-2159,3.929289573711393e-05,2.607545047190068e-05,58816.50001157408
78,4FGL J1015.6+5553,0.0034340620027808,9.112992668185788e-05,59985.50001157408
79,4FGL J1015.6+5553,0.000504232530649,9.112992668185788e-05,60146.50001157408
80,4FGL J1016.0+0512,9.890359010783072e-05,6.928945538555445e-05,54784.50001157408
81,4FGL J1016.0+0512,7.325926044904944e-05,6.928945538555445e-05,54910.50001157408
82,4FGL J1018.1+1905,3.2938972264657593e-05,2.383150132849706e-05,55743.50001157408
83,4FGL J1036.2+2202,1.834201995119494e-05,1.9795238674147773e-05,57150.50001157408
84,4FGL J1036.2+2202,3.024348679344666e-05,1.9795238674147773e-05,59201.50001157408
85,4FGL J1045.8-2928,0.000134949908263,5.937653955885399e-05,55358.50001157408
86,4FGL J1058.4+0133,4.2485519037742125e-05,3.189982827871339e-05,54742.50001157408
87,4FGL J1058.4+0133,5.47817911275885e-05,3.189982827871339e-05,55246.50001157408
88,4FGL J1058.4+0133,5.8269592001559855e-05,3.189982827871339e-05,56625.50001157408
89,4FGL J1058.4+0133,4.36923473830444e-05,3.189982827871339e-05,56786.50001157408
90,4FGL J1136.2+3407,3.508375663994894e-05,3.1625887760952346e-05,57262.50001157408
91,4FGL J1136.2+3407,4.233323641069913e-05,3.1625887760952346e-05,58176.00001157408
92,4FGL J1136.2+3407,3.791307918371018e-05,3.1625887760952346e-05,59194.50001157408
93,4FGL J1158.5+4824,1.4999644477759788e-05,1.4117755400908094e-05,55166.00001157408
94,4FGL J1225.6-7313,3.5771072012801904e-05,3.152926739050023e-05,56191.50001157408
95,4FGL J1238.5-1201,1.606596665883131e-05,1.5949008049878166e-05,58823.50001157408
96,4FGL J1311.0+3233,9.38542795691149e-05,4.156826445220353e-05,60237.50001157408
97,4FGL J1311.0+3233,9.632505548820637e-05,4.156826445220353e-05,60325.00001157408
98,4FGL J1311.0+3233,0.0002535425755316,4.156826445220353e-05,60769.50001157408
99,4FGL J1322.2+0842,2.6106283580211183e-05,1.7248408325467776e-05,55964.00001157408
100,4FGL J1322.2+0842,2.803335220575053e-05,1.7248408325467776e-05,59236.50001157408
101,4FGL J1440.0-1530,4.7511644196216376e-05,3.517029492962864e-05,54830.00001157408
102,4FGL J1440.0-1530,4.7984281769785686e-05,3.517029492962864e-05,55607.00001157408
