4FGL_name	redshift	SED type	nu_sync
4FGL J1036.6-3741	1.821	LSP	2.51188635E12
4FGL J1037.0-1954	-3333	HSP	3.16227758E15
4FGL J1037.4-2933	0.312	LSP	6.9183099E12
4FGL J1037.7-2822	1.066	LSP	8.4722744E12
4FGL J1037.7+5711	0.83037	ISP	2.92415231E14
4FGL J1038.2-2425	-3333		0.0
4FGL J1038.5+3926	-3333	ISP	1.31825674E14
4FGL J1039.2-2848	-3333		0.0
4FGL J1039.6+0535	-3333	HSP	1.28824954E15
4FGL J1039.7-1540	0.525		0.0
4FGL J1039.9+7326	-3333	LSP	8.6099378E12
4FGL J1040.5+0947	0.303451	HSP	1.25892653E16
4FGL J1040.5+0617	-3333	LSP	1.46217716E13
4FGL J1041.0+1342	0.556		0.0
4FGL J1041.1-1201	-3333	ISP	2.11348898E14
4FGL J1041.5+0607	1.265	LSP	5.2480778E12
4FGL J1041.7+3902	0.2084		0.0
4FGL J1041.9-0557	0.39		0.0
4FGL J1042.1-4128	-3333	HSP	1.7782794E15
4FGL J1042.9+0054	0.73	HSP	9.9999998E16
4FGL J1043.2+2408	0.56	LSP	6.9183099E12
4FGL J1043.6+0654	-3333	ISP	3.31131107E14
4FGL J1044.6+8053	1.254	LSP	1.34896293E13
4FGL J1045.3+2751	-3333	HSP	2.66072499E15
4FGL J1045.8-2928	2.128	LSP	9.9999998E12
4FGL J1045.9-2331	-3333		0.0
4FGL J1046.0+5448	0.249		0.0
4FGL J1046.8-2534	0.254	HSP	2.95120925E16
4FGL J1047.7+7238	-3333	ISP	4.46683578E14
4FGL J1047.9+0055	0.640855	LSP	6.3095733E12
4FGL J1047.9-3738	-3333		0.0
4FGL J1047.9-4642	-3333		0.0
4FGL J1048.0-1912	0.595	LSP	5.8884363E12
4FGL J1048.4+7143	1.15	LSP	9.0782051E12
4FGL J1049.5+1548	0.3271		0.0
4FGL J1049.7+5011	0.403	HSP	4.3651582E16
4FGL J1049.8+1429	1.63	LSP	1.34896293E13
4FGL J1050.1+0432	1.21725	LSP	1.86208708E12
4FGL J1050.6+2027	1.03789	LSP	3.31131467E12
4FGL J1051.4-3139	1.429	LSP	1.05925371E12
4FGL J1051.4+3942	0.498	ISP	4.3401027E14
4FGL J1051.6+2109	1.3	LSP	3.63078065E12
4FGL J1051.9+0103	0.265	ISP	3.98107162E14
4FGL J1052.3+0818	0.223363		0.0
4FGL J1052.9-3743	-3333	HSP	1.04712853E15
4FGL J1053.3-1134	-3333	LSP	2.754226E13
4FGL J1053.7+4930	0.14	ISP	1.2735031E14
4FGL J1053.9+8628	-3333	LSP	3.6307804E13
4FGL J1054.2+3926	2.6342	LSP	3.98107161E12
4FGL J1054.5+2211	2.055	ISP	3.12607953E14
4FGL J1055.5-0125	-3333	HSP	2.06538011E15
4FGL J1056.0+0253	0.236		0.0
4FGL J1056.8+7012	2.492	LSP	2.85101838E12
4FGL J1057.2+5510	2.085	HSP	6.4565422E15
4FGL J1057.3-2341	1.125	LSP	9.7723725E11
4FGL J1057.8-2754	0.090906	HSP	5.0118725E15
4FGL J1058.0+4305	-3333	LSP	3.8018941E13
4FGL J1058.4+0133	0.89	LSP	7.3282455E12
4FGL J1058.5+8115	0.706	LSP	7.2443594E12
4FGL J1058.6+2817	0.4793	LSP	2.2646444E13
4FGL J1058.6-8003	0.569	LSP	5.3088443E12
4FGL J1058.6+5627	0.143	ISP	5.6234131E14
4FGL J1059.2-1134	-3333	LSP	1.92752491E13
4FGL J1059.5+2057	0.4		0.0
4FGL J1100.3+4020	0.225		0.0
4FGL J1101.3+7017	-3333	LSP	1.92752491E12
4FGL J1101.4+4108	0.58	LSP	4.8977884E12
4FGL J1101.5+3904	-3333	LSP	3.01995183E12
4FGL J1102.1+2249	0.452	LSP	6.9183099E12
4FGL J1102.6+5251	0.68984	ISP	1.20226444E14
4FGL J1102.8-0148	-3333	ISP	2.08929607E14
4FGL J1102.9+3014	0.384	LSP	1.44543979E13
4FGL J1103.0+1157	0.913941	ISP	1.2735031E14
4FGL J1103.6-2329	0.186	HSP	1.4791084E17
4FGL J1104.0+2611	0.712		0.0
4FGL J1104.0+0020	0.275	HSP	1.99526236E15
4FGL J1104.4+0730	0.630348	ISP	1.41253757E14
4FGL J1104.4+3812	0.03	HSP	1.65958696E16
4FGL J1104.9+5748	-3333		0.0
4FGL J1105.7+6037	1.364966	LSP	3.27340943E12
4FGL J1105.8+3944	0.099	LSP	2.57039584E12
4FGL J1105.8-0731	-3333		0.0
4FGL J1106.0+2813	0.843521	LSP	1.94088586E13
4FGL J1106.2-1048	-3333		0.0
4FGL J1106.5-3646	1.08		0.0
4FGL J1107.0-4449	1.598	LSP	5.2360045E12
4FGL J1107.6+0222	-3333	ISP	3.54813389E14
4FGL J1107.7-3042	0.74	LSP	2.39883282E12
4FGL J1107.8+1501	0.6	ISP	3.63078047E14
4FGL J1108.7-1844	-3333		0.0
4FGL J1109.3+2411	0.482297		0.0
4FGL J1109.6+3735	0.397422	ISP	3.98107162E14
4FGL J1109.7-4814	-3333	LSP	8.9125091E12
4FGL J1110.2+7135	-3333	HSP	1.09647817E15
4FGL J1110.5-1836	-3333	ISP	7.8523565E14
4FGL J1111.0+3542	-3333	ISP	1.73780081E14
4FGL J1111.4-4624	-3333	ISP	1.18850226E14
4FGL J1111.5+3455	0.212	HSP	1.7988709E20
4FGL J1111.8+4858	-3333	ISP	2.08929607E14
4FGL J1112.0+2607	0.450096	HSP	4.46683202E15
4FGL J1112.4+1751	0.421	HSP	3.8018939E16
4FGL J1112.5+3448	1.9495	LSP	1.0964782E13
4FGL J1113.6-1920	-3333	ISP	2.75422864E14
4FGL J1113.8+1528	-3333	ISP	1.58489326E14
4FGL J1113.9+5523	-3333	ISP	1.51077572E14
4FGL J1114.5-0819	2.078	LSP	4.5185594E12
4FGL J1114.7-0248	1.04	LSP	2.57039584E12
4FGL J1115.2-0703	-3333		0.0
4FGL J1116.3-4000	-3333	LSP	1.01157972E13
4FGL J1116.6+2915	0.0469		0.0
4FGL J1117.0+2013	0.1392	HSP	1.58489318E16
4FGL J1117.2+0008	0.451	HSP	2.88403146E16
4FGL J1117.6+2550	0.360029	HSP	2.66072499E15
4FGL J1117.6+0217	-3333	LSP	4.8977884E12
4FGL J1117.7-3650	-3333	LSP	6.3826347E13
4FGL J1118.0+5356	-3333	HSP	3.42767784E15
4FGL J1118.2-4634	0.713	ISP	1.41253757E14
4FGL J1118.2-0415	-3333	LSP	5.7543995E12
4FGL J1118.6-1235	1.739		0.0
4FGL J1119.0+1235	2.125651	LSP	1.84077202E13
4FGL J1119.6-3047	0.412		0.0
4FGL J1120.6+0713	0.287		0.0
4FGL J1120.8+4212	0.124	HSP	2.08929608E16
4FGL J1121.3-0011	0.0993		0.0
4FGL J1121.4-0553	1.297	LSP	9.7723725E11
4FGL J1123.1-3233	-3333	HSP	7.1614341E16
4FGL J1123.4-2529	0.148		0.0
4FGL J1123.6+8028	-3333	LSP	6.3095733E12
4FGL J1123.8+7230	-3333	ISP	3.63078047E14
4FGL J1124.0+2336	1.549	LSP	3.89045158E12
4FGL J1124.0+2045	-3333	HSP	1.81970087E15
4FGL J1124.4+2308	0.795	LSP	8.3176378E12
4FGL J1124.6-0809	-3333	ISP	7.6736147E14
4FGL J1124.9+2143	-3333	ISP	5.7543992E14
4FGL J1124.9+4934	-3333	HSP	8.7096362E16
4FGL J1125.1-2101	-3333	HSP	2.81838304E15
4FGL J1125.5-3557	0.284	ISP	3.80189398E14
4FGL J1125.9-0742	0.2786	HSP	3.01995176E15
4FGL J1125.9+2005	0.13297	LSP	6.9183098E13
4FGL J1126.8-3829	-3333	LSP	1.86208708E12
4FGL J1127.0-1857	1.048	LSP	7.8704578E12
4FGL J1127.3+3755	-3333	LSP	4.216965E13
4FGL J1127.4+5648	2.89	LSP	1.05925371E12
4FGL J1127.6-4920	-3333		0.0
4FGL J1127.8+3618	0.884	LSP	3.01995183E12
4FGL J1128.0+5924	1.795	LSP	3.1952145E12
4FGL J1128.8+3757	-3333	LSP	5.2480746E13
4FGL J1129.1+3703	0.445	LSP	3.01995173E13
4FGL J1129.2-1014	-3333	HSP	3.40408183E15
4FGL J1129.2-0529	-3333		0.0
4FGL J1129.5+3034	0.435	ISP	2.75422864E14
4FGL J1129.8-1447	1.184	LSP	6.9582497E12
4FGL J1129.8-4217	0.1563		0.0
4FGL J1130.5-7801	-3333	HSP	9.4623713E15
4FGL J1130.5-3137	0.150728	HSP	7.2694238E15
4FGL J1130.8+1016	0.1717		0.0
4FGL J1131.0+3815	1.733	LSP	1.94984464E12
4FGL J1131.1-0944	-3333	HSP	1.38038424E16
4FGL J1131.4+5809	0.359646	ISP	1.41253757E14
4FGL J1131.4-0504	0.266	LSP	8.0352615E12
4FGL J1132.2-4736	-3333	HSP	1.35518942E16
4FGL J1132.7+0034	1.223	ISP	1.12201843E14
4FGL J1133.8-2048	0.058	HSP	2.06538011E15
4FGL J1134.7+6612	0.859818	ISP	2.51188428E14
4FGL J1134.8-1729	0.571		0.0
4FGL J1135.1+3014	-3333	LSP	1.6311729E13
4FGL J1135.7-0427	0.273184	LSP	1.28824954E13
4FGL J1136.2+3407	1.33695	LSP	1.86208708E12
4FGL J1136.3-0501	-3333		0.0
4FGL J1136.4+6736	0.136	HSP	3.01995162E17
4FGL J1136.4+7009	0.045	HSP	5.6885296E15
4FGL J1136.8+2550	0.156	LSP	3.31131115E13
4FGL J1136.8-7413	-3333	LSP	8.6099378E12
4FGL J1137.9-1708	0.6		0.0
4FGL J1138.2+4115	0.573711	LSP	5.5590424E13
4FGL J1138.4+4857	1.304	LSP	9.1201082E12
4FGL J1139.0+4033	2.36	LSP	2.23872103E12
4FGL J1139.0+5530	-3333	ISP	2.51188646E14
4FGL J1140.5+1528	0.244	HSP	2.18776164E16
4FGL J1141.4+6805	-3333		0.0
4FGL J1141.5-1408	-3333	HSP	1.90546074E16
4FGL J1142.0+1548	0.299	LSP	9.9999998E12
4FGL J1143.1+6122	0.475	LSP	3.7757221E13
4FGL J1143.7-1014	-3333	LSP	2.51188415E13
4FGL J1143.9+1558	0.67424		0.0
4FGL J1144.9+1937	0.021718	HSP	3.89045144E15
4FGL J1145.5-0340	0.167	HSP	2.2908677E17
4FGL J1145.5+4423	0.299836	LSP	1.70804768E13
4FGL J1145.6+5552	-3333		0.0
4FGL J1145.7+0453	1.342		0.0
4FGL J1145.7-1528	-3333		0.0
4FGL J1146.4-3327	-3333		0.0
4FGL J1146.6-2902	0.45	LSP	1.30316679E13
4FGL J1146.9+3958	1.089	LSP	9.289664E12
4FGL J1147.0-3812	1.048	LSP	3.98107161E12
4FGL J1147.2-2627	-3333	LSP	4.4874539E12
4FGL J1147.8-0724	1.342	LSP	5.4954086E12
4FGL J1148.5+2629	0.867225	LSP	9.3864203E12
4FGL J1148.6+1841	0.405	LSP	9.4841843E12
4FGL J1149.0+5924	0.011		0.0
4FGL J1149.1+2819	-3333	LSP	9.885531E12
4FGL J1149.2+6246	-3333	ISP	1.12201843E14
4FGL J1149.4+2441	0.402	HSP	3.63078067E15
4FGL J1149.5-4029	-3333	LSP	5.0699069E13
4FGL J1150.4+2418	0.2	ISP	1.18304153E14
4FGL J1150.6+4154	0.32	HSP	3.16227758E15
4FGL J1150.6-4823	-3333	LSP	2.17020118E12
4FGL J1151.3+0957	-3333	LSP	8.7096358E13
4FGL J1151.5-1347	0.838	LSP	3.9810719E13
4FGL J1151.5+5859	0.118	ISP	5.18800038E14
4FGL J1151.6-2115	-3333	ISP	2.69153487E14
4FGL J1152.1+2837	0.441	ISP	2.75422864E14
4FGL J1152.3-0839	2.37	LSP	2.18776168E12
4FGL J1152.8+3308	1.397596	LSP	1.58489316E13
4FGL J1153.0+8056	1.25	LSP	3.03389108E12
4FGL J1153.3-1104	0.269	LSP	6.1801638E12
4FGL J1153.4+4931	0.334	LSP	1.51356126E13
4FGL J1153.6-2553	-3333		0.0
4FGL J1153.7+3822	0.410456	LSP	5.9566214E13
4FGL J1154.0-0010	0.254	HSP	2.60015946E16
4FGL J1154.0+4037	0.925125	LSP	9.1201082E12
4FGL J1154.0+6018	1.12	LSP	1.0964782E13
4FGL J1154.1-3243	-3333	LSP	9.9999998E12
4FGL J1155.2+4320	1.175617	LSP	2.04174E13
4FGL J1155.5-3418	-3333	ISP	3.63078047E14
4FGL J1155.8+6137	1.525	ISP	2.66072503E14
4FGL J1155.8-1217	-3333	LSP	2.72270392E13
4FGL J1156.6+0640	-3333	LSP	1.0964782E13
4FGL J1156.6-2248	-3333	HSP	2.51188639E15
4FGL J1158.5+4824	2.028	LSP	1.14815363E12
4FGL J1158.9+0956	-3333	LSP	8.3176393E12
4FGL J1158.9+0818	0.29	ISP	1.73780081E14
4FGL J1159.0+0939	-3333	ISP	5.24807456E14
4FGL J1159.2-2227	0.565	LSP	6.6374305E12
4FGL J1159.3-2142	0.617	LSP	9.9999998E12
4FGL J1159.5+2914	0.729	LSP	1.17219535E13
4FGL J1159.5-0723	-3333	ISP	1.2735031E14
4FGL J1200.2+0201	-3333	LSP	3.54813398E12
4FGL J1200.6+1229	0.415		0.0
4FGL J1200.7+2008	-3333	LSP	4.5185594E12
4FGL J1200.8-1429	-3333		0.0
4FGL J1201.1-0332	0.755	LSP	8.9125093E13
4FGL J1201.7+1429	-3333	LSP	9.1201082E12
4FGL J1202.4+4442	0.297	ISP	1.38038429E14
4FGL J1202.5-0528	0.381	LSP	2.51188646E13
4FGL J1202.5+3852	0.805	ISP	1.31825674E14
4FGL J1202.9+5141	0.063		0.0
4FGL J1203.1+6031	0.065	LSP	4.0926064E13
4FGL J1203.3+1119	0.435	LSP	9.3497495E12
4FGL J1203.4-3925	0.227	HSP	6.3095732E15
4FGL J1203.7+5821	-3333	LSP	8.7096274E13
4FGL J1204.0+1146	0.296221		0.0
4FGL J1204.2-0709	0.184	ISP	9.6605089E14
4FGL J1204.4+3750	-3333	LSP	2.0892946E13
4FGL J1204.8+0407	1.947	LSP	9.9999998E12
4FGL J1205.7-2635	0.789	LSP	1.0964782E13
4FGL J1205.8+3321	2.125	LSP	6.4565421E13
4FGL J1207.2-0524	-3333		0.0
4FGL J1207.7-0106	1.006	LSP	1.73780081E13
4FGL J1207.7-2229	-3333	LSP	6.7608296E12
4FGL J1208.1+3017	-3333		0.0
4FGL J1208.2-7810	-3333	LSP	2.45470887E13
4FGL J1208.4+6121	0.275	ISP	1.18987136E14
4FGL J1208.8-1751	-3333		0.0
4FGL J1208.8-2754	-3333	ISP	1.09647822E14
4FGL J1208.9+5441	1.345123	LSP	6.3095733E12
4FGL J1209.0-4630	-3333		0.0
4FGL J1209.4+4118	1.336	LSP	3.8018941E13
4FGL J1209.4+7608	-3333	ISP	1.31825674E14
4FGL J1209.7+2548	1.435	LSP	8.9125091E12
4FGL J1209.8+1810	0.845	LSP	2.4406191E12
4FGL J1210.3+3928	0.616935		0.0
4FGL J1211.0-3800	-3333	LSP	6.7608296E12
4FGL J1211.6-2735	-3333		0.0
4FGL J1211.6+3901	0.6		0.0
4FGL J1212.0-2326	0.666		0.0
4FGL J1212.0+2242	0.45	HSP	4.3151906E16
4FGL J1212.1+6412	-3333		0.0
4FGL J1212.2+2442	-3333	LSP	1.71790841E12
4FGL J1212.7-1402	-3333		0.0
4FGL J1213.0+5129	0.796	ISP	2.51188646E14
4FGL J1213.3-2618	0.278	ISP	4.78630082E14
4FGL J1213.6+1306	1.14024	LSP	8.7096358E13
4FGL J1213.7+6423	-3333	ISP	3.01995156E14
4FGL J1213.8-4345	-3333	LSP	5.7543993E13
4FGL J1214.6-1926	-3333	ISP	8.9125095E14
4FGL J1215.0+5351	0.338008	ISP	1.73779997E14
4FGL J1215.0+1656	1.132	LSP	3.5075187E12
4FGL J1215.1+5002	1.545	ISP	7.9432823E14
4FGL J1215.1+0731	0.136465	LSP	8.0816495E13
4FGL J1215.1+3513	0.8834		0.0
4FGL J1215.8-3732	-3333	LSP	6.1305579E13
4FGL J1215.8-1733	-3333	LSP	2.11348898E11
4FGL J1216.1-0242	0.359		0.0
4FGL J1216.1+0930	0.0935	HSP	2.2387211E15
4FGL J1217.9+3007	0.13	HSP	1.61435862E15
4FGL J1218.0-0028	0.419	LSP	4.3651581E13
4FGL J1218.5-0119	-3333	LSP	5.7543993E13
4FGL J1219.0+4827	1.076	LSP	1.58489313E12
4FGL J1219.0+3653	3.528223	LSP	1.77827941E13
4FGL J1219.0-4827	0.15	ISP	1.09647822E14
4FGL J1219.6+0550	-3333		0.0
4FGL J1219.7-0313	0.299	ISP	2.29086761E14
4FGL J1219.7+0444	-3333	ISP	2.88403162E14
4FGL J1219.9+6056	-3333	LSP	2.32273687E12
4FGL J1220.1+7105	0.451	LSP	7.3282455E12
4FGL J1220.1+3432	-3333	LSP	5.2480746E13
4FGL J1220.2-3713	-3333		0.0
4FGL J1221.3+3010	0.184	HSP	1.85994461E16
4FGL J1221.5+2814	0.102	ISP	4.46683578E14
4FGL J1221.9+3543	1.789017	HSP	2.39883346E15
4FGL J1222.0-4121	-3333	LSP	3.6266029E13
4FGL J1222.5+0414	0.9642	LSP	5.7543995E12
4FGL J1223.0+1100	1.368	HSP	6.3095736E17
4FGL J1223.3+1213	-3333	LSP	2.95120918E13
4FGL J1223.5+0818	-3333	ISP	3.5075186E14
4FGL J1223.6-3032	-3333	HSP	1.07151929E16
4FGL J1223.8+4649	0.261	HSP	2.66072499E15
4FGL J1223.8+8039	-3333	LSP	1.09647823E12
4FGL J1223.9+7954	0.375		0.0
4FGL J1223.9+5000	1.063952	LSP	2.51188646E13
4FGL J1224.1+2239	0.4821	ISP	1.43879861E14
4FGL J1224.4+2436	0.219	HSP	3.54813395E15
4FGL J1224.7-8313	-3333	LSP	1.05925371E12
4FGL J1224.9+2122	0.434	LSP	2.88403153E13
4FGL J1224.9+4334	0.948	LSP	1.49623564E13
4FGL J1225.0+0330	0.956	LSP	3.01995183E12
4FGL J1225.3-3446	-3333	HSP	8.5113802E15
4FGL J1225.4-1550	-3333	HSP	3.89045144E15
4FGL J1225.5-2851	-3333	LSP	3.31131126E12
4FGL J1225.6-7313	-3333		0.0
4FGL J1226.0+5622	-3333	ISP	3.31131107E14
4FGL J1226.7+0637	0.583	HSP	7.1449632E15
4FGL J1226.8-1329	0.456	LSP	2.29086761E13
4FGL J1227.1-4437	0.11	LSP	2.92415236E12
4FGL J1228.3+7521	-3333	ISP	9.4623713E14
4FGL J1228.7+4858	1.716056	LSP	3.01995183E12
4FGL J1228.7-0318	-3333		0.0
4FGL J1229.0+0202	0.158	LSP	6.9984198E13
4FGL J1229.1+5521	-3333	LSP	1.0964781E13
4FGL J1230.2+2517	0.135	ISP	5.0118725E14
4FGL J1230.8+1223	0.004283	ISP	3.98107162E14
4FGL J1230.9+3711	0.218	ISP	7.6559658E14
4FGL J1231.5+1421	0.256	ISP	5.8210323E14
4FGL J1231.6+6415	0.16294	ISP	1.09647822E14
4FGL J1231.7+2847	0.236451	ISP	8.1096103E14
4FGL J1232.5+4821	1.588	LSP	5.1582216E12
4FGL J1232.5-3720	-3333		0.0
4FGL J1233.1+1703	-3333	HSP	1.52229908E16
4FGL J1233.6+5027	0.206796	ISP	3.76703797E14
4FGL J1233.7-0144	-3333	ISP	1.58489326E14
4FGL J1234.2+2813	0.454294		0.0
4FGL J1234.7-0434	-3333		0.0
4FGL J1235.1-1405	0.4	HSP	3.46737589E17
4FGL J1236.3+3858	0.39	ISP	1.2302688E14
4FGL J1237.0+3019	-3333		0.0
4FGL J1237.8+6256	0.296903		0.0
4FGL J1238.1-4541	-3333	ISP	1.12201843E14
4FGL J1238.3-1959	-3333	LSP	7.6736151E13
4FGL J1238.5-1201	1.32		0.0
4FGL J1239.4+0728	0.4	LSP	4.5185594E12
4FGL J1239.5+0443	1.761	LSP	2.32273687E12
4FGL J1240.4-2606	-3333		0.0
4FGL J1241.3+4236	0.619095	LSP	4.315191E13
4FGL J1241.5+3439	0.7		0.0
4FGL J1241.8-1456	0.531	HSP	1.7782794E15
4FGL J1241.9+0636	0.15	HSP	1.58489318E16
4FGL J1242.6+7635	-3333	HSP	3.01995162E17
4FGL J1242.9+7315	0.075	LSP	4.08319374E12
4FGL J1243.0+3950	1.285		0.0
4FGL J1243.2+3627	1.065	HSP	1.37246099E16
4FGL J1243.9-0218	-3333	LSP	6.7608296E12
4FGL J1244.2-4956	-3333	ISP	3.01995156E14
4FGL J1244.5+1616	0.456		0.0
4FGL J1245.1+5709	1.54487	ISP	7.9432823E14
4FGL J1245.8+0232	-3333	ISP	1.0901845E14
4FGL J1246.3+0112	0.386	LSP	2.96483144E13
4FGL J1246.7-2548	0.635	LSP	1.2764388E13
4FGL J1247.0+4421	0.6	HSP	2.01836641E16
4FGL J1248.3+5820	-3333	ISP	7.6736147E14
4FGL J1248.7+5127	0.350853	ISP	2.11348898E14
4FGL J1248.9+4840	1.8525	LSP	3.34965427E12
4FGL J1249.2-2809	-3333	HSP	6.0186628E15
4FGL J1249.3-0545	-3333		0.0
4FGL J1249.8+3707	0.286		0.0
4FGL J1250.2+3157	-3333	HSP	3.71534978E17
4FGL J1250.6+0217	0.953508	LSP	3.8018941E13
4FGL J1250.8+3117	-3333		0.0
4FGL J1251.2+1039	0.2454	HSP	2.06538011E15
4FGL J1251.3-0201	0.335	LSP	9.3325435E12
4FGL J1251.3-1719	0.606	LSP	5.8884363E12
4FGL J1253.2+5301	-3333	LSP	3.5481337E13
4FGL J1253.5-3934	0.179	HSP	1.04712857E17
4FGL J1253.8+0327	0.065686	HSP	8.317638E15
4FGL J1253.8+6242	0.867	LSP	9.120108E13
4FGL J1253.8+2929	-3333		0.0
4FGL J1254.2-2205	-3333		0.0
4FGL J1254.5+2210	0.509	HSP	1.04712853E15
4FGL J1254.9-4426	0.041	LSP	4.7863011E13
4FGL J1254.9+1138	0.872	LSP	4.01790796E11
4FGL J1256.1-0547	0.536	LSP	5.1522867E12
4FGL J1256.2-1146	0.0579	HSP	2.66072499E15
4FGL J1257.2+3646	0.530688	ISP	7.9432823E14
4FGL J1257.6+2413	0.141	HSP	4.7863011E18
4FGL J1257.8+3228	0.806	LSP	1.30316679E13
4FGL J1258.3+6121	0.224	ISP	2.66072503E14
4FGL J1258.6-1759	1.956	LSP	1.77827938E12
4FGL J1258.7-0452	0.586		0.0
4FGL J1258.7+5143	-3333		0.0
4FGL J1258.8-2219	1.303	LSP	6.2373484E12
4FGL J1259.1-2311	0.481	LSP	2.51188646E13
4FGL J1259.5+2332	-3333		0.0
4FGL J1259.7-3223	0.01375	LSP	2.08929607E13
4FGL J1259.8-3749	-3333	HSP	1.41253757E15
4FGL J1300.0+1753	-3333		0.0
4FGL J1300.3+5353	0.643511	ISP	1.0E14
4FGL J1300.4+1416	1.108552	LSP	1.26619327E13
4FGL J1301.5+4413	0.435	ISP	2.31206478E14
4FGL J1301.6+4056	0.652	LSP	2.37137371E13
4FGL J1301.6+3336	1.0084	LSP	5.2480746E12
4FGL J1302.3+6901	0.567		0.0
4FGL J1302.7+4750	0.14		0.0
4FGL J1302.8+5748	1.088	LSP	8.3176378E11
4FGL J1303.0+2434	0.993	LSP	1.38038424E13
4FGL J1303.6-4622	1.664	LSP	3.6099401E13
4FGL J1304.0+3704	0.425	LSP	3.49140324E13
4FGL J1304.2-2412	-3333		0.0
4FGL J1304.3-4353	-3333	HSP	2.81838304E15
4FGL J1304.6-0348	1.25	LSP	3.63078065E12
4FGL J1304.9-2107	-3333		0.0
4FGL J1305.3+5118	0.787552	LSP	3.01995173E13
4FGL J1305.6+7853	-3333	LSP	4.9203952E12
4FGL J1305.9+3858	-3333	HSP	5.4954085E15
4FGL J1306.3+1113	0.085704		0.0
4FGL J1306.7-2148	0.126	LSP	2.18776168E12
4FGL J1307.6-4259	-3333	HSP	8.317638E15
4FGL J1308.5+3547	1.055	LSP	3.67282304E12
4FGL J1309.4+4305	0.691	ISP	5.18800038E14
4FGL J1309.6+3718	-3333		0.0
4FGL J1309.7+1153	-3333	LSP	1.34896293E13
4FGL J1310.1-0450	-3333	LSP	2.72270392E13
4FGL J1310.2-1158	0.14	HSP	1.58489313E15
4FGL J1310.5+3221	0.997	LSP	5.3088443E12
4FGL J1310.6+2449	0.226		0.0
4FGL J1310.9+5514	0.9245		0.0
4FGL J1311.0+0034	0.002307	ISP	3.12607953E14
4FGL J1311.0+3233	1.639	LSP	5.8938627E12
4FGL J1311.8+3954	-3333	LSP	7.6383577E13
4FGL J1311.8+2057	-3333		0.0
4FGL J1312.4-2156	1.491	HSP	9.9999999E14
4FGL J1312.6-1900	0.63		0.0
4FGL J1312.6+4828	0.501	LSP	8.550667E12
4FGL J1312.8-2350	0.46	HSP	2.66072499E15
4FGL J1312.8-0425	0.8249	LSP	3.27340707E12
4FGL J1314.7-0901	-3333	HSP	1.3803823E16
4FGL J1314.7+2348	-3333	ISP	1.0E14
4FGL J1315.0-4236	0.105	HSP	9.9999998E16
4FGL J1315.4+8453	-3333	LSP	1.18850218E13
4FGL J1315.5+1135	0.73	HSP	7.5857755E16
4FGL J1315.9-0732	-3333	HSP	2.34422885E15
4FGL J1316.1-3338	1.21	LSP	7.6207903E12
4FGL J1316.5+3013	0.375		0.0
4FGL J1317.1+6613	-3333	LSP	9.885531E12
4FGL J1317.6+3428	1.05	LSP	6.7608296E12
4FGL J1317.6+7450	-3333	ISP	1.18850226E14
4FGL J1318.1-1740	-3333		0.0
4FGL J1318.2+6754	-3333	LSP	6.3095733E12
4FGL J1318.7-1234	-3333	LSP	5.1880005E13
4FGL J1319.5-0045	0.890996	LSP	7.2861819E12
4FGL J1319.5+1404	0.573	ISP	9.6050582E14
4FGL J1319.8+7759	-3333	ISP	2.75422864E14
4FGL J1320.7+3314	0.923783	ISP	2.89067976E14
4FGL J1321.1+2216	0.943	LSP	9.1201082E12
4FGL J1321.3-2641	2.027	LSP	1.46217723E12
4FGL J1321.9+3219	-3333		0.0
4FGL J1322.0+8317	1.024	LSP	4.16869384E12
4FGL J1322.2+0842	0.32549	LSP	8.9125091E12
4FGL J1322.3-0606	-3333	LSP	1.44543979E13
4FGL J1322.6-0936	1.864	LSP	2.39883282E12
4FGL J1322.6-1418	-3333		0.0
4FGL J1322.6-1617	-3333	LSP	4.6773515E13
4FGL J1322.9+0437	0.224	HSP	1.07151929E16
4FGL J1323.0+2941	1.143	LSP	1.87068223E13
4FGL J1323.9+1405	0.47	HSP	1.41253757E15
4FGL J1324.0-4330e	-3333		0.0
4FGL J1324.9+4748	2.26		0.0
4FGL J1325.3+6621	0.21	HSP	9.120089E16
4FGL J1325.5-4300	0.0018	LSP	4.16869384E12
4FGL J1325.6-0227	0.8		0.0
4FGL J1326.1+2933	0.431	HSP	9.1200889E17
4FGL J1326.1+1232	0.204153	HSP	4.8977883E16
4FGL J1326.2+4115	0.3096	LSP	5.1880021E13
4FGL J1326.6+0152	-3333		0.0
4FGL J1326.7-0503	1.882	LSP	4.16869384E12
4FGL J1326.9+2210	1.398	LSP	3.01995183E12
4FGL J1327.0+3154	0.239005	LSP	2.08929463E12
4FGL J1327.8+2522	-3333		0.0
4FGL J1328.5-4727	-3333	HSP	3.98107176E15
4FGL J1328.6+1145	0.49	HSP	8.7096362E16
4FGL J1329.4-0530	0.575868		0.0
4FGL J1330.2+7002	-3333	HSP	1.75792356E16
4FGL J1330.3+4441	-3333	HSP	2.2387211E15
4FGL J1330.4+3157	-3333	LSP	2.75422878E12
4FGL J1330.7+5200	0.688	LSP	4.5185594E12
4FGL J1330.7+2933	-3333	LSP	1.64058974E13
4FGL J1331.0+3032	0.849934	LSP	2.81838302E12
4FGL J1331.0+5653	0.7		0.0
4FGL J1331.2-1325	0.25	LSP	8.7096358E13
