4FGL_name	redshift	SED type	nu_sync
4FGL J0304.4-2833	0.7	HSP	4.46683605E15
4FGL J0304.5+3349	-3333	LSP	1.77827941E13
4FGL J0304.5-0054	0.511	HSP	2.2387211E15
4FGL J0304.9-0606	-3333	ISP	1.84077198E14
4FGL J0305.1-1608	0.311	HSP	2.60015946E16
4FGL J0307.8-0419	0.02889		0.0
4FGL J0308.1-2852	-3333	HSP	3.92644944E15
4FGL J0308.4+0407	0.029	ISP	6.3095734E14
4FGL J0309.0+1029	0.863	LSP	5.7543995E12
4FGL J0309.4-4000	0.193	ISP	1.34896291E14
4FGL J0309.7-0745	-3333	HSP	1.25892538E15
4FGL J0309.9-6058	1.479	LSP	5.7543995E12
4FGL J0310.6-5017	-3333	HSP	1.21618602E16
4FGL J0310.8-1041	-3333	ISP	4.57088203E14
4FGL J0310.9-3458	-3333		0.0
4FGL J0310.9+3815	0.945	LSP	3.67282304E12
4FGL J0311.5-4402	-3333	HSP	1.99526228E17
4FGL J0311.6+4134	-3333	ISP	6.4565425E14
4FGL J0312.4-3221	0.06711	HSP	3.16227758E15
4FGL J0312.5-2221	-3333	HSP	2.2908677E16
4FGL J0312.8+0134	0.664	LSP	1.46217716E13
4FGL J0312.9+3614	0.071516	LSP	8.7096358E13
4FGL J0312.9+4119	0.136	LSP	1.39636832E13
4FGL J0313.0+0229	-3333	LSP	1.0964782E13
4FGL J0314.3+0620	0.62	HSP	1.3489629E16
4FGL J0314.3-5103	-3333	LSP	6.3826347E13
4FGL J0314.6-6549	0.636	LSP	6.7608296E12
4FGL J0315.4-2643	-3333	ISP	8.3176377E14
4FGL J0315.5+4231	-3333		0.0
4FGL J0315.9-1033	1.565	LSP	7.7624713E12
4FGL J0316.0-5626	-3333		0.0
4FGL J0316.2-6437	-3333	HSP	1.07151929E16
4FGL J0316.2+0905	0.372	LSP	8.6099372E13
4FGL J0316.2-2608	0.443	HSP	1.21618602E16
4FGL J0316.6-2216	0.228	HSP	1.44543925E16
4FGL J0316.8+4120	0.01894	ISP	8.5113803E14
4FGL J0316.9-0625	-3333	LSP	4.315191E13
4FGL J0317.7-2804	1.166	LSP	4.32513824E12
4FGL J0317.8-4414	0.076106	HSP	2.39883292E15
4FGL J0318.7+2135	-3333		0.0
4FGL J0319.4-7045	-3333	ISP	5.42000881E14
4FGL J0319.8+4130	0.018	LSP	4.2072661E13
4FGL J0319.8+1845	0.19	HSP	8.1283055E16
4FGL J0319.9-3821	-3333		0.0
4FGL J0320.6+1125	-3333	HSP	5.6885296E15
4FGL J0321.3+0425	-3333	LSP	3.9810719E13
4FGL J0321.3-1612	0.018		0.0
4FGL J0321.7-7500	-3333	HSP	9.9999998E16
4FGL J0322.0+2335	-3333	HSP	8.317638E15
4FGL J0322.6-3712e	0.005871	LSP	3.31131126E12
4FGL J0322.9+0940	-3333	LSP	1.90546077E13
4FGL J0323.7-0111	2.075	HSP	1.09647817E15
4FGL J0324.3-1313	-3333		0.0
4FGL J0324.8+3412	0.061	HSP	1.7782794E15
4FGL J0324.8-2043	-3333		0.0
4FGL J0325.0-2416	1.161	LSP	3.38844162E12
4FGL J0325.3+3332	0.128		0.0
4FGL J0325.5-5635	0.060235	HSP	3.8106582E16
4FGL J0325.6-1646	0.291	HSP	4.46683605E15
4FGL J0325.7+2225	2.066	LSP	3.60578653E12
4FGL J0325.9-1843	-3333		0.0
4FGL J0326.2+0225	0.147	HSP	8.0167809E15
4FGL J0326.7-3404	-3333	HSP	8.9125092E15
4FGL J0327.5-1805	-3333		0.0
4FGL J0328.8-5715	-3333	HSP	3.8018939E16
4FGL J0328.9+3514	-3333	LSP	3.589222E13
4FGL J0330.6+0438	-3333	LSP	2.08929607E13
4FGL J0330.7-2408	-3333		0.0
4FGL J0331.1-5243	0.066579	LSP	1.33045441E13
4FGL J0331.3-6156	-3333	HSP	4.46683605E15
4FGL J0331.8-7040	0.277	HSP	7.3282455E15
4FGL J0332.1-1123	0.207	LSP	2.51188646E13
4FGL J0332.2-1737	-3333		0.0
4FGL J0332.8+1557	-3333	LSP	3.31131115E13
4FGL J0333.1+8227	-3333		0.0
4FGL J0333.3+0233	-3333		0.0
4FGL J0333.7+7851	0.4	ISP	1.79887088E14
4FGL J0333.7+2916	-3333	HSP	1.25892538E15
4FGL J0333.8+4007	-3333		0.0
4FGL J0334.2-3725	-3333	LSP	2.52348077E13
4FGL J0334.2-4008	1.445	LSP	8.336812E12
4FGL J0334.3+3920	0.020591	ISP	1.64437168E14
4FGL J0335.1-4459	-3333	HSP	2.66072499E15
4FGL J0335.8+2733	-3333		0.0
4FGL J0336.4+3224	1.259	LSP	1.44543979E13
4FGL J0336.5-0348	0.161792	HSP	9.9999999E14
4FGL J0336.7-1305	1.303	LSP	5.7544026E12
4FGL J0336.8-3612	1.537	LSP	3.63078065E12
4FGL J0337.8-1157	3.442	LSP	2.79254375E12
4FGL J0338.1-2443	0.251	HSP	1.07151929E16
4FGL J0338.5+1302	-3333	HSP	7.3282455E15
4FGL J0338.7-5319	-3333	HSP	4.41570903E15
4FGL J0338.7-5706	-3333	HSP	1.18850223E17
4FGL J0338.9-2848	-3333		0.0
4FGL J0339.2-1736	0.06556	HSP	3.16227758E15
4FGL J0339.5-0146	0.85	LSP	4.6989412E12
4FGL J0340.4-2422	0.683		0.0
4FGL J0340.5-2118	0.233	LSP	5.7543993E13
4FGL J0340.5-0256	-3333	LSP	6.2373484E12
4FGL J0342.2+3858	0.945	LSP	5.3088443E12
4FGL J0342.8-3007	-3333	LSP	7.4989421E12
4FGL J0343.2-2529	1.419	LSP	2.78612117E13
4FGL J0343.2-6444	-3333	ISP	1.90546073E14
4FGL J0343.4+3621	1.485	LSP	2.01836632E12
4FGL J0344.2+3203	-3333		0.0
4FGL J0344.4+3432	-3333		0.0
4FGL J0345.2-2353	0.103645	ISP	2.51188646E14
4FGL J0345.5-3301	-3333	ISP	3.56861753E14
4FGL J0347.6-0133	-3333		0.0
4FGL J0347.7-3616	-3333	LSP	1.39636832E13
4FGL J0348.6-1609	-3333	LSP	2.78612117E13
4FGL J0348.6-2749	0.991	LSP	4.7863043E12
4FGL J0348.8-0828	-3333	LSP	4.315191E13
4FGL J0348.9-4859	-3333	LSP	4.3651581E13
4FGL J0349.4-1159	0.188	HSP	1.81970081E18
4FGL J0349.6+2410	-3333		0.0
4FGL J0349.8-2103	2.944	LSP	1.69824367E12
4FGL J0350.0+0640	-3333		0.0
4FGL J0350.4-5144	-3333		0.0
4FGL J0350.6-3226	-3333	LSP	6.2373484E12
4FGL J0350.8-2814	-3333	HSP	1.52405272E16
4FGL J0352.0-2516	-3333	LSP	2.95120929E12
4FGL J0352.0-3702	0.165	HSP	3.46737589E17
4FGL J0352.9-3623	-3333	ISP	5.24807456E14
4FGL J0353.0-6831	0.087	HSP	6.0255958E17
4FGL J0353.7+8257	0.0694	HSP	3.54813395E15
4FGL J0354.7-1617	1.187	LSP	2.75422873E13
4FGL J0354.7+8009	-3333	LSP	1.0964782E13
4FGL J0355.1-1841	-3333	ISP	5.6754463E14
4FGL J0355.3+3909	-3333	LSP	3.9810719E13
4FGL J0356.1-1329	-3333		0.0
4FGL J0357.0-4955	0.643	ISP	6.3095734E14
4FGL J0357.2+2320	1.484	LSP	5.3088443E12
4FGL J0357.2-0319	-3333		0.0
4FGL J0357.6-4625	0.1	LSP	4.5185594E12
4FGL J0358.0-6946	-3333	LSP	9.3325435E12
4FGL J0358.1-5954	0.047516		0.0
4FGL J0358.6+0634	-3333	LSP	2.16271862E13
4FGL J0358.7+7649	-3333		0.0
4FGL J0359.0-3053	0.65	HSP	3.16227769E16
4FGL J0359.4-0236	-3333		0.0
4FGL J0359.4-2616	-3333	LSP	1.31825674E13
4FGL J0359.6+3213	1.331	LSP	5.7544026E12
4FGL J0400.7+3920	-3333	LSP	3.38844147E13
4FGL J0401.0-5353	-3333		0.0
4FGL J0401.2+8153	0.215	HSP	7.9432757E16
4FGL J0401.3+0412	0.306	LSP	7.9432825E12
4FGL J0401.7+2112	0.834	LSP	2.16271862E13
4FGL J0401.9-2034	-3333	LSP	1.39636832E13
4FGL J0402.0-2616	1.92	LSP	3.9810719E13
4FGL J0402.0+2737	-3333	LSP	3.38844147E13
4FGL J0402.1-3147	1.288	LSP	4.16869384E12
4FGL J0403.3+2601	2.109	LSP	2.08929607E12
4FGL J0403.5-2437	0.598	LSP	5.5335012E12
4FGL J0403.9-3605	1.417	LSP	3.76703812E12
4FGL J0404.1-1715	-3333	LSP	5.4954086E13
4FGL J0404.3-1559	-3333	LSP	3.27340707E12
4FGL J0405.6-1308	0.571	LSP	8.7096358E13
4FGL J0406.0-5407	-3333		0.0
4FGL J0407.0-3826	1.285	LSP	2.78612122E12
4FGL J0407.5+0741	1.133	LSP	6.9183099E12
4FGL J0409.4+3201	-3333		0.0
4FGL J0409.8-0359	-3333	ISP	1.20226444E14
4FGL J0411.7+3041	-3333	LSP	1.34896288E12
4FGL J0412.3+0239	-3333	LSP	1.09395638E13
4FGL J0412.6-5434	-3333		0.0
4FGL J0412.7-3927	-3333	LSP	3.44746911E12
4FGL J0413.1-5332	1.024	LSP	2.45470887E13
4FGL J0414.6-0842	-3333		0.0
4FGL J0414.8-5338	-3333	ISP	3.53997345E14
4FGL J0415.2-5741	-3333		0.0
4FGL J0416.0-4743	-3333		0.0
4FGL J0416.0-6628	0.385		0.0
4FGL J0416.2-4353	0.398	LSP	5.8210321E13
4FGL J0416.4-2059	-3333	LSP	7.8523647E12
4FGL J0416.5-1852	1.536	LSP	2.26464419E12
4FGL J0416.9+0105	0.287	HSP	4.8977883E16
4FGL J0418.1-0252	-3333	LSP	1.39636832E13
4FGL J0418.4+3414	-3333		0.0
4FGL J0420.0+0805	-3333	LSP	8.3176378E12
4FGL J0420.3-6016	-3333		0.0
4FGL J0420.3-3745	-3333	LSP	7.0794575E13
4FGL J0421.0-0752	-3333		0.0
4FGL J0422.1-0644	0.242	LSP	4.0738029E13
4FGL J0422.3+1951	0.512	LSP	2.2646444E13
4FGL J0422.8+0225	2.277	LSP	7.8342966E11
4FGL J0423.1+2106	-3333	LSP	1.64058974E13
4FGL J0423.3-0120	0.916	LSP	5.9292532E12
4FGL J0423.7+0831	-3333		0.0
4FGL J0424.7+0036	0.268	LSP	4.6773515E13
4FGL J0424.9-5331	0.39	LSP	8.3176379E13
4FGL J0426.5+2007	-3333	LSP	1.18850176E13
4FGL J0426.7+6826	-3333	LSP	1.28824954E13
4FGL J0427.3-3900	-3333	LSP	7.2443594E12
4FGL J0428.6-3756	1.11	LSP	4.7863012E12
4FGL J0428.7-5003	-3333	LSP	2.18776168E12
4FGL J0429.0-0006	-3333		0.0
4FGL J0429.3-3238	0.51	ISP	5.34564347E14
4FGL J0429.3-4326	1.423	LSP	1.0964782E13
4FGL J0429.8+2843	-3333	LSP	2.45470887E13
4FGL J0429.9-3101	0.218	ISP	6.9183098E14
4FGL J0430.2-0356	0.628	LSP	4.36515845E12
4FGL J0430.3-2507	0.516	ISP	4.5185596E14
4FGL J0430.3+1654	-3333		0.0
4FGL J0431.8+7403	-3333	HSP	3.89045144E15
4FGL J0432.0+1732	-3333	LSP	5.1286141E12
4FGL J0433.0+0522	0.033	LSP	3.9810719E13
4FGL J0433.1+3227	-3333	HSP	7.3282455E15
4FGL J0433.5-1039	-3333	HSP	4.46683605E15
4FGL J0433.6-6030	0.9301	LSP	5.6234133E13
4FGL J0433.6+2905	0.97	LSP	2.01836632E12
4FGL J0433.7-5725	-3333		0.0
4FGL J0434.1-2014	0.928	ISP	1.12201843E14
4FGL J0434.3-2517	-3333	LSP	5.3088491E12
4FGL J0434.4-2342	-3333		0.0
4FGL J0434.7+0922	-3333		0.0
4FGL J0435.4-2623	0.418	HSP	1.38038424E16
4FGL J0436.2-0038	-3333	LSP	6.9183098E13
4FGL J0436.7-7148	-3333		0.0
4FGL J0436.8-5223	-3333	LSP	3.6307804E13
4FGL J0437.2-5846	-3333	LSP	1.46217723E12
4FGL J0437.4-6155	-3333		0.0
4FGL J0438.4-1254	1.276	LSP	4.31519066E12
4FGL J0438.7-3441	-3333		0.0
4FGL J0438.9-4521	2.017	LSP	5.4450266E12
4FGL J0439.2+2151	-3333		0.0
4FGL J0439.4-3202	-3333	HSP	1.09647817E15
4FGL J0439.8-1859	-3333		0.0
4FGL J0440.2-2458	0.6	ISP	2.26464432E14
4FGL J0440.3-4332	2.863	LSP	2.44061798E11
4FGL J0440.4+1440	-3333	LSP	4.5185594E12
4FGL J0440.8+2749	-3333	ISP	3.34965439E14
4FGL J0441.2-2953	-3333	LSP	1.73779987E13
4FGL J0441.3-2617	-3333		0.0
4FGL J0441.5+1505	0.109	HSP	1.39476164E16
4FGL J0442.6-0017	0.449	LSP	1.95884469E12
4FGL J0442.7+6142	-3333		0.0
4FGL J0443.3-6652	0.746	LSP	1.18850218E13
4FGL J0443.4-4152	0.39		0.0
4FGL J0444.5+0719	-3333	LSP	2.75422878E12
4FGL J0445.1-6012	0.097		0.0
4FGL J0446.3-1729	-3333	LSP	5.0699061E13
4FGL J0447.2-2539	-3333	ISP	3.31131107E14
4FGL J0447.4-2747	-3333		0.0
4FGL J0448.6-1632	0.32	HSP	1.85353158E16
4FGL J0449.1+1121	2.153	LSP	5.3088443E12
4FGL J0449.2+6329	0.781	LSP	4.16869384E12
4FGL J0449.4-4350	0.205	HSP	4.46683605E15
4FGL J0449.6-8100	0.444		0.0
4FGL J0450.3-4419	-3333		0.0
4FGL J0450.4+7230	-3333		0.0
4FGL J0450.7-4938	-3333	LSP	4.7863012E12
4FGL J0451.8-4651	0.602	LSP	2.78612122E12
4FGL J0452.0+2100	-3333	HSP	2.01836641E16
4FGL J0453.1-2806	2.564	LSP	3.16227768E12
4FGL J0453.1+6322	-3333		0.0
4FGL J0455.7-4617	0.858	LSP	2.78612122E12
4FGL J0456.2+2702	-3333	LSP	4.6238104E13
4FGL J0456.3-1634	-3333		0.0
4FGL J0456.4-4043	-3333	LSP	1.58489316E13
4FGL J0456.6-3136	0.865	LSP	6.3095733E12
4FGL J0457.0+0646	0.405	LSP	7.0794577E12
4FGL J0457.0-2324	1.003	LSP	7.3113907E12
4FGL J0458.0+1152	-3333		0.0
4FGL J0459.2-2612	-3333	ISP	1.09647814E14
4FGL J0459.4+1921	-3333		0.0
4FGL J0459.7-4529	-3333	LSP	8.6099456E12
4FGL J0500.6-4911	-3333		0.0
4FGL J0501.0+2424	-3333		0.0
4FGL J0501.0-2423	-3333	LSP	6.3095762E13
4FGL J0501.2-0158	2.291	LSP	5.0118724E12
4FGL J0502.4+0609	1.106	LSP	5.3088443E12
4FGL J0502.5+1340	-3333	LSP	9.3325435E12
4FGL J0502.9+6533	-3333	HSP	8.912509E16
4FGL J0503.1-6045	1.037		0.0
4FGL J0503.5-1116	0.57		0.0
4FGL J0504.3-0955	-3333	HSP	1.757927E19
4FGL J0505.3+0459	0.954	LSP	7.2443594E12
4FGL J0505.6+0415	0.0272	HSP	3.01995176E15
4FGL J0505.6-1558	-3333	LSP	9.120108E13
4FGL J0505.6+6405	-3333	LSP	1.92752491E13
4FGL J0505.8-0419	1.481	LSP	6.9183099E12
4FGL J0505.8-3817	0.182		0.0
4FGL J0506.0+6113	-3333	ISP	2.45470887E14
4FGL J0506.0-0357	-3333		0.0
4FGL J0506.7-0857	-3333	ISP	8.5113803E14
4FGL J0506.9+0323	-3333		0.0
4FGL J0506.9-5435	0.26	HSP	1.65958696E16
4FGL J0507.4-3346	-3333		0.0
4FGL J0507.7-6104	1.089	LSP	6.2373484E12
4FGL J0507.9+6737	0.416	HSP	9.4406087E16
4FGL J0508.2-1937	1.88	LSP	1.01157941E13
4FGL J0509.1+1943	-3333		0.0
4FGL J0509.3-2917	-3333	ISP	2.08929607E14
4FGL J0509.4+1012	0.621	LSP	6.3095733E12
4FGL J0509.4+0542	0.3365	ISP	3.54813389E14
4FGL J0509.6+8425	1.34		0.0
4FGL J0509.6-0402	0.304	HSP	1.51356125E17
4FGL J0509.9-6417	0.271	HSP	1.14815359E17
4FGL J0510.0+1800	0.416	LSP	1.39636832E13
4FGL J0510.4-1809	-3333	LSP	1.14815363E12
4FGL J0511.4-6804	9.27E-4	ISP	1.77827937E14
4FGL J0513.9-3746	-3333	LSP	1.28824954E13
4FGL J0514.5+6247	-3333	LSP	6.2373484E12
4FGL J0515.5-0125	-3333		0.0
4FGL J0515.6-4556	0.194	LSP	1.64058974E13
4FGL J0515.8+1527	-3333	ISP	1.68849593E14
4FGL J0515.9+0537	-3333	LSP	2.08929607E13
4FGL J0516.1-7240	-3333	LSP	2.18776168E12
4FGL J0516.4+7350	0.251	HSP	7.9432822E15
4FGL J0516.7-6207	1.3	LSP	4.5919801E12
4FGL J0516.8-0509	1.413	LSP	6.3095733E12
4FGL J0517.5+0858	0.328	LSP	7.7624714E13
4FGL J0517.7-1758	-3333	LSP	4.26579513E12
4FGL J0517.9-6930	-3333	ISP	1.79887139E14
4FGL J0519.0+0851	-3333	LSP	2.08929607E12
4FGL J0519.6-4544	0.035058	LSP	2.78612117E13
4FGL J0520.6+6531	-3333	HSP	9.9999998E16
4FGL J0521.2+1637	0.759	LSP	8.3176378E12
4FGL J0521.3-1734	0.347	LSP	5.7543993E13
4FGL J0521.6+0103	1.496474	LSP	3.16227768E13
4FGL J0521.8+5658	-3333	LSP	1.28824849E13
4FGL J0521.8-3848	-3333		0.0
4FGL J0522.9-3628	0.056	LSP	4.315191E13
4FGL J0524.1-5659	-3333	LSP	2.18776234E12
4FGL J0524.5-2614	-3333	HSP	6.3095765E15
4FGL J0524.6-2819	-3333	LSP	1.24451462E12
4FGL J0525.4-4600	1.479	LSP	1.54881659E13
4FGL J0525.6-2008	0.092	LSP	3.34965443E13
4FGL J0525.6-6013	-3333		0.0
4FGL J0525.8-0052	1.2	LSP	4.6773515E13
4FGL J0526.1+6318	-3333	LSP	2.88403153E13
4FGL J0526.2-4830	1.3	LSP	3.2998941E12
4FGL J0526.7-1519	-3333		0.0
4FGL J0527.3-6223	0.083		0.0
4FGL J0528.7-5920	1.13	HSP	1.58489313E15
4FGL J0529.1-0101	-3333		0.0
4FGL J0529.1+0935	-3333		0.0
4FGL J0529.3-7243	-3333	LSP	1.1481536E13
4FGL J0529.4-0521	0.685		0.0
4FGL J0530.9+1332	2.07	LSP	1.34896288E12
4FGL J0532.0-4827	-3333	ISP	1.62181002E14
4FGL J0532.6+0732	1.254	LSP	3.31894463E12
4FGL J0532.7+5749	-3333	LSP	3.01994858E13
4FGL J0532.8-3941	-3333	LSP	7.9432825E12
4FGL J0532.9-8325	0.774	LSP	1.31825674E13
4FGL J0532.9+6936	-3333		0.0
4FGL J0533.0-8446	-3333	LSP	1.92752491E13
4FGL J0533.1-6119	-3333		0.0
4FGL J0533.3-5549	-3333		0.0
4FGL J0533.8-3749	1.668	LSP	3.71535217E11
4FGL J0535.7-6604	-3333		0.0
4FGL J0536.0-2754	-3333	LSP	1.73780081E13
4FGL J0536.4-3401	0.684	LSP	1.73780081E13
4FGL J0536.4-3343	0.34	HSP	1.38038424E16
4FGL J0536.5-2548	-3333	HSP	6.2373485E15
4FGL J0537.7-5717	1.55	HSP	2.2387211E15
4FGL J0538.2-3910	0.44	HSP	2.2908677E16
4FGL J0538.6+0443	-3333	HSP	4.57088184E17
4FGL J0538.8-4405	0.892	LSP	6.2373484E12
4FGL J0539.7-1030	-3333		0.0
4FGL J0539.7-0521	-3333	ISP	5.6234131E14
4FGL J0539.9-2839	3.104	LSP	1.38038424E12
4FGL J0540.5+5823	-3333	HSP	3.27340696E16
4FGL J0540.8-5415	1.185	LSP	4.5185594E12
4FGL J0541.1-4854	-3333		0.0
4FGL J0541.4-7334	9.27E-4	LSP	4.5185594E12
4FGL J0541.6-0541	0.838	LSP	5.3394926E12
4FGL J0542.8-3458	-3333		0.0
4FGL J0542.9-0913	-3333	LSP	4.7863012E12
4FGL J0543.2+8238	-3333	LSP	4.31519302E12
4FGL J0543.9-5531	0.273	HSP	4.8977883E16
4FGL J0545.0+0613	-3333		0.0
4FGL J0546.9-2206	0.28		0.0
4FGL J0548.5-5218	-3333	ISP	2.29086761E14
4FGL J0550.3-5733	2.001	LSP	4.5185594E12
4FGL J0550.5-3216	0.069	HSP	2.2908677E17
4FGL J0551.0-1622	-3333	LSP	8.3176378E12
4FGL J0551.8-3517	-3333	LSP	2.88403153E13
4FGL J0552.8+0313	-3333	LSP	1.86208708E12
4FGL J0553.5-2034	-3333	HSP	2.06538011E15
4FGL J0554.3-1009	-3333		0.0
4FGL J0554.4-2757	0.230523	HSP	2.23872318E17
4FGL J0555.1+0304	-3333	LSP	1.39636832E13
4FGL J0556.2-4352	-3333	LSP	7.8523562E13
4FGL J0557.2+7705	-3333	ISP	1.0E14
4FGL J0557.3-0615	-3333		0.0
4FGL J0557.6-0721	-3333		0.0
4FGL J0558.0-3837	0.302	HSP	3.8018939E16
4FGL J0558.1-2859	-3333	LSP	3.38844147E13
4FGL J0558.8-7459	-3333	LSP	5.6234133E13
4FGL J0559.7-1817	-3333	LSP	7.0794642E13
4FGL J0559.9+6409	-3333		0.0
4FGL J0600.6-3939	1.661	LSP	3.27340707E12
4FGL J0601.1-7035	2.409	LSP	8.550667E12
4FGL J0601.3-7238	9.27E-4		0.0
4FGL J0601.3+5444	-3333		0.0
4FGL J0601.8-2003	1.216	LSP	5.3088443E12
4FGL J0602.0+5315	0.052		0.0
4FGL J0602.7-0007	0.118		0.0
4FGL J0602.8-4019	-3333		0.0
4FGL J0602.8+6041	-3333		0.0
4FGL J0603.0-2936	-3333	LSP	3.54813556E12
4FGL J0604.1-4816	0.37	HSP	3.6099402E16
4FGL J0604.5-4851	-3333	LSP	5.3088443E12
4FGL J0604.8+4411	1.136	LSP	3.27340707E12
4FGL J0604.9-0000	-3333		0.0
4FGL J0606.5-4730	0.029771	HSP	1.99526236E15
4FGL J0606.9+4402	-3333		0.0
4FGL J0607.2-2518	0.275		0.0
4FGL J0607.4+4739	-3333	LSP	5.4954086E13
4FGL J0608.0+6721	1.97	LSP	3.98107161E12
4FGL J0608.0-0835	0.87	LSP	1.35051687E12
4FGL J0608.1-6028	1.1	LSP	6.3826349E12
4FGL J0608.1-1521	1.094	LSP	1.25892538E13
4FGL J0608.9-5456	-3333	LSP	2.18776168E12
4FGL J0609.0-2219	1.926	LSP	2.18776168E12
4FGL J0609.2-0247	-3333		0.0
4FGL J0610.1-1848	-3333	LSP	1.31825674E13
4FGL J0610.9-6054	1.773	LSP	1.80301778E12
4FGL J0611.1+4325	-3333		0.0
4FGL J0611.6-2712	-3333		0.0
4FGL J0612.5-3138	0.873	LSP	7.9432825E12
4FGL J0612.5-3934	-3333		0.0
4FGL J0612.8+4122	-3333	ISP	2.22843523E14
4FGL J0613.6+7108	0.267	ISP	3.98107532E14
4FGL J0614.8+6136	-3333		0.0
4FGL J0615.3-3117	-3333	ISP	3.16227772E14
4FGL J0616.1-1732	-3333	HSP	3.31131121E17
4FGL J0616.7-1049	-3333		0.0
4FGL J0616.9+4340	-3333		0.0
4FGL J0617.2+5701	-3333	LSP	5.7543993E13
4FGL J0617.7-1715	0.098	ISP	3.63078047E14
4FGL J0618.1-2428	0.2995	ISP	2.54097278E14
4FGL J0618.9-1138	0.97	LSP	3.31131126E12
4FGL J0620.0+5733	-3333		0.0
4FGL J0620.3+3804	-3333		0.0
4FGL J0620.5-2512	1.9	LSP	4.36515845E12
4FGL J0621.2-4648	-3333	ISP	9.6605089E14
4FGL J0621.2-2213	-3333		0.0
4FGL J0621.7-3411	0.529	HSP	6.91831E17
4FGL J0622.3-2605	0.414487	HSP	2.46603922E15
4FGL J0622.4-6433	0.128889	LSP	5.9566214E13
4FGL J0622.7-4141	-3333		0.0
4FGL J0623.0-3010	-3333		0.0
4FGL J0623.7-3348	-3333		0.0
4FGL J0623.9-5259	0.44		0.0
4FGL J0624.1-6330	-3333		0.0
4FGL J0624.2-2943	-3333	HSP	3.31131112E16
4FGL J0625.3+4439	-3333	LSP	2.08929607E13
4FGL J0625.8-5441	2.051	LSP	1.71790841E12
4FGL J0626.4-4259	-3333	HSP	3.01995176E15
4FGL J0626.4-1712	0.7	HSP	1.56675103E16
4FGL J0626.8-2603	-3333	LSP	2.0892946E13
4FGL J0627.0-3529	0.05494	HSP	5.0118725E15
4FGL J0628.6-6711	-3333	LSP	9.9999998E12
4FGL J0628.6+6900	0.37		0.0
4FGL J0628.8-6250	-3333	LSP	3.5075187E12
4FGL J0629.3-1959	1.724	LSP	4.16869384E12
4FGL J0630.2+3228	-3333		0.0
4FGL J0630.9-2406	1.238	HSP	1.7782794E15
4FGL J0633.4-2222	1.508	LSP	6.0255961E11
4FGL J0634.9-2335	1.535	LSP	2.57039584E12
4FGL J0635.6-7518	0.653	LSP	6.2373484E12
4FGL J0636.7+7139	-3333	LSP	4.7863043E12
4FGL J0637.4-3537	-3333	LSP	4.315191E13
4FGL J0638.2+6020	-3333	ISP	1.56675105E14
4FGL J0638.6+7320	1.85	LSP	1.34896293E13
4FGL J0638.7+5658	-3333		0.0
4FGL J0639.6+3503	-3333	LSP	9.6605089E13
4FGL J0640.7-1924	-3333	LSP	3.01994858E13
4FGL J0643.2-5356	-3333	LSP	6.7608296E12
4FGL J0643.4-3314	-3333	LSP	7.9432753E13
4FGL J0644.4-6712	1.93	LSP	1.57761122E13
4FGL J0644.6+6039	0.3582	ISP	2.26464432E14
4FGL J0644.6-2853	0.49		0.0
4FGL J0646.7-3913	0.681	LSP	2.88403153E13
4FGL J0647.0-5138	-3333	HSP	4.8977883E16
4FGL J0647.7-4418	-3333		0.0
4FGL J0647.7-6058	-3333	LSP	1.51356126E13
4FGL J0647.8+4527	-3333	LSP	1.77827941E13
4FGL J0648.0-3045	1.153	LSP	2.08929607E12
4FGL J0648.4-6941	0.233	HSP	4.4157044E16
4FGL J0649.5-3139	0.563		0.0
4FGL J0650.5-2851	-3333	LSP	4.7863012E12
4FGL J0650.7+2503	0.203	HSP	1.99526228E16
4FGL J0651.0+4013	-3333	HSP	2.81838304E15
4FGL J0651.4+6525	-3333	ISP	1.69824366E14
4FGL J0651.5+7956	-3333		0.0
4FGL J0652.1-4813	-3333	HSP	7.3282455E15
4FGL J0653.7+2815	-3333		0.0
4FGL J0654.0-4152	1.7E-5		0.0
4FGL J0654.3+5042	1.253	LSP	4.315191E13
4FGL J0654.4+4514	0.928	LSP	9.3325435E12
4FGL J0654.6-4952	-3333	LSP	5.9566214E13
4FGL J0654.7+4246	0.126	LSP	2.60015957E13
4FGL J0655.4-2631	-3333		0.0
4FGL J0656.0+2420	1.925	LSP	6.3095764E12
4FGL J0656.3+4235	0.059	ISP	3.23593641E14
4FGL J0658.1-5840	0.421	LSP	7.9432825E12
4FGL J0658.2+2709	-3333	LSP	1.12201847E13
4FGL J0659.6-2742	1.727	LSP	7.2443594E12
4FGL J0659.6-6742	-3333	HSP	3.34965444E16
4FGL J0700.1-6311	-3333		0.0
4FGL J0700.5-6610	-3333	ISP	3.16227772E14
4FGL J0701.5+2511	-3333		0.0
4FGL J0701.5-4634	0.822	LSP	5.3088443E12
4FGL J0703.2+6809	-3333	HSP	2.81838304E15
4FGL J0703.2-3914	-3333	LSP	7.6736151E13
4FGL J0704.7+4508	-3333	LSP	4.0738029E13
4FGL J0704.8+4907	-3333	LSP	5.7543995E12
4FGL J0705.7-4848	-3333	ISP	2.75422864E14
4FGL J0705.9+5309	-3333	LSP	2.95120918E13
4FGL J0706.5+3744	-3333	HSP	1.7701089E15
4FGL J0706.8+7742	-3333	ISP	1.2735031E14
4FGL J0706.9+6109	-3333	LSP	3.31131115E13
4FGL J0708.9+4839	0.01933		0.0
4FGL J0709.0+4304	-3333		0.0
