,Name,Photon Flux (ph/cm2/s),Fluence (ph/cm2),Photon Count,Background Counts,Duration (s),Duration (weeks),MDP99,Start Time (MJD),Start Time (s)
0,4FGL J0538.8-4405,2.9617149374972718e-09,0.07561613641223035,0.05086351551003237,25531200.0,25531200.0,42.214285714285715,142057863.23452398,54683.00001157408,4724611201.0
1,4FGL J0538.8-4405,1.1917052596993498e-08,0.9699146104061844,0.20465953084372715,81388800.0,81388800.0,134.57142857142858,63035671.90898336,54981.50001157408,4750401601.0
2,4FGL J0538.8-4405,3.3265339057911027e-09,0.18710555667868867,0.05712879614769144,56246400.0,56246400.0,93.0,187727687.66611686,55926.50001157408,4832049601.0
3,4FGL J0538.8-4405,7.196609966642418e-10,0.012124848471799145,0.012359220599646496,16848000.0,16848000.0,27.857142857142858,474918547.107343,56802.50001157408,4907736001.0
4,4FGL J0538.8-4405,3.6373701607564826e-10,0.0029226996715710487,0.006246699547111183,8035200.0,8035200.0,13.285714285714286,648908951.766618,57012.50001157408,4925880001.0
5,4FGL J0538.8-4405,9.803923316495266e-10,0.02248941577417482,0.01683693455282727,22939200.0,22939200.0,37.92857142857143,406782393.9295457,57363.50001157408,4956206401.0
6,4FGL J0538.8-4405,5.334215931609267e-10,0.00781185254752314,0.009160806508966047,14644800.0,14644800.0,24.214285714285715,597370882.2199581,57708.50001157408,4986014401.0
7,4FGL J0538.8-4405,8.104971089996462e-10,0.008298193600781979,0.01391921003352061,10238400.0,10238400.0,16.928571428571427,328728604.43410206,58472.00001157408,5051980801.0
8,4FGL J0538.8-4405,3.2723022477044864e-09,0.15691343738192554,0.05619743953828246,47952000.0,47952000.0,79.28571428571429,176206884.1945251,58611.50001157408,5064033601.0
9,4FGL J0538.8-4405,1.959099498782237e-10,0.0007616978851265337,0.003364492864604015,3888000.0,3888000.0,6.428571428571429,838068571.0232486,59277.50001157408,5121576001.0
10,4FGL J0538.8-4405,5.908608087085276e-10,0.0052071381349865125,0.010147248652300168,8812800.0,8812800.0,14.571428571428571,418354738.3179219,59337.50001157408,5126760001.0
11,4FGL J0538.8-4405,3.452145685882614e-09,0.13332462810533527,0.05928601142997187,38620800.0,38620800.0,63.857142857142854,149897516.3872885,59442.50001157408,5135832001.0
12,4FGL J1104.4+3812,1.8335738114244753e-05,175.8470628108529,400.0099477937942,9590400.0,9590400.0,15.857142857142858,11071.148168997586,54924.50001157408,4745476801.0
13,4FGL J1104.4+3812,7.039454739377076e-05,2444.999735718361,1535.7177907157227,34732800.0,34732800.0,57.42857142857143,5487.873864390476,55047.50001157408,4756104001.0
14,4FGL J1104.4+3812,4.492329776223863e-05,1001.3942150776137,980.0405023584902,22291200.0,22291200.0,36.857142857142854,6889.191929963176,55452.50001157408,4791096001.0
15,4FGL J1104.4+3812,3.2479335681889693e-06,7.5767794278712275,70.85647324116441,2332800.0,2332800.0,3.857142857142857,30824.91261096659,55731.50001157408,4815201601.0
16,4FGL J1104.4+3812,3.208762035762397e-05,590.5148949654254,700.0191246246393,18403200.0,18403200.0,30.428571428571427,8763.570099678436,55767.50001157408,4818312001.0
17,4FGL J1104.4+3812,0.0001901269770596377,11236.048039479645,4147.784053958178,59097600.0,59097600.0,97.71428571428571,2650.4527227867998,55986.50001157408,4837233601.0
18,4FGL J1104.4+3812,8.065151090466491e-05,2466.7748519257193,1759.4822998372915,30585600.0,30585600.0,50.57142857142857,4494.921678848532,56673.50001157408,4896590401.0
19,4FGL J1104.4+3812,5.9038263928672184e-05,1499.6663650105593,1287.9706682545593,25401600.0,25401600.0,42.0,5595.92147041076,57030.50001157408,4927435201.0
20,4FGL J1104.4+3812,2.644471727271945e-05,356.43247728862184,576.9143248977882,13478400.0,13478400.0,22.285714285714285,9100.246986276417,57327.50001157408,4953096001.0
21,4FGL J1104.4+3812,4.612770439781233e-05,1207.5863989712086,1006.3156723252807,26179200.0,26179200.0,43.285714285714285,7270.902708239566,57486.50001157408,4966833601.0
22,4FGL J1104.4+3812,2.1763325859265642e-05,253.84743282247445,474.7857319155849,11664000.0,11664000.0,19.285714285714285,10286.579161033429,57792.50001157408,4993272001.0
23,4FGL J1104.4+3812,4.346309630045765e-06,12.392198017186486,94.8184947547656,2851200.0,2851200.0,4.714285714285714,25466.194006153124,57933.50001157408,5005454401.0
24,4FGL J1104.4+3812,9.262887553450292e-05,5041.9749530940635,2020.7788438017058,54432000.0,54432000.0,90.0,5220.9851550549265,57972.50001157408,5008824001.0
25,4FGL J1104.4+3812,2.7472930670069212e-05,448.6219686699622,599.345687345926,16329600.0,16329600.0,27.0,9641.717351939049,58611.50001157408,5064033601.0
26,4FGL J1104.4+3812,9.81846258926431e-05,4937.194276086379,2141.9823315952235,50284800.0,50284800.0,83.14285714285714,4734.212703760667,58809.50001157408,5081140801.0
27,4FGL J1104.4+3812,2.7870309348420722e-05,498.45490863463493,608.0148460888875,17884800.0,17884800.0,29.571428571428573,9946.522738007387,59394.50001157408,5131684801.0
28,4FGL J1104.4+3812,8.291779643132047e-06,49.43227352049601,180.89232740459622,5961600.0,5961600.0,9.857142857142858,19302.070446064463,59607.50001157408,5150088001.0
29,4FGL J1104.4+3812,1.7782931829317114e-05,133.67074197461088,387.9500017040213,7516800.0,7516800.0,12.428571428571429,10106.202215567175,59694.50001157408,5157604801.0
30,4FGL J1104.4+3812,7.503944163644961e-06,23.340267926601285,163.70501664262045,3110400.0,3110400.0,5.142857142857143,15406.131456448848,59784.50001157408,5165380801.0
31,4FGL J1104.4+3812,3.507126406847701e-05,504.52117638348284,765.1098865878248,14385600.0,14385600.0,23.785714285714285,7089.045480313918,59823.50001157408,5168750401.0
32,4FGL J1653.8+3945,6.623343106727392e-05,2240.3855459091806,1462.9044965813428,33825600.0,33825600.0,55.92857142857143,5685.284576676272,54683.00001157408,4724611201.0
33,4FGL J1653.8+3945,7.943184940860508e-05,4097.1583379753765,1754.4192985200139,51580800.0,51580800.0,85.28571428571429,5854.01814279586,55077.50001157408,4758696001.0
34,4FGL J1653.8+3945,7.68284125264393e-05,3007.002603554813,1696.9169245660273,39139200.0,39139200.0,64.71428571428571,5272.187449119021,55677.50001157408,4810536001.0
35,4FGL J1653.8+3945,4.921304148269417e-05,892.921424662003,1086.9734289071102,18144000.0,18144000.0,30.0,5603.980774578825,56133.50001157408,4849934401.0
36,4FGL J1653.8+3945,5.771773043405739e-05,1570.845751493306,1274.8173546783405,27216000.0,27216000.0,45.0,5852.081821139695,56346.50001157408,4868337601.0
37,4FGL J1653.8+3945,6.350620452827397e-05,1596.6983967316753,1402.667967946028,25142400.0,25142400.0,41.57142857142857,5112.068186384133,56667.50001157408,4896072001.0
38,4FGL J1653.8+3945,0.00022407790696494595,26194.52806187661,4949.231413824856,116899200.0,116899200.0,193.28571428571428,3124.0159279243367,56964.50001157408,4921732801.0
39,4FGL J1653.8+3945,1.2674445813145105e-05,121.55300512638682,279.9417676685625,9590400.0,9590400.0,15.857142857142858,15819.51031117263,58341.50001157408,5040705601.0
40,4FGL J1653.8+3945,9.685600066113904e-05,4205.100124704012,2139.268291025855,43416000.0,43416000.0,71.78571428571429,4404.599114956115,58493.00001157408,5053795201.0
41,4FGL J1653.8+3945,6.038989856379086e-06,23.479592561601887,133.38378026548,3888000.0,3888000.0,6.428571428571429,21139.93235647885,59004.50001157408,5097988801.0
42,4FGL J1653.8+3945,2.8709289871854743e-05,379.5138446740222,634.1049915492794,13219200.0,13219200.0,21.857142857142858,8199.509402292611,59058.50001157408,5102654401.0
43,4FGL J1653.8+3945,5.442982576069372e-05,1283.847186182635,1202.1970713336798,23587200.0,23587200.0,39.0,5777.096658092845,59217.50001157408,5116392001.0
44,4FGL J1653.8+3945,7.614642236365841e-05,3286.2359206639335,1681.8537388050017,43156800.0,43156800.0,71.35714285714286,5585.742257616753,59493.50001157408,5140238401.0
45,4FGL J0136.5+3906,1.681578314664166e-06,4.79451609077047,37.1289596699137,2851200.0,2851200.0,4.714285714285714,65033.91898052028,58764.50001157408,5077252801.0
46,4FGL J0136.5+3906,5.81942300082326e-06,34.693072161707946,128.49185792627617,5961600.0,5961600.0,9.857142857142858,27173.55915398924,58845.50001157408,5084251201.0
47,4FGL J0156.9-5301,0.00012855171919751176,57611.32711005544,2849.779657453189,448156800.0,448156800.0,741.0,10622.852016063982,54713.00001157408,4727203201.0
48,4FGL J1136.4+6736,0.00020046776682113723,91607.67521714835,4445.545565015166,456969600.0,456969600.0,755.5714285714286,6876.330445209716,54698.00001157408,4725907201.0
49,4FGL J1221.3+3010,1.237824211473755e-05,1275.355041565639,269.3242357349525,103032000.0,103032000.0,170.35714285714286,53894.845846308635,54683.00001157408,4724611201.0
50,4FGL J1221.3+3010,2.0321704146926432e-06,32.394422146532484,44.21570839761217,15940800.0,15940800.0,26.357142857142858,129126.41951525463,55889.00001157408,4828809601.0
51,4FGL J1221.3+3010,1.2783192993635092e-05,1928.4009091390255,278.1351060474202,150854400.0,150854400.0,249.42857142857142,63148.00287025182,56078.00001157408,4845139201.0
52,4FGL J1221.3+3010,8.011110606741183e-07,3.5300157777544348,17.430473742147246,4406400.0,4406400.0,7.285714285714286,172214.48005094752,57852.50001157408,4998456001.0
53,4FGL J1221.3+3010,8.441981380647666e-06,478.1133038892567,183.6795695508852,56635200.0,56635200.0,93.64285714285714,58589.40775520643,57965.00001157408,5008176001.0
54,4FGL J1221.3+3010,3.905529469874816e-06,100.21901062056368,84.97601920082262,25660800.0,25660800.0,42.42857142857143,85246.28667804122,58643.00001157408,5066755201.0
55,4FGL J1221.3+3010,3.3316018574297996e-06,56.562603694700165,72.48857436365097,16977600.0,16977600.0,28.071428571428573,81284.09123914884,58968.50001157408,5094878401.0
56,4FGL J1221.3+3010,8.358071825206998e-06,589.2641230494738,181.85387599274978,70502400.0,70502400.0,116.57142857142857,66026.15183129127,59174.00001157408,5112633601.0
57,4FGL J1800.6+7828,1.4415985420632011e-07,0.11209870263083452,2.994361002322938,777600.0,777600.0,1.2857142857142858,421124.82312965766,55203.50001157408,4769582401.0
58,4FGL J1800.6+7828,9.39299398487173e-08,0.04869328081757505,1.951029642628534,518400.0,518400.0,0.8571428571428571,527722.3446445778,55704.50001157408,4812868801.0
59,4FGL J1800.6+7828,7.618203677569763e-08,0.039492767864521654,1.5823858955365115,518400.0,518400.0,0.8571428571428571,650664.0221580191,55980.50001157408,4836715201.0
60,4FGL J1800.6+7828,1.935526033246296e-07,0.20067533912697597,4.020303506022434,1036800.0,1036800.0,1.7142857142857142,362180.89123811387,56853.50001157408,4912142401.0
61,4FGL J1800.6+7828,1.850135178838371e-07,0.14386651150647173,3.8429371748743857,777600.0,777600.0,1.2857142857142858,328134.54348946427,57252.50001157408,4946616001.0
62,4FGL J1800.6+7828,2.0309628705257413e-07,0.21057023041610887,4.21853646436437,1036800.0,1036800.0,1.7142857142857142,345161.7067571065,57345.50001157408,4954651201.0
63,4FGL J1800.6+7828,7.383797410567616e-08,0.03827760577638252,1.5336970987507728,518400.0,518400.0,0.8571428571428571,671319.9913359224,58548.50001157408,5058590401.0
64,4FGL J1800.6+7828,1.2708168332473516e-07,0.09881871695331407,2.63962834002684,777600.0,777600.0,1.2857142857142858,477718.5639136833,58572.50001157408,5060664001.0
65,4FGL J1800.6+7828,7.450770629711086e-07,1.1587438483326682,15.476081835466985,1555200.0,1555200.0,2.5714285714285716,115231.25836893069,58941.50001157408,5092545601.0
66,4FGL J1800.6+7828,7.003724391928423e-07,1.8153653623878472,14.547516925338966,2592000.0,2592000.0,4.285714285714286,158258.07676377243,58983.50001157408,5096174401.0
67,4FGL J1800.6+7828,9.182028344569796e-07,2.3799817469124913,19.07209725521369,2592000.0,2592000.0,4.285714285714286,120713.73320303134,59073.50001157408,5103950401.0
68,4FGL J1800.6+7828,3.656737765233486e-07,0.6634785001239637,7.595452298575257,1814400.0,1814400.0,3.0,253600.33592921405,59154.50001157408,5110948801.0
69,4FGL J1800.6+7828,4.2829373642249355e-07,0.8881098918456827,8.896138726994279,2073600.0,2073600.0,3.4285714285714284,231471.70703699163,59202.50001157408,5115096001.0
70,4FGL J1800.6+7828,1.0993653922400672e-06,3.1345106063548793,22.835045692511507,2851200.0,2851200.0,4.714285714285714,105742.53868072874,59286.50001157408,5122353601.0
71,4FGL J1800.6+7828,1.518450311030334e-06,2.755076244333438,31.539907003561815,1814400.0,1814400.0,3.0,61072.531511758905,59652.50001157408,5153976001.0
72,4FGL J1800.6+7828,1.629123555664918e-07,0.12668064768850404,3.3838713766088477,777600.0,777600.0,1.2857142857142858,372650.11667730036,59736.50001157408,5161233601.0
73,4FGL J2000.0+6508,3.6958092924650716e-05,3965.9286020327586,806.9090739498647,107308800.0,107308800.0,177.42857142857142,18358.227193029416,54683.00001157408,4724611201.0
74,4FGL J2000.0+6508,6.539693198916506e-05,8339.83530762306,1427.8165796629282,127526400.0,127526400.0,210.85714285714286,11310.090968672885,55959.50001157408,4834900801.0
75,4FGL J2000.0+6508,1.58976062881272e-05,232.8172645683652,347.0937419342911,14644800.0,14644800.0,24.214285714285715,15766.530055200887,57440.00001157408,4962816001.0
76,4FGL J2000.0+6508,4.910208695309996e-06,26.72724797031137,107.20498915652871,5443200.0,5443200.0,9.0,31120.92256204574,57612.50001157408,4977720001.0
77,4FGL J2000.0+6508,5.561521501588718e-05,3409.257172645897,1214.251550735724,61300800.0,61300800.0,101.35714285714286,9220.718063171307,57678.50001157408,4983422401.0
78,4FGL J2000.0+6508,3.450579338750472e-05,2262.8071164484295,753.3678170294801,65577600.0,65577600.0,108.42857142857143,15371.251468782328,58392.50001157408,5045112001.0
79,4FGL J2000.0+6508,8.740565344659436e-06,208.43101743488677,190.83348002930214,23846400.0,23846400.0,39.42857142857143,36592.71366305511,59160.50001157408,5111467201.0
80,4FGL J2000.0+6508,3.870936886500764e-06,39.13052679825892,84.51448251869513,10108800.0,10108800.0,16.714285714285715,53796.809307725074,59439.50001157408,5135572801.0
