Source_Name,Flux1000,Energy_Flux100,PL_Index,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,ASSOC1
4FGL J0259.4+0308,7.75262e-11,1.07311e-12,1.67947,13.0506,0.0,10.0,bcu,1RXS J025923.7+030736
4FGL J0259.4+0746,2.03413e-09,1.96825e-11,2.19815,259.154,0.631512,0.15405,fsrq,PKS 0256+075
4FGL J0259.5+1924,2.46873e-10,3.17741e-12,2.37214,5.93862,0.0,10.0,fsrq,TXS 0256+192
4FGL J0259.5-1705,1.38598e-10,1.58121e-12,1.93247,6.70043,0.0,10.0,bcu,NVSS J025933-170540
4FGL J0300.0-5908,8.2676e-11,9.22568e-13,2.0083,11.3152,0.0,10.0,,
4FGL J0300.4+3450,1.75977e-10,2.14031e-12,2.30315,7.88767,0.0,10.0,,
4FGL J0301.0-1652,1.41939e-10,1.74082e-12,2.31437,21.6627,0.970131,0.409649,bll,PMN J0301-1652
4FGL J0301.2+2546,1.74759e-10,1.95066e-12,2.11682,6.60598,0.0,10.0,bcu,GB6 J0301+2546
4FGL J0301.4-3124,2.02749e-10,2.3293e-12,2.20751,8.43899,0.0,10.0,bcu,PKS 0259-316
4FGL J0301.6-7155,2.88584e-10,4.45733e-12,2.53878,43.0564,0.605852,0.174426,fsrq,PKS 0301-721
4FGL J0301.6-5617,1.53532e-10,1.77865e-12,1.89922,19.1643,0.638867,0.2748,,
4FGL J0301.9-2731,2.17997e-10,2.63286e-12,2.29339,20.6012,0.38366,0.198693,bcu,NVSS J030158-272754
4FGL J0302.5+3354,1.41859e-10,1.65183e-12,1.88952,16.0885,0.0,10.0,,
4FGL J0302.7+5717,3.03371e-10,7.23569e-12,2.83128,6.23088,0.0,10.0,,
4FGL J0303.2+3149,2.56676e-10,3.39398e-12,2.40079,7.38832,0.0,10.0,bcu,B2 0259+31
4FGL J0303.3-7913,2.73864e-10,3.87853e-12,2.46614,26.0117,0.472829,0.173767,fsrq,PMN J0303-7914
4FGL J0303.3+0555,9.84042e-11,1.35058e-12,1.68746,8.78752,0.0,10.0,bll,GB6 J0303+0554
4FGL J0303.4-2407,5.18048e-09,5.40551e-11,1.91017,365.383,0.395709,0.0954398,BLL,PKS 0301-243
4FGL J0303.4-5232,1.70315e-10,3.75576e-12,2.78352,61.0554,0.748326,0.20393,bcu,AT20G J030328-523433
4FGL J0303.6+4716,2.60254e-09,2.41115e-11,2.19878,71.1976,0.25404,0.068469,bll,4C +47.08
4FGL J0303.6-6211,8.69144e-10,1.00934e-11,2.45032,153.055,0.556392,0.139362,fsrq,PKS 0302-623
4FGL J0304.4-2833,1.46599e-10,1.9329e-12,1.72704,9.96879,0.0,10.0,bll,RBS 0385
4FGL J0304.5+3349,2.34314e-10,2.99333e-12,2.56978,33.1178,0.932658,0.285043,bcu,4C +33.06
4FGL J0304.5+6821,1.22353e-09,1.69168e-11,2.63115,56.0724,0.345016,0.0975976,bcu,TXS 0259+681
4FGL J0304.5-0054,1.90067e-10,2.11179e-12,2.04879,13.8566,0.557969,0.306646,bll,RX J0304.5-0054
4FGL J0304.6+6554,3.04667e-10,1.44476e-12,2.2566,8.15508,0.0,10.0,,
4FGL J0304.9-0606,2.08824e-10,2.52663e-12,2.29594,19.795,0.553117,0.269467,bll,PMN J0304-0608
4FGL J0305.1-1608,2.47204e-10,3.09191e-12,1.78559,25.8407,0.478356,0.211501,bll,PKS 0302-16
4FGL J0307.4+4915,1.56143e-09,1.34578e-11,2.05883,15.4252,0.130315,0.0779238,bll,GB6 J0307+4915
4FGL J0307.8-0419,1.15361e-10,1.28753e-12,2.11627,12.3435,0.133906,1.43452,bcu,LEDA 095522
4FGL J0307.8+7443,3.02619e-09,1.59872e-11,2.22798,13.5909,0.0684298,0.0460655,PSR,PSR J0307+7443
4FGL J0308.1-2852,1.52519e-10,1.69552e-12,2.08424,16.3459,0.472995,0.327106,bcu,2MASS J03081686-2851054
4FGL J0308.4+0407,7.88395e-10,8.86778e-12,1.97335,40.2612,0.433136,0.13211,rdg,NGC 1218
4FGL J0308.9-4702,3.14902e-11,4.95012e-13,1.57079,15.986,0.454536,1.02386,,
4FGL J0309.0+1029,1.59498e-09,1.59675e-11,2.35048,496.848,1.10087,0.263635,fsrq,PKS 0306+102
4FGL J0309.4-4000,1.09127e-10,1.31377e-12,1.83564,9.41123,0.0,10.0,bcu,PKS 0307-402
4FGL J0309.7-0745,3.11383e-10,3.49968e-12,1.97613,10.9097,0.228687,0.240018,bll,NVSS J030943-074427
4FGL J0309.9-6941,9.03285e-11,1.35825e-12,2.51722,4.50684,0.0,10.0,,
4FGL J0309.9-6058,1.93811e-09,2.56213e-11,2.491,781.659,0.671719,0.159914,fsrq,PKS 0308-611
4FGL J0310.6-5017,3.5281e-10,4.33031e-12,1.80922,29.7646,0.514918,0.169986,bll,1RXS J031036.0-501615
4FGL J0310.8-1041,1.69635e-10,1.89033e-12,2.01702,14.905,0.409687,0.38186,bcu,PMN J0310-1037
4FGL J0310.9-3458,1.14715e-10,1.2766e-12,2.02777,4.82407,0.0,10.0,bcu,GALEXASC J031057.27-350033.4
4FGL J0310.9+3815,3.68526e-10,4.8494e-12,2.3958,17.4883,0.368962,0.176421,fsrq,B3 0307+380
4FGL J0311.2+6856,2.1764e-10,2.42267e-12,2.09821,14.0281,0.406653,0.345748,bcu,NVSS J031111+685610
4FGL J0311.3+2940,1.98298e-10,2.85592e-12,2.61017,11.7398,0.261571,0.291177,,
4FGL J0311.5-4402,1.11643e-10,1.26398e-12,2.17109,15.9879,0.450194,0.399019,bcu,GALEXASC J031103.24-440227.8
4FGL J0311.6+4134,1.03005e-10,1.16618e-12,1.95266,14.5207,0.53625,0.634253,bcu,B3 0308+413
4FGL J0312.1-0921,1.02985e-09,5.24002e-12,2.20813,8.63366,0.0,10.0,psr,PSR J0312-09
4FGL J0312.4-3221,1.05054e-10,1.16966e-12,2.09999,10.8402,0.225677,0.748458,bcu,NVSS J031234-322315
4FGL J0312.5-2221,3.45212e-10,4.09687e-12,1.85718,13.5671,0.24433,0.177635,bll,NVSS J031235-222118
4FGL J0312.7+2012,1.5969e-10,1.89991e-12,1.85326,21.2104,0.537122,0.373228,,
4FGL J0312.8+0134,5.15806e-10,6.39004e-12,2.32731,84.1749,0.880295,0.231785,fsrq,PKS 0310+013
4FGL J0312.9+3614,3.86468e-10,4.51913e-12,1.88187,10.345,0.203149,0.242663,bll,V Zw 326
4FGL J0312.9+4119,2.14836e-10,4.11915e-12,2.69409,24.9597,0.544115,0.21589,rdg,B3 0309+411B
4FGL J0313.0+0229,1.40144e-10,2.20521e-12,2.55334,19.7924,0.787806,0.322255,bcu,TXS 0310+022
4FGL J0313.6-7508,6.25491e-11,2.37568e-12,3.09311,5.21897,0.0,10.0,,
4FGL J0314.1+2827,1.85571e-10,2.84894e-12,2.53397,8.42344,0.0,10.0,,
4FGL J0314.1+5033,2.71349e-10,4.42675e-12,2.58082,11.6543,0.326096,0.345583,,
4FGL J0314.3+0620,3.06922e-10,3.5568e-12,1.8986,4.43549,0.0,10.0,bll,NVSS J031423+061955
4FGL J0314.3-5103,6.46527e-10,7.18533e-12,2.04346,31.246,0.305449,0.103853,bll,PMN J0314-5104
4FGL J0314.4-4805,1.21904e-10,1.38254e-12,2.17597,7.95362,0.0,10.0,,
4FGL J0314.6-6549,1.68875e-10,2.3155e-12,2.43645,6.09436,0.0,10.0,fsrq,PKS 0313-660
4FGL J0315.4-2643,1.08742e-10,1.39076e-12,1.75971,7.9834,0.0,10.0,bcu,NVSS J031527-264400
4FGL J0315.5+4231,1.08609e-10,1.23002e-12,1.95173,14.2513,0.471139,0.573175,bcu,NVSS J031527+423249
4FGL J0315.9-1033,5.66294e-10,8.10493e-12,2.47546,123.409,0.769735,0.195337,fsrq,PKS 0313-107
4FGL J0316.0-5626,9.4475e-11,1.0555e-12,2.00171,11.5667,0.137527,0.982907,bcu,1RXS J031613.4-562545
4FGL J0316.2-6437,5.39727e-10,5.56143e-12,1.79267,12.9935,0.170065,0.128711,bll,SUMSS J031614-643732
4FGL J0316.2+0905,1.60182e-09,1.82978e-11,1.92939,57.7669,0.367513,0.104062,bll,GB6 J0316+0904
4FGL J0316.2-2608,5.41485e-10,6.35905e-12,1.87439,11.1815,0.128674,0.145916,bll,RBS 0405
4FGL J0316.8+4120,2.66163e-10,3.16387e-12,1.85463,20.8958,0.610934,0.332946,RDG,IC 310
4FGL J0316.9-0625,1.52805e-10,1.74084e-12,1.93592,12.2086,0.282831,0.502085,bcu,PMN J0317-0623
4FGL J0317.7-2804,8.8991e-11,1.07939e-12,2.29938,12.8692,0.0,10.0,fsrq,PKS 0315-282
4FGL J0317.8-4414,8.24703e-11,9.98403e-13,1.82774,6.265,0.0,10.0,bcu,PKS 0316-444
4FGL J0318.2+0254,1.1764e-09,6.26498e-12,2.178,11.5681,0.110712,0.1095,PSR,PSR J0318+0253
4FGL J0318.7+2135,7.7298e-10,8.58611e-12,2.06298,23.7208,0.313276,0.120922,bll,MG3 J031849+2135
4FGL J0318.8+2848,3.50933e-10,1.60027e-12,2.53343,7.1663,0.0,10.0,,
4FGL J0319.4-7045,1.13969e-10,1.34939e-12,1.86089,5.95615,0.0,10.0,bcu,MRSS 054-102986
4FGL J0319.8+4130,3.553e-08,3.32479e-10,2.10551,4829.67,0.474538,0.112032,RDG,NGC 1275
4FGL J0319.8+1845,4.06919e-10,5.73428e-12,1.66302,43.7766,0.783771,0.230598,bll,1E 0317.0+1835
4FGL J0319.9-3821,1.54818e-10,2.19859e-12,2.46858,23.5428,0.649984,0.236966,bcu,NVSS J031957-381527
4FGL J0320.6+1125,2.21323e-10,2.49437e-12,2.15708,8.58269,0.0,10.0,bcu,1RXS J032037.9+112503
4FGL J0321.3+0425,1.87059e-10,2.66093e-12,2.47008,12.0178,0.357071,0.322444,bcu,NVSS J032130+042628
4FGL J0321.3-1612,1.08794e-10,1.21282e-12,2.1091,5.23868,0.0,10.0,bll,PMN J0321-1612
4FGL J0322.0+2335,1.4072e-09,1.57751e-11,1.98609,17.657,0.154655,0.0774314,bll,MG3 J032201+2336
4FGL J0322.4+6606,2.44464e-10,4.40877e-12,2.65269,30.8338,0.825183,0.275751,bcu,LQAC 050+066
4FGL J0322.6-3712e,5.59395e-10,6.21401e-12,2.06793,13.2294,0.171007,0.125727,RDG,Fornax A
4FGL J0322.9+0940,1.94876e-10,2.30877e-12,2.26438,6.94919,0.0,10.0,bcu,MG1 J032256+0941
4FGL J0323.7-0111,7.44863e-10,8.64059e-12,1.89665,12.0143,0.124754,0.130932,bll,1RXS J032342.6-011131
4FGL J0324.3-1313,1.53155e-10,2.351e-12,2.53388,12.8086,0.295957,0.331552,bcu,NVSS J032430-131002
4FGL J0324.8+3412,8.22464e-10,1.91885e-11,2.81799,197.375,0.582962,0.143338,nlsy1,1H 0323+342
4FGL J0324.8-2043,1.07428e-10,1.25002e-12,1.89084,25.5712,0.921135,0.36825,bcu,NVSS J032451-204324
4FGL J0325.0-2416,9.05273e-11,1.31493e-12,2.48826,16.4578,0.599828,0.356573,fsrq,PKS 0323-244
4FGL J0325.3+3332,1.82897e-10,2.16675e-12,2.26431,10.4758,0.186078,0.886223,bll,2MASX J03251760+3332435
4FGL J0325.5-5635,5.13775e-10,5.82727e-12,1.94756,36.1612,0.413671,0.131981,bll,1RXS J032521.8-563543
4FGL J0325.6-1646,1.00732e-09,1.19223e-11,1.86147,37.9198,0.30916,0.0979098,bll,RBS 0421
4FGL J0325.7+2225,1.15001e-09,1.99889e-11,2.65317,176.594,0.46409,0.115211,fsrq,TXS 0322+222
4FGL J0325.9-1843,1.44645e-10,1.67365e-12,2.22238,14.4932,0.287705,0.44578,bcu,PMN J0325-1843
4FGL J0326.2+0225,7.22462e-10,8.44576e-12,1.88235,18.2367,0.244452,0.118806,bll,1H 0323+022
4FGL J0326.7-3404,1.99352e-10,2.21442e-12,2.05736,17.531,0.448114,0.241214,bcu,NVSS J032644-340330
4FGL J0327.5-1805,2.16378e-10,5.14191e-12,2.82907,66.1561,0.768686,0.205473,bcu,CRATES J032743.34-180342.0
4FGL J0327.6+2620,1.25895e-10,1.4326e-12,1.93888,8.28044,0.0,10.0,,
4FGL J0328.4-4736,2.3369e-10,3.05458e-12,2.3888,21.9394,0.433123,0.171154,,
4FGL J0328.5+6114,3.41529e-10,6.65876e-12,2.70513,10.4343,0.189323,0.275842,,
4FGL J0328.6-1129,1.99477e-10,2.24603e-12,2.1539,9.96823,0.183217,0.537327,,
4FGL J0328.6+5330,5.86099e-10,5.2616e-12,2.64137,7.42575,0.0,10.0,unk,NVSS J032847+532859
4FGL J0328.8-5715,7.2474e-11,1.01278e-12,1.67065,5.17143,0.0,10.0,bll,WISEA J032852.69-571605.5
4FGL J0330.1+5038,6.80054e-10,4.48772e-12,2.44659,9.31649,0.0579096,0.459117,,
4FGL J0330.6+4659,3.46477e-10,7.73843e-12,2.79138,14.7914,0.272362,0.148538,bcu,B3 0327+467A
4FGL J0330.6+0438,5.29096e-10,6.18571e-12,2.24191,68.3178,0.824885,0.223293,bcu,GB6 J0330+0439
4FGL J0330.7+5845,6.67352e-10,8.72149e-12,2.70793,7.57622,0.0,10.0,,
4FGL J0330.7-2408,1.10128e-10,1.27837e-12,1.89536,7.87997,0.0,10.0,bcu,NVSS J033050-240612
4FGL J0331.1-5243,1.04057e-10,1.61446e-12,2.54233,15.2293,0.37333,0.275977,bcu,PGC 013066
4FGL J0331.3-6156,7.10481e-10,7.93321e-12,2.00471,31.7283,0.33768,0.107501,bll,PMN J0331-6155
4FGL J0331.8-7040,5.06192e-11,7.6192e-13,1.60602,12.0738,0.0,10.0,bcu,SUMSS J033202-703952
4FGL J0331.9+6307,1.05602e-09,1.17452e-11,2.09005,24.9071,0.282054,0.109116,bll,GB6 J0331+6307
4FGL J0332.1-1123,1.69404e-10,2.21619e-12,2.3897,35.4933,0.92968,0.299016,fsrq,1RXS J033223.2-111938
4FGL J0332.8+1557,1.25697e-10,1.41543e-12,1.96942,10.7303,0.0,10.0,bcu,GB6 J0332+1556
4FGL J0333.0-3044,1.24734e-10,1.38799e-12,2.0284,21.8161,0.975308,0.391219,,
4FGL J0333.1+8227,2.16691e-10,2.41096e-12,2.02956,14.124,0.427678,0.270588,bcu,1RXS J033208.6+822654
4FGL J0333.3+0233,1.61503e-10,1.82611e-12,1.95643,16.9861,0.589565,0.388865,bcu,NVSS J033321+023110
4FGL J0333.4-2705,1.33073e-10,1.47884e-12,2.04455,10.6911,0.339267,0.381525,,
4FGL J0333.7+7851,5.75331e-10,6.39326e-12,2.07767,13.6313,0.175475,0.118047,bll,WN B0326.7+7840
4FGL J0333.7+2916,1.52105e-09,1.34631e-11,1.97271,21.6283,0.199391,0.080061,bll,TXS 0330+291
4FGL J0333.8+4007,2.42993e-10,2.75166e-12,2.1717,15.6466,0.324309,0.281488,bcu,B3 0330+399
4FGL J0333.9+6537,1.25232e-09,1.40783e-11,1.9753,64.854,0.488286,0.131471,bll,TXS 0329+654
4FGL J0334.2-3725,2.9494e-09,2.69632e-11,2.03081,99.8067,0.266503,0.0687633,bll,PMN J0334-3725
4FGL J0334.2-4008,3.23668e-09,3.11121e-11,2.18294,481.682,0.473266,0.113557,bll,PKS 0332-403
4FGL J0334.3+3920,1.98587e-10,2.43777e-12,1.80903,12.4904,0.299348,0.345677,rdg,4C +39.12
4FGL J0335.1-4459,4.23094e-10,4.7487e-12,1.98129,33.3434,0.462786,0.146313,bll,SUMSS J033513-445939
4FGL J0336.0+7502,1.34348e-09,7.43923e-12,2.18618,9.84684,0.052933,0.119932,,
4FGL J0336.4+3224,4.50366e-10,1.28992e-11,2.80016,46.1067,0.409368,0.120679,fsrq,NRAO 140
4FGL J0336.5-0348,9.84723e-11,1.43333e-12,1.6344,7.22701,0.0,10.0,bll,1RXS J033623.3-034727
4FGL J0336.8-3612,1.68769e-10,3.90453e-12,2.8129,12.5481,0.158851,0.165451,fsrq,PKS 0335-364
4FGL J0337.5+2423c,2.13793e-10,2.64445e-12,2.32535,14.0821,0.491621,0.365839,,
4FGL J0337.8-1157,1.3704e-10,2.74825e-12,2.7235,10.507,0.192457,0.467191,fsrq,PKS 0335-122
4FGL J0338.1-2443,9.15981e-11,1.2013e-12,1.73256,10.0577,0.0,10.0,bll,2E 0336.0-2453
4FGL J0338.5+1302,1.55582e-09,1.63093e-11,1.76764,55.2007,0.403941,0.113579,bll,RX J0338.4+1302
4FGL J0338.7-5706,5.1871e-11,7.12032e-13,1.6873,9.70373,0.0,10.0,bcu,1RXS J033832.0-570449
4FGL J0338.9-2848,4.39865e-10,4.99954e-12,1.94189,33.308,0.486009,0.158521,bcu,NVSS J033859-284619
4FGL J0339.2-1736,6.77909e-10,7.73898e-12,1.9309,21.2923,0.322382,0.125665,bll,PKS 0336-177
4FGL J0339.5-0146,5.99292e-09,6.57601e-11,2.32377,1506.35,0.545503,0.129428,fsrq,PKS 0336-01
4FGL J0340.3+4130,3.42261e-09,1.93791e-11,2.02416,4.63572,0.0,10.0,PSR,PSR J0340+4130
4FGL J0340.4+5302,9.56493e-10,4.90299e-11,2.93507,10.4547,0.0338714,0.0590722,,
4FGL J0340.4-2422,1.53717e-10,1.71829e-12,1.999,5.29246,0.0,10.0,fsrq,NVSS J034022-242411
4FGL J0340.5-2118,8.96099e-10,1.05965e-11,2.26135,41.4179,0.294939,0.0890709,bll,PKS 0338-214
4FGL J0340.5-0256,2.23588e-10,2.62162e-12,2.24706,7.18257,0.0,10.0,bcu,TXS 0338-030
4FGL J0341.9+3153c,7.37295e-10,4.16492e-12,2.37019,8.76165,0.0,10.0,,
4FGL J0342.2+3858,3.14623e-10,3.71077e-12,2.25706,97.2005,1.66132,0.425365,fsrq,GB6 J0342+3858
4FGL J0342.4+3125c,3.2421e-10,4.67823e-12,2.48257,2.5837,0.0,10.0,,
4FGL J0342.8-3007,1.17033e-10,1.30714e-12,2.12028,9.3175,0.0,10.0,bcu,PKS 0340-302
4FGL J0343.2-2529,4.08975e-10,6.29922e-12,2.53657,194.481,1.11751,0.27345,fsrq,PKS 0341-256
4FGL J0343.2-6444,7.65037e-10,8.65178e-12,2.16781,85.1519,0.53245,0.140095,bll,PMN J0343-6442
4FGL J0343.3-6303,2.46091e-10,2.7391e-12,2.09736,9.09014,0.0,10.0,,
4FGL J0343.4+3621,4.28239e-10,5.42272e-12,2.35375,7.11481,0.0,10.0,fsrq,OE 367
4FGL J0344.2+3203c,7.26476e-10,8.928e-12,2.51738,6.8397,0.0,10.0,bcu,1RXS J034418.2+320903
4FGL J0344.4+3432,1.57222e-10,1.8863e-12,1.84062,11.2182,0.339614,0.571622,bcu,1RXS J034424.5+343016
4FGL J0345.2-2353,7.78382e-10,1.0779e-11,2.44574,24.0233,0.179793,0.069265,bll,NVSS J034518-235218
4FGL J0345.5-3301,1.3351e-10,1.60661e-12,2.28815,6.72193,0.0,10.0,bcu,PKS 0343-330
4FGL J0346.2+3235c,3.49821e-10,5.63161e-12,2.57082,13.2449,0.330466,0.229402,,
4FGL J0347.0+4844,3.10746e-10,5.04056e-12,2.57653,22.2055,0.534166,0.238888,fsrq,IVS B0343+485
4FGL J0347.0-6400,2.18801e-10,9.00242e-13,2.33233,8.32304,0.0,10.0,,
4FGL J0347.5+0722,1.01839e-10,1.21692e-12,1.8466,10.8923,0.125089,1.60483,,
4FGL J0347.7-3616,1.7208e-10,2.26193e-12,2.39467,84.2659,1.60004,0.420024,bcu,PKS 0346-364
4FGL J0348.2+6035,2.40275e-10,2.86513e-12,1.84979,5.80709,0.0,10.0,bcu,NVSS J034819+603509
4FGL J0348.5-2749,3.39655e-09,3.3174e-11,2.17699,3723.33,1.84982,0.436515,fsrq,PKS 0346-27
4FGL J0348.6-1609,5.94693e-10,7.64928e-12,2.37145,35.3468,0.376267,0.117048,bll,PKS 0346-163
4FGL J0348.8-0828,1.37182e-10,1.71883e-12,2.34125,8.12799,0.0,10.0,bcu,AT20G J034845-082422
4FGL J0348.8+4610,2.725e-10,2.95653e-12,2.63536,22.9716,0.561211,0.229875,bcu,B3 0345+460
4FGL J0348.9-4859,1.027e-10,1.24643e-12,2.30023,9.74563,0.0,10.0,bcu,PKS 0347-491
4FGL J0349.4-1159,3.04126e-10,3.89397e-12,1.75845,12.5244,0.221869,0.220519,bll,1ES 0347-121
4FGL J0349.6+4026,2.67915e-10,3.3343e-12,2.33303,10.9898,0.0,10.0,,
4FGL J0349.6+2410,1.76321e-10,2.49161e-12,2.66856,24.2262,0.709693,0.265801,bcu,TXS 0346+241
4FGL J0349.8-2103,1.08824e-09,1.37529e-11,2.47796,353.1,0.736543,0.177762,fsrq,PKS 0347-211
4FGL J0350.0+0640,7.24002e-11,1.11682e-12,1.58593,6.13861,0.0,10.0,bcu,NVSS J034957+064126
4FGL J0350.4-5144,1.52375e-10,1.82408e-12,1.84392,11.6182,0.318247,0.364703,bcu,1RXS J035037.0-514457
4FGL J0350.6-3226,1.40563e-10,1.71235e-12,2.30537,94.6403,1.78789,0.452841,bcu,PKS 0348-326
4FGL J0350.8-2814,1.10893e-10,1.49236e-12,1.70643,9.76826,0.0,10.0,bll,GALEXASC J035051.31-281633.0
4FGL J0352.0-2516,1.12209e-10,1.36393e-12,2.30235,7.76736,0.0,10.0,bcu,TXS 0350-253
4FGL J0352.9-3623,1.40638e-10,1.93368e-12,1.62973,11.747,0.321033,0.346202,bll,XRS J0353-3623
4FGL J0353.0+5654,4.14342e-10,4.6057e-12,2.08278,35.464,0.747679,0.241929,bll,GB6 J0353+5654
4FGL J0353.0-6831,2.3391e-10,3.273e-12,1.66947,8.32318,0.0,10.0,bll,PKS 0352-686
4FGL J0353.7+8257,1.24589e-10,1.69572e-12,1.69544,10.5862,0.120817,0.991157,bll,WN B0343.1+8247
4FGL J0354.4+4643,7.17417e-10,1.16515e-11,2.57746,72.9167,0.700102,0.18736,bcu,B3 0350+465
4FGL J0354.7-1617,1.25432e-10,1.91295e-12,2.52867,35.3272,1.27939,0.38405,fsrq,PKS 0352-164
4FGL J0354.7+8009,3.00899e-10,3.56772e-12,2.26566,274.126,2.0759,0.498404,bll,S5 0346+80
4FGL J0355.1-1841,1.3071e-10,1.46939e-12,1.97532,5.99679,0.0,10.0,bcu,NVSS J035513-184309
4FGL J0355.3+3909,1.01457e-10,1.25659e-12,1.79764,1.74158,0.0,10.0,bcu,CRATES J035515+390907
4FGL J0356.1-1329,1.4197e-10,1.57763e-12,2.07789,12.7756,0.0,10.0,bcu,NVSS J035611-132908
4FGL J0357.0-4955,4.10372e-10,4.64106e-12,2.16792,11.2604,0.114378,0.156008,bll,PKS 0355-500
4FGL J0357.2+2320,2.48832e-10,2.94805e-12,2.26441,7.98389,0.0,10.0,bcu,MG3 J035721+2319
4FGL J0357.2-0319,1.79673e-10,2.33721e-12,1.74119,11.4821,0.195591,0.642842,bcu,2MASS J03572609-0317596
4FGL J0357.6-4625,1.76812e-10,2.08971e-12,2.26047,12.3966,0.411318,0.242138,bcu,PKS 0355-465
4FGL J0357.7-6808,6.68681e-11,8.35845e-13,1.78632,14.3193,0.0,10.0,,
4FGL J0357.8+3204,9.04404e-09,6.5983e-11,2.29843,17.258,0.0374269,0.0193209,PSR,PSR J0357+3205
4FGL J0358.0-6946,1.43974e-10,5.92115e-13,2.40867,7.88548,0.0,10.0,bcu,PMN J0357-6948
4FGL J0358.1+2850,2.07094e-10,1.94647e-12,2.62262,6.03929,0.0,10.0,,
4FGL J0358.1-5954,1.63236e-10,2.03793e-12,2.33689,10.1067,0.0,10.0,bll,AT20G J035814-595233
4FGL J0358.6+0634,2.58409e-10,4.13662e-12,2.56654,45.4657,1.11153,0.321257,bcu,PMN J0358+0629
4FGL J0358.7+7649,2.02386e-10,2.32387e-12,2.20632,2.67292,0.0,10.0,bcu,WN B0351.8+7640
4FGL J0358.7-7403,1.18191e-10,1.54492e-12,2.38882,12.8101,0.457312,0.387913,,
4FGL J0358.9+6004,4.33546e-10,7.22858e-12,2.59695,109.752,1.20691,0.308471,fsrq,TXS 0354+599
4FGL J0359.0-3053,1.93094e-10,2.20672e-12,1.92834,17.6175,0.440857,0.236954,bll,NVSS J035856-305446
4FGL J0359.3+3626,3.13987e-10,3.03029e-12,2.70659,4.14085,0.0,10.0,,
4FGL J0359.4-0236,1.42473e-10,1.81317e-12,1.76528,10.2637,0.0,10.0,bcu,NVSS J035923-023501
4FGL J0359.4+5414,3.15874e-09,2.00129e-11,2.37688,4.63063,0.0,10.0,PSR,PSR J0359+5414
4FGL J0359.4-2616,2.0955e-10,2.57686e-12,2.31784,8.55126,0.0558318,0.953399,bll,PKS 0357-264
4FGL J0359.6+5057,2.05298e-09,3.27937e-11,2.66212,769.037,1.08243,0.257937,fsrq,NRAO 150
4FGL J0359.7+4445,2.95971e-10,3.72874e-12,2.34778,6.75925,0.0,10.0,unk,1RXS J040006.3+444512
4FGL J0400.7+3920,3.7778e-10,4.27865e-12,2.17214,8.53349,0.0,10.0,bcu,GB6 J0400+3921
4FGL J0401.0-5353,9.92826e-11,1.384e-12,1.67292,8.92795,0.0945104,1.66721,bcu,1RXS J040111.9-535456
4FGL J0401.3+0412,2.57458e-10,4.00004e-12,2.54342,11.4062,0.236147,0.34252,bcu,MG1 J040119+0412
4FGL J0401.7+2112,6.14434e-10,8.28059e-12,2.41984,122.277,0.936502,0.235963,fsrq,TXS 0358+210
4FGL J0401.9-2034,6.51593e-10,7.96173e-12,2.30943,152.408,0.830851,0.206661,bcu,PMN J0401-2034
4FGL J0402.0-2616,5.94007e-10,4.38262e-12,2.13362,31.2124,0.44499,0.14722,bll,PKS 0359-264
4FGL J0402.0+2737,1.40442e-10,1.69487e-12,2.29227,13.3996,0.281719,0.547195,bcu,87GB 035856.9+272842
4FGL J0402.1-3147,2.84984e-10,3.74458e-12,2.39427,17.6822,0.267743,0.149858,fsrq,PKS 0400-319
4FGL J0402.5+5402,1.98816e-10,2.23186e-12,1.98061,13.1457,0.168099,1.74162,unk,TXS 0358+539
4FGL J0402.9+6433,1.50656e-10,1.68355e-12,2.00053,10.2405,0.0,10.0,bcu,NVSS J040254+643509
4FGL J0403.3+1249,1.73536e-10,2.05642e-12,2.26475,5.29995,0.0,10.0,,
4FGL J0403.3+2601,1.96236e-10,3.22332e-12,2.58591,11.7941,0.428028,0.336286,fsrq,OF 200
4FGL J0403.5-2437,2.31105e-10,3.14581e-12,2.42952,25.9279,0.555728,0.202625,bll,TXS 0401-248
4FGL J0403.9-3605,4.93512e-09,7.43508e-11,2.52844,6080.08,0.869819,0.205295,FSRQ,PKS 0402-362
4FGL J0404.1-1715,1.29178e-10,1.44486e-12,1.99602,6.24917,0.0,10.0,bcu,PMN J0404-1718
4FGL J0404.3-1559,1.15158e-10,1.37638e-12,2.27809,15.9274,0.592073,0.416482,bcu,PMN J0404-1559
4FGL J0405.4-6929,1.98984e-10,3.07465e-12,2.5391,24.362,0.53575,0.214904,,
4FGL J0405.6-1308,5.57568e-10,8.71145e-12,2.54782,79.7429,0.483472,0.127851,fsrq,PKS 0403-13
4FGL J0405.9+3041c,1.81264e-10,2.36585e-12,2.38725,8.03862,0.0,10.0,,
4FGL J0406.0-5407,1.64878e-10,2.12921e-12,2.37582,12.5691,0.357385,0.267863,bcu,SUMSS J040608-540445
4FGL J0406.2+0639,2.02533e-10,2.76003e-12,2.43062,13.1608,0.323196,0.477899,,
4FGL J0407.0-3826,2.02171e-09,2.13059e-11,2.3646,343.003,0.594791,0.143191,fsrq,PKS 0405-385
4FGL J0407.5+0741,8.12001e-10,9.93604e-12,2.31135,32.0582,0.373079,0.120219,bll,TXS 0404+075
4FGL J0407.7-5702,1.00707e-10,1.55837e-12,2.54025,9.92143,0.0,10.0,,
