Source_Name,Flux1000,Energy_Flux100,PL_Index,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,ASSOC1
4FGL J1757.4-3125,1.24039e-09,8.66054e-12,2.47727,14.4615,0.279942,0.157163,,
4FGL J1757.6-2731,9.31657e-10,4.93013e-12,2.51062,7.12859,0.0,10.0,,
4FGL J1757.7-2337,1.72465e-09,2.19297e-11,2.35853,3.15731,0.0,10.0,spp,SNR G006.1+00.5
4FGL J1757.7-6032,7.2185e-10,4.15603e-12,2.06985,4.4285,0.0,10.0,,
4FGL J1757.9-2419,1.69777e-09,2.35865e-11,2.44871,12.7961,0.308365,0.387371,PSR,PSR J1757-2421
4FGL J1758.0-2953,7.6643e-10,3.23116e-12,2.40085,6.26096,0.0,10.0,,
4FGL J1758.2+6532,1.05206e-10,1.39837e-12,2.40608,11.6977,0.213581,0.420562,bcu,7C 1757+6536
4FGL J1758.3+1429,2.35819e-10,2.89165e-12,2.31412,9.96456,0.0649988,1.54662,bcu,87GB 175603.3+143022
4FGL J1758.3-1920,3.77787e-10,5.05549e-12,2.41286,6.60365,0.0,10.0,,
4FGL J1758.3-3028,1.08378e-09,1.34328e-11,2.32792,15.2708,0.255709,0.147219,bcu,AT20G J175822-302916
4FGL J1758.5-3219,6.33065e-10,3.14212e-12,2.45635,10.5119,0.183026,0.510375,,
4FGL J1758.6-2404,2.48463e-09,3.01758e-11,2.30119,15.4249,0.331988,0.17922,unk,1RXS J175835.5-240203
4FGL J1758.7-1621,1.02163e-09,7.53457e-12,2.55711,23.7002,0.363534,0.170653,bcu,AT20G J175841-161703
4FGL J1758.7-4109,1.05095e-09,8.71938e-12,2.33227,9.56023,0.0,10.0,,
4FGL J1758.8-2326,1.96172e-09,1.0705e-11,2.35194,5.65769,0.0,10.0,,
4FGL J1759.0-0107,2.49612e-10,5.88125e-12,2.82394,6.67016,0.0,10.0,,
4FGL J1759.1-2347c,2.71092e-09,1.99397e-11,2.31462,6.93906,0.0,10.0,unk,1RXS J175851.9-234511
4FGL J1759.1-4822,6.82872e-10,8.40709e-12,2.31935,201.914,1.28935,0.315727,bcu,PMN J1758-4820
4FGL J1759.1-3849,1.07938e-09,6.65063e-12,2.3879,22.1345,0.321148,0.12541,bcu,NVSS J175926-384753
4FGL J1759.2-0243,4.83369e-10,3.45941e-12,2.64755,7.04672,0.0,10.0,,
4FGL J1759.5-2312,2.26597e-09,1.94605e-11,2.43429,6.23668,0.0,10.0,unk,NVSS J175948-230944
4FGL J1759.6-1850,5.20376e-10,7.92822e-12,2.52786,8.89511,0.0,10.0,,
4FGL J1759.7-2141,2.49068e-09,1.67926e-11,2.42436,14.1996,0.222421,0.126148,unk,NVSS J175946-214231
4FGL J1759.7-2354,3.6377e-09,2.56794e-11,2.31736,5.70738,0.0,10.0,,
4FGL J1759.8-1250,4.79514e-10,6.76838e-12,2.46316,3.87248,0.0,10.0,,
4FGL J1800.1+2812,1.73995e-10,1.96721e-12,1.95663,13.4777,0.412226,0.277716,bcu,NVSS J180002+281050
4FGL J1800.1+7037,2.07485e-10,2.31933e-12,2.12457,17.6253,0.385129,0.258651,bll,RX J1759.8+7037
4FGL J1800.1-0323,5.06974e-10,8.89687e-12,2.63369,4.07541,0.0,10.0,,
4FGL J1800.2-2952,8.24737e-10,4.03336e-12,2.52877,5.75557,0.0,10.0,,
4FGL J1800.2-2403c,1.17243e-09,1.30969e-11,2.12114,5.84603,0.0,10.0,,
4FGL J1800.3-5237,1.72044e-10,1.97404e-12,2.20471,6.44873,0.0,10.0,,
4FGL J1800.5-2910,5.51928e-10,7.78984e-12,2.46308,5.74267,0.0,10.0,,
4FGL J1800.6+7828,5.16503e-09,5.42363e-11,2.21037,284.398,0.235371,0.0572009,bll,S5 1803+784
4FGL J1800.7-2355,2.6091e-09,2.9826e-11,2.19619,5.39886,0.0,10.0,unk,NVSS J180041-235622
4FGL J1800.9-2407,3.60697e-09,2.8916e-11,2.2997,5.21884,0.0,10.0,,
4FGL J1801.0-2802,9.42674e-10,4.94863e-12,2.49953,6.99046,0.0,10.0,,
4FGL J1801.1-2626,7.49256e-10,3.61755e-12,2.39152,6.67031,0.0,10.0,,
4FGL J1801.2-2450,3.77758e-09,3.09324e-11,2.45016,3.73993,0.0,10.0,PSR,PSR J1801-2451
4FGL J1801.3-2326e,2.80846e-08,2.34508e-10,2.26916,10.7864,0.0528324,0.0854077,SNR,W 28
4FGL J1801.4-4307,2.12092e-10,3.67443e-12,2.6246,6.13667,0.0,10.0,,
4FGL J1801.5+4404,1.63479e-09,1.88933e-11,2.38391,1291.74,1.24921,0.296003,fsrq,S4 1800+44
4FGL J1801.5+2123,1.47604e-10,1.81643e-12,2.31879,6.20286,0.0,10.0,bcu,87GB 175915.8+212212
4FGL J1801.6-1418,6.06524e-10,7.91095e-12,2.71914,8.77237,0.0,10.0,psr,PSR J1801-1417
4FGL J1801.6-2326,1.62058e-08,1.31671e-10,2.39196,5.74475,0.0,10.0,,
4FGL J1801.8-2358,2.85366e-09,3.3688e-11,2.25858,8.73785,0.0675204,0.395812,,
4FGL J1802.1-2652,1.15757e-09,6.2833e-12,2.5019,4.09988,0.0,10.0,,
4FGL J1802.4+3634,2.21445e-10,9.49571e-13,2.18257,8.82215,0.0906449,0.840637,,
4FGL J1802.4-3041,1.19161e-09,7.36195e-12,2.13801,8.94291,0.0,10.0,,
4FGL J1802.6-3940,4.83919e-09,4.79982e-11,2.36744,3170.66,1.3381,0.316085,fsrq,PMN J1802-3940
4FGL J1802.8-4719,3.94199e-10,2.79917e-12,2.50477,13.5417,0.337733,0.231148,psr,PSR J1802-47
4FGL J1803.1-2724,1.07555e-09,9.06357e-12,2.49416,8.75833,0.0752858,0.494922,,
4FGL J1803.1-2148,1.2308e-08,8.95381e-11,2.39349,10.4097,0.0538931,0.0625766,PSR,PSR J1803-2149
4FGL J1803.1-6708,7.65406e-10,5.00867e-12,2.18014,17.4537,0.21653,0.11134,,
4FGL J1803.2+1402,4.67409e-10,2.81068e-12,2.34179,4.1306,0.0,10.0,psr,PSR J1803+1358
4FGL J1803.3+2425,1.48322e-10,3.68382e-12,2.8554,7.99795,0.0,10.0,,
4FGL J1803.4-6510,3.22448e-10,4.73835e-12,2.49813,32.028,0.587748,0.189389,fsrq,PKS 1758-651
4FGL J1803.5-1639,6.67644e-10,4.46062e-12,2.70016,3.86711,0.0,10.0,,
4FGL J1803.7-3207,6.08883e-10,4.90933e-12,2.59966,12.1057,0.2589,0.279622,,
4FGL J1803.8-2908,7.35843e-10,6.78026e-12,2.72344,8.43264,0.043358,1.19894,,
4FGL J1804.0-1124,5.44639e-10,4.34516e-12,2.70078,12.521,0.28888,0.299136,,
4FGL J1804.4-0852,9.60977e-10,1.42505e-11,2.50575,7.2372,0.0,10.0,,
4FGL J1804.7-2144e,8.52837e-09,9.70091e-11,1.93988,10.4776,0.10617,0.159742,spp,HESS J1804-216
4FGL J1804.9-1745,8.38528e-10,1.4708e-11,2.63334,9.02898,0.0,10.0,,
4FGL J1804.9-3001,7.04558e-10,3.7634e-12,2.54061,3.76464,0.0,10.0,,
4FGL J1805.1-3618,1.00355e-09,4.53418e-12,2.30318,4.98947,0.0,10.0,,
4FGL J1805.6-2136e,8.27304e-09,6.94357e-11,2.20684,8.39777,0.0,10.0,SNR,W 30
4FGL J1805.6+0615,9.74718e-10,5.29469e-12,2.21282,10.5809,0.0870597,0.206884,PSR,PSR J1805+0615
4FGL J1805.7+3401,3.83814e-10,3.96001e-12,2.50976,12.1102,0.207576,0.167266,,
4FGL J1805.8-0803,4.03743e-10,6.41613e-12,2.56096,6.16727,0.0,10.0,unk,1RXS J180603.1-080612
4FGL J1806.1-3344,3.11926e-10,3.80649e-12,2.3077,5.77014,0.0,10.0,,
4FGL J1806.2-1347,4.64542e-10,9.39513e-12,2.72896,11.1517,0.333717,0.380747,,
4FGL J1806.2-2126,7.28058e-09,5.57426e-11,2.5344,10.1582,0.0655883,0.234346,,
4FGL J1806.2+6143,1.03358e-10,2.59652e-12,2.86214,19.7741,0.512606,0.223611,bcu,TXS 1805+616
4FGL J1806.3+5345,1.97565e-10,3.00609e-12,2.52682,31.0136,0.742136,0.244059,bcu,TXS 1805+537
4FGL J1806.8+6949,3.33311e-09,3.58037e-11,2.2972,109.088,0.194049,0.0497674,bll,3C 371
4FGL J1806.9-2455c,1.01499e-09,4.98228e-12,2.56654,19.346,0.458039,0.226991,unk,1RXS J180700.7-245619
4FGL J1806.9-2824,4.48393e-10,5.988e-12,2.41081,6.86411,0.0,10.0,,
4FGL J1806.9-8038,1.15903e-10,1.341e-12,1.90175,7.87996,0.0,10.0,bcu,PKS 1757-807
4FGL J1807.1+2822,1.64908e-10,2.70247e-12,2.58419,3.40415,0.0,10.0,psr,PSR J1806+2819
4FGL J1807.2+6429,1.72573e-10,1.93248e-12,1.99076,33.2617,0.751765,0.259903,bll,7C 1807+6428
4FGL J1807.8-4340,5.78214e-10,4.16523e-12,2.40214,5.1516,0.0,10.0,glc,NGC 6541
4FGL J1807.9-6412,2.48811e-10,3.76809e-12,2.52302,33.1034,0.846531,0.275968,fsrq,PMN J1807-6413
4FGL J1807.9+4650,1.37059e-10,1.59193e-12,1.89423,11.1551,0.199535,0.534861,bll,RGB J1808+468
4FGL J1808.1-5013,2.88374e-10,4.70967e-12,2.58164,30.3559,0.645511,0.208152,fsrq,PMN J1808-5011
4FGL J1808.1-1234,9.9691e-10,7.68101e-12,2.64469,8.74215,0.0808741,0.512638,,
4FGL J1808.2-2028e,5.53802e-09,4.92548e-11,2.57486,2.54519,0.0,10.0,,
4FGL J1808.2-1055,6.17388e-10,7.40966e-12,2.75184,12.06,0.261322,0.265551,,
4FGL J1808.2+3500,3.7161e-10,4.39141e-12,2.26026,25.4265,0.584655,0.198535,bll,MG2 J180813+3501
4FGL J1808.2-3005,4.14825e-10,5.73736e-12,2.44458,11.617,0.0,10.0,,
4FGL J1808.4-3358,1.48656e-09,8.23093e-12,2.44697,9.41665,0.0209546,0.595593,,
4FGL J1808.4-4521,2.42631e-10,3.99468e-12,2.58764,7.21893,0.0,10.0,,
4FGL J1808.4-3522,4.44691e-10,1.96653e-12,2.32802,16.4508,0.397124,0.26825,,
4FGL J1808.5-3701,6.62932e-10,4.40749e-12,2.44234,12.0984,0.260282,0.19901,,
4FGL J1808.8-1949c,1.48308e-09,2.21692e-11,2.51236,4.68071,0.0,10.0,glc,2MS-GC01
4FGL J1808.8+2419,2.03156e-10,2.26782e-12,2.11732,14.1456,0.359037,0.34919,bcu,1RXS J180847.3+241923
4FGL J1808.8+3522,1.91135e-10,2.13509e-12,2.12103,3.136,0.0,10.0,bll,2MASX J18084968+3520426
4FGL J1809.0-2853,6.49117e-10,3.54631e-12,2.50966,7.52432,0.0,10.0,,
4FGL J1809.2-2726,9.3653e-10,7.80077e-12,2.43129,8.69602,0.0,10.0,,
4FGL J1809.3+2042,3.59748e-10,3.99751e-12,2.07709,9.8707,0.11831,0.329766,bll,RX J1809.3+2041
4FGL J1809.5-0816,4.4672e-10,9.25675e-12,2.7445,5.20595,0.0,10.0,,
4FGL J1809.7+2910,9.01629e-10,8.31952e-12,1.92028,30.5229,0.301486,0.104806,bll,MG2 J180948+2910
4FGL J1809.8-2408c,1.40778e-09,1.20626e-11,2.61218,6.32621,0.0,10.0,,
4FGL J1809.8-2332,6.30842e-08,4.36117e-10,2.29627,8.98969,0.00401116,0.0433592,PSR,PSR J1809-2332
4FGL J1810.2-3054,6.29814e-10,3.14879e-12,2.48036,8.97673,0.130581,0.425402,,
4FGL J1810.3-1925e,7.07925e-09,5.13456e-11,2.35735,8.20561,0.0,10.0,spp,HESS J1809-193
4FGL J1810.3+1332,2.53006e-10,3.43522e-12,2.42709,4.99645,0.0,10.0,,
4FGL J1810.4+1700,2.16121e-10,3.34814e-12,2.54116,5.19306,0.0,10.0,,
4FGL J1810.5-1415,6.51963e-10,1.18776e-11,2.65965,2.93881,0.0,10.0,,
4FGL J1810.5+1744,2.64882e-09,2.27939e-11,2.36556,13.5272,0.0811239,0.0499552,PSR,PSR J1810+1744
4FGL J1810.7+5335,3.2113e-10,3.56852e-12,2.04566,9.61867,0.140648,0.234394,bll,2MASS J18103800+5335016
4FGL J1810.8-3347,3.31623e-10,4.0347e-12,2.30362,9.59817,0.0,10.0,,
4FGL J1811.0+1608,3.28846e-10,3.65301e-12,2.06849,41.5526,1.0335,0.303886,bll,87GB 180835.5+160714
4FGL J1811.0-2725,4.34304e-10,5.53437e-12,2.361,9.68542,0.0,10.0,,
4FGL J1811.2-2759,4.83163e-10,5.43047e-12,2.14756,13.1121,0.164232,0.424948,bcu,NVSS J181120-275946
4FGL J1811.3+0340,1.18928e-09,1.16115e-11,1.87332,35.8237,0.377726,0.118566,bll,NVSS J181118+034113
4FGL J1811.3-2403,1.41341e-09,1.85844e-11,2.39498,2.50871,0.0,10.0,PSR,PSR J1811-2405
4FGL J1811.5-1925,1.00066e-09,1.12249e-11,2.1401,8.64322,0.0,10.0,psr,PSR J1811-1925
4FGL J1811.5-1844,3.27722e-09,2.87702e-11,2.62508,6.14007,0.0,10.0,spp,SNR G012.0-00.1
4FGL J1811.7-1442,1.00515e-09,6.01761e-12,2.53422,4.05236,0.0,10.0,,
4FGL J1811.9-2336,1.33959e-09,9.66308e-12,2.57125,9.97948,0.15227,0.379272,,
4FGL J1812.2-0856,6.81153e-10,9.18827e-12,2.82084,5.91643,0.0,10.0,,
4FGL J1812.4+4441,1.18122e-10,1.3828e-12,2.24426,10.4759,0.0,10.0,,
4FGL J1812.8-3144,8.65933e-10,4.37376e-12,2.28705,8.48198,0.000516113,10.0,,
4FGL J1812.9+4249,1.72182e-10,2.83583e-12,2.58791,12.8769,0.388796,0.228506,bcu,NVSS J181308+424853
4FGL J1813.1-1737e,1.68481e-08,1.50763e-10,2.33879,4.05553,0.0,10.0,spp,HESS J1813-178
4FGL J1813.1-1611,8.32358e-10,1.37163e-11,2.58831,1.47444,0.0,10.0,,
4FGL J1813.2-1128,1.45146e-09,1.15924e-11,2.55871,2.24095,0.0,10.0,,
4FGL J1813.4-1246,2.80999e-08,2.51181e-10,2.49632,5.26011,0.0,10.0,PSR,PSR J1813-1246
4FGL J1813.5+3144,1.00328e-09,1.1349e-11,2.16858,38.9298,0.396664,0.119265,bll,B2 1811+31
4FGL J1813.5+2819,4.15568e-10,2.15185e-12,2.11993,3.67291,0.0,10.0,,
4FGL J1813.6+0614,1.09944e-09,8.2353e-12,2.04412,23.5801,0.293729,0.111119,bll,TXS 1811+062
4FGL J1813.7-1536,6.99313e-10,8.88166e-12,2.35719,10.5123,0.143002,0.908509,unk,1RXS J181335.6-153600
4FGL J1813.7-1152,1.3209e-09,2.08784e-11,2.55681,4.54504,0.0,10.0,,
4FGL J1813.7-6846,3.63498e-10,4.64982e-12,2.36532,8.26865,0.0,10.0,,
4FGL J1814.0+3828,1.53966e-10,1.83296e-12,2.27204,15.7309,0.437538,0.298581,bll,2MASS J18140339+3828107
4FGL J1814.1-1710,1.12494e-09,1.46625e-11,2.38579,11.7943,0.295902,0.53059,spp,SNR G013.5+00.2
4FGL J1814.2+4114,1.17122e-10,1.7268e-12,2.50091,16.3285,0.43684,0.371468,fsrq,B3 1812+412
4FGL J1814.2-1012,4.1462e-10,8.7807e-12,2.8033,7.38298,0.0,10.0,,
4FGL J1814.2-3000,4.85859e-10,2.19514e-12,2.36523,9.8886,0.125868,0.576149,,
4FGL J1814.4+2429,1.81506e-10,3.21238e-12,2.63964,3.33398,0.0,10.0,,
4FGL J1814.4+2953,1.76444e-10,2.77667e-12,2.55342,28.893,0.91883,0.310546,fsrq,B2 1811+29
4FGL J1814.4+3132,7.19565e-10,3.79008e-12,2.2563,7.8888,0.0,10.0,psr,PSR J1814+31
4FGL J1814.6-3621,2.23264e-10,2.55298e-12,2.19687,6.61777,0.0,10.0,,
4FGL J1814.6-2537,6.44196e-10,3.27362e-12,2.49184,12.1787,0.374005,0.296357,,
4FGL J1814.7-3420,7.71356e-10,5.09971e-12,2.40198,4.03946,0.0,10.0,,
4FGL J1815.1+5917,1.86663e-10,2.11855e-12,2.70728,10.5944,0.165274,0.260237,,
4FGL J1815.2-2715,7.08227e-10,9.30603e-12,2.3943,8.90689,0.0,10.0,bcu,NVSS J181510-271304
4FGL J1815.3-1336,1.13634e-09,4.6937e-12,2.61914,13.4962,0.473754,0.252137,,
4FGL J1815.8-1416,1.81852e-09,1.89945e-11,2.66703,2.42993,0.0,10.0,,
4FGL J1816.1-3908,2.0937e-10,3.71399e-12,2.64123,3.20929,0.0,10.0,,
4FGL J1816.2-1654c,2.93732e-09,2.86141e-11,2.73316,6.03051,0.0,10.0,unk,PMN J1816-1649
4FGL J1816.3-2903,5.41125e-10,2.86748e-12,2.57434,6.70591,0.0,10.0,,
4FGL J1816.4-0057,3.44684e-10,5.00673e-12,2.48828,9.90089,0.0971615,1.04135,,
4FGL J1816.4-2727,7.52939e-10,3.89259e-12,2.37288,6.11346,0.0,10.0,,
4FGL J1816.4-6405,5.23307e-10,3.6493e-12,2.37827,14.5081,0.203008,0.140005,,
4FGL J1816.5-1208c,8.29666e-10,1.08791e-11,2.39213,9.20734,0.136866,0.60584,,
4FGL J1816.5+4510,1.69061e-09,1.01751e-11,2.14241,5.4226,0.0,10.0,PSR,PSR J1816+4510
4FGL J1816.7+1749,5.84345e-10,3.87032e-12,2.28218,8.03985,0.0,10.0,,
4FGL J1816.8-2800,4.00217e-10,3.42558e-12,2.55442,6.64829,0.0,10.0,,
4FGL J1816.9-4942,8.13608e-10,7.38103e-12,2.39072,98.5519,0.695363,0.180383,fsrq,PMN J1816-4943
4FGL J1817.1-1742,3.82148e-09,2.6672e-11,2.53417,4.95891,0.0,10.0,PSR,PSR J1817-1742
4FGL J1817.2-3035,7.46633e-10,8.97119e-12,2.28596,13.2934,0.285386,0.177077,,
4FGL J1817.5-1034,8.34537e-10,4.8793e-12,2.62433,4.00912,0.0,10.0,,
4FGL J1817.6-3251,4.37972e-10,2.24881e-12,2.50388,8.77046,0.0,10.0,,
4FGL J1817.7-2517,5.26555e-10,2.84349e-12,2.44523,7.90877,0.0,10.0,,
4FGL J1817.9-3334,8.84159e-10,4.80247e-12,2.33841,6.83441,0.0,10.0,,
4FGL J1817.9-1135,1.24086e-09,7.90434e-12,2.57326,10.291,0.186731,0.23739,,
4FGL J1818.0-1339c,1.71839e-09,1.08223e-11,2.57369,9.40751,0.0947739,0.402317,,
4FGL J1818.1-2000,1.13804e-09,5.64597e-12,2.4035,10.2551,0.200015,0.22811,,
4FGL J1818.3-1233,6.20121e-10,7.87641e-12,2.35726,5.64883,0.0,10.0,,
4FGL J1818.5-2036,5.36057e-10,1.34322e-11,2.86063,5.73169,0.0,10.0,,
4FGL J1818.5-1656,2.67021e-09,1.62596e-11,2.56452,4.37571,0.0,10.0,glc,GLIMPSE C02
4FGL J1818.5+2533,2.37726e-10,4.0011e-12,2.60381,14.7695,0.466696,0.250603,,
4FGL J1818.6+1316,6.85065e-10,3.40221e-12,2.21508,16.9282,0.282135,0.160401,,
4FGL J1818.6-1533,6.22737e-09,7.08891e-11,2.72733,7.90172,0.0,10.0,spp,SNR G015.4+00.1
4FGL J1818.6-3206,6.85258e-10,4.45525e-12,2.44549,7.12296,0.0,10.0,,
4FGL J1818.6+0903,1.03033e-09,1.00225e-11,2.41997,120.212,0.68068,0.17494,fsrq,MG1 J181841+0903
4FGL J1818.8-2255,3.8314e-10,5.99563e-12,2.54905,10.3727,0.365305,0.455602,,
4FGL J1818.8-0828,6.7927e-10,9.35613e-12,2.44073,7.93915,0.0,10.0,,
4FGL J1819.0-1203,6.32527e-10,9.22974e-12,2.49217,5.57673,0.0,10.0,,
4FGL J1819.1+2133,3.3569e-10,3.72985e-12,2.07513,4.76663,0.0,10.0,bll,MG2 J181902+2132
4FGL J1819.3-0935,5.16769e-10,9.0312e-12,2.63076,4.28974,0.0,10.0,,
4FGL J1819.4-1102,1.12182e-09,7.08142e-12,2.57257,9.49069,0.16439,0.440154,,
4FGL J1819.9-1300,8.86058e-10,1.75442e-11,2.71522,4.93733,0.0,10.0,,
4FGL J1819.9-2926,6.23584e-10,4.58576e-12,2.4465,20.7381,0.40148,0.199433,,
4FGL J1819.9-1530,3.3186e-09,1.35659e-11,2.67783,3.85035,0.0,10.0,,
4FGL J1820.3-1009,1.0615e-09,1.46462e-11,2.44235,3.28631,0.0,10.0,unk,FK Ser
4FGL J1820.3-2646,3.11262e-10,4.26997e-12,2.76215,6.76014,0.0,10.0,,
4FGL J1820.3+3624,2.35452e-10,2.86205e-12,1.82214,11.793,0.299902,0.22604,bll,NVSS J182021+362343
4FGL J1820.4-1609c,3.51958e-09,6.47063e-11,2.66587,11.9775,0.0998842,0.10999,bin,Kleinmann star
4FGL J1820.7-3217,6.30283e-10,2.85668e-12,2.29056,7.23117,0.0,10.0,,
4FGL J1821.1-1422,4.17034e-09,5.77252e-11,2.73487,3.45205,0.0,10.0,spp,SNR G016.7+00.1
4FGL J1821.4-1516,2.67568e-09,2.82762e-11,2.88455,12.3679,0.225199,0.2002,spp,SNR G016.0-00.5
4FGL J1821.5-2531,3.63451e-10,5.03031e-12,2.44523,10.6562,0.226255,0.587743,,
4FGL J1821.6+6819,5.51857e-10,1.09692e-11,2.71774,149.147,0.55092,0.13851,bcu,7C 1822+6816
4FGL J1821.6+6636,1.33042e-10,1.60492e-12,1.83275,25.0546,0.741206,0.324499,,
4FGL J1822.0-3146,2.41598e-10,2.84741e-12,2.25584,9.78218,0.0,10.0,,
4FGL J1822.0+1600,3.01883e-10,5.22148e-12,2.62343,12.4259,0.223412,0.278415,bcu,OU 134
4FGL J1822.6-2502,5.26853e-10,3.28301e-12,2.48897,10.342,0.278874,0.35637,,
4FGL J1822.8-1118,1.05049e-09,1.76232e-11,2.60145,7.35341,0.0,10.0,,
4FGL J1822.9-4718,4.70187e-10,3.45874e-12,2.38117,9.06143,0.0609042,0.472465,,
4FGL J1823.2+1209,5.14106e-10,2.24016e-12,2.42689,5.54283,0.0,10.0,,
4FGL J1823.3-1340,1.03022e-08,6.93346e-11,2.41556,4.15907,0.0,10.0,,
4FGL J1823.3-3720,2.30536e-10,2.28328e-12,2.55593,11.6015,0.0,10.0,bcu,PMN J1823-3724
4FGL J1823.5+6858,6.77448e-10,4.35403e-12,2.21148,5.61844,0.0,10.0,bll,7C 1823+6856
4FGL J1823.5-3020,2.1283e-09,1.4076e-11,2.21435,2.60369,0.0,10.0,PSR,PSR J1823-3021A
4FGL J1823.6-2345,3.47765e-10,4.39908e-12,2.35254,16.4118,0.564894,0.333104,spp,SNR G008.7-05.0
4FGL J1823.6-3453,1.73424e-09,1.97365e-11,1.78725,37.4461,0.275497,0.086872,bcu,NVSS J182338-345412
4FGL J1823.8-3544,3.55242e-10,1.65068e-12,2.27375,13.3115,0.279349,0.35424,,
4FGL J1824.1-1304,3.2892e-09,3.70404e-11,2.83631,8.81555,0.032933,0.76027,spp,SNR G018.1-00.1
4FGL J1824.1+5651,2.06845e-09,2.36621e-11,2.37789,211.585,0.380418,0.0933054,bll,4C +56.27
4FGL J1824.1+1013,1.0492e-09,6.67526e-12,2.23285,5.1843,0.0,10.0,PSR,PSR J1824+1014
4FGL J1824.2+1231,3.00371e-10,5.238e-12,2.62923,10.0444,0.357434,0.313357,,
4FGL J1824.2-0621,1.84359e-09,1.05346e-11,2.11609,7.61712,0.0,10.0,,
4FGL J1824.2-5427,6.59183e-10,3.56705e-12,2.15791,9.41732,0.0803978,0.249321,,
4FGL J1824.5+0107,8.47979e-10,1.54775e-11,2.66093,33.8167,0.406378,0.161512,bcu,PMN J1824+0104
4FGL J1824.5+4311,1.85555e-10,2.2278e-12,1.83959,8.16788,0.0,10.0,bcu,RX J1824.2+4309
4FGL J1824.5-1351e,1.07281e-08,1.38314e-10,1.75081,12.022,0.103549,0.0925908,PWN,HESS J1825-137
4FGL J1824.6-2452,3.04375e-09,2.14939e-11,2.37919,9.30711,0.044903,0.114645,PSR,PSR J1824-2452A
4FGL J1824.7-3243,4.26611e-10,2.59549e-12,2.2779,9.31321,0.0,10.0,agn,PKS 1821-327
4FGL J1824.7+2403,2.3956e-10,2.76889e-12,2.22021,8.77988,0.0,10.0,,
4FGL J1825.1-5231,1.04181e-09,1.0218e-11,2.37009,356.57,1.13876,0.273854,bcu,PKS 1821-525
4FGL J1825.9-3153,3.3963e-10,4.45899e-12,2.39343,5.94648,0.0,10.0,,
4FGL J1825.9-5614,2.01395e-10,3.23499e-12,2.56914,6.80929,0.0,10.0,,
4FGL J1826.0-5037,1.86953e-10,2.08782e-12,2.00392,9.33029,0.0,10.0,bcu,SUMSS J182551-503914
4FGL J1826.1-1256,5.44737e-08,3.8031e-10,2.43649,7.44328,0.0,10.0,PSR,PSR J1826-1256
4FGL J1826.2-1450,2.05324e-08,2.72416e-10,2.61397,9.03212,0.0,10.0,HMB,LS 5039
4FGL J1826.2-2830,3.9099e-10,3.16641e-12,2.55465,3.37974,0.0,10.0,,
4FGL J1826.5-1202c,3.28212e-09,3.80233e-11,2.75597,5.50038,0.0,10.0,,
4FGL J1827.2+4303,1.3375e-10,1.63148e-12,2.30712,5.52852,0.0,10.0,,
4FGL J1827.4-1445,5.29956e-09,2.5555e-11,2.702,7.82369,0.0,10.0,PSR,PSR J1827-1446
4FGL J1827.5+2015,1.88925e-10,2.10286e-12,2.09753,5.48279,0.0,10.0,bcu,NVSS J182730+201309
4FGL J1827.5+1141,1.05871e-09,6.34552e-12,2.26579,14.7715,0.185225,0.121983,,
4FGL J1827.6-0849,3.1699e-09,2.87895e-11,2.44765,3.48017,0.0,10.0,PSR,PSR J1827-0849
4FGL J1827.6-4029,3.18951e-10,2.36251e-12,2.52895,8.4565,0.0,10.0,bcu,1RXS J182724.8-402904
4FGL J1828.0-1133,4.60176e-09,2.77591e-11,2.66562,9.97169,0.0874242,0.212954,spp,SNR G020.0-00.2
4FGL J1828.0+2634,1.51141e-10,1.69351e-12,1.98811,9.0599,0.0,10.0,bcu,NVSS J182756+263313
4FGL J1828.1-1312,1.89344e-09,4.12159e-11,2.77547,5.09753,0.0,10.0,,
4FGL J1828.2-3252,3.18068e-10,1.5987e-12,2.11301,12.6414,0.342058,0.390891,,
4FGL J1828.4-1059,3.76999e-09,5.17543e-11,2.68213,5.63091,0.0,10.0,PSR,PSR J1828-1101
4FGL J1828.7+3230,5.58855e-10,2.73403e-12,2.25416,18.5786,0.275832,0.14724,bcu,B2 1826+32D
4FGL J1829.0-2417,8.86531e-10,1.0279e-11,2.22644,15.1358,0.277111,0.148098,bll,1RXS J182853.8-241746
4FGL J1829.1+2729,4.25985e-10,6.45055e-12,2.52293,15.4281,0.258243,0.137964,bcu,87GB 182712.0+272717
4FGL J1829.2-5813,2.41705e-09,3.41688e-11,2.55116,2352.28,1.20881,0.285755,fsrq,PKS 1824-582
4FGL J1829.3+5402,4.40487e-10,5.22332e-12,1.85846,20.6573,0.309231,0.129037,bll,RX J1829.3+5403
4FGL J1829.4-1256,2.30207e-09,9.42208e-12,2.59502,8.06404,0.0800915,0.483236,spp,SNR G018.9-01.1
4FGL J1829.5+4845,1.46082e-09,1.7926e-11,2.42387,68.7433,0.242686,0.0657591,css,3C 380
4FGL J1829.6-2545,5.0722e-10,3.22943e-12,2.6165,2.46104,0.0,10.0,,
4FGL J1829.6-4310,3.33233e-10,1.4738e-12,2.37539,7.08436,0.0,10.0,,
4FGL J1829.9+3934,1.98925e-10,2.26303e-12,2.18423,8.28438,0.0,10.0,bcu,NVSS J183003+393638
4FGL J1830.0-5225,2.07998e-10,2.32821e-12,2.13098,18.2931,0.620625,0.281626,bll,SUMSS J183004-522618
