,Name,Class,Photon Flux (ph/cm2/s),Fluence (ph/cm2),Photon Count,Background Counts,Duration (s),Duration (weeks),Fraction of Observation Time,MDP99,Start Time (MJD),Start Time (s),Asymmetry
0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0,0,0
1,4FGL J0011.4+0057,FSRQ,2.824939095693603e-08,3.2291087819926783,1.2932701651974525,11430720.0,114307200.0,189.0,0.2202797202797203,3738381.3079717387,59366.00001157408,5129222401.0,-0.5555555555555556
2,4FGL J0035.8+6131,BCU,3.3828475365856565e-06,301.7770630437332,155.61192591925254,8920800.0,89208000.0,147.5,0.16993087557603687,27447.25068759837,56307.00001157408,4864924801.0,0.0
3,4FGL J0035.8+6131,BCU,1.40413114571551e-06,152.01011453024452,64.59042255523316,10825920.0,108259200.0,179.0,0.20622119815668202,72845.31305231356,59397.50001157408,5131944001.0,0.8603351955307262
4,4FGL J0103.5+5337,BLL,4.914964403645924e-09,0.4458855706987582,0.1945124446216695,9072000.0,90720000.0,150.0,0.176056338028169,22143189.19876481,59639.00001157408,5152809601.0,0.49666666666666665
5,4FGL J0108.6+0134,FSRQ,1.277712017022855e-06,22.41004660896726,55.646317375143084,1753920.0,17539200.0,29.0,0.03302961275626424,34033.87414668987,54805.50001157408,4735195201.0,-0.7241379310344828
6,4FGL J0108.6+0134,FSRQ,5.655041949010941e-07,4.788237119066544,24.62857473921541,846720.0,8467200.0,14.0,0.015945330296127564,53428.50014721249,55029.50001157408,4754548801.0,0.0
7,4FGL J0108.6+0134,FSRQ,1.87661748419294e-07,0.567489127219945,8.172956873369923,302400.0,3024000.0,5.0,0.0056947608200455585,96217.39450815432,55148.50001157408,4764830401.0,0.8
8,4FGL J0108.6+0134,FSRQ,6.09585813657304e-08,0.0737355000199875,2.6548396823564047,120960.0,1209600.0,2.0,0.002277904328018223,187336.92700087168,55386.50001157408,4785393601.0,0.0
9,4FGL J0108.6+0134,FSRQ,3.2141797447385123e-07,1.749542318656067,13.998245597879224,544320.0,5443200.0,9.0,0.010250569476082005,75369.41750453642,55533.50001157408,4798094401.0,0.0
10,4FGL J0108.6+0134,FSRQ,1.937072275630028e-07,0.5857706561505205,8.436246759223451,302400.0,3024000.0,5.0,0.0056947608200455585,93214.55151275005,55624.50001157408,4805956801.0,0.0
11,4FGL J0108.6+0134,FSRQ,4.686833274649542e-06,371.33217615055366,204.1187751315206,7922880.0,79228800.0,131.0,0.1492027334851936,19719.696079879337,56296.50001157408,4864017601.0,0.5572519083969466
12,4FGL J0108.6+0134,FSRQ,1.214133728028184e-07,7.416511594985602,5.2877385408916835,6108480.0,61084800.0,101.0,0.11503416856492027,668394.443443998,57227.50001157408,4944456001.0,-0.009900990099009901
13,4FGL J0108.6+0134,FSRQ,2.3652937149760683e-07,1.144423711054021,10.301216784019275,483840.0,4838400.0,8.0,0.009111617312072893,96561.28100037227,58032.50001157408,5014008001.0,0.0
14,4FGL J0108.6+0134,FSRQ,1.5341662801982685e-06,38.04241441682043,66.81529374128795,2479680.0,24796800.0,41.0,0.04669703872437358,33702.63259563606,58396.50001157408,5045457601.0,-0.8536585365853658
15,4FGL J0108.6+0134,FSRQ,9.73574037101438e-07,108.63684307438622,42.400642034328534,11158560.0,111585600.0,184.5,0.2101366742596811,112659.67818061188,59131.50001157408,5108961601.0,-0.13821138211382114
16,4FGL J0114.0+6418,BCU,5.883377179360162e-10,0.1161774018152149,0.018218096776870297,19746720.0,197467200.0,326.5,0.3748564867967853,348803245.2565937,54987.50001157408,4750920001.0,0.9234303215926493
17,4FGL J0114.0+6418,BCU,7.84773076422557e-11,0.001922254564312468,0.002430079088640588,2449440.0,24494400.0,40.5,0.04649827784156142,920977525.4860796,58183.00001157408,5027011201.0,-0.6296296296296297
18,4FGL J0131.1+6120,BLL,4.194794488885945e-10,0.008625839803385946,0.015377517140287745,2056320.0,20563200.0,34.0,0.03876852907639681,133350659.86859642,54711.00001157408,4727030401.0,0.6617647058823529
19,4FGL J0137.9+5814,BLL,2.8132030849546758e-06,176.94822348118115,141.25606136600538,6289920.0,62899200.0,104.0,0.11926605504587157,25389.63059747196,58872.50001157408,5086584001.0,0.28846153846153844
20,4FGL J0137.9+5814,BLL,2.1426488194979662e-06,206.691903962163,107.58630784655206,9646560.0,96465600.0,159.5,0.18291284403669725,41282.661691439025,59691.50001157408,5157345601.0,-0.9811912225705329
21,4FGL J0152.2+3714,BCU,5.496201940302476e-07,47.8670822423271,26.835196505091556,8709120.0,87091200.0,144.0,0.16647398843930636,157260.28703753132,58246.00001157408,5032454401.0,0.6180555555555556
22,4FGL J0205.0-1700,FSRQ,3.5595196831608776e-07,0.8611190017502796,16.308378675753577,241920.0,2419200.0,4.0,0.004540295119182747,43129.63424492434,54707.50001157408,4726728001.0,0.0
23,4FGL J0205.0-1700,FSRQ,3.2366443835986907e-06,94.93984237522368,148.29085647759518,2933280.0,29332800.0,48.5,0.055051078320090804,16516.172190995127,55701.50001157408,4812609601.0,0.0
24,4FGL J0205.0-1700,FSRQ,9.200183067867939e-07,5.5642707194465295,42.151774034807424,604800.0,6048000.0,10.0,0.011350737797956867,26384.034422992198,57633.50001157408,4979534401.0,-0.1
25,4FGL J0205.0-1700,FSRQ,1.469141378663098e-07,0.22213417645386044,6.731052519473765,151200.0,1512000.0,2.5,0.0028376844494892167,82611.14099352725,58239.00001157408,5031849601.0,0.0
26,4FGL J0205.0-1700,FSRQ,1.0621472413054582e-06,7.066253166956952,48.66358655793262,665280.0,6652800.0,11.0,0.012485811577752554,23969.00691819227,58620.50001157408,5064811201.0,0.0
27,4FGL J0205.0-1700,FSRQ,2.2758259219530245e-06,57.809619739081946,104.26977300023677,2540160.0,25401600.0,42.0,0.04767309875141884,21858.33407271594,59306.50001157408,5124081601.0,-0.2619047619047619
28,4FGL J0205.0-1700,FSRQ,2.167781067419344e-06,38.676682692468965,99.31956466162947,1784160.0,17841600.0,29.5,0.03348467650397276,19232.255373952157,59607.50001157408,5150088001.0,-0.15254237288135594
29,4FGL J0205.0-1700,FSRQ,2.023301506694819e-06,22.63831589810699,92.7000552981927,1118880.0,11188800.0,18.5,0.020998864926220204,16317.957202781785,60363.50001157408,5215406401.0,0.0
30,4FGL J0205.7+6449,None,3.81301489663026e-09,0.10377501342668917,0.11202716500393378,2721600.0,27216000.0,45.0,0.0510783200908059,21058374.69183084,56128.50001157408,4849502401.0,0.0
31,4FGL J0205.7+6449,None,3.898985980233768e-09,0.09432426883381531,0.11455301319218204,2419200.0,24192000.0,40.0,0.04540295119182747,19416252.7756613,56457.50001157408,4877928001.0,0.0
32,4FGL J0205.7+6449,None,2.369524367143806e-09,0.03439412009396577,0.06961711518448367,1451520.0,14515200.0,24.0,0.02724177071509648,24747511.634010144,56744.50001157408,4902724801.0,0.0
33,4FGL J0205.7+6449,None,2.7554504490286176e-09,0.057494126889251526,0.08095570315927482,2086560.0,20865600.0,34.5,0.03916004540295119,25515497.192568935,56923.00001157408,4918147201.0,-0.8260869565217391
34,4FGL J0205.7+6449,None,7.947949459608188e-09,0.4854989031502743,0.23351239627763556,6108480.0,61084800.0,101.0,0.11464245175936436,15135357.494072687,57171.50001157408,4939617601.0,0.8910891089108911
35,4FGL J0205.7+6449,None,1.536582970314604e-09,0.0269504360329419,0.04514512495343151,1753920.0,17539200.0,29.0,0.032917139614074914,41949817.31101442,58092.00001157408,5019148801.0,0.0
36,4FGL J0205.7+6449,None,8.107193303089337e-10,0.005148392035193853,0.023819101328101753,635040.0,6350400.0,10.5,0.01191827468785471,47842207.95287199,58694.00001157408,5071161601.0,0.0
37,4FGL J0205.7+6449,None,3.6950406052581802e-09,0.10279898567076678,0.10856105596317389,2782080.0,27820800.0,46.0,0.05221339387060159,21970846.70886349,59509.50001157408,5141620801.0,0.0
38,4FGL J0205.7+6449,None,2.1722713519696887e-09,0.03547232226912423,0.06382178086833319,1632960.0,16329600.0,27.0,0.03064699205448354,28632211.98548975,60034.50001157408,5186980801.0,0.0
39,4FGL J0205.7+6449,None,3.115550886038523e-09,0.061239268215973204,0.09153552835496147,1965600.0,19656000.0,32.5,0.03688989784335982,21902511.983798645,60230.50001157408,5203915201.0,0.0
40,4FGL J0205.7+6449,None,4.879416691149228e-10,0.00221330341110529,0.014335826992582783,453600.0,4536000.0,7.5,0.00851305334846765,67181518.51812442,60647.00001157408,5239900801.0,0.0
41,4FGL J0221.1+3556,FSRQ,8.42881128475372e-06,124.89475409296672,416.622291975474,1481760.0,14817600.0,24.5,0.02784090909090909,4178.722323635138,54798.50001157408,4734590401.0,-0.061224489795918366
42,4FGL J0221.1+3556,FSRQ,3.897583721084933e-06,28.287103614146012,192.6511590052936,725760.0,7257600.0,12.0,0.013636363636363636,6324.388774772201,55225.50001157408,4771483201.0,0.0
43,4FGL J0221.1+3556,FSRQ,3.830444437338816e-06,83.39950064529056,189.33257452986518,2177280.0,21772800.0,36.0,0.04090909090909091,11145.170598599014,56023.50001157408,4840430401.0,0.6111111111111112
44,4FGL J0221.1+3556,FSRQ,1.1532317935026125e-06,5.92853400403823,57.002352616094136,514080.0,5140800.0,8.5,0.009659090909090909,17987.992078909017,56545.00001157408,4885488001.0,0.0
45,4FGL J0221.1+3556,FSRQ,3.028817567550817e-06,20.150117513402076,149.70947555215935,665280.0,6652800.0,11.0,0.0125,7791.800814681362,56835.50001157408,4910587201.0,-0.6363636363636364
46,4FGL J0221.1+3556,FSRQ,1.1082026353275044e-06,2.6809638153842985,54.776635317312824,241920.0,2419200.0,4.0,0.004545454545454545,12841.795045250732,56919.50001157408,4917844801.0,0.0
47,4FGL J0221.1+3556,FSRQ,1.3204059136736714e-06,3.194325986359346,65.26549468342598,241920.0,2419200.0,4.0,0.004545454545454545,10778.215549065671,57038.50001157408,4928126401.0,0.0
48,4FGL J0221.1+3556,FSRQ,1.1200666051460958e-06,3.3870814139617935,55.36305185112345,302400.0,3024000.0,5.0,0.005681818181818182,14205.177343572206,57339.50001157408,4954132801.0,0.0
49,4FGL J0221.1+3556,FSRQ,1.3160917428305472e-05,202.9729329462983,650.5225230749485,1542240.0,15422400.0,25.5,0.028977272727272727,2730.4941811604513,57518.00001157408,4969555201.0,0.5686274509803921
50,4FGL J0221.1+3556,FSRQ,2.925547102993533e-06,12.385596215233422,144.60498617830754,423360.0,4233600.0,7.0,0.007954545454545454,6435.493228574283,57724.50001157408,4987396801.0,0.0
51,4FGL J0221.1+3556,FSRQ,5.784494193596339e-06,76.96616594231544,285.91804317817804,1330560.0,13305600.0,22.0,0.025,5769.768163885398,58536.50001157408,5057553601.0,0.0
52,4FGL J0221.1+3556,FSRQ,1.6987047694801162e-06,7.19163651207102,83.96418552288823,423360.0,4233600.0,7.0,0.007954545454545454,11082.555919179196,58774.50001157408,5078116801.0,0.0
53,4FGL J0221.1+3556,FSRQ,1.1648261276435082e-06,2.817947367995175,57.57544150140909,241920.0,2419200.0,4.0,0.004545454545454545,12217.611776454763,58844.50001157408,5084164801.0,0.0
54,4FGL J0221.1+3556,FSRQ,2.96895844710247e-06,19.751886756883312,146.7507375861147,665280.0,6652800.0,11.0,0.0125,7948.878754585669,59236.50001157408,5118033601.0,0.0
55,4FGL J0221.1+3556,FSRQ,2.135514567346432e-06,14.852930918807903,105.55497608591665,695520.0,6955200.0,11.5,0.013068181818181817,11299.132198217281,59670.50001157408,5155531201.0,0.0
56,4FGL J0221.1+3556,FSRQ,1.6342618425109498e-06,7.90721249880498,80.77887753241677,483840.0,4838400.0,8.0,0.00909090909090909,12314.743163179728,59950.50001157408,5179723201.0,0.0
57,4FGL J0221.1+3556,FSRQ,2.4348101695881665e-06,17.670878286803077,120.34866591613982,725760.0,7257600.0,12.0,0.013636363636363636,10123.420499262511,60020.50001157408,5185771201.0,0.0
58,4FGL J0221.1+3556,FSRQ,2.805289590741449e-06,22.056308878245567,138.6608549492269,786240.0,7862400.0,13.0,0.014772727272727272,9145.301417274959,60216.50001157408,5202705601.0,0.0
59,4FGL J0221.1+3556,FSRQ,7.048276614954006e-07,1.7051190786896733,34.83847316775078,241920.0,2419200.0,4.0,0.004545454545454545,20190.360797766145,60587.50001157408,5234760001.0,0.0
60,4FGL J0237.8+2848,FSRQ,2.5824746220719885e-07,2.5771030748580785,11.810478747283945,997920.0,9979200.0,16.5,0.01877133105802048,120953.64715359072,54690.00001157408,4725216001.0,0.6363636363636364
61,4FGL J0237.8+2848,FSRQ,1.2060358065922662e-06,14.588209116540053,55.15585764321346,1209600.0,12096000.0,20.0,0.022753128555176336,28515.11883848637,54812.50001157408,4735800001.0,0.0
62,4FGL J0237.8+2848,FSRQ,7.07772749848004e-08,0.12841828773242184,3.236870151033588,181440.0,1814400.0,3.0,0.0034129692832764505,188183.33122295872,55001.50001157408,4752129601.0,0.0
63,4FGL J0237.8+2848,FSRQ,5.95156250283581e-07,4.679356502229627,27.218390396602683,786240.0,7862400.0,13.0,0.01478953356086462,46586.3497770767,55197.50001157408,4769064001.0,-0.9230769230769231
64,4FGL J0237.8+2848,FSRQ,1.7883804741887253e-06,152.5073640212971,81.78833356943919,8527680.0,85276800.0,141.0,0.16040955631399317,51057.81296713641,55358.50001157408,4782974401.0,0.05673758865248227
65,4FGL J0237.8+2848,FSRQ,2.436171723274294e-06,110.50474936772197,111.41389005937381,4536000.0,45360000.0,75.0,0.08532423208191127,27336.225974116365,56443.50001157408,4876718401.0,-0.08
66,4FGL J0237.8+2848,FSRQ,4.2385732652289956e-07,5.896024954864142,19.38434517030367,1391040.0,13910400.0,23.0,0.026166097838452786,87007.70995164468,57059.50001157408,4929940801.0,0.13043478260869565
67,4FGL J0237.8+2848,FSRQ,4.596491257082511e-07,3.7529431815827285,21.021218113769393,816480.0,8164800.0,13.5,0.015358361774744027,61469.053394822506,57598.50001157408,4976510401.0,-0.037037037037037035
68,4FGL J0237.8+2848,FSRQ,9.683047949819275e-07,32.209690700278834,44.2836615093304,3326400.0,33264000.0,55.0,0.06257110352673492,58895.571691816665,57710.50001157408,4986187201.0,0.41818181818181815
69,4FGL J0237.8+2848,FSRQ,2.0785225058827458e-07,12.068067950955692,9.505745253668255,5806080.0,58060800.0,96.0,0.10921501706484642,362486.4102692912,58109.50001157408,5020660801.0,-0.125
70,4FGL J0237.8+2848,FSRQ,2.324899096019709e-07,5.765005790418153,10.632503850547039,2479680.0,24796800.0,41.0,0.04664391353811149,211786.971208377,59292.50001157408,5122872001.0,0.04878048780487805
71,4FGL J0237.8+2848,FSRQ,6.878834396624019e-07,7.072542373232951,31.459100024855548,1028160.0,10281600.0,17.0,0.019340159271899887,46092.125869276955,59635.50001157408,5152507201.0,0.0
72,4FGL J0237.8+2848,FSRQ,1.1534903992776012e-07,0.3139339470673919,5.275278885387017,272160.0,2721600.0,4.5,0.005119453924914676,141418.74222846067,60510.50001157408,5228107201.0,0.0
73,4FGL J0242.3+5216,BCU,1.9155434112244572e-07,16.27721520427515,7.043564350212334,8497440.0,84974400.0,140.5,0.15984072810011377,591817.4742074054,56891.50001157408,4915425601.0,-0.8932384341637011
74,4FGL J0242.3+5216,BCU,2.1220994298113994e-07,11.486839329591913,7.803082824351631,5412960.0,54129600.0,89.5,0.1018202502844141,426370.88672690216,59016.00001157408,5098982401.0,0.9776536312849162
75,4FGL J0242.3+5216,BCU,1.1060907595564763e-08,0.08696527987936839,0.406715994869112,786240.0,7862400.0,13.0,0.01478953356086462,3117614.8755751033,60027.50001157408,5186376001.0,0.0
76,4FGL J0242.3+5216,BCU,5.020623126749605e-08,1.7763366272290244,1.8461122762454254,3538080.0,35380800.0,58.5,0.06655290102389079,1457007.759878541,60426.50001157408,5220849601.0,-0.9572649572649573
77,4FGL J0253.9+5103,FSRQ,9.478059189377007e-07,1.1464660395470427,47.10130654806951,120960.0,1209600.0,2.0,0.002285714285714286,10561.084368639516,55372.50001157408,4784184001.0,0.0
78,4FGL J0453.3+2843,None,1.4219802991485404e-07,5.246083478042727,6.457504916112234,3689280.0,36892800.0,61.0,0.07068366164542295,425346.1251827964,56345.50001157408,4868251201.0,0.0
79,4FGL J0453.3+2843,None,2.0897139786116083e-07,6.824838677027224,9.489820849299468,3265920.0,32659200.0,54.0,0.06257242178447277,272321.1834632074,56839.00001157408,4910889601.0,0.0
80,4FGL J0453.3+2843,None,4.167243036065131e-07,15.248108958683757,18.924307466241505,3659040.0,36590400.0,60.5,0.07010428736964079,144544.22457007266,57948.50001157408,5006750401.0,0.0
81,4FGL J0453.3+2843,None,2.9410866048481775e-06,431.3515258134531,133.56078998345552,14666400.0,146664000.0,242.5,0.2809965237543453,41003.48767291072,58666.00001157408,5068742401.0,-0.14432989690721648
82,4FGL J0505.3+0459,FSRQ,5.905677633755718e-07,13.929839948292289,25.379716203612084,2358720.0,23587200.0,39.0,0.04452054794520548,86534.6033245526,55141.50001157408,4764225601.0,0.0
83,4FGL J0505.3+0459,FSRQ,7.756223492348919e-08,0.5629156761807151,3.3332457891443905,725760.0,7257600.0,12.0,0.0136986301369863,365482.182695261,55757.50001157408,4817448001.0,0.16666666666666666
84,4FGL J0505.3+0459,FSRQ,4.5245874075941644e-07,8.756705485161442,19.444465388157134,1935360.0,19353600.0,32.0,0.0365296803652968,102311.1797398744,56289.50001157408,4863412801.0,0.0
85,4FGL J0505.3+0459,FSRQ,7.032556707177608e-08,0.12759870889503053,3.0222491724538854,181440.0,1814400.0,3.0,0.003424657534246575,201546.79933613987,56583.50001157408,4888814401.0,0.0
86,4FGL J0505.3+0459,FSRQ,1.0081791650952006e-06,40.243286097272104,43.3266132683211,3991680.0,39916800.0,66.0,0.07534246575342465,65941.90825310814,56821.50001157408,4909377601.0,-0.6212121212121212
87,4FGL J0505.3+0459,FSRQ,4.124900675476471e-07,6.735797807026057,17.726807151358805,1632960.0,16329600.0,27.0,0.030821917808219176,103085.04099682484,57528.50001157408,4970462401.0,-0.37037037037037035
88,4FGL J0505.3+0459,FSRQ,8.53611362006046e-07,43.36618874626556,36.68404450670081,5080320.0,50803200.0,84.0,0.0958904109589041,87862.97982461307,57962.50001157408,5007960001.0,-0.9523809523809523
89,4FGL J0505.3+0459,FSRQ,8.136241332356828e-07,46.25550832340845,34.965588842680205,5685120.0,56851200.0,94.0,0.10730593607305935,97513.85925209426,59642.50001157408,5153112001.0,0.9893617021276596
90,4FGL J0512.8+4041,BCU,6.383113434504039e-07,22.77699133060945,30.275320217463037,3568320.0,35683200.0,59.0,0.06797235023041474,89223.8649002654,58046.50001157408,5015217601.0,0.0
91,4FGL J0512.8+4041,BCU,1.5859983836561849e-06,270.01812801552586,75.22443306430229,17025120.0,170251200.0,281.5,0.32430875576036866,78437.39547595294,58809.50001157408,5081140801.0,-0.7744227353463587
92,4FGL J0534.5+2201s,None,3.183677073416879e-06,5.776463682007585,99.04793068759379,181440.0,1814400.0,3.0,0.003416856492027335,6151.423926422918,54728.50001157408,4728542401.0,0.0
93,4FGL J0534.5+2201s,None,2.3531526194820405e-06,2.846373408525476,73.20934007343888,120960.0,1209600.0,2.0,0.002277904328018223,6795.506309886494,54770.50001157408,4732171201.0,-0.5
94,4FGL J0534.5+2201s,None,2.3081658782272374e-05,167.51744677821998,718.097497485055,725760.0,7257600.0,12.0,0.01366742596810934,1697.320618365831,54833.50001157408,4737614401.0,-0.25
95,4FGL J0534.5+2201s,None,1.7252415271217228e-05,93.90834680428961,536.7428896119553,544320.0,5443200.0,9.0,0.010250569476082005,1966.576759555833,54973.50001157408,4749710401.0,-0.8888888888888888
96,4FGL J0534.5+2201s,None,1.583187240313285e-06,1.9150232858829495,49.25481335823278,120960.0,1209600.0,2.0,0.002277904328018223,10099.425106963661,55099.50001157408,4760596801.0,0.0
97,4FGL J0534.5+2201s,None,7.462608270460325e-06,27.08031289184643,232.17050274760436,362880.0,3628800.0,6.0,0.00683371298405467,3711.499431772399,55323.50001157408,4779950401.0,0.0
98,4FGL J0534.5+2201s,None,3.7114061535213068e-06,6.733975324949059,115.46620180700471,181440.0,1814400.0,3.0,0.003416856492027335,5276.984539529769,55379.50001157408,4784788801.0,0.0
99,4FGL J0534.5+2201s,None,8.70320417352549e-06,44.74143201525984,270.7668974774982,514080.0,5140800.0,8.5,0.00968109339407745,3787.6528226255887,55449.50001157408,4790836801.0,0.0
100,4FGL J0534.5+2201s,None,6.732438854709281e-06,16.287116077312692,209.4540751659932,241920.0,2419200.0,4.0,0.004555808656036446,3359.4720669951002,55645.50001157408,4807771201.0,0.25
101,4FGL J0534.5+2201s,None,8.781065841081879e-06,31.864731724117924,273.18926534757526,362880.0,3628800.0,6.0,0.00683371298405467,3154.404172208719,55694.50001157408,4812004801.0,0.0
102,4FGL J0534.5+2201s,None,5.588737471269847e-06,13.520273690496015,173.8721826744174,241920.0,2419200.0,4.0,0.004555808656036446,4046.670373883064,55988.50001157408,4837406401.0,0.0
103,4FGL J0534.5+2201s,None,1.5451215361746046e-06,1.8689790101568018,48.07054462175068,120960.0,1209600.0,2.0,0.002277904328018223,10348.184494871051,56100.50001157408,4847083201.0,0.0
104,4FGL J0534.5+2201s,None,1.1667138318505445e-05,56.450282040256745,362.97836773176357,483840.0,4838400.0,8.0,0.009111617312072893,2741.3786261602363,56149.50001157408,4851316801.0,-0.3125
105,4FGL J0534.5+2201s,None,6.469266418368679e-05,1212.9098222471068,2012.6647176513286,1874880.0,18748800.0,31.0,0.03530751708428246,973.3842674077499,56212.50001157408,4856760001.0,0.3225806451612903
106,4FGL J0534.5+2201s,None,4.4796412734110324e-06,10.83714816863597,139.366898125098,241920.0,2419200.0,4.0,0.004555808656036446,5048.209268972497,56555.50001157408,4886395201.0,0.75
107,4FGL J0534.5+2201s,None,1.8018920131827918e-05,130.7741147487543,560.5897555329357,725760.0,7257600.0,12.0,0.01366742596810934,2173.9775668973484,56590.50001157408,4889419201.0,-0.9166666666666666
108,4FGL J0534.5+2201s,None,2.110916320417713e-06,3.191705476471582,65.6730844776437,151200.0,1512000.0,2.5,0.0028473804100227792,8468.740301992988,56713.00001157408,4900003201.0,0.0
109,4FGL J0534.5+2201s,None,1.482832202129492e-06,1.7936338316958336,46.132650325689056,120960.0,1209600.0,2.0,0.002277904328018223,10782.79435098482,56744.50001157408,4902724801.0,0.0
110,4FGL J0534.5+2201s,None,3.893083377819553e-06,5.886342067263164,121.11839350385111,151200.0,1512000.0,2.5,0.0028473804100227792,4592.780679468049,56874.00001157408,4913913601.0,-0.4
111,4FGL J0534.5+2201s,None,8.68936209929324e-06,36.78728338356786,270.3362543005956,423360.0,4233600.0,7.0,0.007972665148063782,3442.9068412789784,57339.50001157408,4954132801.0,0.8571428571428571
112,4FGL J0534.5+2201s,None,1.583187240313285e-06,1.9150232858829495,49.25481335823278,120960.0,1209600.0,2.0,0.002277904328018223,10099.425106963661,57598.50001157408,4976510401.0,0.0
113,4FGL J0534.5+2201s,None,1.711918530673185e-05,72.47578291457995,532.5979490342679,423360.0,4233600.0,7.0,0.007972665148063782,1748.0927202648356,57633.50001157408,4979534401.0,0.5714285714285714
114,4FGL J0534.5+2201s,None,1.1577164835995837e-05,56.014954342482255,360.1791870818968,483840.0,4838400.0,8.0,0.009111617312072893,2762.675630672775,58018.50001157408,5012798401.0,0.375
115,4FGL J0534.5+2201s,None,6.943530486751052e-06,37.79502514548332,216.02138361375754,544320.0,5443200.0,9.0,0.010250569476082005,4884.865394955666,58179.50001157408,5026708801.0,-0.5
116,4FGL J0534.5+2201s,None,1.3824771639456989e-05,54.34794226903332,430.1048729314535,393120.0,3931200.0,6.5,0.007403189066059226,2085.7473031422055,58389.50001157408,5044852801.0,-0.07692307692307693
117,4FGL J0534.5+2201s,None,1.9311423813264013e-05,140.1545894671449,600.8010621762144,725760.0,7257600.0,12.0,0.01366742596810934,2028.5305149174703,58487.50001157408,5053320001.0,-0.08333333333333333
118,4FGL J0534.5+2201s,None,1.7909913797248974e-05,124.56703244262606,557.198440514828,695520.0,6955200.0,11.5,0.013097949886104784,2141.1882381092164,58718.50001157408,5073278401.0,0.6956521739130435
119,4FGL J0534.5+2201s,None,8.587276801830418e-06,46.74226508772333,267.1602608709391,544320.0,5443200.0,9.0,0.010250569476082005,3950.007111132527,58823.50001157408,5082350401.0,0.8888888888888888
120,4FGL J0534.5+2201s,None,8.698013395688396e-06,47.34502651541108,270.60540628615973,544320.0,5443200.0,9.0,0.010250569476082005,3899.7309132899254,58984.50001157408,5096260801.0,0.0
121,4FGL J0534.5+2201s,None,1.799469650192149e-06,2.1766384888724235,55.98361299733561,120960.0,1209600.0,2.0,0.002277904328018223,8885.798937052601,59075.50001157408,5104123201.0,0.0
122,4FGL J0534.5+2201s,None,8.528447986343368e-06,25.790026710702346,265.33002736910316,302400.0,3024000.0,5.0,0.0056947608200455585,2965.042846741462,59124.50001157408,5108356801.0,-0.6
123,4FGL J0534.5+2201s,None,2.4571412021517987e-05,193.190269877983,764.4454693991953,786240.0,7862400.0,13.0,0.014806378132118452,1659.5032953140478,59243.50001157408,5118638401.0,0.0
