,Unnamed: 0.1,Unnamed: 0,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
1062,1062,1256,4FGL J0536.4-3401,FSRQ,5.510753054743305e-06,33.32903447508751,403.8848183136446,7560000.0,6048000.0,60720.50001157408,0.0113765642775881,9735.337388270107,0.0,5.277658864202582e-06,7.836752754636904e-06
1064,1064,1259,4FGL J0539.6+1432,FSRQ,3.0058682964205803e-06,410.85650692258776,4757.305542010609,170856000.0,136684800.0,54704.00001157408,0.2594718714121699,3929.1278059414863,0.5707964601769911,2.6536527066261325e-06,9.432442931729618e-06
1065,1065,1260,4FGL J0539.6+1432,FSRQ,3.87534477040054e-06,23.43808517138247,271.38947686410467,7560000.0,6048000.0,56611.50001157408,0.0114810562571756,14488.10972334615,0.0,2.6536527066261325e-06,5.025318432972227e-06
1066,1066,1262,4FGL J0540.8-5415,FSRQ,1.1418178618616024e-05,324.56857814133167,4041.636854824045,35532000.0,28425600.0,55316.50001157408,0.0544611819235225,2109.1781973367333,-0.5957446808510638,7.125773379878714e-06,2.699341814801912e-05
1068,1068,1264,4FGL J0543.9-5531,BLL,4.696807696244307e-08,0.4545006871501691,5.141641401517312,12096000.0,9676800.0,58662.50001157408,0.018348623853211,967286.741322238,0.0,3.5415568049241234e-08,1.1272985414195189e-07
1069,1069,1265,4FGL J0543.9-5531,BLL,5.5256445109472326e-08,1.4036021160927723,15.878565105393196,31752000.0,25401600.0,59614.50001157408,0.0481651376146789,507470.0720772449,-0.0952380952380952,3.5415568049241234e-08,1.2777128374769293e-07
1070,1070,1266,4FGL J0543.9-5531,BLL,4.171924475627301e-08,0.933576571457975,10.561295256543646,27972000.0,22377600.0,59929.50001157408,0.0424311926605504,716111.5775108207,0.0,3.5415568049241234e-08,9.81736319428476e-08
1072,1072,1268,4FGL J0552.8+0313,BCU,1.3567477598128328e-07,12.3904717815355,119.42923043891376,114156000.0,91324800.0,55992.00001157408,0.1766081871345029,127930.76655682856,0.0,8.695747479306861e-08,2.0845422465697425e-07
1073,1073,1269,4FGL J0552.8+0313,BCU,1.201485845869762e-07,20.746104160067016,199.96746678642623,215838000.0,172670400.0,57332.50001157408,0.3339181286549708,105060.83490054731,0.0,8.695747479306861e-08,2.0845422465697425e-07
1075,1075,1271,4FGL J0555.6+3947,FSRQ,6.343620384173821e-07,4.22028376918316,40.19617424284026,8316000.0,6652800.0,56786.50001157408,0.0126002290950744,102591.08129774418,0.0,1.3302548716460029e-06,7.88966480437635e-07
1076,1076,1272,4FGL J0555.6+3947,FSRQ,4.4090718251286123e-07,3.7332492957728975,35.55740499741155,10584000.0,8467200.0,57045.50001157408,0.0160366552119129,130837.31533491243,0.0,1.3302548716460029e-06,8.58241586037037e-07
1077,1077,1273,4FGL J0555.6+3947,FSRQ,5.147350270597998e-07,44.51757944430467,424.0085449417781,108108000.0,86486400.0,58116.50001157408,0.1638029782359679,35066.401149579586,-0.986013986013986,1.3302548716460029e-06,1.9127626379390466e-06
1078,1078,1274,4FGL J0555.6+3947,FSRQ,3.090012738637871e-06,318.63716958795544,3034.865873837176,128898000.0,103118400.0,59275.00001157408,0.195303550973654,5349.642215411202,-0.2228739002932551,1.3302548716460029e-06,7.235399918159773e-05
1080,1080,1276,4FGL J0601.1-7035,FSRQ,1.1174438772449845e-06,25.343627135916247,293.06961823851856,28350000.0,22680000.0,58781.50001157408,0.0425652667423382,25980.291241196635,-0.1733333333333333,9.20090064988104e-07,3.5065078191957246e-06
1081,1081,1277,4FGL J0601.1-7035,FSRQ,1.0943798425034344e-06,7.942571144952926,91.8466121995948,9072000.0,7257600.0,59096.50001157408,0.0136208853575482,46895.00806249582,0.0,9.20090064988104e-07,1.4100903329861811e-06
1082,1082,1278,4FGL J0601.1-7035,FSRQ,1.3272631242676345e-06,6.4218299004565225,74.26100562584114,6048000.0,4838400.0,59222.50001157408,0.0090805902383654,47356.95488618089,0.0,9.20090064988104e-07,1.6970998697886784e-06
1083,1083,1279,4FGL J0601.1-7035,FSRQ,1.969384569485656e-06,5.955418938124622,68.86750445334498,3780000.0,3024000.0,59334.50001157408,0.0056753688989784,40371.18969288285,0.0,9.20090064988104e-07,2.5331711291698656e-06
1084,1084,1280,4FGL J0601.1-7035,FSRQ,2.140092850505576e-06,3.882984467957317,44.90220636325687,2268000.0,1814400.0,60664.50001157408,0.003405221339387,47961.65714113397,0.0,9.20090064988104e-07,2.171289539288456e-06
1085,1085,1281,4FGL J0601.1-7035,FSRQ,1.432551948909855e-06,6.931259349605443,80.15196564434423,6048000.0,4838400.0,60762.50001157408,0.0090805902383654,43876.36382542092,0.0,9.20090064988104e-07,2.1088961617226955e-06
1090,1090,1286,4FGL J0608.0-0835,FSRQ,4.99662256267386e-06,25.686637270193778,312.2879366660409,6426000.0,5140800.0,55852.00001157408,0.0097813578826237,11608.116081241647,0.0,3.407832615051086e-06,8.22819473539646e-06
1091,1091,1287,4FGL J0608.0-0835,FSRQ,4.897734961545513e-06,23.697200837941807,288.1011584583253,6048000.0,4838400.0,55932.50001157408,0.0092059838895281,12206.9528714697,0.0,3.407832615051086e-06,5.877281953854615e-06
1092,1092,1288,4FGL J0608.0-0835,FSRQ,4.699240647409543e-06,75.31566970416222,915.6580070457944,20034000.0,16027200.0,56058.50001157408,0.0304948216340621,6990.311019805553,0.0,3.407832615051086e-06,9.142438594884955e-06
1093,1093,1289,4FGL J0608.0-0835,FSRQ,4.69725434378625e-06,41.19304169326789,500.8086445910941,10962000.0,8769600.0,56261.50001157408,0.0166858457997698,9454.074927158688,0.0,3.407832615051086e-06,7.150693043856448e-06
1094,1094,1290,4FGL J0608.0-0835,FSRQ,4.8324318287249056e-06,200.2018517458784,2433.9746203754185,51786000.0,41428800.0,56412.00001157408,0.0788262370540851,4228.013655930611,0.0,3.407832615051086e-06,6.922132078984324e-06
1095,1095,1291,4FGL J0608.0-0835,FSRQ,3.75248126970412e-06,141.84379199481577,1724.480501865783,47250000.0,37800000.0,57227.50001157408,0.071921749136939,5700.153889262245,0.0,3.407832615051086e-06,6.660919547701897e-06
1096,1096,1292,4FGL J0608.0-0835,FSRQ,3.469337769649438e-06,157.3691612312985,1913.2317764619947,56700000.0,45360000.0,57763.00001157408,0.0863060989643268,5628.171318273675,0.0,3.407832615051086e-06,8.032285336934641e-06
1097,1097,1293,4FGL J0608.0-0835,FSRQ,3.946758089845425e-06,286.4399151286216,3482.422752865007,90720000.0,72576000.0,58494.50001157408,0.1380897583429229,3911.2394248981127,0.0,3.407832615051086e-06,5.746675688213401e-06
1098,1098,1294,4FGL J0608.0-0835,FSRQ,4.158051399404407e-06,118.19510585890993,1436.9691658913205,35532000.0,28425600.0,59474.50001157408,0.0540851553509781,5932.08269400654,0.0,3.407832615051086e-06,8.260846301806765e-06
1099,1099,1295,4FGL J0608.0-0835,FSRQ,4.031380066125462e-06,45.10630528386457,548.3845495055078,13986000.0,11188800.0,60227.00001157408,0.0212888377445339,9752.278682747934,0.0,3.407832615051086e-06,4.538567731032175e-06
1101,1101,1297,4FGL J0608.1-1521,FSRQ,1.4023946728197009e-05,245.9688064551929,3096.403594311858,21924000.0,17539200.0,54700.50001157408,0.0330672748004561,2162.5643410847124,0.8275862068965517,1.041082428792415e-05,2.5244758487718787e-05
1102,1102,1298,4FGL J0608.1-1521,FSRQ,1.318719387928501e-05,474.54908406239866,5973.909906481921,44982000.0,35985600.0,54938.50001157408,0.0678449258836944,1605.5564741102382,-0.9327731092436976,1.041082428792415e-05,3.683573709297489e-05
1103,1103,1299,4FGL J0608.1-1521,FSRQ,1.624046719832493e-05,304.48927140795445,3833.094480574872,23436000.0,18748800.0,58764.00001157408,0.0353477765108323,1806.1914028031144,0.0,1.041082428792415e-05,1.954749781733868e-05
1112,1112,1308,4FGL J0617.2+5701,BLL,8.961106000001246e-06,18.96886918080264,224.44465458893444,2646000.0,2116800.0,58302.00001157408,0.0039954337899543,10364.303196229272,0.0,7.227509097550422e-07,8.961106000001246e-06
1113,1113,1309,4FGL J0617.2+5701,BLL,3.046499462654744e-06,68.17334637550279,806.644984135742,27972000.0,22377600.0,59198.00001157408,0.0422374429223744,9376.086850055057,-0.8918918918918919,7.227509097550422e-07,4.741918591667326e-05
1114,1114,1310,4FGL J0617.2+5701,BLL,4.897493348611792e-05,59.24007954480823,700.944218894807,1512000.0,1209600.0,59579.50001157408,0.002283105022831,2509.164406376543,0.0,7.227509097550422e-07,4.897493348611792e-05
1115,1115,1311,4FGL J0617.2+5701,BLL,4.927808201250685e-07,47.83443132186845,565.9895860508321,121338000.0,97070400.0,59719.50001157408,0.1832191780821918,27830.885593883108,-0.9501557632398754,7.227509097550422e-07,5.071737076389594e-06
1116,1116,1312,4FGL J0618.9-1138,BCU,1.799348882307095e-07,1.0338338938183644,9.988229087285646,7182000.0,5745600.0,58841.00001157408,0.0109321058688147,383681.22251199227,0.0,1.4685799998519588e-07,2.1825670504712297e-07
1117,1117,1313,4FGL J0618.9-1138,BCU,1.627877234358041e-07,23.18592056405096,224.00724872542804,178038000.0,142430400.0,58921.50001157408,0.2710011507479862,85178.6185169995,-0.9660297239915074,1.4685799998519588e-07,2.931238306156128e-07
1118,1118,1314,4FGL J0620.5-2512,BCU,6.746314371674681e-06,795.6333317378252,9981.713414151684,147420000.0,117936000.0,55211.50001157408,0.2315914489311163,1739.4976511599427,0.6564102564102564,5.043085164476908e-06,1.4096597617935206e-05
1119,1119,1315,4FGL J0620.5-2512,BCU,5.044846060465305e-06,250.1920775842921,3138.8147244697466,61992000.0,49593600.0,56674.50001157408,0.0973871733966745,3587.147002668581,0.0,5.043085164476908e-06,7.658852081591549e-06
1120,1120,1316,4FGL J0620.5-2512,BCU,5.9753412195769945e-06,104.80270471840484,1314.8149050545194,21924000.0,17539200.0,57283.50001157408,0.0344418052256532,5092.6559575514975,0.0,5.043085164476908e-06,1.1133618500789587e-05
1121,1121,1317,4FGL J0620.5-2512,BCU,8.26555732938803e-06,54.98909980095269,689.8723485055832,8316000.0,6652800.0,58088.50001157408,0.013064133016627,5977.8161373361045,0.0,5.043085164476908e-06,1.2031490960530686e-05
1122,1122,1318,4FGL J0620.5-2512,BCU,5.319894323965993e-06,186.6133810538087,2341.180559713907,43848000.0,35078400.0,59096.50001157408,0.0688836104513064,4044.712122034419,0.0,5.043085164476908e-06,1.104383125481548e-05
1123,1123,1319,4FGL J0620.5-2512,BCU,1.4635321093779864e-05,8.851442197518061,111.04682998206512,756000.0,604800.0,59964.50001157408,0.001187648456057,11197.541060850404,0.0,5.043085164476908e-06,1.4635321093779864e-05
1130,1130,1329,4FGL J0629.3-1959,BLL,2.233474794019913e-06,196.542208314082,2440.6919306476,109998000.0,87998400.0,54725.00001157408,0.1668577981651376,6144.977325314197,0.0,2.288403168243108e-06,5.064132667669498e-06
1131,1131,1330,4FGL J0629.3-1959,BLL,2.99096337925222e-06,101.3003404992176,1257.963496742598,42336000.0,33868800.0,55757.50001157408,0.0642201834862385,7396.552800905829,-0.6071428571428571,2.288403168243108e-06,6.586479297827813e-06
1132,1132,1331,4FGL J0629.3-1959,BLL,2.234925939774544e-06,275.7433745086314,3424.224419099173,154224000.0,123379200.0,56580.00001157408,0.2339449541284403,5186.26399965638,0.0,2.288403168243108e-06,5.5612254448640505e-06
1136,1136,1335,4FGL J0634.9-2335,FSRQ,2.7706358697890853e-05,167.56805740484387,2152.3693860098965,7560000.0,6048000.0,59628.50001157408,0.0114942528735632,1827.0142850766103,0.9,9.081111533714147e-06,5.973986666929613e-05
1137,1137,1336,4FGL J0634.9-2335,FSRQ,9.761784878462364e-06,788.1743205149542,10123.900131019243,100926000.0,80740800.0,59758.00001157408,0.1534482758620689,1419.095087687134,-0.846441947565543,9.081111533714147e-06,2.003932236375123e-05
1138,1138,1337,4FGL J0638.6+7320,FSRQ,3.0480057290767507e-05,202.7777251440181,2581.2050772641915,8316000.0,6652800.0,60307.50001157408,0.0125570776255707,1597.857910337301,0.0,1.898487694529357e-05,5.020690182305306e-05
1139,1139,1338,4FGL J0638.6+7320,FSRQ,5.324686157427356e-05,547.462931962051,6968.783669857012,12852000.0,10281600.0,60566.50001157408,0.0194063926940639,735.8378536419125,-0.4705882352941176,1.898487694529357e-05,0.0001304016364091
1141,1141,1340,4FGL J0641.7-0320,FSRQ,1.7688760757105715e-06,3.744356877064138,37.98307528233131,2646000.0,2116800.0,55442.50001157408,0.0040229885057471,61241.236417845634,0.0,1.0607079102852034e-06,1.7688760757105715e-06
1142,1142,1341,4FGL J0641.7-0320,FSRQ,1.1532078303482515e-06,23.36491320911986,237.0156709215662,25326000.0,20260800.0,55600.00001157408,0.0385057471264367,30362.97412119216,0.0,1.0607079102852034e-06,1.946375751127895e-06
1143,1143,1342,4FGL J0641.7-0320,FSRQ,1.059052250568781e-06,62.45019311153988,633.500081384234,73710000.0,58968000.0,55887.00001157408,0.1120689655172413,19380.02952334357,0.958974358974359,1.0607079102852034e-06,2.3931852789025377e-06
1144,1144,1343,4FGL J0641.7-0320,FSRQ,1.6691287608931829e-06,43.40803020729247,440.3347579715916,32508000.0,26006400.0,56587.00001157408,0.0494252873563218,18516.16901456254,0.2790697674418604,1.0607079102852034e-06,4.988352947073065e-06
1145,1145,1344,4FGL J0641.7-0320,FSRQ,1.5505718772088052e-06,6.564501099351198,66.59085862646319,5292000.0,4233600.0,57073.50001157408,0.0080459770114942,49400.81034129732,0.0,1.0607079102852034e-06,2.4237886712158694e-06
1146,1146,1345,4FGL J0643.2-5356,BCU,3.729684534559805e-06,231.2106036664314,2919.554665111428,77490000.0,61992000.0,56513.50001157408,0.1170091324200913,4311.718882996732,0.0,2.706222176286788e-06,4.955265754929705e-06
1147,1147,1346,4FGL J0643.2-5356,BCU,2.967364573566664e-06,553.6532560277269,6991.119442004053,233226000.0,186580800.0,57273.00001157408,0.3521689497716895,3123.8078102840414,-0.1312803889789303,2.706222176286788e-06,5.765261118716291e-06
1148,1148,1347,4FGL J0643.3+0857,FSRQ,6.411298158753388e-07,1.9387765632070249,18.73410327337188,3780000.0,3024000.0,54714.50001157408,0.005688282138794,148405.5366100723,0.0,3.916799294027386e-07,8.165741235979822e-07
1149,1149,1348,4FGL J0643.3+0857,FSRQ,3.603647740414173e-07,3.596152153114111,34.74907170930376,12474000.0,9979200.0,55012.00001157408,0.0187713310580204,145343.73117609086,0.0,3.916799294027386e-07,5.588226097832345e-07
1150,1150,1349,4FGL J0643.3+0857,FSRQ,1.022342138828243e-06,1.5457813139083032,14.93664990714785,1890000.0,1512000.0,55512.50001157408,0.002844141069397,131618.05047877587,0.0,3.916799294027386e-07,1.022342138828243e-06
1151,1151,1350,4FGL J0643.3+0857,FSRQ,6.648782296631921e-07,16.68791166196239,161.2527541466505,31374000.0,25099200.0,56090.00001157408,0.0472127417519908,49672.37878717407,0.6144578313253012,3.916799294027386e-07,1.2779276735353036e-06
1152,1152,1351,4FGL J0643.3+0857,FSRQ,4.882838901762294e-07,8.121137661411048,78.47331896486229,20790000.0,16632000.0,58200.50001157408,0.0312855517633674,83088.72229978917,0.0,3.916799294027386e-07,1.2216122167354429e-06
1153,1153,1352,4FGL J0643.3+0857,FSRQ,3.6071674564641633e-07,3.3815030603877654,32.674950148839265,11718000.0,9374400.0,60129.00001157408,0.0176336746302616,149812.63962482952,0.0,3.916799294027386e-07,4.981751947679998e-07
1154,1154,1353,4FGL J0643.3+0857,FSRQ,7.326105805411763e-07,8.418574703114764,81.3474078941128,14364000.0,11491200.0,60286.50001157408,0.0216154721274175,66624.08331634596,-0.2105263157894736,3.916799294027386e-07,1.308251381042921e-06
1155,1155,1354,4FGL J0643.3+0857,FSRQ,5.555786782824196e-07,17.136713215885575,165.58945535297147,38556000.0,30844800.0,60479.00001157408,0.0580204778156996,53622.897610450345,-0.6862745098039216,3.916799294027386e-07,1.559504957534608e-06
1156,1156,1355,4FGL J0644.4-6712,FSRQ,5.315582553290364e-07,7.072701522106027,82.97073006472691,16632000.0,13305600.0,55099.50001157408,0.0251716247139588,70288.52785247526,0.0,5.423670656243864e-07,1.296392296121845e-06
1157,1157,1356,4FGL J0644.4-6712,FSRQ,5.855448399287845e-07,12.74895069080144,149.55950609096587,27216000.0,21772800.0,55260.50001157408,0.0411899313501144,49881.02355863665,0.8055555555555556,5.423670656243864e-07,1.262719768949849e-06
1158,1158,1357,4FGL J0644.4-6712,FSRQ,7.480913120045106e-07,2.940896565752132,34.50001874710026,4914000.0,3931200.0,55596.50001157408,0.0074370709382151,91883.13549702209,0.0,5.423670656243864e-07,8.839038382648943e-07
1159,1159,1358,4FGL J0644.4-6712,FSRQ,9.69039211131424e-07,8.791123723384278,103.1297519255895,11340000.0,9072000.0,55673.50001157408,0.017162471395881,46693.94489716009,-0.3333333333333333,5.423670656243864e-07,1.287974164328846e-06
1160,1160,1359,4FGL J0644.4-6712,FSRQ,7.725439805460791e-07,60.97411522617205,715.2948331771033,98658000.0,78926400.0,57490.00001157408,0.1493135011441647,19857.230516208027,0.0,5.423670656243864e-07,1.944588444182768e-06
1163,1163,1362,4FGL J0648.0-3045,FSRQ,2.068347377102719e-06,302.7266314685573,3547.5374526400665,182952000.0,146361600.0,55932.50001157408,0.275,5452.326310973817,-0.9917355371900828,1.6952411900901264e-06,5.159096209399378e-06
1164,1164,1363,4FGL J0648.0-3045,FSRQ,1.8174206820115171e-06,50.56209731010603,592.517853554827,34776000.0,27820800.0,58459.50001157408,0.0522727272727272,14232.39897959634,0.0,1.6952411900901264e-06,4.056725224484981e-06
1165,1165,1364,4FGL J0648.0-3045,FSRQ,2.0847060181381152e-06,20.17328319631892,236.4029795941128,12096000.0,9676800.0,58795.50001157408,0.0181818181818181,21038.182800397102,0.0,1.6952411900901264e-06,2.6456903637945523e-06
1166,1166,1365,4FGL J0648.0-3045,FSRQ,3.703966509312374e-06,8.960635779328495,105.0062588561394,3024000.0,2419200.0,59047.50001157408,0.0045454545454545,23682.049538382256,0.0,1.6952411900901264e-06,3.703966509312374e-06
1167,1167,1366,4FGL J0648.0-3045,FSRQ,2.00131777741259e-06,35.1015127615949,411.3411844937562,21924000.0,17539200.0,59845.50001157408,0.0329545454545454,16277.87892808336,-0.9310344827586208,1.6952411900901264e-06,4.674052976037043e-06
1168,1168,1367,4FGL J0648.0-3045,FSRQ,2.0614337417899224e-06,18.077949342000903,211.84856464912352,10962000.0,8769600.0,60174.50001157408,0.0164772727272727,22349.07778072326,0.0,1.6952411900901264e-06,3.042543918363736e-06
1169,1169,1368,4FGL J0648.7+1516,BLL,4.457796994652945e-08,6.470581493678642,70.85153945496064,181440000.0,145152000.0,54879.00001157408,0.274914089347079,271865.03124933195,0.0,4.302289363341012e-08,1.1483146847078333e-07
1170,1170,1369,4FGL J0648.7+1516,BLL,9.811626531192361e-08,1.5131882901466107,16.569101238713433,19278000.0,15422400.0,57010.50001157408,0.0292096219931271,378938.0889251291,0.0,4.302289363341012e-08,1.4448992721489294e-07
1172,1172,1371,4FGL J0650.5-2851,BCU,3.808270226121197e-07,47.33161966317896,478.06615373481947,155358000.0,124286400.0,55883.50001157408,0.2356651376146789,37283.40075267338,0.0,2.57216485824348e-07,5.73315885540044e-07
1173,1173,1372,4FGL J0650.5-2851,BCU,3.612264795167336e-07,9.0664956546864,91.57482326473736,31374000.0,25099200.0,57560.00001157408,0.047591743119266,87467.26124620523,0.0,2.57216485824348e-07,5.545800722871014e-07
1174,1174,1373,4FGL J0650.5-2851,BCU,2.9302811927602244e-07,4.962255383067874,50.12054017409112,21168000.0,16934400.0,57885.50001157408,0.0321100917431192,131268.5602928013,0.0,2.57216485824348e-07,3.473619777095561e-07
1175,1175,1374,4FGL J0650.5-2851,BCU,2.529334789147253e-07,27.152914828453586,274.2540746989538,134190000.0,107352000.0,59607.50001157408,0.2035550458715596,60400.90821764388,-0.4422535211267606,2.57216485824348e-07,4.384180301188571e-07
1176,1176,1375,4FGL J0650.7+2503,BLL,4.898003951090316e-07,10.21997912418701,125.47437557314775,26082000.0,20865600.0,54784.50001157408,0.0393835616438356,58203.95339756193,0.8840579710144928,2.831483916610841e-07,1.755170885448923e-06
1177,1177,1376,4FGL J0650.7+2503,BLL,2.800273766021961e-07,4.1493336555407,50.9428681944624,18522000.0,14817600.0,56548.50001157408,0.0279680365296803,120808.41365172173,0.0,2.831483916610841e-07,9.060990491667722e-07
1178,1178,1377,4FGL J0650.7+2503,BLL,3.130600376457808e-07,7.668217786110812,94.14547982725938,30618000.0,24494400.0,57451.50001157408,0.0462328767123287,84047.66284183733,0.0,2.831483916610841e-07,7.85708266410348e-07
1179,1179,1378,4FGL J0650.7+2503,BLL,4.175659254551769e-07,1.262719358576455,15.502861710014503,3780000.0,3024000.0,57745.50001157408,0.0057077625570776,179337.43542913,0.0,2.831483916610841e-07,7.983809803847084e-07
1180,1180,1379,4FGL J0650.7+2503,BLL,3.486123547507897e-07,29.201444173228943,358.516678845125,104706000.0,83764800.0,58316.00001157408,0.1581050228310502,40814.379732762834,0.0,2.831483916610841e-07,3.111151280705491e-06
1181,1181,1380,4FGL J0650.7+2503,BLL,3.872962429335617e-07,12.41454868948956,152.41789889272954,40068000.0,32054400.0,59320.50001157408,0.0605022831050228,59388.14025673396,-0.8584905660377359,2.831483916610841e-07,1.5460711048719752e-06
1183,1183,1382,4FGL J0654.4+4514,FSRQ,7.706042934611657e-06,81.56075841992977,1028.962257148251,13230000.0,10584000.0,54683.00001157408,0.0204918032786885,5055.142501397677,0.1428571428571428,3.19189391240007e-06,1.524116706711354e-05
1184,1184,1383,4FGL J0654.4+4514,FSRQ,3.34725059588227e-06,53.64705475032432,676.8058023815643,20034000.0,16027200.0,54861.50001157408,0.0310304449648711,9457.212216946633,0.0,3.19189391240007e-06,7.70767591679742e-06
1185,1185,1384,4FGL J0654.4+4514,FSRQ,4.259906195258235e-06,204.8231057179284,2584.0275306235417,60102000.0,48081600.0,55404.00001157408,0.0930913348946135,4290.349765888773,0.0,3.19189391240007e-06,6.270651593326714e-06
1186,1186,1385,4FGL J0654.4+4514,FSRQ,4.029111379670516e-06,24.36806562424728,307.42504474964846,7560000.0,6048000.0,56422.50001157408,0.0117096018735363,12789.881489284448,0.0,3.19189391240007e-06,5.617458719021849e-06
1187,1187,1386,4FGL J0656.3-0322,FSRQ,4.741856346589326e-07,1.1471498873668895,11.00348358086567,3024000.0,2419200.0,54749.50001157408,0.0045610034207525,225994.31858136744,0.0,2.724752786616913e-07,5.202603521966427e-07
1188,1188,1387,4FGL J0656.3-0322,FSRQ,3.158312185501601e-07,3.533772338114032,33.89601161031098,13986000.0,11188800.0,54994.50001157408,0.0210946408209806,157773.74196317265,0.0,2.724752786616913e-07,4.569076155822914e-07
1189,1189,1388,4FGL J0656.3-0322,FSRQ,4.63114903917233e-07,3.501148673614281,33.583084798719995,9450000.0,7560000.0,55162.50001157408,0.0142531356898517,130897.73366593067,-0.6,2.724752786616913e-07,8.811789729087049e-07
1190,1190,1389,4FGL J0656.3-0322,FSRQ,2.857330589118899e-07,11.405549365974126,109.40224687404825,49896000.0,39916800.0,55488.00001157408,0.0752565564424173,92330.06421109832,0.0,2.724752786616913e-07,4.377098166082456e-07
1191,1191,1390,4FGL J0656.3-0322,FSRQ,3.472668525527407e-07,6.720863757564722,64.46665324210278,24192000.0,19353600.0,56751.50001157408,0.0364880273660205,109103.17231377898,0.0,2.724752786616913e-07,4.434691563004593e-07
1192,1192,1391,4FGL J0656.3-0322,FSRQ,2.946435524761061e-07,25.57176034713828,245.28481257094452,108486000.0,86788800.0,57448.00001157408,0.1636259977194983,60722.92988357385,0.0,2.724752786616913e-07,9.099756713697736e-07
1193,1193,1392,4FGL J0656.3-0322,FSRQ,3.400752961116695e-07,11.620780958491078,111.46675241114065,42714000.0,34171200.0,58501.50001157408,0.0644241733181299,83844.8472136482,0.0,2.724752786616913e-07,4.818647542485511e-07
1194,1194,1393,4FGL J0656.3-0322,FSRQ,3.090845634821383e-07,1.6824090959459752,16.137700109994285,6804000.0,5443200.0,59618.00001157408,0.0102622576966932,231141.04070203533,0.0,2.724752786616913e-07,3.551592810198484e-07
1195,1195,1394,4FGL J0656.3-0322,FSRQ,3.032379610673152e-07,8.069526029554538,77.40304745649432,33264000.0,26611200.0,59719.50001157408,0.0501710376282782,106553.0091304174,0.0,2.724752786616913e-07,7.448746001929792e-07
1196,1196,1395,4FGL J0656.3-0322,FSRQ,4.039765412681364e-07,4.031362700622987,38.668907850079485,12474000.0,9979200.0,60069.50001157408,0.0188141391106043,130610.3743674347,0.0,2.724752786616913e-07,6.469658254253453e-07
1197,1197,1396,4FGL J0656.3-0322,FSRQ,3.8532725083620617e-07,5.360056190031963,51.41376112141037,17388000.0,13910400.0,60195.50001157408,0.0262257696693272,115979.73708139911,0.0,2.724752786616913e-07,9.0421633167756e-07
1198,1198,1397,4FGL J0656.3-0322,FSRQ,3.72452067634162e-07,5.068327736365676,48.615496234372415,17010000.0,13608000.0,60409.00001157408,0.0256556442417331,121314.88525898164,0.0,2.724752786616913e-07,7.50633939885193e-07
1201,1201,1400,4FGL J0700.5-6610,BLL,3.741845331681507e-07,16.294090007527025,191.13878613380493,54432000.0,43545600.0,54798.50001157408,0.0819112627986348,55196.95528948945,0.0,3.452388401929034e-07,1.0185481353462117e-06
1202,1202,1401,4FGL J0700.5-6610,BLL,4.262302782597435e-07,7.991306241036279,93.74249030351322,23436000.0,18748800.0,55967.50001157408,0.0352673492605233,73848.58260085936,0.8709677419354839,3.452388401929034e-07,8.602602494478137e-07
1203,1203,1402,4FGL J0700.5-6610,BLL,3.624399325244989e-07,3.288055067862254,38.57072436214444,11340000.0,9072000.0,56195.00001157408,0.0170648464163822,124849.12653068728,0.0,3.452388401929034e-07,7.01972363549416e-07
1204,1204,1403,4FGL J0700.5-6610,BLL,4.417543128536718e-07,40.87747028732681,479.5155818662471,115668000.0,92534400.0,56324.50001157408,0.1740614334470989,32073.09175419129,-0.2483660130718954,3.452388401929034e-07,1.108015201288784e-06
1205,1205,1404,4FGL J0700.5-6610,BLL,4.893160298859165e-07,1.7756300092500137,20.82913279808956,4536000.0,3628800.0,57402.50001157408,0.0068259385665529,146218.51492749387,0.0,3.452388401929034e-07,9.497273153903864e-07
1206,1206,1405,4FGL J0700.5-6610,BLL,4.5844989213572884e-07,7.90220910076513,92.69733103217293,21546000.0,17236800.0,57535.50001157408,0.0324232081911262,71606.60268113168,0.0,3.452388401929034e-07,9.084348234168912e-07
1207,1207,1406,4FGL J0700.5-6610,BLL,3.885623494705885e-07,7.402579032234076,86.83639097532651,23814000.0,19051200.0,60444.00001157408,0.0358361774744027,80362.09287220857,0.0,3.452388401929034e-07,6.393454173896152e-07
1208,1208,1407,4FGL J0701.5-4634,FSRQ,6.370240080066402e-07,5.77908180063624,63.35433331793202,11340000.0,9072000.0,55169.50001157408,0.0170261066969353,76009.42597331338,0.0,4.963276531281082e-07,1.3461087278004223e-06
1209,1209,1408,4FGL J0701.5-4634,FSRQ,6.510256522314966e-07,13.78091100643632,151.07597702292503,26460000.0,21168000.0,55603.50001157408,0.039727582292849,48689.66490823783,0.0,4.963276531281082e-07,1.324161302890633e-06
1210,1210,1409,4FGL J0701.5-4634,FSRQ,7.369945284707312e-07,40.33895331912839,442.22379651992463,68418000.0,54734400.0,55869.50001157408,0.1027241770715096,26747.335156696296,-0.7016574585635359,4.963276531281082e-07,1.543635551988528e-06
