,Unnamed: 0.1,Unnamed: 0,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
104,104,104,4FGL J0038.2-2459,FSRQ,1.840981184967936e-06,16.701381310029113,200.7698211075876,45360000.0,9072000.0,57864.50001157408,0.0170454545454545,47970.593262212526,0.0,2.3171770912686336e-06,3.871475138976689e-06
105,105,105,4FGL J0038.2-2459,FSRQ,2.4272667217024422e-06,29.360218265712746,352.94360744564057,60480000.0,12096000.0,57990.50001157408,0.0227272727272727,31509.236187097405,0.05,2.3171770912686336e-06,4.997722452133543e-06
106,106,106,4FGL J0038.2-2459,FSRQ,4.610574938235874e-06,4.182713583967585,50.28103019797377,4536000.0,907200.0,58169.00001157408,0.0017045454545454,60571.84469669005,0.0,2.3171770912686336e-06,4.610574938235874e-06
107,107,107,4FGL J0038.2-2459,FSRQ,5.170355048103367e-06,65.66764539495124,789.4006593684483,63504000.0,12700800.0,58277.50001157408,0.0238636363636363,14435.831118705475,-0.5714285714285714,2.3171770912686336e-06,1.2863856029963449e-05
108,108,108,4FGL J0038.2-2459,FSRQ,3.4667300108109434e-06,9.435052397423064,113.42018643894085,13608000.0,2721600.0,58617.00001157408,0.0051136363636363,46509.81808015336,0.0,2.3171770912686336e-06,4.592977323967799e-06
109,109,109,4FGL J0038.2-2459,FSRQ,3.835274332482361e-06,34.79360874427998,418.25921303178177,45360000.0,9072000.0,58809.50001157408,0.0170454545454545,23026.55916870429,0.4666666666666667,2.3171770912686336e-06,6.722288650404977e-06
110,110,110,4FGL J0038.2-2459,FSRQ,3.3094513332900154e-06,80.06224665495205,962.440329934498,120960000.0,24192000.0,59040.50001157408,0.0454545454545454,16341.233700169903,-0.55,2.3171770912686336e-06,9.221149876471748e-06
111,111,111,4FGL J0038.2-2459,FSRQ,3.441967653590865e-06,30.18467953493045,362.8545805836273,43848000.0,8769600.0,59362.50001157408,0.0164772727272727,26096.37107008141,-0.9310344827586208,2.3171770912686336e-06,5.332077123226984e-06
112,112,112,4FGL J0038.2-2459,FSRQ,4.820146526337506e-06,32.06747081041816,385.4878981844656,33264000.0,6652800.0,59691.50001157408,0.0125,21395.13550110789,0.3636363636363636,2.3171770912686336e-06,1.2019170545095808e-05
113,113,113,4FGL J0038.2-2459,FSRQ,3.598712117821512e-06,10.882505444292253,130.82023760159842,15120000.0,3024000.0,60237.50001157408,0.0056818181818181,42504.88820468541,0.0,2.3171770912686336e-06,4.3290131099466605e-06
114,114,114,4FGL J0038.2-2459,FSRQ,3.941865596048991e-06,25.032423281149512,300.918531871843,31752000.0,6350400.0,60325.00001157408,0.0119318181818181,26777.788315162747,0.0,2.3171770912686336e-06,6.071176922486169e-06
115,115,115,4FGL J0038.2-2459,FSRQ,3.151556739269705e-06,23.82576894887897,286.4131583382673,37800000.0,7560000.0,60556.00001157408,0.0142045454545454,30696.624123308306,-0.84,2.3171770912686336e-06,6.528714893456142e-06
116,116,116,4FGL J0038.2-2459,FSRQ,7.144631392838797e-06,6.481609599583357,77.91640557395935,4536000.0,907200.0,60657.50001157408,0.0017045454545454,39088.35382515911,0.0,2.3171770912686336e-06,7.144631392838797e-06
117,117,117,4FGL J0038.2-2459,FSRQ,5.803693185611417e-06,52.651104579866775,632.9268610416698,45360000.0,9072000.0,60720.50001157408,0.0170454545454545,15216.75551945831,-0.2666666666666666,2.3171770912686336e-06,1.2758270344354996e-05
118,118,118,4FGL J0043.8+3425,FSRQ,2.048701034648349e-07,26.949432890178244,315.0579948831252,657720000.0,131544000.0,54830.00001157408,0.2471590909090909,116403.53270838496,0.8988505747126436,1.9133144965324808e-07,5.584671364347059e-07
119,119,119,4FGL J0043.8+3425,FSRQ,2.0578025740895805e-07,3.2358533917043832,37.829422440191465,78624000.0,15724800.0,57290.50001157408,0.0295454545454545,335184.55504437425,0.0,1.9133144965324808e-07,3.500635464968766e-07
120,120,120,4FGL J0043.8+3425,FSRQ,3.843888436631073e-07,1.1623918632372363,13.589185761064876,15120000.0,3024000.0,57752.50001157408,0.0056818181818181,409184.0464731501,0.0,1.9133144965324808e-07,5.176036874272884e-07
