,Unnamed: 0.1,Unnamed: 0,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
1362,1362,1566,4FGL J0713.8+1935,FSRQ,5.4216390622574535e-06,111.48624836501249,1379.3667736106954,102816000.0,20563200.0,59621.50001157408,0.0389016018306636,10512.101417439852,0.1764705882352941,4.006943394693786e-06,1.1014334070303716e-05
1363,1363,1567,4FGL J0713.8+1935,FSRQ,3.954973396993052e-06,162.65381791409504,2012.438980788568,205632000.0,41126400.0,59866.50001157408,0.0778032036613272,10189.685768846595,0.0,4.006943394693786e-06,6.96740071871485e-06
1364,1364,1568,4FGL J0713.8+1935,FSRQ,4.0985630425434136e-06,73.12492237984257,904.7401785678044,89208000.0,17841600.0,60391.50001157408,0.0337528604118993,14928.503140874434,0.0,4.006943394693786e-06,6.717074944389765e-06
1366,1366,1570,4FGL J0719.3+3307,FSRQ,9.417907098600906e-07,8.543925319850741,100.05213660027948,45360000.0,9072000.0,54833.50001157408,0.0170648464163822,96260.18056738569,0.8666666666666667,6.906896679710145e-07,1.8065389075221456e-06
1367,1367,1571,4FGL J0719.3+3307,FSRQ,8.278253936852776e-07,11.515382356319686,134.84886224860784,69552000.0,13910400.0,55001.50001157408,0.0261660978384527,88439.03259638617,0.0,6.906896679710145e-07,1.619332803115706e-06
1368,1368,1572,4FGL J0719.3+3307,FSRQ,9.233694776026064e-07,37.97486248367583,444.6979563089084,205632000.0,41126400.0,55176.50001157408,0.0773606370875995,46112.29348695242,-0.5808823529411765,6.906896679710145e-07,2.845532786977888e-06
1369,1369,1573,4FGL J0719.3+3307,FSRQ,1.010912963794776e-06,4.891201284024644,57.27755342988475,24192000.0,4838400.0,55736.50001157408,0.0091012514220705,122797.06291416158,0.0,6.906896679710145e-07,1.3478839517263678e-06
1370,1370,1574,4FGL J0719.3+3307,FSRQ,2.1294694376232546e-06,10.303224926996355,120.65410560461832,24192000.0,4838400.0,55834.50001157408,0.0091012514220705,58294.94578561359,0.0,6.906896679710145e-07,2.677047293012092e-06
1371,1371,1575,4FGL J0719.3+3307,FSRQ,7.782759494082732e-07,21.652259533297688,253.5549817479033,139104000.0,27820800.0,55915.00001157408,0.0523321956769055,66517.22069812377,0.5543478260869565,6.906896679710145e-07,2.2371129476569577e-06
1372,1372,1576,4FGL J0719.3+3307,FSRQ,8.280125997896841e-07,3.255083132293206,38.11807922065906,19656000.0,3931200.0,56765.50001157408,0.0073947667804323,166323.27273270945,0.0,6.906896679710145e-07,9.54751132472844e-07
1373,1373,1577,4FGL J0719.3+3307,FSRQ,6.0688815301215e-07,20.554573476737907,240.70072200619248,169344000.0,33868800.0,56849.50001157408,0.0637087599544937,77311.45736430593,0.0,6.906896679710145e-07,1.057714489896386e-06
1374,1374,1578,4FGL J0719.3+3307,FSRQ,8.111373066639034e-07,5.151046352238453,60.32042345584737,31752000.0,6350400.0,57682.50001157408,0.0119453924914675,133584.97430890362,-0.9047619047619048,6.906896679710145e-07,2.077987758911484e-06
1375,1375,1579,4FGL J0719.3+3307,FSRQ,1.3402397024631052e-06,15.806250954968878,185.09632522308505,58968000.0,11793600.0,58473.50001157408,0.0221843003412969,59326.28059630804,-0.4102564102564102,6.906896679710145e-07,2.85489309219821e-06
1376,1376,1580,4FGL J0719.3+3307,FSRQ,1.928222875386332e-06,1.1661891950336536,13.656453711291965,3024000.0,604800.0,59082.50001157408,0.0011376564277588,182091.62621966653,0.0,6.906896679710145e-07,1.928222875386332e-06
1377,1377,1581,4FGL J0719.3+3307,FSRQ,1.0046176996956182e-06,41.92390214953778,490.9424916129278,208656000.0,41731200.0,59208.50001157408,0.0784982935153583,42074.7326210668,-0.8405797101449275,6.906896679710145e-07,2.770650345215312e-06
1378,1378,1582,4FGL J0719.3+3307,FSRQ,6.69612834698785e-07,6.27721855760029,73.5082652391214,46872000.0,9374400.0,60020.50001157408,0.0176336746302616,133185.5004077605,0.0,6.906896679710145e-07,9.023334232390408e-07
1380,1380,1584,4FGL J0721.3+0405,FSRQ,1.8891829732520588e-05,34.277335866685355,427.0447107701767,9072000.0,1814400.0,55817.00001157408,0.0034246575342465,10086.12700514736,0.0,7.551354674149239e-06,1.8891829732520588e-05
1381,1381,1585,4FGL J0721.3+0405,FSRQ,9.222095999951314e-06,655.3590301405402,8164.800454897605,355320000.0,71064000.0,55869.50001157408,0.1341324200913242,3301.454214317728,0.9191489361702128,7.551354674149239e-06,2.298885304800698e-05
1382,1382,1586,4FGL J0721.3+0405,FSRQ,7.582744739455769e-06,96.30692438687984,1199.84128375428,63504000.0,12700800.0,56709.50001157408,0.023972602739726,9497.665719420756,0.0,7.551354674149239e-06,1.3580873582816004e-05
1383,1383,1587,4FGL J0721.3+0405,FSRQ,8.877228717502965e-06,209.38896920548595,2608.6756608097216,117936000.0,23587200.0,56863.50001157408,0.0445205479452054,5953.110601834158,0.9743589743589745,7.551354674149239e-06,2.3595819465116075e-05
1384,1384,1588,4FGL J0721.3+0405,FSRQ,8.57915635769028e-06,461.7919650966662,5753.2422279750335,269136000.0,53827200.0,59488.50001157408,0.1015981735159817,4077.6872813998457,0.0,7.551354674149239e-06,1.760202609616376e-05
1385,1385,1589,4FGL J0721.3+0405,FSRQ,1.944821561487059e-05,235.24561607747464,2930.8110895338323,60480000.0,12096000.0,60608.50001157408,0.0228310502283105,3794.587966106613,0.0,7.551354674149239e-06,2.8603292406266108e-05
1386,1386,1590,4FGL J0725.2+1425,FSRQ,6.26662269153588e-06,43.58561414417036,548.7827226709104,34776000.0,6955200.0,54844.00001157408,0.0131278538812785,15366.63754761046,0.0,5.2614942710718805e-06,9.354615047307794e-06
1387,1387,1591,4FGL J0725.2+1425,FSRQ,1.5059623018222056e-05,327.8901600511452,4128.4368318103725,108864000.0,21772800.0,55064.50001157408,0.0410958904109589,3614.1050508604985,-0.3055555555555556,5.2614942710718805e-06,6.010218994125215e-05
1388,1388,1592,4FGL J0725.2+1425,FSRQ,9.803670783348936e-06,100.7974215260804,1269.1316735911685,51408000.0,10281600.0,55337.50001157408,0.0194063926940639,8078.859761748075,0.3529411764705882,5.2614942710718805e-06,1.8079126490392783e-05
1389,1389,1593,4FGL J0725.2+1425,FSRQ,7.1187451539524825e-06,73.19209017487785,921.555318488419,51408000.0,10281600.0,55491.50001157408,0.0194063926940639,11125.867263548142,0.3529411764705882,5.2614942710718805e-06,1.73520838701357e-05
1390,1390,1594,4FGL J0725.2+1425,FSRQ,7.335052213260343e-06,26.61743747147913,335.1378681462211,18144000.0,3628800.0,55617.50001157408,0.0068493150684931,18175.361779790528,0.0,5.2614942710718805e-06,1.2165846512301846e-05
1391,1391,1595,4FGL J0725.2+1425,FSRQ,8.743899246291845e-06,26.441551320786537,332.9233007355632,15120000.0,3024000.0,55764.50001157408,0.0057077625570776,16702.155493277292,0.0,5.2614942710718805e-06,1.076023077980482e-05
1392,1392,1596,4FGL J0725.2+1425,FSRQ,5.67308663836156e-06,65.19057317874037,820.808905506529,57456000.0,11491200.0,56002.50001157408,0.0216894977168949,13205.80176570358,0.0,5.2614942710718805e-06,8.530633411016434e-06
1393,1393,1597,4FGL J0725.2+1425,FSRQ,1.0614822255753405e-05,6.419844500279658,80.83171048901146,3024000.0,604800.0,57983.50001157408,0.0011415525114155,30764.57827595438,0.0,5.2614942710718805e-06,1.0614822255753405e-05
1394,1394,1598,4FGL J0725.2+1425,FSRQ,5.678389285392495e-06,97.87726043445336,1232.3641761962724,86184000.0,17236800.0,58067.50001157408,0.0325342465753424,10772.423053676086,0.0,5.2614942710718805e-06,1.778830944228995e-05
1395,1395,1599,4FGL J0725.2+1425,FSRQ,9.44379894205933e-06,74.25092480204727,934.8870143005794,39312000.0,7862400.0,60440.50001157408,0.0148401826484018,9590.57494776596,-0.8461538461538461,5.2614942710718805e-06,1.82245350144442e-05
1396,1396,1600,4FGL J0725.2+1425,FSRQ,7.755121282742212e-06,11.725743379506223,147.6378273771899,7560000.0,1512000.0,60804.50001157408,0.0028538812785388,26631.98455380149,-0.6,5.2614942710718805e-06,1.2165846512301846e-05
1398,1398,1602,4FGL J0726.4-4727,FSRQ,3.0327201799812816e-06,65.1137153522701,786.2505104467059,107352000.0,21470400.0,55211.50001157408,0.0406643757159221,18844.37583963255,0.0,2.2802685320080856e-06,4.832798894740754e-06
1399,1399,1603,4FGL J0726.4-4727,FSRQ,3.389625155828516e-06,55.35122294461733,668.368055157177,81648000.0,16329600.0,55484.50001157408,0.0309278350515463,19332.80658311473,0.2777777777777778,2.2802685320080856e-06,4.999447132490436e-06
1400,1400,1604,4FGL J0726.4-4727,FSRQ,3.3585174847819084e-06,29.452854934543424,355.64430782538955,43848000.0,8769600.0,55803.00001157408,0.0166093928980526,26625.44230989898,0.0,2.2802685320080856e-06,6.865907395286865e-06
1401,1401,1605,4FGL J0726.4-4727,FSRQ,2.632814908848032e-06,190.2830115961191,2297.6743714804647,361368000.0,72273600.0,56013.00001157408,0.1368843069873997,11831.063466594394,-0.6192468619246861,2.2802685320080856e-06,6.799248100186993e-06
1402,1402,1606,4FGL J0726.4-4727,FSRQ,2.3073918942070565e-06,159.08821040827277,1920.9959985058128,344736000.0,68947200.0,56877.50001157408,0.1305841924398625,13821.465891989408,0.0,2.2802685320080856e-06,5.566051140839352e-06
1403,1403,1607,4FGL J0726.4-4727,FSRQ,2.543308489964365e-06,121.51724500370538,1467.3252078359524,238896000.0,47779200.0,57717.50001157408,0.0904925544100801,15063.137196871445,0.0,2.2802685320080856e-06,7.199203870786228e-06
1404,1404,1608,4FGL J0726.4-4727,FSRQ,1.8867478743485643e-06,110.68719609738314,1336.5519685162303,293328000.0,58665600.0,58382.50001157408,0.1111111111111111,18324.32296387777,0.0,2.2802685320080856e-06,4.466172771691457e-06
1405,1405,1609,4FGL J0726.4-4727,FSRQ,1.975654536674316e-06,54.366851802018495,656.4817373645254,137592000.0,27518400.0,59086.00001157408,0.052119129438717,25551.18322669853,0.0,2.2802685320080856e-06,3.332964754993624e-06
1406,1406,1610,4FGL J0726.4-4727,FSRQ,2.012840471630609e-06,112.60634734490276,1359.7257904955682,279720000.0,55944000.0,59523.50001157408,0.1059564719358533,17589.257940398318,0.0,2.2802685320080856e-06,4.199535591291966e-06
1407,1407,1611,4FGL J0726.4-4727,FSRQ,2.4347072819400603e-06,137.67977514497207,1662.4883544162244,282744000.0,56548800.0,60195.50001157408,0.1071019473081328,14463.566653139307,-0.6256684491978609,2.2802685320080856e-06,4.799469247190818e-06
1408,1408,1612,4FGL J0729.1+5703,FSRQ,2.671694444387352e-06,34.740577199257615,383.65305451180313,65016000.0,13003200.0,58298.50001157408,0.0245714285714285,30054.449806907764,0.0,4.231543057698071e-07,2.671694444387352e-06
1409,1409,1613,4FGL J0729.1+5703,FSRQ,7.233994331612254e-07,64.97052861062251,717.4935986741314,449064000.0,89812800.0,58631.00001157408,0.1697142857142857,42234.99760718455,-0.5925925925925926,4.231543057698071e-07,2.1863223025613537e-06
1410,1410,1614,4FGL J0729.1+5703,FSRQ,8.837370319009971e-07,45.69839541441332,504.6642975005752,258552000.0,51710400.0,59768.50001157408,0.0977142857142857,45562.529877895824,-0.9181286549707602,4.231543057698071e-07,6.142320024877674e-06
1411,1411,1615,4FGL J0730.3-1141,FSRQ,1.1190998656391445e-05,1018.6315561015244,12524.050120930937,455112000.0,91022400.0,54683.00001157408,0.1708286038592508,2435.8826347559257,-0.5282392026578073,5.662319440277269e-06,2.486660905384484e-05
1412,1412,1616,4FGL J0730.3-1141,FSRQ,8.102395731265143e-06,24.501644691345792,301.24712347815006,15120000.0,3024000.0,55960.50001157408,0.0056753688989784,18458.370149807368,0.8,5.662319440277269e-06,1.576831946183239e-05
1413,1413,1617,4FGL J0730.3-1141,FSRQ,6.40876141869796e-06,32.94616070124248,405.072241717869,25704000.0,5140800.0,56832.00001157408,0.0096481271282633,17898.11657153556,0.0,5.662319440277269e-06,9.098289592012452e-06
1414,1414,1618,4FGL J0730.3-1141,FSRQ,6.099191237116456e-06,25.821536021456225,317.4751551677924,21168000.0,4233600.0,56898.50001157408,0.0079455164585698,20723.80339320048,0.0,5.662319440277269e-06,9.71303888877005e-06
1415,1415,1619,4FGL J0730.3-1141,FSRQ,5.953617555031383e-06,489.7017140304853,6020.870622048862,411264000.0,82252800.0,57045.50001157408,0.1543700340522134,4816.596535768748,-0.9779411764705882,5.662319440277269e-06,1.2079823681286804e-05
1416,1416,1620,4FGL J0730.3-1141,FSRQ,5.009346119558964e-06,86.34509719361395,1061.610862604864,86184000.0,17236800.0,58057.00001157408,0.032349602724177,12505.085977173812,0.0,5.662319440277269e-06,9.95893860747309e-06
1417,1417,1621,4FGL J0730.3-1141,FSRQ,5.066438248366076e-06,52.09109149440064,640.4586985569987,51408000.0,10281600.0,58494.50001157408,0.0192962542565266,16008.954428028832,0.0,5.662319440277269e-06,1.1833923962583764e-05
1418,1418,1622,4FGL J0730.3-1141,FSRQ,4.926776506871606e-06,23.83771545084758,293.08412967048275,24192000.0,4838400.0,58627.50001157408,0.0090805902383654,23998.39806651655,0.0,5.662319440277269e-06,6.915929588522978e-06
1419,1419,1623,4FGL J0730.3-1141,FSRQ,4.523940074839164e-06,60.193737059779984,740.0805280252737,66528000.0,13305600.0,58739.50001157408,0.0249716231555051,15760.199442029236,0.0,5.662319440277269e-06,8.729440013957893e-06
1420,1420,1624,4FGL J0730.3-1141,FSRQ,5.598316929139194e-06,50.78793118115077,624.4363743113096,45360000.0,9072000.0,58900.50001157408,0.0170261066969353,15423.656918496594,0.0,5.662319440277269e-06,7.653628744632097e-06
1421,1421,1625,4FGL J0730.5-0535,BLL,1.1311388033757369e-05,1063.795323577959,14004.406454158434,470232000.0,94046400.0,55785.50001157408,0.1814469078179696,2214.286884058376,0.0,1.1394353116451576e-05,1.7031375493122588e-05
1422,1422,1626,4FGL J0730.5-0535,BLL,3.4880257009915064e-05,52.73894859899158,694.2855037763492,7560000.0,1512000.0,56972.00001157408,0.0029171528588098,5663.42011292984,0.0,1.1394353116451576e-05,3.4880257009915064e-05
1423,1423,1627,4FGL J0730.5-0535,BLL,1.764031267229208e-05,1061.551679868124,13974.869852751724,300888000.0,60177600.0,58284.50001157408,0.1161026837806301,1775.009919829888,0.0,1.1394353116451576e-05,4.687034535707337e-05
1424,1424,1628,4FGL J0730.5-0535,BLL,6.839800398038032e-05,62.05066921100103,816.8702880368606,4536000.0,907200.0,59254.00001157408,0.0017502917152858,3728.709612082957,0.0,1.1394353116451576e-05,6.839800398038032e-05
1426,1426,1630,4FGL J0733.6+3649,BCU,7.67249458890412e-06,187.9331514584531,2439.494477975311,122472000.0,24494400.0,56055.00001157408,0.0463386727688787,6487.224511630428,0.0,5.215268118749628e-05,1.3337887931737503e-05
1427,1427,1631,4FGL J0733.8+0455,FSRQ,3.439723796977e-06,445.1938198161016,5444.657815659003,647136000.0,129427200.0,56639.50001157408,0.2517647058823529,6681.362788660496,0.0,3.4853446500425133e-06,6.866903373915442e-06
1428,1428,1632,4FGL J0734.0+5021,FSRQ,4.0334782390877234e-07,8.172149590650855,86.72909329044369,101304000.0,20260800.0,58410.50001157408,0.0386836027713625,165952.8496311297,-0.6268656716417911,2.640233588001298e-07,1.3430089927405445e-06
1429,1429,1633,4FGL J0734.0+5021,FSRQ,3.088539146657587e-07,33.80986741376301,358.81613675065466,547344000.0,109468800.0,59138.50001157408,0.2090069284064665,93238.31034449906,-0.9668508287292816,2.640233588001298e-07,6.562430305436751e-07
1430,1430,1634,4FGL J0734.4-7711,BCU,6.25755835211143e-08,2.762737042690605,26.14177671042944,220752000.0,44150400.0,59156.00001157408,0.0829545454545454,812743.0901083511,0.0,4.587995048407281e-08,7.97894099206652e-08
1431,1431,1635,4FGL J0734.4-7711,BCU,6.37248137051568e-08,6.417037760258326,60.71977378914588,503496000.0,100699200.0,59684.50001157408,0.1892045454545454,528450.0350681647,0.8588588588588588,4.587995048407281e-08,1.7139947316291046e-07
1432,1432,1636,4FGL J0738.1+1742,BLL,1.930969146831914e-06,4.087475490013796,50.63033817322438,10584000.0,2116800.0,55719.00001157408,0.0039772727272727,91886.3845406158,0.0,1.1301035905916626e-06,2.3191367095681423e-06
1433,1433,1637,4FGL J0738.1+1742,BLL,1.372214628559063e-06,5.8094078514676495,71.95940008070829,21168000.0,4233600.0,56023.50001157408,0.0079545454545454,91430.09163838674,0.8571428571428571,1.1301035905916626e-06,3.750093402705933e-06
1434,1434,1638,4FGL J0738.1+1742,BLL,1.724412467084917e-06,12.515095921115494,155.02075555058062,36288000.0,7257600.0,56079.50001157408,0.0136363636363636,55568.49469888182,-0.25,1.1301035905916626e-06,2.86191338627558e-06
1435,1435,1639,4FGL J0738.1+1742,BLL,1.2887747892730135e-06,7.404784429247027,91.72085329160905,28728000.0,5745600.0,56209.00001157408,0.0107954545454545,83564.40792484165,0.0,1.1301035905916626e-06,1.7928078109427485e-06
1436,1436,1640,4FGL J0738.1+1742,BLL,1.277773053267024e-06,66.46055426496707,823.2270372840461,260064000.0,52012800.0,56352.50001157408,0.0977272727272727,28012.84500528514,-0.0116279069767441,1.1301035905916626e-06,3.733645624623889e-06
1437,1437,1641,4FGL J0738.1+1742,BLL,1.912623548201943e-06,15.037811385382955,186.26887859932663,39312000.0,7862400.0,57892.50001157408,0.0147727272727272,48134.8182082842,0.7692307692307693,1.1301035905916626e-06,3.60206339996754e-06
1438,1438,1642,4FGL J0738.1+1742,BLL,3.6404415488256414e-06,24.21912953602723,299.995124537382,33264000.0,6652800.0,59530.50001157408,0.0125,27492.297516081333,-0.1818181818181818,1.1301035905916626e-06,6.858723460212166e-06
1439,1439,1643,4FGL J0738.1+1742,BLL,2.389582193140809e-06,153.19324690362552,1897.5589983436548,320544000.0,64108800.0,59740.50001157408,0.1204545454545454,13492.29602726524,-0.4245283018867924,1.1301035905916626e-06,5.608692325976855e-06
1440,1440,1644,4FGL J0738.1+1742,BLL,1.0773294643738534e-06,17.266574791412623,213.87590529124907,80136000.0,16027200.0,60489.50001157408,0.0301136363636363,59853.36703725421,-0.8867924528301887,1.1301035905916626e-06,2.9606000547678414e-06
1441,1441,1645,4FGL J0739.2+0137,FSRQ,7.6042937910617184e-06,25.2949228665877,307.42153964251537,16632000.0,3326400.0,55250.00001157408,0.0062713797035347,18970.46585796692,0.0,5.954937653689825e-06,8.95004301208117e-06
1442,1442,1646,4FGL J0739.2+0137,FSRQ,9.501313777318054e-06,25.85877557634881,314.2743167425133,13608000.0,2721600.0,55460.00001157408,0.0051311288483466,16785.30788877459,0.0,5.954937653689825e-06,9.501313777318054e-06
1443,1443,1647,4FGL J0739.2+0137,FSRQ,6.420683030406057e-06,17.474530935553126,212.3765007338486,13608000.0,2721600.0,55638.50001157408,0.0051311288483466,24838.77170834504,0.0,5.954937653689825e-06,6.615249182842604e-06
1444,1444,1648,4FGL J0739.2+0137,FSRQ,6.147363911507097e-06,26.025479855756448,316.3003551894692,21168000.0,4233600.0,56471.50001157408,0.0079817559863169,20800.774983047788,0.0,5.954937653689825e-06,9.40403070109978e-06
1445,1445,1649,4FGL J0739.2+0137,FSRQ,8.20420609440774e-06,19.847615383591204,241.2177539199268,12096000.0,2419200.0,56737.50001157408,0.0045610034207525,20618.25884811022,0.0,5.954937653689825e-06,9.728307621827358e-06
1446,1446,1650,4FGL J0739.2+0137,FSRQ,7.746164943880035e-06,44.50636530155713,540.907573312662,28728000.0,5745600.0,56811.00001157408,0.0108323831242873,14169.997054339668,0.0,5.954937653689825e-06,1.0798421460228368e-05
1447,1447,1651,4FGL J0739.2+0137,FSRQ,1.3077727905253548e-05,371.7422623435753,4517.965096893392,142128000.0,28425600.0,56954.50001157408,0.0535917901938426,3773.461218503864,-0.0425531914893617,5.954937653689825e-06,3.2751968993485445e-05
1448,1448,1652,4FGL J0739.2+0137,FSRQ,1.0863276844373885e-05,13.14021967095465,159.69950111299502,6048000.0,1209600.0,57332.50001157408,0.0022805017103762,22021.358292283545,0.0,5.954937653689825e-06,1.3035932213248662e-05
1449,1449,1653,4FGL J0739.2+0137,FSRQ,6.615249182842605e-06,12.002708117349624,145.87476818082533,9072000.0,1814400.0,57661.50001157408,0.0034207525655644,29526.425294472057,0.0,5.954937653689825e-06,8.074495326116709e-06
1450,1450,1654,4FGL J0739.2+0137,FSRQ,5.409823429337997e-06,39.262334520763446,477.1743085358869,36288000.0,7257600.0,57710.50001157408,0.0136830102622576,18052.749521687965,0.0,5.954937653689825e-06,7.944784557825675e-06
1451,1451,1655,4FGL J0739.2+0137,FSRQ,1.1479402993756283e-05,10.414114395935702,126.56781356865729,4536000.0,907200.0,57934.50001157408,0.0017103762827822,24063.30864666952,0.0,5.954937653689825e-06,1.1479402993756283e-05
1452,1452,1656,4FGL J0739.2+0137,FSRQ,1.1609113762047315e-05,14.042384006572432,170.6639444729917,6048000.0,1209600.0,58263.50001157408,0.0022805017103762,20606.596968637707,0.0,5.954937653689825e-06,1.2030673758993169e-05
1453,1453,1657,4FGL J0739.2+0137,FSRQ,1.1425356840301689e-05,24.18519535955061,293.93447978483835,10584000.0,2116800.0,58337.00001157408,0.0039908779931584,15827.650428400602,0.0,5.954937653689825e-06,1.2938649137030387e-05
1454,1454,1658,4FGL J0739.2+0137,FSRQ,8.674407629462728e-06,13.115704335747646,159.4015542825603,7560000.0,1512000.0,58386.00001157408,0.0028506271379703,24666.58129531124,0.0,5.954937653689825e-06,8.78790455171738e-06
1455,1455,1659,4FGL J0739.2+0137,FSRQ,9.85153285170384e-06,29.79103534355241,362.064988344238,15120000.0,3024000.0,58501.50001157408,0.0057012542759407,15357.85638956071,0.0,5.954937653689825e-06,1.4333039896158976e-05
1456,1456,1660,4FGL J0739.2+0137,FSRQ,1.0312006079137e-05,12.473402553324114,151.59534732517136,6048000.0,1209600.0,58557.50001157408,0.0022805017103762,23198.58517437529,0.0,5.954937653689825e-06,1.1738824530338346e-05
1457,1457,1661,4FGL J0739.2+0137,FSRQ,1.9705903126464044e-05,190.69008337416727,2317.54962585321,48384000.0,9676800.0,58599.50001157408,0.0182440136830102,4292.084669103709,-0.6875,5.954937653689825e-06,4.961436887131953e-05
1458,1458,1662,4FGL J0739.2+0137,FSRQ,9.306747624881508e-06,84.43081445292505,1026.12888401708,45360000.0,9072000.0,58753.50001157408,0.0171037628278221,9385.892161263318,-0.8666666666666667,5.954937653689825e-06,1.5046449121759647e-05
1459,1459,1663,4FGL J0739.2+0137,FSRQ,6.828345445035013e-06,28.90848327610023,351.338902448589,21168000.0,4233600.0,58956.50001157408,0.0079817559863169,18726.357698045653,-0.5714285714285714,5.954937653689825e-06,1.0279578387064243e-05
1460,1460,1664,4FGL J0739.2+0137,FSRQ,1.0409289155355275e-05,62.955380811588704,765.1274605562896,30240000.0,6048000.0,59033.50001157408,0.0114025085518814,10277.763876377208,0.0,5.954937653689825e-06,2.532602750882389e-05
1461,1461,1665,4FGL J0739.2+0137,FSRQ,6.654702874864459e-06,52.32193588333432,635.8940160113431,39312000.0,7862400.0,59222.50001157408,0.0148232611174458,14099.943790696769,0.9230769230769232,5.954937653689825e-06,1.2030673758993169e-05
1462,1462,1666,4FGL J0739.2+0137,FSRQ,1.1171339919065086e-05,27.025705532202256,328.4565858712047,12096000.0,2419200.0,59327.50001157408,0.0045610034207525,15142.056020627771,0.0,5.954937653689825e-06,1.563014757906929e-05
1463,1463,1667,4FGL J0739.2+0137,FSRQ,1.1187553765101462e-05,6.766232517133364,82.23332519997504,3024000.0,604800.0,59754.50001157408,0.0011402508551881,30240.22261968631,0.0,5.954937653689825e-06,1.1187553765101462e-05
1464,1464,1668,4FGL J0739.2+0137,FSRQ,9.15902147210561e-06,52.62407377012999,639.566045170434,28728000.0,5745600.0,59782.50001157408,0.0108323831242873,11984.175737937436,-0.6842105263157895,5.954937653689825e-06,1.974846447230954e-05
1465,1465,1669,4FGL J0739.2+0137,FSRQ,8.831141474481058e-06,85.45718982025831,1038.602924651279,48384000.0,9676800.0,59950.50001157408,0.0182440136830102,9577.276860067344,0.25,5.954937653689825e-06,1.640841218881548e-05
1466,1466,1670,4FGL J0739.2+0137,FSRQ,1.3001010083324153e-05,102.21914167912782,1242.3191041804926,39312000.0,7862400.0,60097.50001157408,0.0148232611174458,7217.259242116133,0.3076923076923077,5.954937653689825e-06,2.5585449045405955e-05
1467,1467,1671,4FGL J0739.2+0137,FSRQ,6.550393798697089e-06,11.885034508355998,144.44462339473878,9072000.0,1814400.0,60202.50001157408,0.0034207525655644,29818.7637886373,0.0,5.954937653689825e-06,6.842243027351909e-06
1468,1468,1672,4FGL J0739.2+0137,FSRQ,6.7936014892427735e-06,12.326310542082089,149.80766634256324,9072000.0,1814400.0,60251.50001157408,0.0034207525655644,28751.27477652942,0.0,5.954937653689825e-06,7.847501481607404e-06
1469,1469,1673,4FGL J0739.2+0137,FSRQ,1.1803679914483862e-05,7.13886561227984,86.76211702258236,3024000.0,604800.0,60433.50001157408,0.0011402508551881,28661.77092252698,0.0,5.954937653689825e-06,1.1803679914483862e-05
1470,1470,1674,4FGL J0739.2+0137,FSRQ,1.4127664513031509e-05,34.17764598992583,415.3776078700189,12096000.0,2419200.0,60545.50001157408,0.0045610034207525,11973.505067436849,-0.25,5.954937653689825e-06,1.712182141441615e-05
1471,1471,1675,4FGL J0739.2+0137,FSRQ,5.557295728968879e-06,38.65210325412435,469.7578702048575,34776000.0,6955200.0,60657.50001157408,0.0131128848346636,17951.664347095157,0.0,5.954937653689825e-06,8.009639941971192e-06
1472,1472,1676,4FGL J0739.8-6722,BCU,4.75123314694634e-13,4.5258346464552034e-05,0.0002898919929173,476280000.0,95256000.0,56807.50001157408,0.1937269372693727,107654202990.2791,0.0,4.2931707351283933e-13,7.912772458600838e-13
1473,1473,1677,4FGL J0739.8-6722,BCU,4.392817405899024e-13,3.307686079024223e-05,0.0002118662709307,376488000.0,75297600.0,58239.00001157408,0.1531365313653136,130963352509.3611,0.9518072289156626,4.2931707351283933e-13,9.834445769975324e-13
1474,1474,1678,4FGL J0739.8-6722,BCU,4.964991234852949e-13,3.30310936872297e-05,0.000211573120214,332640000.0,66528000.0,59124.50001157408,0.1353013530135301,123271528921.7923,0.0,4.2931707351283933e-13,8.534490294633758e-13
1475,1475,1679,4FGL J0742.6+5443,FSRQ,1.2455954165278003e-05,7.533361079160137,95.80139305412423,3024000.0,604800.0,54917.50001157408,0.0011627906976744,25957.44759180244,0.0,6.323271658840917e-06,1.2455954165278003e-05
1476,1476,1680,4FGL J0742.6+5443,FSRQ,8.724217626842689e-06,29.02023751392952,369.0489744726206,16632000.0,3326400.0,54987.50001157408,0.0063953488372093,15802.619786699604,0.0,6.323271658840917e-06,1.3802543804767516e-05
1477,1477,1681,4FGL J0742.6+5443,FSRQ,1.0469734447030973e-05,12.664190787128662,161.04990940450074,6048000.0,1209600.0,55106.50001157408,0.0023255813953488,21836.71098431694,0.0,6.323271658840917e-06,1.1513341417635343e-05
1478,1478,1682,4FGL J0742.6+5443,FSRQ,7.574566722128515e-06,9.162195907086652,116.51520776852948,6048000.0,1209600.0,55197.50001157408,0.0023255813953488,30183.07605793919,0.0,6.323271658840917e-06,8.214196800886036e-06
1479,1479,1683,4FGL J0742.6+5443,FSRQ,7.2424079443877695e-06,28.4713541109772,362.0688504516725,19656000.0,3931200.0,55372.50001157408,0.0075581395348837,17510.415276592365,0.0,6.323271658840917e-06,1.063805815196716e-05
