,Name,Class,Average Photon Flux (ph/cm2/s) (0.2-5 MeV),Photon Fluence (ph/cm2) (0.2-5 MeV),Source Counts (ph) (0.2-5 MeV),Background Counts,Duration (s),Start Time (MJD),Coverage,MDP99 (%),Asymmetry,Average Flux of Entire Source (0.2-5 MeV)
0,0,0,0,0,0.0,0,0.0,0,0.0,,0,0
1,4FGL J0001.5+2113,FSRQ,6.5939034506037195e-06,17.945967631163082,209.30448543259422,68040.0,2721600.0,56765.50001157408,0.005136986301369863,1784.8701108694322,0.0,4.178316427339017e-06
2,4FGL J0001.5+2113,FSRQ,6.2325936724884485e-06,7.538945306242027,87.92699844656927,30240.0,1209600.0,56814.50001157408,0.00228310502283105,2832.2732626957168,0.0,4.178316427339017e-06
3,4FGL J0001.5+2113,FSRQ,7.935911197889019e-06,76.79422547973246,895.6538972197119,241920.0,9676800.0,56870.50001157408,0.0182648401826484,786.74530203398,0.0,4.178316427339017e-06
4,4FGL J0001.5+2113,FSRQ,7.684284745273024e-06,25.56100477667619,298.1189458200062,83160.0,3326400.0,57280.00001157408,0.006278538812785388,1385.7368199027271,0.0,4.178316427339017e-06
5,4FGL J0001.5+2113,FSRQ,8.51658762700285e-06,30.90499318086794,360.4460805884206,90720.0,3628800.0,57416.50001157408,0.00684931506849315,1197.314672192329,-0.8333333333333334,4.178316427339017e-06
6,4FGL J0001.5+2113,FSRQ,7.089782686894579e-06,55.742707397439936,650.129261805911,196560.0,7862400.0,57465.50001157408,0.014840182648401826,976.7893877606875,0.8461538461538461,4.178316427339017e-06
7,4FGL J0001.5+2113,FSRQ,9.852143413964659e-06,14.896440841914563,173.73774149574442,37800.0,1512000.0,57570.50001157408,0.0028538812785388126,1603.92308887517,0.0,4.178316427339017e-06
8,4FGL J0001.5+2113,FSRQ,7.222066307698416e-06,54.59882128620002,636.7880757062097,189000.0,7560000.0,57644.00001157408,0.014269406392694063,977.9179337503238,0.0,4.178316427339017e-06
9,4FGL J0001.5+2113,FSRQ,7.958032204712402e-06,33.69112514187042,392.9408408838919,105840.0,4233600.0,57801.50001157408,0.007990867579908675,1186.1468759953686,0.0,4.178316427339017e-06
10,4FGL J0001.5+2113,FSRQ,6.2918226682580606e-06,190.26471748812375,2219.064449925607,756000.0,30240000.0,57990.50001157408,0.05707762557077625,561.1299783856432,0.98,4.178316427339017e-06
11,4FGL J0001.5+2113,FSRQ,4.541373572694417e-06,41.19934105148375,480.509441238967,226800.0,9072000.0,58393.00001157408,0.017123287671232876,1418.780494974563,0.7666666666666667,4.178316427339017e-06
12,4FGL J0001.5+2113,FSRQ,6.987473030336428e-06,16.904094754989888,197.15308347336344,60480.0,2419200.0,60706.50001157408,0.0045662100456621,1786.6729470871117,0.0,4.178316427339017e-06
13,4FGL J0003.3-1928,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
14,4FGL J0004.3+4614,FSRQ,nan,nan,,2199960.0,87998400.0,59376.50001157408,0.17787286063569682,,0.0,7.210187682267299e-06
15,4FGL J0004.4-4737,FSRQ,nan,nan,,498960.0,19958400.0,59537.50001157408,0.0375,,0.6666666666666666,3.001727450164518e-06
16,4FGL J0004.4-4001,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
17,4FGL J0005.9+3824,FSRQ,nan,nan,,937440.0,37497600.0,54910.50001157408,0.07276995305164319,,0.0,7.609282714233596e-07
18,4FGL J0005.9+3824,FSRQ,nan,nan,,385560.0,15422400.0,57990.50001157408,0.02992957746478873,,0.0,7.609282714233596e-07
19,4FGL J0005.9+3824,FSRQ,8.217082251669864e-07,101.38170345452265,1101.1265234915545,3084480.0,123379200.0,58407.00001157408,0.23943661971830985,2281.2206713665496,0.0,7.609282714233596e-07
20,4FGL J0007.7+4008,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
21,4FGL J0009.1-5012,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
22,4FGL J0009.3+5030,BLL,3.484404079386788e-07,34.24472329221335,412.29246786063516,2457000.0,98280000.0,54690.00001157408,0.18486916951080773,5437.129159999611,0.4553846153846154,3.097343386334063e-07
23,4FGL J0009.3+5030,BLL,3.4970198311562546e-07,13.007235202382311,156.60179397195873,929880.0,37195200.0,56139.00001157408,0.06996587030716724,8806.21582228434,-0.8861788617886179,3.097343386334063e-07
24,4FGL J0009.3+5030,BLL,nan,nan,,325080.0,13003200.0,56867.00001157408,0.024459613196814563,,0.0,3.097343386334063e-07
25,4FGL J0009.3+5030,BLL,3.5113680591653937e-07,29.306720550128574,352.84093369392036,2086560.0,83462400.0,57297.50001157408,0.15699658703071673,5854.761798733906,-0.7681159420289855,3.097343386334063e-07
26,4FGL J0009.3+5030,BLL,nan,nan,,468720.0,18748800.0,60573.50001157408,0.03526734926052332,,0.0,3.097343386334063e-07
27,4FGL J0010.6+2043,FSRQ,0.00021310427048285433,19526.14761238659,264793.61039629026,2290680.0,91627200.0,56594.00001157408,0.19104665825977302,8.633049609185642,0.0,0.00015255395953227803
28,4FGL J0010.6+2043,FSRQ,nan,nan,,3099600.0,123984000.0,58036.00001157408,0.25851197982345525,,0.0,0.00015255395953227803
29,4FGL J0010.6+2043,FSRQ,0.000159269955501882,3756.7322944139914,50944.954799951716,589680.0,23587200.0,59677.50001157408,0.04918032786885246,22.46657046919931,0.46153846153846156,0.00015255395953227803
30,4FGL J0010.6-3025,FSRQ,nan,nan,,1232280.0,49291200.0,55477.50001157408,0.0930365296803653,,0.0,6.01689776735826e-07
31,4FGL J0010.6-3025,FSRQ,6.848686975492131e-07,20.503325119749324,230.10333164618075,748440.0,29937600.0,56247.50001157408,0.05650684931506849,5377.227066772773,0.9494949494949495,6.01689776735826e-07
32,4FGL J0010.6-3025,FSRQ,6.425776087386957e-07,88.21922287269204,990.0607330608224,3432240.0,137289600.0,58288.00001157408,0.2591324200913242,2676.243678484374,-0.9911894273127754,6.01689776735826e-07
33,4FGL J0011.4+0057,FSRQ,nan,nan,,234360.0,9374400.0,54812.50001157408,0.018065268065268064,,0.0,2.353260516683529e-06
34,4FGL J0011.4+0057,FSRQ,2.555870906935426e-06,433.59429822633007,5335.241365208439,4241160.0,169646400.0,55579.00001157408,0.3269230769230769,552.3282882025843,0.9536541889483066,2.353260516683529e-06
35,4FGL J0011.4+0057,FSRQ,nan,nan,,83160.0,3326400.0,57556.50001157408,0.00641025641025641,,0.0,2.353260516683529e-06
36,4FGL J0011.4+0057,FSRQ,nan,nan,,15120.0,604800.0,58557.50001157408,0.0011655011655011655,,0.0,2.353260516683529e-06
37,4FGL J0011.4+0057,FSRQ,2.7574609271330957e-06,260.16312952189503,3201.2254220251793,2358720.0,94348800.0,59597.00001157408,0.18181818181818182,686.5188792662303,-0.8846153846153846,2.353260516683529e-06
38,4FGL J0014.1+1910,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
39,4FGL J0014.3-0500,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
40,4FGL J0014.9+3212,BCU,nan,nan,,3424680.0,136987200.0,56587.00001157408,0.26184971098265897,,0.0,3.7400754794385553e-07
41,4FGL J0016.2-0016,FSRQ,nan,nan,,166320.0,6652800.0,55967.50001157408,0.012716763005780347,,0.0,8.830894561022233e-07
42,4FGL J0016.2-0016,FSRQ,1.0825418131774728e-06,42.88424440393768,450.43202748972993,990360.0,39614400.0,56559.00001157408,0.07572254335260116,3160.1089779609233,0.0,8.830894561022233e-07
43,4FGL J0016.2-0016,FSRQ,9.892543499908537e-07,80.17233813717876,842.0852300805786,2026080.0,81043200.0,57024.50001157408,0.15491329479768787,2417.6783130309523,0.0,8.830894561022233e-07
44,4FGL J0016.2-0016,FSRQ,9.686170039924686e-07,158.75710184796878,1667.495469669697,4097520.0,163900800.0,58358.00001157408,0.3132947976878613,1736.2820138606942,0.0,8.830894561022233e-07
45,4FGL J0017.0-0649,BCU,nan,nan,,2880360.0,115214400.0,56233.50001157408,0.2199769053117783,,0.0,5.389424235991325e-06
46,4FGL J0017.0-0649,BCU,nan,nan,,793800.0,31752000.0,58025.50001157408,0.06062355658198614,,0.0,5.389424235991325e-06
47,4FGL J0017.0-0649,BCU,nan,nan,,589680.0,23587200.0,58484.00001157408,0.04503464203233257,,0.0,5.389424235991325e-06
48,4FGL J0017.5-0514,FSRQ,3.74431125265147e-06,50.9525875260812,613.9294638227499,340200.0,13608000.0,54683.00001157408,0.025597269624573378,1359.8037331348912,0.8,2.6769784768534134e-06
49,4FGL J0017.5-0514,FSRQ,3.4707950998289526e-06,87.11418036962685,1049.6417285639795,627480.0,25099200.0,56097.00001157408,0.047212741751990896,1080.0847437737275,0.0,2.6769784768534134e-06
50,4FGL J0017.5-0514,FSRQ,3.962335962166554e-06,9.585683159673327,115.49822311930039,60480.0,2419200.0,56429.50001157408,0.004550625711035267,3047.761052652106,-0.5,2.6769784768534134e-06
51,4FGL J0017.5-0514,FSRQ,nan,nan,,415800.0,16632000.0,56660.50001157408,0.03128555176336746,,0.0,2.6769784768534134e-06
52,4FGL J0017.5-0514,FSRQ,3.1874885657477873e-06,308.4468935302819,3716.4871335711523,2419200.0,96768000.0,58550.50001157408,0.1820250284414107,598.925254971859,0.95,2.6769784768534134e-06
53,4FGL J0017.5-0514,FSRQ,3.872118840987898e-06,11.709287375147404,141.08560269468273,75600.0,3024000.0,59747.50001157408,0.005688282138794084,2789.453348275737,0.0,2.6769784768534134e-06
54,4FGL J0017.5-0514,FSRQ,3.298337950291649e-06,20.94576531953209,252.3762402722964,158760.0,6350400.0,59908.50001157408,0.011945392491467578,2259.4515601391768,-0.6190476190476191,2.6769784768534134e-06
55,4FGL J0019.2-5640,BCU,1.911877831980396e-05,2925.448393337811,39091.613875568626,3825360.0,153014400.0,55120.50001157408,0.29282407407407407,71.91117318142845,0.0,1.6739048707718336e-05
56,4FGL J0019.2-5640,BCU,1.8694303564895413e-05,1136.284637002899,15183.723761326577,1519560.0,60782400.0,57448.00001157408,0.11631944444444445,116.67442694179672,0.0,1.6739048707718336e-05
57,4FGL J0019.2-5640,BCU,2.0121767989547143e-05,2872.036286098434,38377.88893779938,3568320.0,142732800.0,58662.50001157408,0.27314814814814814,70.76358690746378,0.9915254237288136,1.6739048707718336e-05
58,4FGL J0019.6+7327,FSRQ,6.9189599215426465e-06,698.8260224116817,8576.52434729487,2525040.0,101001600.0,56275.50001157408,0.1928406466512702,265.396477317591,0.9940119760479041,5.854536360561238e-06
59,4FGL J0021.5-2552,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
60,4FGL J0021.9-5140,BLL,8.48936452724575e-07,91.90518122280031,1149.0649714590818,2706480.0,108259200.0,58386.00001157408,0.20410490307867732,2047.7929122598064,0.0,5.833753792192059e-07
61,4FGL J0021.9-5140,BLL,6.392791334120763e-07,5.026268258539109,62.842036936336626,196560.0,7862400.0,60241.00001157408,0.014823261117445839,10090.269558347196,0.0,5.833753792192059e-07
62,4FGL J0021.9-5140,BLL,5.860566273251495e-07,20.026258223653148,250.38274804560638,854280.0,34171200.0,60395.00001157408,0.06442417331812998,5279.5315571162355,0.8849557522123894,5.833753792192059e-07
63,4FGL J0022.5+0608,BLL,1.8269657679264277e-06,40.88310916835043,515.5859548827996,559440.0,22377600.0,54812.50001157408,0.04214123006833713,2075.4474900750383,0.0,1.8041652623189981e-06
64,4FGL J0022.5+0608,BLL,2.4127268046155135e-06,33.56199494292364,423.2577600486144,347760.0,13910400.0,55330.50001157408,0.02619589977220957,1993.586345556217,0.0,1.8041652623189981e-06
65,4FGL J0022.5+0608,BLL,3.2047581699414542e-06,28.10444724711858,354.4314159348844,219240.0,8769600.0,55782.00001157408,0.01651480637813212,1890.6645845068979,0.0,1.8041652623189981e-06
66,4FGL J0022.5+0608,BLL,nan,nan,,136080.0,5443200.0,55978.00001157408,0.010250569476082005,,0.0,1.8041652623189981e-06
67,4FGL J0022.5+0608,BLL,2.0136484405161027e-06,66.98200172532763,844.7248759213635,831600.0,33264000.0,56135.50001157408,0.06264236902050115,1544.5374981711689,-0.6909090909090909,1.8041652623189981e-06
68,4FGL J0022.5+0608,BLL,2.275897599495164e-06,87.40539212909188,1102.2887808559906,960120.0,38404800.0,56531.00001157408,0.07232346241457858,1271.898826488034,0.0,1.8041652623189981e-06
69,4FGL J0022.5+0608,BLL,1.8947178519903453e-06,174.75361692477352,2203.8566117944238,2305800.0,92232000.0,57385.00001157408,0.17369020501138951,985.7594921296295,0.0,1.8041652623189981e-06
70,4FGL J0022.5+0608,BLL,2.579379008196453e-06,109.98059390308364,1386.9896561095313,1065960.0,42638400.0,58491.00001157408,0.08029612756264237,1065.1619155926462,0.0,1.8041652623189981e-06
71,4FGL J0022.5+0608,BLL,3.3267330129878375e-06,26.156105641315573,329.86044793122073,196560.0,7862400.0,59019.50001157408,0.014806378132118452,1923.611960144813,0.0,1.8041652623189981e-06
72,4FGL J0023.7-6820,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
73,4FGL J0023.7+4457,FSRQ,nan,nan,,990360.0,39614400.0,57276.50001157408,0.07554786620530565,,0.0,6.241147105987391e-07
74,4FGL J0023.7+4457,FSRQ,nan,nan,,143640.0,5745600.0,57756.00001157408,0.010957324106113034,,0.0,6.241147105987391e-07
75,4FGL J0023.7+4457,FSRQ,nan,nan,,869400.0,34776000.0,57829.50001157408,0.06632064590542099,,0.0,6.241147105987391e-07
76,4FGL J0024.7+0349,FSRQ,5.1286448046123514e-05,7552.893660014955,101271.13872448614,3681720.0,147268800.0,55085.50001157408,0.2808535178777393,27.46426659446068,0.0,4.810480937594323e-05
77,4FGL J0024.7+0349,FSRQ,6.161709207022189e-05,9465.56839015383,126916.77292110605,3840480.0,153619200.0,56856.50001157408,0.29296424452133796,22.442427684911628,0.952755905511811,4.810480937594323e-05
78,4FGL J0024.7+0349,FSRQ,6.911173897596554e-05,5872.728552439286,78743.05328484555,2124360.0,84974400.0,58911.00001157408,0.16205305651672433,26.95511524530006,-0.9110320284697508,4.810480937594323e-05
79,4FGL J0024.7+0349,FSRQ,4.8154091246287266e-05,2723.0560750680493,36511.43547706525,1413720.0,56548800.0,60111.50001157408,0.10784313725490197,47.1656459798271,0.9411764705882353,4.810480937594323e-05
80,4FGL J0025.7-4801,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
81,4FGL J0030.2-1647,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
82,4FGL J0030.3-4224,FSRQ,1.5513195578506497e-05,65.6766648011651,845.7624057176567,105840.0,4233600.0,55257.00001157408,0.007954545454545454,552.2565725963237,0.0,7.666453996830661e-06
83,4FGL J0030.3-4224,FSRQ,8.462079650621437e-06,547.6116376784554,7051.961872365054,1617840.0,64713600.0,56849.50001157408,0.1215909090909091,258.486774369574,0.0,7.666453996830661e-06
84,4FGL J0030.3-4224,FSRQ,1.5580132443820688e-05,37.69145640809101,485.3781315360539,60480.0,2419200.0,57619.50001157408,0.004545454545454545,727.4404853657164,0.0,7.666453996830661e-06
85,4FGL J0030.3-4224,FSRQ,8.68351949600352e-06,417.5175109990428,5376.652660436775,1202040.0,48081600.0,58907.50001157408,0.0903409090909091,292.2487328546267,0.5974842767295597,7.666453996830661e-06
86,4FGL J0030.3-4224,FSRQ,9.689481594580445e-06,521.5576636878005,6716.447397207803,1345680.0,53827200.0,59845.50001157408,0.10113636363636364,247.5987400433343,-0.9775280898876404,7.666453996830661e-06
87,4FGL J0030.6-0212,BCU,1.8850713525017559e-06,60.424831161632284,714.2075648586608,801360.0,32054400.0,55988.50001157408,0.06162790697674419,1793.1592753612115,-0.8490566037735849,1.4922424704440776e-06
88,4FGL J0030.6-0212,BCU,nan,nan,,30240.0,1209600.0,56548.50001157408,0.002325581395348837,,0.0,1.4922424704440776e-06
89,4FGL J0030.6-0212,BCU,nan,nan,,30240.0,1209600.0,56604.50001157408,0.002325581395348837,,0.0,1.4922424704440776e-06
90,4FGL J0030.6-0212,BCU,1.8540904164105195e-06,100.9218495460574,1192.8729798601341,1360800.0,54432000.0,56653.50001157408,0.10465116279069768,1399.0371716666,0.35555555555555557,1.4922424704440776e-06
91,4FGL J0030.6-0212,BCU,1.7655893072917145e-06,117.46112543550318,1388.3634054093438,1663200.0,66528000.0,57367.50001157408,0.12790697674418605,1328.8816566309692,-0.9636363636363636,1.4922424704440776e-06
92,4FGL J0030.6-0212,BCU,1.8057115327356621e-06,71.53217894240362,845.4938532609048,990360.0,39614400.0,58151.50001157408,0.07616279069767441,1683.8656323326816,0.5038167938931297,1.4922424704440776e-06
93,4FGL J0030.6-0212,BCU,1.5839923016630476e-06,20.117969424962034,237.78975756620036,317520.0,12700800.0,58683.50001157408,0.02441860465116279,3389.932076063407,0.9047619047619048,1.4922424704440776e-06
94,4FGL J0030.6-0212,BCU,1.8228401584223473e-06,7.71717609469685,91.2152411553386,105840.0,4233600.0,58991.50001157408,0.00813953488372093,5102.471693147966,-0.5714285714285714,1.4922424704440776e-06
95,4FGL J0030.6-0212,BCU,nan,nan,,166320.0,6652800.0,59131.50001157408,0.012790697674418604,,0.0,1.4922424704440776e-06
96,4FGL J0030.6-0212,BCU,nan,nan,,136080.0,5443200.0,59285.50001157408,0.010465116279069767,,0.0,1.4922424704440776e-06
97,4FGL J0030.6-0212,BCU,1.5360794011215333e-06,58.99282218419226,697.2815490970713,960120.0,38404800.0,59383.50001157408,0.07383720930232558,2010.2416505423641,-0.968503937007874,1.4922424704440776e-06
98,4FGL J0030.6-0212,BCU,1.5098706350133546e-06,8.218527840504692,97.14110313339272,136080.0,5443200.0,59901.50001157408,0.010465116279069767,5432.317095161767,0.0,1.4922424704440776e-06
99,4FGL J0030.6-0212,BCU,1.5280939176979474e-06,41.58860406406734,491.5677059157241,680400.0,27216000.0,59992.50001157408,0.05232558139534884,2400.4445136017694,0.0,1.4922424704440776e-06
100,4FGL J0032.3-5522,BCU,1.187871165455333e-07,3.2688313879466038,33.238914240913296,687960.0,27518400.0,55197.50001157408,0.054819277108433734,35684.6378519481,-0.23076923076923078,8.769623756276533e-08
101,4FGL J0033.5-1921,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333
102,4FGL J0034.0-4116,BCU,2.3508205076264885e-05,1976.2689777873754,26071.373028011963,2101680.0,84067200.0,59051.00001157408,0.16087962962962962,80.00784513525896,0.24820143884892087,2.2553829639264758e-05
103,4FGL J0035.2+1514,BLL,nan,nan,,1648080.0,65923200.0,56268.50001157408,0.12557603686635946,,0.0,4.35160460813682e-09
104,4FGL J0035.2+1514,BLL,4.800574579523598e-09,0.7635909139980144,7.288801269303516,3976560.0,159062400.0,57360.50001157408,0.3029953917050691,391231.7534179588,-0.8631178707224335,4.35160460813682e-09
105,4FGL J0035.8+6131,BCU,1.3600278435815586e-05,1213.2536387022367,15000.158826355992,2230200.0,89208000.0,56307.00001157408,0.16993087557603687,142.84587776852368,0.0,1.024759410574308e-05
106,4FGL J0035.8+6131,BCU,1.402265400032037e-05,1518.081303951483,18768.920153374904,2706480.0,108259200.0,59397.50001157408,0.20622119815668202,125.7765965705124,0.8603351955307262,1.024759410574308e-05
107,4FGL J0035.9+5950,BLL,8.725647874473451e-08,3.1135903823441105,35.96284646892915,892080.0,35683200.0,56699.00001157408,0.06696935300794551,37557.15043389551,0.0,7.390121839765958e-08
108,4FGL J0035.9+5950,BLL,nan,nan,,287280.0,11491200.0,60587.50001157408,0.021566401816118047,,0.0,7.390121839765958e-08
109,4FGL J0036.9+1832,BCU,nan,nan,,3152520.0,126100800.0,54816.00001157408,0.24104046242774566,,0.9904076738609112,4.028265712333759e-06
110,4FGL J0037.8+1239,BLL,nan,nan,,491400.0,19656000.0,55659.50001157408,0.036931818181818184,,0.0,5.527989278876823e-05
111,4FGL J0037.8+1239,BLL,nan,nan,,2532600.0,101304000.0,55939.50001157408,0.1903409090909091,,0.0,5.527989278876823e-05
112,4FGL J0037.8+1239,BLL,nan,nan,,665280.0,26611200.0,59908.50001157408,0.05,,0.0,5.527989278876823e-05
113,4FGL J0038.2-2459,FSRQ,1.918517046954584e-06,16.24446753997385,195.27719183503146,211680.0,8467200.0,57717.50001157408,0.015909090909090907,3370.735369810423,0.0,1.5864299862839207e-06
114,4FGL J0038.2-2459,FSRQ,1.8409811849679356e-06,16.701381310029113,200.76982110758757,226800.0,9072000.0,57864.50001157408,0.017045454545454544,3393.526699303598,0.0,1.5864299862839207e-06
115,4FGL J0038.2-2459,FSRQ,2.4272667217024422e-06,29.360218265712742,352.94360744564057,302400.0,12096000.0,57990.50001157408,0.022727272727272728,2229.3327924921896,0.05,1.5864299862839207e-06
116,4FGL J0038.2-2459,FSRQ,nan,nan,,22680.0,907200.0,58169.00001157408,0.0017045454545454545,,0.0,1.5864299862839207e-06
117,4FGL J0038.2-2459,FSRQ,2.3255247255262237e-06,29.536024433963462,355.0569998827147,317520.0,12700800.0,58277.50001157408,0.023863636363636365,2270.7335876575416,-0.5714285714285714,1.5864299862839207e-06
118,4FGL J0038.2-2459,FSRQ,3.4667300108109434e-06,9.435052397423064,113.42018643894085,68040.0,2721600.0,58617.00001157408,0.005113636363636364,3291.467022557744,0.0,1.5864299862839207e-06
119,4FGL J0038.2-2459,FSRQ,2.188556627806367e-06,19.854585727459362,238.6749664995421,226800.0,9072000.0,58809.50001157408,0.017045454545454544,2854.8223553403877,0.4666666666666667,1.5864299862839207e-06
