,Name,Class,Average Photon Flux (ph/cm2/s) (0.2-5 MeV),Photon Fluence (ph/cm2) (0.2-5 MeV),Source Counts (ph) (0.2-5 MeV),Background Counts,Duration (s),Coverage,MDP99 (%),Asymmetry
110,4FGL J0037.8+1239,BLL,nan,nan,,2457000.0,19656000.0,0.036931818181818184,,0.0
111,4FGL J0037.8+1239,BLL,nan,nan,,12663000.0,101304000.0,0.1903409090909091,,0.0
112,4FGL J0037.8+1239,BLL,nan,nan,,3326400.0,26611200.0,0.05,,0.0
113,4FGL J0038.2-2459,FSRQ,1.918517046954584e-06,16.24446753997385,195.27719183503146,1058400.0,8467200.0,0.015909090909090907,7534.414213606303,0.0
114,4FGL J0038.2-2459,FSRQ,1.8409811849679356e-06,16.701381310029113,200.76982110758757,1134000.0,9072000.0,0.017045454545454544,7585.471383608572,0.0
115,4FGL J0038.2-2459,FSRQ,2.4272667217024422e-06,29.360218265712742,352.94360744564057,1512000.0,12096000.0,0.022727272727272728,4982.614587212046,0.05
116,4FGL J0038.2-2459,FSRQ,nan,nan,,113400.0,907200.0,0.0017045454545454545,,0.0
117,4FGL J0038.2-2459,FSRQ,2.3255247255262237e-06,29.536024433963462,355.0569998827147,1587600.0,12700800.0,0.023863636363636365,5075.245580538892,-0.5714285714285714
118,4FGL J0038.2-2459,FSRQ,3.4667300108109434e-06,9.435052397423064,113.42018643894085,340200.0,2721600.0,0.005113636363636364,7355.043040607967,0.0
119,4FGL J0038.2-2459,FSRQ,2.188556627806367e-06,19.854585727459362,238.6749664995421,1134000.0,9072000.0,0.017045454545454544,6380.891985256875,0.4666666666666667
120,4FGL J0038.2-2459,FSRQ,2.40775099735625e-06,58.24831212804239,700.2117363037207,3024000.0,24192000.0,0.045454545454545456,3551.7944158041387,-0.55
121,4FGL J0038.2-2459,FSRQ,2.2887457117059457e-06,20.071384393376462,241.28113592736082,1096200.0,8769600.0,0.016477272727272726,6205.908354382401,-0.9310344827586207
122,4FGL J0038.2-2459,FSRQ,2.92874580318691e-06,19.484360079441874,234.22442820321112,831600.0,6652800.0,0.0125,5568.295088805013,0.36363636363636365
123,4FGL J0038.2-2459,FSRQ,3.598712117821512e-06,10.882505444292253,130.82023760159842,378000.0,3024000.0,0.005681818181818182,6721.746694239348,0.0
124,4FGL J0038.2-2459,FSRQ,nan,nan,,793800.0,6350400.0,0.011931818181818182,,0.0
125,4FGL J0038.2-2459,FSRQ,2.7763169443601013e-06,20.988956099362365,252.31140365459063,945000.0,7560000.0,0.014204545454545454,5510.271931868628,-0.84
126,4FGL J0038.2-2459,FSRQ,nan,nan,,113400.0,907200.0,0.0017045454545454545,,0.0
127,4FGL J0038.2-2459,FSRQ,3.079582496913275e-06,27.93797241199723,335.84657574982486,1134000.0,9072000.0,0.017045454545454544,4534.881479452773,-0.26666666666666666
128,4FGL J0043.8+3425,FSRQ,2.048701034648349e-07,26.949432890178244,315.0579948831252,16443000.0,131544000.0,0.2471590909090909,18405.186469092794,0.8988505747126436
129,4FGL J0043.8+3425,FSRQ,2.0578025740895803e-07,3.2358533917043832,37.829422440191465,1965600.0,15724800.0,0.029545454545454545,52997.82875666018,0.0
130,4FGL J0043.8+3425,FSRQ,nan,nan,,378000.0,3024000.0,0.005681818181818182,,0.0
131,4FGL J0043.8+3425,FSRQ,2.0726161476354792e-07,29.64570652002703,346.57934699981473,17879400.0,143035200.0,0.26875,17446.72990833643,0.5200845665961945
132,4FGL J0043.8+3425,FSRQ,1.972472197326296e-07,1.7297792181672684,20.222346580988667,1096200.0,8769600.0,0.016477272727272726,74037.78081659829,0.0
133,4FGL J0043.8+3425,FSRQ,2.377647347801959e-07,4.889203794232125,57.1582619294054,2570400.0,20563200.0,0.038636363636363635,40110.881660618434,0.0
134,4FGL J0044.2-8424,FSRQ,nan,nan,,8164800.0,65318400.0,0.12471131639722864,,0.0
135,4FGL J0045.1-3706,FSRQ,nan,nan,,11529000.0,92232000.0,0.21151178918169208,,0.0
136,4FGL J0045.3+2128,BLL,3.399171809608131e-08,2.3641919770186473,25.60632957054984,8694000.0,69552000.0,0.13097949886104784,164664.1907383218,0.0
137,4FGL J0045.3+2128,BLL,2.2358527872888317e-08,1.0141828243142141,10.984513904378243,5670000.0,45360000.0,0.08542141230068337,309989.6149542691,-0.9266666666666666
138,4FGL J0045.7+1217,BLL,nan,nan,,5292000.0,42336000.0,0.07990867579908675,,0.0
139,4FGL J0045.7+1217,BLL,nan,nan,,3780000.0,30240000.0,0.05707762557077625,,0.0
140,4FGL J0045.7+1217,BLL,2.5729856738953263e-06,415.48984339769555,5431.510838159489,20185200.0,161481600.0,0.3047945205479452,1183.0152372276411,-0.7827715355805244
141,4FGL J0045.7+1217,BLL,nan,nan,,9525600.0,76204800.0,0.14383561643835616,,0.0
142,4FGL J0047.0+5657,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
143,4FGL J0047.9+3947,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
144,4FGL J0047.9+2233,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
145,4FGL J0049.7+0237,BLL,3.2371155130008783e-07,2.055697835376078,22.660070240256815,793800.0,6350400.0,0.012110726643598616,56225.91499665272,0.0
146,4FGL J0049.7+0237,BLL,2.212670747063923e-07,15.121922926414145,166.68978766405428,8542800.0,68342400.0,0.1303344867358708,25074.44912856873,0.0
147,4FGL J0049.7+0237,BLL,2.9547177138053257e-07,2.8592212372951376,31.51735286897786,1209600.0,9676800.0,0.01845444059976932,49901.41382050493,0.0
148,4FGL J0049.7+0237,BLL,2.4544460134330284e-07,9.871585510346566,108.81502971774626,5027400.0,40219200.0,0.07670126874279123,29466.162043178578,0.0
149,4FGL J0049.7+0237,BLL,3.077286203039506e-07,3.7222853911965865,41.03095647973265,1512000.0,12096000.0,0.02306805074971165,42855.46232809096,0.0
150,4FGL J0049.7+0237,BLL,3.6660606549607913e-07,2.8824035293563726,31.772892548690393,982800.0,7862400.0,0.014994232987312572,44618.90185353388,0.7692307692307693
151,4FGL J0049.7+0237,BLL,4.774262650395619e-07,5.053079589178723,55.700374077326515,1323000.0,10584000.0,0.020184544405997693,29530.240893850936,0.0
152,4FGL J0049.7+0237,BLL,nan,nan,,151200.0,1209600.0,0.002306805074971165,,0.0
153,4FGL J0049.7+0237,BLL,3.0848037370458694e-07,3.5448096703141494,39.07463185267455,1436400.0,11491200.0,0.02191464821222607,43861.628053855624,0.0
154,4FGL J0050.0-5736,FSRQ,2.2127584042471758e-05,1626.0056837097607,21507.552627344354,9185400.0,73483200.0,0.14160839160839161,201.74460715284877,0.0
155,4FGL J0050.0-5736,FSRQ,2.1333086253829468e-05,928.9620407747565,12287.595413064146,5443200.0,43545600.0,0.08391608391608392,271.82282433310615,-0.5972222222222222
156,4FGL J0050.0-5736,FSRQ,nan,nan,,1852200.0,14817600.0,0.028554778554778556,,-0.8775510204081632
157,4FGL J0050.0-5736,FSRQ,2.225415286494494e-05,625.8579918514196,8278.368170446793,3515400.0,28123200.0,0.05419580419580419,324.25705232593384,0.0
158,4FGL J0050.0-5736,FSRQ,2.334066435537684e-05,599.9484365906063,7935.656500428735,3213000.0,25704000.0,0.049533799533799536,323.40311685732433,0.9411764705882353
159,4FGL J0050.4-0452,FSRQ,1.5580205551557781e-06,242.63988917774026,2928.1648340730176,19467000.0,155736000.0,0.2963176064441887,2154.8780203989245,0.9883495145631068
160,4FGL J0050.4-0452,FSRQ,nan,nan,,151200.0,1209600.0,0.0023014959723820483,,0.0
161,4FGL J0050.4-0452,FSRQ,1.6171294519931435e-06,100.73810893424168,1215.7019566398833,7786800.0,62294400.0,0.11852704257767549,3282.6329992981364,-0.970873786407767
162,4FGL J0050.4-0452,FSRQ,1.8811781274646243e-06,107.51610222586216,1297.4984068005053,7144200.0,57153600.0,0.10874568469505179,2946.086133451447,0.0
163,4FGL J0050.7-0929,BLL,nan,nan,,75600.0,604800.0,0.0011363636363636363,,0.0
164,4FGL J0050.7-0929,BLL,7.518761451989163e-07,32.28616317575762,398.11859015426506,5367600.0,42940800.0,0.08068181818181819,8322.039206460986,0.9859154929577465
165,4FGL J0050.7-0929,BLL,1.1627840378458853e-06,2.813007144356766,34.68700917816355,302400.0,2419200.0,0.004545454545454545,22671.74677669906,0.0
166,4FGL J0050.7-0929,BLL,8.671581509158658e-07,20.191604112445752,248.98136450712926,2910600.0,23284800.0,0.04375,9798.938498501111,0.0
167,4FGL J0050.7-0929,BLL,8.161813418277709e-07,15.30242074166051,188.6931605484679,2343600.0,18748800.0,0.035227272727272725,11602.166831458593,0.0
168,4FGL J0050.7-0929,BLL,7.928057787680302e-07,64.73100622485214,798.1938515647223,10206000.0,81648000.0,0.1534090909090909,5723.6414930056535,0.0
169,4FGL J0050.7-0929,BLL,8.054565132545448e-07,11.691362381192368,144.16543343489727,1814400.0,14515200.0,0.02727272727272727,13361.606175797124,0.0
170,4FGL J0050.7-0929,BLL,nan,nan,,226800.0,1814400.0,0.003409090909090909,,0.0
171,4FGL J0050.7-0929,BLL,1.6104127429604838e-06,2.921932880827502,36.030165390289916,226800.0,1814400.0,0.003409090909090909,18902.785267593204,0.0
172,4FGL J0050.7-0929,BLL,1.2727213476519017e-06,1.5394837421197403,18.983274464719386,151200.0,1209600.0,0.0022727272727272726,29293.28435707307,0.0
173,4FGL J0050.7-0929,BLL,1.0408178515403152e-06,50.98841756553819,628.7348795483713,6123600.0,48988800.0,0.09204545454545454,5628.519629886798,0.4567901234567901
174,4FGL J0051.1-0648,FSRQ,nan,nan,,1814400.0,14515200.0,0.028639618138424822,,-0.7083333333333334
175,4FGL J0051.1-0648,FSRQ,3.118366620347165e-07,12.730419890905267,135.64652280686428,5103000.0,40824000.0,0.0805489260143198,23814.74459775642,0.0
176,4FGL J0051.1-0648,FSRQ,nan,nan,,1247400.0,9979200.0,0.019689737470167064,,0.0
177,4FGL J0051.1-0648,FSRQ,2.8464320422230275e-07,16.698764361623926,177.93044850340732,7333200.0,58665600.0,0.11575178997613365,21763.953914552916,0.0
178,4FGL J0051.1-0648,FSRQ,3.3508458463555117e-07,11.652901515285928,124.16523450955654,4347000.0,34776000.0,0.06861575178997613,24012.48169624769,-0.48695652173913045
179,4FGL J0051.2-6242,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
180,4FGL J0055.1-1219,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
181,4FGL J0056.3-0935,BLL,5.373580570647368e-07,31.52443283253702,390.23358277395187,7333200.0,58665600.0,0.11022727272727273,9923.610643096528,0.0
182,4FGL J0056.3-0935,BLL,6.068398323948813e-07,17.800311435672572,220.34589307076308,3666600.0,29332800.0,0.055113636363636365,12427.274557819006,0.0
183,4FGL J0056.3-0935,BLL,5.532102467503945e-07,45.83767334114549,567.4138402095313,10357200.0,82857600.0,0.15568181818181817,8110.902670712649,0.0
184,4FGL J0056.3-0935,BLL,5.481301568292805e-07,14.254892110565,176.45797625962376,3250800.0,26006400.0,0.048863636363636366,14611.730572619768,-0.29069767441860467
185,4FGL J0056.4-2118,BLL,5.2355713321684505e-09,0.05066357666712766,0.4642300146817906,1209600.0,9676800.0,0.018306636155606407,3387847.03825378,0.0
