,Name,Class,Average Photon Flux (ph/cm2/s) (0.2-5 MeV),Photon Fluence (ph/cm2) (0.2-5 MeV),Source Counts (ph),Background Counts,Duration (s),Coverage,MDP99 (%),Asymmetry
0,0,0,0,0,0.0,0,0.0,0.0,,0
1,4FGL J0001.2-0747,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
2,4FGL J0001.5+2113,FSRQ,5.385722209237502e-08,0.14657781564660785,1.7144578607657617,68040.0,2721600.0,0.09523809523809523,217568.91519073705,0.0
3,4FGL J0001.5+2113,FSRQ,7.635921214466869e-08,0.09236410301019125,1.0803433095236308,30240.0,1209600.0,0.14285714285714285,230182.81755086733,0.0
4,4FGL J0001.5+2113,FSRQ,1.8230169048513682e-08,0.1764096998486572,2.0633886191212203,241920.0,9676800.0,0.026785714285714284,340873.1121065516,0.0
5,4FGL J0001.5+2113,FSRQ,3.423445197225688e-08,0.11387748104051529,1.3319760679530481,83160.0,3326400.0,0.05194805194805195,309599.5594511628,0.0
6,4FGL J0001.5+2113,FSRQ,1.354862211345364e-07,0.4916523992530057,5.750647305973613,90720.0,3628800.0,0.11904761904761904,74900.4781095378,-0.8333333333333334
7,4FGL J0001.5+2113,FSRQ,7.095970741585313e-08,0.5579136035864036,6.525676201936217,196560.0,7862400.0,0.0989010989010989,97155.0316410882,0.8461538461538461
8,4FGL J0001.5+2113,FSRQ,9.656357510965557e-08,0.14600412556579923,1.7077476538743108,37800.0,1512000.0,0.11428571428571428,162805.11679222016,0.0
9,4FGL J0001.5+2113,FSRQ,7.078546393892864e-08,0.5351381073783006,6.2592809883456075,189000.0,7560000.0,0.11428571428571428,99322.96662339362,0.0
10,4FGL J0001.5+2113,FSRQ,9.749858587061069e-08,0.4127700131418174,4.827993858399083,105840.0,4233600.0,0.14285714285714285,96361.63256689136,0.0
11,4FGL J0001.5+2113,FSRQ,1.2654514936512383e-07,2.066431671072726,24.170165223006947,408240.0,16329600.0,0.14285714285714285,37803.06838692149,0.48148148148148145
12,4FGL J0001.5+2113,FSRQ,1.5354841572569245e-07,0.3714643273235952,4.344858962214602,60480.0,2419200.0,0.14285714285714285,80943.47485786438,0.75
13,4FGL J0001.5+2113,FSRQ,8.794521505215614e-08,0.1861624312224041,2.1774621362758895,52920.0,2116800.0,0.08163265306122448,151079.06138770512,0.0
14,4FGL J0001.5+2113,FSRQ,8.560768814976832e-08,0.2071021191719195,2.4223846878138557,60480.0,2419200.0,0.14285714285714285,145180.2410874169,0.0
15,4FGL J0003.3-1928,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
16,4FGL J0004.4-4737,FSRQ,1.2919960620062346e-08,0.25786174203945234,3.2802424156529564,498960.0,19958400.0,0.04329004329004329,307938.7840281644,0.6666666666666666
17,4FGL J0004.4-4001,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
18,4FGL J0005.9+3824,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
19,4FGL J0007.7+4008,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
20,4FGL J0009.1-5012,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
21,4FGL J0009.3+5030,BLL,2.0429993722734744e-09,0.20078597830703707,2.422135509590609,2457000.0,98280000.0,0.08263736263736264,925423.2217516967,0.4553846153846154
22,4FGL J0009.3+5030,BLL,1.0950698242603864e-09,0.04073134112732992,0.4913531738102278,929880.0,37195200.0,0.04413472706155633,2806440.5061759576,-0.8861788617886179
23,4FGL J0009.3+5030,BLL,1.41848644084196e-09,0.11839028272012801,1.42817397003884,2086560.0,83462400.0,0.056935817805383024,1446340.380701137,-0.7681159420289855
24,4FGL J0009.3+5030,BLL,1.7295181859669e-09,0.032426390565056216,0.3911683111425907,468720.0,18748800.0,0.03686635944700461,2502818.1525461096,0.0
25,4FGL J0010.6+2043,FSRQ,3.0763412822013725e-07,28.18765379325216,383.3624593246394,2290680.0,91627200.0,0.015087223008015087,5646.053709958273,0.0
26,4FGL J0010.6+2043,FSRQ,1.6198349979013614e-07,20.08336223798024,273.1411133232668,3099600.0,123984000.0,0.0062717770034843206,9217.665050816258,0.0
27,4FGL J0010.6+2043,FSRQ,2.448028892223051e-06,16.286246614181515,221.4989442177286,166320.0,6652800.0,0.11688311688311688,2634.6662705693557,-0.9090909090909091
28,4FGL J0010.6-3025,FSRQ,8.459951010309278e-10,0.041700113723935665,0.4691509879369268,1232280.0,49291200.0,0.010517090271691499,3383593.522569189,0.0
29,4FGL J0010.6-3025,FSRQ,2.2531681098673012e-09,0.06745444560596332,0.7589024818081141,748440.0,29937600.0,0.04329004329004329,1630154.5466834966,0.9494949494949495
30,4FGL J0010.6-3025,FSRQ,1.8442044112394684e-09,0.25319008593730213,2.8485384893600187,3432240.0,137289600.0,0.037130270610446825,930042.8318594979,-0.9911894273127754
31,4FGL J0011.4+0057,FSRQ,7.734790392942224e-09,0.07250901905959758,0.8944263709521846,234360.0,9374400.0,0.018433179723502304,773987.6224754053,0.0
32,4FGL J0011.4+0057,FSRQ,3.909392025277676e-09,0.6632142832770668,8.181000822361053,4241160.0,169646400.0,0.01578813343519226,359975.0066412084,0.9536541889483066
33,4FGL J0011.4+0057,FSRQ,7.256015294973258e-09,0.6845963358623729,8.444756586063566,2358720.0,94348800.0,0.03205128205128205,260068.5724587981,-0.8846153846153846
34,4FGL J0014.1+1910,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
35,4FGL J0014.3-0500,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
36,4FGL J0014.9+3212,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
37,4FGL J0016.2-0016,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
38,4FGL J0017.0-0649,BCU,8.441076302655647e-09,0.9725335415646887,12.694548614033755,2880360.0,115214400.0,0.013498312710911136,191180.29042114373,0.0
39,4FGL J0017.0-0649,BCU,1.6839257400533315e-08,0.5346801009817338,6.979216905926758,793800.0,31752000.0,0.024489795918367346,182552.0851973472,0.0
40,4FGL J0017.5-0514,FSRQ,2.8126089820691124e-08,0.38273983027996483,4.623996640576505,340200.0,13608000.0,0.08253968253968254,180380.1042788881,0.8
41,4FGL J0017.5-0514,FSRQ,1.913754387834886e-08,0.4803370413114537,5.803098318102812,627480.0,25099200.0,0.06540447504302926,195199.2124063029,0.0
42,4FGL J0017.5-0514,FSRQ,2.3860141783537334e-08,0.05772245500273352,0.6973625865466659,60480.0,2419200.0,0.07142857142857142,504296.30805652443,-0.5
43,4FGL J0017.5-0514,FSRQ,8.910314911447822e-09,0.14819635760720018,1.7904054020719962,415800.0,16632000.0,0.02077922077922078,515024.4362776145,0.0
44,4FGL J0017.5-0514,FSRQ,1.1036673734140545e-08,1.0679968439053122,12.902795652995257,2419200.0,96768000.0,0.04107142857142857,172380.94742088788,0.95
45,4FGL J0017.5-0514,FSRQ,4.6633756163452756e-08,0.14102047863828113,1.7037114193182432,75600.0,3024000.0,0.14285714285714285,230784.05211466775,0.0
46,4FGL J0017.5-0514,FSRQ,4.8841993762813873e-08,0.3101661971913732,3.747212441370974,158760.0,6350400.0,0.12244897959183673,152055.94076496566,-0.6190476190476191
47,4FGL J0019.2-5640,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
48,4FGL J0019.6+7327,FSRQ,4.167670420796494e-08,4.209413807731192,51.80125371138244,2525040.0,101001600.0,0.0658682634730539,43866.63818120441,0.9940119760479041
49,4FGL J0021.5-2552,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
50,4FGL J0021.9-5140,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
51,4FGL J0022.5+0608,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
52,4FGL J0023.7-6820,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
53,4FGL J0023.7+4457,FSRQ,1.9822012588570948e-09,0.06893303097801433,0.7925480772984147,869400.0,34776000.0,0.034782608695652174,1682365.8209834804,0.0
54,4FGL J0024.7+0349,FSRQ,5.3947900457411274e-08,7.9448425628824095,106.82825769988867,3681720.0,147268800.0,0.011146963919037842,25685.11834297746,0.0
55,4FGL J0024.7+0349,FSRQ,3.270278746716873e-08,5.023776048476486,67.550897086432,3840480.0,153619200.0,0.00562429696287964,41485.99301321243,0.952755905511811
56,4FGL J0024.7+0349,FSRQ,7.294331082767184e-08,6.198314071594918,83.34401691466073,2124360.0,84974400.0,0.011184544992374174,25008.30089240637,-0.9110320284697508
57,4FGL J0024.7+0349,FSRQ,6.942867393808158e-08,3.9261081967897877,52.79139201118898,1413720.0,56548800.0,0.015278838808250574,32207.924047231903,0.9411764705882353
58,4FGL J0025.7-4801,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
59,4FGL J0029.0-7044,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
60,4FGL J0030.2-1647,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
61,4FGL J0030.3-4224,FSRQ,1.4135162229932256e-07,0.598426228166412,7.7271711216511525,105840.0,4233600.0,0.10204081632653061,60208.287666128024,0.0
62,4FGL J0030.3-4224,FSRQ,4.842416422201943e-08,3.1337019937980766,40.46388746116831,1617840.0,64713600.0,0.06408544726301736,44951.237135811956,0.0
63,4FGL J0030.3-4224,FSRQ,9.937307176972165e-08,0.24040333522531063,3.1042050332477467,60480.0,2419200.0,0.07142857142857142,113292.89511310603,0.0
64,4FGL J0030.3-4224,FSRQ,6.688018374163088e-08,3.2157062425915997,41.52276628917616,1202040.0,48081600.0,0.0862533692722372,37758.672686964936,0.5974842767295597
65,4FGL J0030.3-4224,FSRQ,1.0930955187160625e-07,5.883827110503324,75.97484333595466,1345680.0,53827200.0,0.11556982343499198,21834.808260742597,-0.9775280898876404
66,4FGL J0030.6-0212,BCU,7.791272441368468e-09,0.24974456334460143,2.959388428166201,801360.0,32054400.0,0.04582210242587601,432562.33255732356,-0.8490566037735849
67,4FGL J0030.6-0212,BCU,3.505829245793803e-08,0.042406510557121836,0.5025027770013596,30240.0,1209600.0,0.14285714285714285,494871.0782272684,0.0
68,4FGL J0030.6-0212,BCU,3.693432148578755e-08,0.04467575526920862,0.5293925577104625,30240.0,1209600.0,0.14285714285714285,469734.9783353715,0.0
69,4FGL J0030.6-0212,BCU,1.3750250535788222e-08,0.7484536371640245,8.86892192237985,1360800.0,54432000.0,0.07936507936507936,188089.16194823652,0.35555555555555557
70,4FGL J0030.6-0212,BCU,8.464941432820584e-09,0.5631556236426878,6.673203266352169,1663200.0,66528000.0,0.05454545454545454,276359.75129587227,-0.9636363636363636
71,4FGL J0030.6-0212,BCU,7.45505073682358e-09,0.14653647728300428,1.7364075892903168,491400.0,19656000.0,0.04395604395604396,577301.5260340752,0.0
72,4FGL J0030.6-0212,BCU,1.5152842793692946e-08,0.10997327185950594,1.3031459976148971,181440.0,7257600.0,0.07142857142857142,467424.0361409804,0.0
73,4FGL J0030.6-0212,BCU,1.1929534586021722e-08,0.05050487762338156,0.5984656819069705,105840.0,4233600.0,0.08163265306122448,777361.3239588215,-0.5714285714285714
74,4FGL J0030.6-0212,BCU,2.5413797773857046e-08,0.16907291382991615,2.003456723957594,166320.0,6652800.0,0.12987012987012986,291092.4393601434,0.0
75,4FGL J0030.6-0212,BCU,2.7233688054282292e-08,0.14823841081706937,1.7565749248221438,136080.0,5443200.0,0.1111111111111111,300309.66663622874,0.0
76,4FGL J0030.6-0212,BCU,3.5761803343381604e-08,0.043257477324154386,0.5125864447672732,30240.0,1209600.0,0.14285714285714285,485135.9903593113,0.0
77,4FGL J0030.6-0212,BCU,1.2229063579616561e-08,0.14422468423256588,1.709013625192918,294840.0,11793600.0,0.05860805860805861,454344.1831149298,0.0
78,4FGL J0032.3-5522,BCU,4.687147795960398e-10,0.012898280790835659,0.13142603209496856,687960.0,27518400.0,0.0565149136577708,9024772.786140455,-0.23076923076923078
79,4FGL J0033.5-1921,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
80,4FGL J0033.9+3858,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
81,4FGL J0034.0-4116,BCU,1.0834662110155717e-07,9.108397065468827,120.51277610792633,2101680.0,84067200.0,0.045220966084275435,17202.782299931245,0.24820143884892087
82,4FGL J0035.2+1514,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
83,4FGL J0035.8+6131,BCU,1.9591845669265098e-08,1.7477493684638008,21.667838710622203,2230200.0,89208000.0,0.01646489104116223,98558.58478149658,0.0
84,4FGL J0035.8+6131,BCU,1.5690808780533333e-08,1.6986744059335144,21.059428607879205,2706480.0,108259200.0,0.006384676775738229,111710.38655187874,0.8603351955307262
85,4FGL J0035.9+5950,BLL,6.61842006749456e-09,0.02001410228410355,0.23149273273720083,75600.0,3024000.0,0.02857142857142857,1698479.2220398707,0.0
86,4FGL J0037.8+1239,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
87,4FGL J0038.2-2459,FSRQ,3.158157345378249e-08,0.2292064274981718,2.761801541648465,181440.0,7257600.0,0.14285714285714285,220553.21540759277,-0.5833333333333334
88,4FGL J0038.2-2459,FSRQ,3.420045360843611e-08,0.031026651513573242,0.3738527532482035,22680.0,907200.0,0.09523809523809523,576050.500891713,0.0
89,4FGL J0038.2-2459,FSRQ,2.5381808836664334e-08,0.3223692776727064,3.8843586446269445,317520.0,12700800.0,0.09523809523809523,207445.9283660023,-0.5714285714285714
90,4FGL J0038.2-2459,FSRQ,3.4287477663419416e-08,0.09331679920876228,1.1244120975556655,68040.0,2721600.0,0.12698412698412698,331738.79964831035,0.0
91,4FGL J0038.2-2459,FSRQ,3.982916948475583e-08,0.3613302255657049,4.35381496454549,226800.0,9072000.0,0.13333333333333333,156419.81334098883,0.4666666666666667
92,4FGL J0038.2-2459,FSRQ,2.629894136612448e-08,0.6362239895292834,7.666121819946462,604800.0,24192000.0,0.125,145067.11191214077,-0.55
93,4FGL J0038.2-2459,FSRQ,3.697727116977386e-08,0.3242758772504489,3.907332039005937,219240.0,8769600.0,0.13793103448275862,171363.95846629585,-0.9310344827586207
94,4FGL J0038.2-2459,FSRQ,2.600634770398603e-08,0.17301503000507826,2.084728520975669,166320.0,6652800.0,0.1038961038961039,279744.4566748512,0.36363636363636365
