,Name,Class,Average Photon Flux (ph/cm2/s) (0.2-5 MeV),Photon Fluence (ph/cm2) (0.2-5 MeV),Source Counts (ph),Background Counts,Duration (s),Coverage,MDP99 (%),Asymmetry
0,0,0,0,0,0.0,0,0.0,0.0,,0
1,4FGL J0001.5+2113,FSRQ,5.385722209237502e-08,0.14657781564660785,1.7144578607657617,34020.0,2721600.0,0.005136986301369863,153846.39351612065,0.0
2,4FGL J0001.5+2113,FSRQ,7.635921214466869e-08,0.09236410301019125,1.0803433095236308,15120.0,1209600.0,0.00228310502283105,162766.738493914,0.0
3,4FGL J0001.5+2113,FSRQ,1.8230169048513682e-08,0.1764096998486572,2.0633886191212203,120960.0,9676800.0,0.0182648401826484,241034.71699828556,0.0
4,4FGL J0001.5+2113,FSRQ,3.423445197225688e-08,0.11387748104051529,1.3319760679530481,41580.0,3326400.0,0.006278538812785388,218921.70112867744,0.0
5,4FGL J0001.5+2113,FSRQ,1.7390296761725788e-08,0.06310590888895054,0.7381227580596236,45360.0,3628800.0,0.00684931506849315,412617.3619227435,-0.8333333333333334
6,4FGL J0001.5+2113,FSRQ,4.6771385556361815e-08,0.3677353417983391,4.30124261742017,98280.0,7862400.0,0.014840182648401826,104227.9448344899,0.8461538461538461
7,4FGL J0001.5+2113,FSRQ,9.656357510965557e-08,0.14600412556579923,1.7077476538743108,18900.0,1512000.0,0.0028538812785388126,115123.20243739734,0.0
8,4FGL J0001.5+2113,FSRQ,7.078546393892864e-08,0.5351381073783006,6.2592809883456075,94500.0,7560000.0,0.014269406392694063,70233.10614566902,0.0
9,4FGL J0001.5+2113,FSRQ,9.749858587061069e-08,0.4127700131418174,4.827993858399083,52920.0,4233600.0,0.007990867579908675,68139.51783517272,0.0
10,4FGL J0001.5+2113,FSRQ,3.083394472018138e-08,0.9324184883382849,10.906099260675514,378000.0,30240000.0,0.05707762557077625,80615.53795130335,0.98
11,4FGL J0001.5+2113,FSRQ,2.9674170019781187e-08,0.26920407041945493,3.1487645838134397,113400.0,9072000.0,0.017123287671232876,152935.53341408525,0.7666666666666667
12,4FGL J0001.5+2113,FSRQ,8.560768814976832e-08,0.2071021191719195,2.4223846878138557,30240.0,2419200.0,0.0045662100456621,102659.98872576962,0.0
13,4FGL J0003.3-1928,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
14,4FGL J0004.4-4001,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
15,4FGL J0005.9+3824,FSRQ,1.0277188016389813e-09,0.1267991235711762,1.3809103981763386,1542240.0,123379200.0,0.23943661971830985,1286017.0115763613,0.0
16,4FGL J0007.7+4008,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
17,4FGL J0009.1-5012,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
18,4FGL J0009.3+5030,BLL,2.0429993722734744e-09,0.20078597830703707,2.422135509590609,1228500.0,98280000.0,0.18486916951080773,654373.3581115156,0.4553846153846154
19,4FGL J0009.3+5030,BLL,1.0950698242603864e-09,0.04073134112732992,0.4913531738102278,464940.0,37195200.0,0.06996587030716724,1984453.6372106818,-0.8861788617886179
20,4FGL J0009.3+5030,BLL,1.41848644084196e-09,0.11839028272012801,1.42817397003884,1043280.0,83462400.0,0.15699658703071673,1022717.4411036207,-0.7681159420289855
21,4FGL J0010.6+2043,FSRQ,3.0763412822013725e-07,28.18765379325216,383.3624593246394,1145340.0,91627200.0,0.19104665825977302,3992.6968713002757,0.0
22,4FGL J0010.6+2043,FSRQ,3.9075298337832853e-07,9.21676876954131,125.35144529708035,294840.0,23587200.0,0.04918032786885246,6195.725863641881,0.46153846153846156
23,4FGL J0010.6-3025,FSRQ,2.2531681098673012e-09,0.06745444560596332,0.7589024818081141,374220.0,29937600.0,0.05650684931506849,1152693.9187446893,0.9494949494949495
24,4FGL J0010.6-3025,FSRQ,1.7824934523781447e-09,0.24471781307961452,2.7532203996404254,1716120.0,137289600.0,0.2591324200913242,680407.721425399,-0.9911894273127754
25,4FGL J0011.4+0057,FSRQ,2.7785919497834423e-09,0.4713781213497418,5.814628688861041,2120580.0,169646400.0,0.3269230769230769,358131.0505583063,0.9536541889483066
26,4FGL J0011.4+0057,FSRQ,7.256015294973258e-09,0.6845963358623729,8.444756586063566,1179360.0,94348800.0,0.18181818181818182,183896.58035294837,-0.8846153846153846
27,4FGL J0014.1+1910,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
28,4FGL J0014.3-0500,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
29,4FGL J0016.2-0016,FSRQ,3.992425683752829e-09,0.15815754800645807,1.66582917047757,495180.0,39614400.0,0.07572254335260116,604070.8138053757,0.0
30,4FGL J0016.2-0016,FSRQ,2.5939639050083e-09,0.21022313554636865,2.2142214261446527,1013040.0,81043200.0,0.15491329479768787,650023.054419445,0.0
31,4FGL J0016.2-0016,FSRQ,7.849167077134012e-10,0.12864847632759263,1.355018380755663,2048760.0,163900800.0,0.3132947976878613,1510554.9828849023,0.0
32,4FGL J0017.5-0514,FSRQ,2.4050404804438244e-08,0.32727790857879563,3.9539442463991525,170100.0,13608000.0,0.025597269624573378,149163.54652055362,0.8
33,4FGL J0017.5-0514,FSRQ,1.913754387834886e-08,0.4803370413114537,5.803098318102812,313740.0,25099200.0,0.047212741751990896,138027.32502074947,0.0
34,4FGL J0017.5-0514,FSRQ,2.3860141783537334e-08,0.05772245500273352,0.6973625865466659,30240.0,2419200.0,0.004550625711035267,356593.3949566426,-0.5
35,4FGL J0017.5-0514,FSRQ,1.1036673734140545e-08,1.0679968439053122,12.902795652995257,1209600.0,96768000.0,0.1820250284414107,121892.0619211036,0.95
36,4FGL J0017.5-0514,FSRQ,4.6633756163452756e-08,0.14102047863828113,1.7037114193182432,37800.0,3024000.0,0.005688282138794084,163190.80699050013,0.0
37,4FGL J0017.5-0514,FSRQ,1.891592470305588e-08,0.12012368823428606,1.451250920090284,79380.0,6350400.0,0.011945392491467578,277621.46815389977,-0.6190476190476191
38,4FGL J0019.2-5640,BCU,1.560818001702323e-08,2.3882763003967993,31.9986508028542,1912680.0,153014400.0,0.29282407407407407,61805.78994622459,0.0
39,4FGL J0019.2-5640,BCU,2.8814901621779065e-08,1.751438876335624,23.466163021881343,759780.0,60782400.0,0.11631944444444445,53118.3515954899,0.0
40,4FGL J0019.2-5640,BCU,3.742188996598782e-08,5.341331136137347,71.56432855749343,1784160.0,142732800.0,0.27314814814814814,26691.0123096122,0.9915254237288136
41,4FGL J0019.6+7327,FSRQ,3.573241288531465e-08,3.6090308732773964,44.412911739750975,1262520.0,101001600.0,0.1928406466512702,36178.7504248666,0.9940119760479041
42,4FGL J0021.5-2552,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
43,4FGL J0021.9-5140,BLL,6.580865622520774e-10,0.0712439247601601,0.8925818628371566,1353240.0,108259200.0,0.20410490307867732,1863697.9871201534,0.0
44,4FGL J0021.9-5140,BLL,4.199085163748312e-09,0.03301488719145473,0.4136281038686704,98280.0,7862400.0,0.014823261117445839,1083825.8028670342,0.0
45,4FGL J0021.9-5140,BLL,1.3285866949998076e-09,0.045399401672177424,0.568787902304126,427140.0,34171200.0,0.06442417331812998,1643126.8695215338,0.8849557522123894
46,4FGL J0022.5+0608,BLL,1.1186218371311307e-08,0.2503207202258559,3.164040964497008,279720.0,22377600.0,0.04214123006833713,239033.16165388442,0.0
47,4FGL J0022.5+0608,BLL,1.9011873120676967e-08,0.2644627598578649,3.3427956144390656,173880.0,13910400.0,0.02619589977220957,178383.71491894018,0.0
48,4FGL J0022.5+0608,BLL,2.002819723674967e-08,0.1756392784873999,2.2200714012304497,109620.0,8769600.0,0.01651480637813212,213264.41303718774,0.0
49,4FGL J0022.5+0608,BLL,1.2856041508574306e-08,0.4276433647412157,5.4053900253071445,415800.0,33264000.0,0.06264236902050115,170590.19552125758,-0.6909090909090909
50,4FGL J0022.5+0608,BLL,8.119580645194905e-09,0.3118308707625813,3.9415260878019307,480060.0,38404800.0,0.07232346241457858,251374.474298963,0.0
51,4FGL J0022.5+0608,BLL,9.992120519595197e-09,0.9215932597633042,11.648891165958837,1152900.0,92232000.0,0.17369020501138951,131810.33486816683,0.0
52,4FGL J0022.5+0608,BLL,1.28473143155743e-08,0.5477889267131832,6.924023718270422,532980.0,42638400.0,0.08029612756264237,150777.23256310375,0.0
53,4FGL J0022.5+0608,BLL,3.1885401673709376e-08,0.2506957821193726,3.1687817274439896,98280.0,7862400.0,0.014806378132118452,141476.1678216994,0.0
54,4FGL J0023.7-6820,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
55,4FGL J0024.7+0349,FSRQ,5.3947900457411274e-08,7.9448425628824095,106.82825769988867,1840860.0,147268800.0,0.2808535178777393,18162.384841091607,0.0
56,4FGL J0024.7+0349,FSRQ,3.270278746716873e-08,5.023776048476486,67.550897086432,1920240.0,153619200.0,0.29296424452133796,29335.284967774816,0.952755905511811
57,4FGL J0024.7+0349,FSRQ,7.294331082767184e-08,6.198314071594918,83.34401691466073,1062180.0,84974400.0,0.16205305651672433,17683.886014951426,-0.9110320284697508
58,4FGL J0024.7+0349,FSRQ,6.942867393808158e-08,3.9261081967897877,52.79139201118898,706860.0,56548800.0,0.10784313725490197,22774.866705581124,0.9411764705882353
59,4FGL J0025.7-4801,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
60,4FGL J0030.2-1647,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
61,4FGL J0030.3-4224,FSRQ,1.4135162229932256e-07,0.598426228166412,7.7271711216511525,52920.0,4233600.0,0.007954545454545454,42575.24246134473,0.0
62,4FGL J0030.3-4224,FSRQ,4.842416422201943e-08,3.1337019937980766,40.46388746116831,808920.0,64713600.0,0.1215909090909091,31785.722081303375,0.0
63,4FGL J0030.3-4224,FSRQ,9.937307176972165e-08,0.24040333522531063,3.1042050332477467,30240.0,2419200.0,0.004545454545454545,80112.2301359125,0.0
64,4FGL J0030.3-4224,FSRQ,6.688018374163088e-08,3.2157062425915997,41.52276628917616,601020.0,48081600.0,0.0903409090909091,26699.874632323586,0.5974842767295597
65,4FGL J0030.3-4224,FSRQ,9.304925565027686e-08,5.008580893738582,64.67323760379713,672840.0,53827200.0,0.10113636363636364,18137.950276925047,-0.9775280898876404
66,4FGL J0030.6-0212,BCU,5.702862768856733e-09,0.18280184433804125,2.1661398972476666,400680.0,32054400.0,0.06162790697674419,417878.0336330755,-0.8490566037735849
67,4FGL J0030.6-0212,BCU,9.673535234436322e-09,0.5265498698808379,6.239437491288453,680400.0,54432000.0,0.10465116279069768,189049.15610143743,0.35555555555555557
68,4FGL J0030.6-0212,BCU,6.985436722221073e-09,0.46472713425592355,5.506859028094832,831600.0,66528000.0,0.12790697674418605,236804.93933459543,-0.9636363636363636
69,4FGL J0030.6-0212,BCU,8.209059080069043e-09,0.32519695002148713,3.853473636743871,495180.0,39614400.0,0.07616279069767441,261136.08144976443,0.5038167938931297
70,4FGL J0030.6-0212,BCU,4.319333499834506e-09,0.05485899091469809,0.6500604486425614,158760.0,12700800.0,0.02441860465116279,876503.6490219067,0.9047619047619048
71,4FGL J0030.6-0212,BCU,1.1929534586021722e-08,0.05050487762338156,0.5984656819069705,52920.0,4233600.0,0.00813953488372093,549679.0176509266,-0.5714285714285714
72,4FGL J0030.6-0212,BCU,6.926166223881469e-09,0.26599802859492305,3.1519864824951505,480060.0,38404800.0,0.07383720930232558,314340.8891496408,-0.968503937007874
73,4FGL J0030.6-0212,BCU,9.606831980112782e-09,0.052291907834149894,0.6196413842153887,68040.0,5443200.0,0.010465116279069767,601976.7972897617,0.0
74,4FGL J0030.6-0212,BCU,3.889112398566949e-09,0.10584608303939809,1.2542402089502163,340200.0,27216000.0,0.05232558139534884,665002.4927024555,0.0
75,4FGL J0032.3-5522,BCU,3.31624301578494e-10,0.00912577018055763,0.09298632772000376,343980.0,27518400.0,0.054819277108433734,9019523.525155758,-0.23076923076923078
76,4FGL J0033.5-1921,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
77,4FGL J0034.0-4116,BCU,9.737444100080536e-08,8.185996606502904,108.30853872189543,1050840.0,84067200.0,0.16087962962962962,13535.179473117867,0.24820143884892087
78,4FGL J0035.2+1514,BLL,4.221009057356107e-12,0.0006714038310848,0.006416025226656303,1988280.0,159062400.0,0.3029953917050691,314274212.857799,-0.8631178707224335
79,4FGL J0035.8+6131,BCU,1.9591845669265098e-08,1.7477493684638008,21.667838710622203,1115100.0,89208000.0,0.16993087557603687,69691.78218780998,0.0
80,4FGL J0035.8+6131,BCU,6.854028052320263e-09,0.7420115937217497,9.19913794522284,1353240.0,108259200.0,0.20622119815668202,180833.04506590002,0.8603351955307262
81,4FGL J0035.9+5950,BLL,3.6507878151967874e-10,0.013027179176723,0.15067861973864405,446040.0,35683200.0,0.06696935300794551,6338279.422491744,0.0
82,4FGL J0038.2-2459,FSRQ,2.134684528730481e-08,0.1807480084166673,2.1779063255066142,105840.0,8467200.0,0.015909090909090907,213612.2846966306,0.0
83,4FGL J0038.2-2459,FSRQ,1.7752907216592794e-08,0.16105437426892982,1.9406097115173921,113400.0,9072000.0,0.017045454545454544,248146.45788197144,0.0
84,4FGL J0038.2-2459,FSRQ,2.565719335065703e-08,0.3103494107695474,3.7395263757159043,151200.0,12096000.0,0.022727272727272728,148696.48511214755,0.05
85,4FGL J0038.2-2459,FSRQ,9.857339028036712e-09,0.12519609152728867,1.5085386669236664,158760.0,12700800.0,0.023863636363636365,377704.53507011355,-0.5714285714285714
86,4FGL J0038.2-2459,FSRQ,3.4287477663419416e-08,0.09331679920876228,1.1244120975556655,34020.0,2721600.0,0.005113636363636364,234576.69303596116,0.0
87,4FGL J0038.2-2459,FSRQ,9.740602474280544e-09,0.0883667456466731,1.0647668873046163,113400.0,9072000.0,0.017045454545454544,452261.9666069712,0.4666666666666667
88,4FGL J0038.2-2459,FSRQ,2.076257976815579e-08,0.5022883297512248,6.052276537794866,302400.0,24192000.0,0.045454545454545456,129930.9199711278,-0.55
89,4FGL J0038.2-2459,FSRQ,8.781477355185316e-09,0.07701004381403315,0.9279253642645295,109620.0,8769600.0,0.016477272727272726,510234.39179185143,-0.9310344827586207
90,4FGL J0038.2-2459,FSRQ,2.0737436738633627e-08,0.1379620191347818,1.662360524939531,83160.0,6652800.0,0.0125,248068.94581713164,0.36363636363636365
91,4FGL J0038.2-2459,FSRQ,3.2033554639351994e-08,0.09686946922940043,1.1672196647214903,37800.0,3024000.0,0.005681818181818182,238196.8680410777,0.0
92,4FGL J0038.2-2459,FSRQ,2.2241782020741274e-08,0.16814787207680404,2.0260821539584892,94500.0,7560000.0,0.014204545454545454,216969.92860345708,-0.84
93,4FGL J0038.2-2459,FSRQ,1.3706288659869437e-08,0.12434345072233553,1.4982648508038692,113400.0,9072000.0,0.017045454545454544,321408.11858992727,-0.26666666666666666
94,4FGL J0043.8+3425,FSRQ,7.626555092708671e-10,0.10032275631152694,1.174964255242556,1644300.0,131544000.0,0.2471590909090909,1560637.6010203082,0.8988505747126436
95,4FGL J0043.8+3425,FSRQ,6.785205856788731e-10,0.010669600505683144,0.12496067365779882,196560.0,15724800.0,0.029545454545454545,5073531.830918841,0.0
96,4FGL J0043.8+3425,FSRQ,8.264433464529977e-10,0.11821048934857381,1.3844625555144017,1787940.0,143035200.0,0.26875,1381120.1505862642,0.5200845665961945
97,4FGL J0043.8+3425,FSRQ,1.8140994201515172e-09,0.015908926274960745,0.1863228284350901,109620.0,8769600.0,0.016477272727272726,2541061.856587362,0.0
98,4FGL J0043.8+3425,FSRQ,1.3988720050940594e-09,0.02876528481515016,0.33689446634342085,257040.0,20563200.0,0.038636363636363635,2152002.645118865,0.0
99,4FGL J0045.3+2128,BLL,7.120942273226568e-11,0.004952757769874542,0.05371635270599975,869400.0,69552000.0,0.13097949886104784,24822147.502759468,0.0
100,4FGL J0045.3+2128,BLL,5.266784602495601e-11,0.0023890134956920045,0.025910633533211495,567000.0,45360000.0,0.08542141230068337,41557512.56998103,-0.9266666666666666
101,4FGL J0045.7+1217,BLL,2.699060068403342e-09,0.43584853834188114,5.709884340738335,2018520.0,161481600.0,0.3047945205479452,355816.3242289353,-0.7827715355805244
102,4FGL J0047.0+5657,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
103,4FGL J0047.9+3947,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
104,4FGL J0047.9+2233,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
105,4FGL J0049.7+0237,BLL,1.464865724435259e-09,0.00930248329645367,0.10274516945043924,79380.0,6350400.0,0.012110726643598616,3921303.464516838,0.0
106,4FGL J0049.7+0237,BLL,6.14060561891108e-10,0.04196637254498686,0.4635151626661575,854280.0,68342400.0,0.1303344867358708,2851493.127916144,0.0
107,4FGL J0049.7+0237,BLL,1.40392825690019e-09,0.013585532956371757,0.15005110368852517,120960.0,9676800.0,0.01845444059976932,3314499.8349336763,0.0
108,4FGL J0049.7+0237,BLL,1.1925309819407694e-09,0.04796264206887219,0.5297434705994778,502740.0,40219200.0,0.07670126874279123,1914001.942480981,0.0
109,4FGL J0049.7+0237,BLL,8.772998587642889e-10,0.010611819091612839,0.11720667653988917,151200.0,12096000.0,0.02306805074971165,4744164.614646253,0.0
110,4FGL J0049.7+0237,BLL,2.9478670581406645e-09,0.02317730995792516,0.2559914985217123,98280.0,7862400.0,0.014994232987312572,1751231.7980365355,0.7692307692307693
111,4FGL J0049.7+0237,BLL,3.370315255408054e-09,0.03567141666323884,0.393987888266234,132300.0,10584000.0,0.020184544405997693,1320181.7809148266,0.0
112,4FGL J0049.7+0237,BLL,1.5428824975109442e-09,0.017729571355397763,0.19582166988555033,143640.0,11491200.0,0.02191464821222607,2767663.4725727984,0.0
113,4FGL J0050.0-5736,FSRQ,4.337434136192851e-08,3.187285401166865,42.27627435010672,918540.0,73483200.0,0.14160839160839161,32418.90641215495,0.0
