,Name,Class,Average Photon Flux (ph/cm2/s) (0.2-5 MeV),Photon Fluence (ph/cm2) (0.2-5 MeV),Source Counts (ph),Background Counts,Duration (s),Coverage,MDP99 (%),Asymmetry
0,0,0,0,0,0.0,0,0.0,0.0,,0
1,4FGL J0001.5+2113,FSRQ,5.385722209237502e-08,0.14657781564660785,1.7144578607657617,68040.0,2721600.0,0.09523809523809523,217568.91519073705,0.0
2,4FGL J0001.5+2113,FSRQ,7.635921214466869e-08,0.09236410301019125,1.0803433095236308,30240.0,1209600.0,0.14285714285714285,230182.81755086733,0.0
3,4FGL J0001.5+2113,FSRQ,1.8230169048513682e-08,0.1764096998486572,2.0633886191212203,241920.0,9676800.0,0.026785714285714284,340873.1121065516,0.0
4,4FGL J0001.5+2113,FSRQ,3.423445197225688e-08,0.11387748104051529,1.3319760679530481,83160.0,3326400.0,0.05194805194805195,309599.5594511628,0.0
5,4FGL J0001.5+2113,FSRQ,1.7390296761725788e-08,0.06310590888895054,0.7381227580596236,90720.0,3628800.0,0.023809523809523808,583526.6954594161,-0.8333333333333334
6,4FGL J0001.5+2113,FSRQ,4.6771385556361815e-08,0.3677353417983391,4.30124261742017,196560.0,7862400.0,0.07692307692307693,147398.9604715409,0.8461538461538461
7,4FGL J0001.5+2113,FSRQ,9.656357510965557e-08,0.14600412556579923,1.7077476538743108,37800.0,1512000.0,0.11428571428571428,162805.11679222016,0.0
8,4FGL J0001.5+2113,FSRQ,7.078546393892864e-08,0.5351381073783006,6.2592809883456075,189000.0,7560000.0,0.11428571428571428,99322.96662339362,0.0
9,4FGL J0001.5+2113,FSRQ,9.749858587061069e-08,0.4127700131418174,4.827993858399083,105840.0,4233600.0,0.14285714285714285,96361.63256689136,0.0
10,4FGL J0001.5+2113,FSRQ,3.083394472018138e-08,0.9324184883382849,10.906099260675514,756000.0,30240000.0,0.05714285714285714,114006.76478950834,0.98
11,4FGL J0001.5+2113,FSRQ,2.9674170019781187e-08,0.26920407041945493,3.1487645838134397,226800.0,9072000.0,0.0761904761904762,216282.0041797169,0.7666666666666667
12,4FGL J0001.5+2113,FSRQ,8.560768814976832e-08,0.2071021191719195,2.4223846878138557,60480.0,2419200.0,0.14285714285714285,145180.2410874169,0.0
13,4FGL J0003.3-1928,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
14,4FGL J0004.4-4001,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
15,4FGL J0005.9+3824,FSRQ,1.0277188016389813e-09,0.1267991235711762,1.3809103981763386,3084480.0,123379200.0,0.01610644257703081,1818702.2921008582,0.0
16,4FGL J0007.7+4008,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
17,4FGL J0009.1-5012,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333.0,,-3333
18,4FGL J0009.3+5030,BLL,2.0429993722734744e-09,0.20078597830703707,2.422135509590609,2457000.0,98280000.0,0.08263736263736264,925423.2217516967,0.4553846153846154
19,4FGL J0009.3+5030,BLL,1.0950698242603864e-09,0.04073134112732992,0.4913531738102278,929880.0,37195200.0,0.04413472706155633,2806440.5061759576,-0.8861788617886179
