,Unnamed: 0,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
39,39,4FGL J0017.0-0649,BCU,7.217216152805906e-06,831.5272287158408,10826.374259614906,2880360.0,115214400.0,56233.50001157408,0.2199769053117783,224.59032595319388,0.0,6.389986341080374e-06,1.8962547333646297e-05
40,40,4FGL J0017.0-0649,BCU,7.935771254080877e-06,251.976608859576,3280.7020359337007,793800.0,31752000.0,58025.50001157408,0.0606235565819861,389.1530124140008,0.0,6.389986341080374e-06,1.1509060520421165e-05
41,41,4FGL J0017.0-0649,BCU,1.1280445168586947e-05,266.074116280494,3464.249713262633,589680.0,23587200.0,58484.00001157408,0.0450346420323325,317.9120649805613,0.0,6.389986341080374e-06,1.5893464528200653e-05
42,42,4FGL J0017.5-0514,FSRQ,4.042004619945859e-06,55.00359886822325,662.7402375631041,340200.0,13608000.0,54683.00001157408,0.0255972696245733,1259.744479529615,0.8,2.901948033164564e-06,7.614325027478532e-06
43,43,4FGL J0017.5-0514,FSRQ,3.4707950998289526e-06,87.11418036962685,1049.6417285639795,627480.0,25099200.0,56097.00001157408,0.0472127417519908,1080.0847437737275,0.0,2.901948033164564e-06,7.650411875949995e-06
44,44,4FGL J0017.5-0514,FSRQ,8.034736812171068e-06,19.43763529600425,234.2047302141369,60480.0,2419200.0,56429.50001157408,0.0045506257110352,1504.4769232443632,-0.5,2.901948033164564e-06,1.5372997448842913e-05
45,45,4FGL J0017.5-0514,FSRQ,5.086441292052603e-06,84.59769156941888,1019.320469235652,415800.0,16632000.0,56660.50001157408,0.0312855517633674,905.7309587685196,0.0,2.901948033164564e-06,8.480409390793626e-06
46,46,4FGL J0017.5-0514,FSRQ,3.1874885657477877e-06,308.4468935302819,3716.487133571152,2419200.0,96768000.0,58550.50001157408,0.1820250284414107,598.925254971859,0.95,2.901948033164564e-06,8.336061996907777e-06
47,47,4FGL J0017.5-0514,FSRQ,3.872118840987898e-06,11.709287375147404,141.08560269468273,75600.0,3024000.0,59747.50001157408,0.005688282138794,2789.453348275737,0.0,2.901948033164564e-06,5.3047667253049496e-06
48,48,4FGL J0017.5-0514,FSRQ,4.731386799591716e-06,30.046198732127237,362.0276726492946,158760.0,6350400.0,59908.50001157408,0.0119453924914675,1575.6487934860777,-0.6190476190476191,2.901948033164564e-06,7.0008486034636745e-06
50,50,4FGL J0019.6+7327,FSRQ,8.252113231366947e-06,833.4766397492318,10229.059114086172,2525040.0,101001600.0,56275.50001157408,0.1928406466512702,222.5934481883342,0.994011976047904,6.41278403324364e-06,2.7911061375045584e-05
55,55,4FGL J0023.7+4457,FSRQ,9.05316783393803e-07,5.201588110667434,59.65768345235183,143640.0,5745600.0,57756.00001157408,0.010957324106113,9086.51857746707,0.0,6.406499239257363e-07,1.3108659307059593e-06
56,56,4FGL J0023.7+4457,FSRQ,7.400630460441611e-07,25.73643248923175,295.1744563331834,869400.0,34776000.0,57829.50001157408,0.0663206459054209,4517.943501877287,0.0,6.406499239257363e-07,1.2730524903971337e-06
60,60,4FGL J0030.3-4224,FSRQ,1.5513195578506497e-05,65.6766648011651,845.7624057176567,105840.0,4233600.0,55257.00001157408,0.0079545454545454,552.2565725963237,0.0,8.2870733167807e-06,2.1812185421348964e-05
61,61,4FGL J0030.3-4224,FSRQ,8.462079650621437e-06,547.6116376784554,7051.961872365054,1617840.0,64713600.0,56849.50001157408,0.1215909090909091,258.486774369574,0.0,8.2870733167807e-06,2.054269314814876e-05
62,62,4FGL J0030.3-4224,FSRQ,1.5580132443820688e-05,37.69145640809101,485.3781315360539,60480.0,2419200.0,57619.50001157408,0.0045454545454545,727.4404853657164,0.0,8.2870733167807e-06,1.800370860174835e-05
63,63,4FGL J0030.3-4224,FSRQ,1.1753703208235426e-05,565.1368561770925,7277.645850121972,1202040.0,48081600.0,58907.50001157408,0.0903409090909091,216.08036989443443,0.5974842767295597,8.2870733167807e-06,5.8627461344154895e-05
64,64,4FGL J0030.3-4224,FSRQ,1.0592246009799986e-05,570.1509444187058,7342.215623062579,1345680.0,53827200.0,59845.50001157408,0.1011363636363636,226.54859162282065,-0.9775280898876404,8.2870733167807e-06,3.508415009571474e-05
65,65,4FGL J0030.6-0212,BCU,2.749221385189948e-06,88.12464196943266,1041.6129385065483,801360.0,32054400.0,55988.50001157408,0.0616279069767441,1229.7747395296865,-0.8490566037735849,1.8390179706015269e-06,7.1664594827051e-06
66,66,4FGL J0030.6-0212,BCU,3.061101979041179e-06,3.70270895384821,43.76516565241905,30240.0,1209600.0,56548.50001157408,0.0023255813953488,5686.072538001055,0.0,1.8390179706015269e-06,3.5218029457865064e-06
67,67,4FGL J0030.6-0212,BCU,3.224906767217295e-06,3.90084722562604,46.10711431609364,30240.0,1209600.0,56604.50001157408,0.0023255813953488,5397.464845359003,0.0,1.8390179706015269e-06,3.337522559088375e-06
68,68,4FGL J0030.6-0212,BCU,2.3047648705587637e-06,125.4529614342546,1482.8250632690074,1360800.0,54432000.0,56653.50001157408,0.1046511627906976,1125.5887922762688,0.3555555555555555,1.8390179706015269e-06,6.245057549214444e-06
69,69,4FGL J0030.6-0212,BCU,1.935772834556268e-06,128.78309513735942,1522.1864754074402,1663200.0,66528000.0,57367.50001157408,0.127906976744186,1212.10170558925,-0.9636363636363636,1.8390179706015269e-06,4.095119704402914e-06
70,70,4FGL J0030.6-0212,BCU,2.1155388392945454e-06,41.58303142517359,491.5018386095582,491400.0,19656000.0,58382.50001157408,0.0377906976744186,2040.542057655268,0.0,1.8390179706015269e-06,3.153242172390244e-06
71,71,4FGL J0030.6-0212,BCU,2.6461298489950166e-06,19.204551992066232,226.9933742266604,181440.0,7257600.0,58683.50001157408,0.013953488372093,2685.1025135582227,0.0,1.8390179706015269e-06,4.422729280755147e-06
72,72,4FGL J0030.6-0212,BCU,3.675369934701616e-06,4.445727473015075,52.54747314119879,30240.0,1209600.0,58816.50001157408,0.0023255813953488,4736.440643745643,0.0,1.8390179706015269e-06,4.115595302924929e-06
73,73,4FGL J0030.6-0212,BCU,3.2032611344940224e-06,13.561326338993894,160.29174884937828,105840.0,4233600.0,58991.50001157408,0.0081395348837209,2904.5469470585035,-0.5714285714285714,1.8390179706015269e-06,6.429337935912575e-06
74,74,4FGL J0030.6-0212,BCU,2.440896099809357e-06,16.23879357281169,191.938793885196,166320.0,6652800.0,59131.50001157408,0.0127906976744186,3040.1566693591194,0.0,1.8390179706015269e-06,3.5422785443085208e-06
75,75,4FGL J0030.6-0212,BCU,3.0572993678870903e-06,16.64149191928301,196.69859544155543,136080.0,5443200.0,59285.50001157408,0.0104651162790697,2683.7717719173497,0.0,1.8390179706015269e-06,5.139375229025658e-06
76,76,4FGL J0030.6-0212,BCU,3.122528774607223e-06,3.777010805764897,44.64339640129703,30240.0,1209600.0,59383.50001157408,0.0023255813953488,5574.296198999483,0.0,1.8390179706015269e-06,3.644656536918594e-06
77,77,4FGL J0030.6-0212,BCU,2.6027045171295773e-06,30.695255993219384,362.8108447169424,294840.0,11793600.0,59691.50001157408,0.0226744186046511,2141.489856657548,0.0,1.8390179706015269e-06,3.296571362044346e-06
78,78,4FGL J0032.3-5522,BCU,1.465846791373981e-07,4.033775834374576,41.01720557390682,687960.0,27518400.0,55197.50001157408,0.0548192771084337,28917.75062816523,-0.2307692307692307,9.706073186631696e-08,4.346120419614113e-07
82,82,4FGL J0035.9+5950,BLL,3.887598530645722e-06,11.756097956672663,135.78624480822447,75600.0,3024000.0,60216.50001157408,0.0056753688989784,2898.216526846861,0.0,1.2976772918414697e-07,3.887598530645722e-06
83,83,4FGL J0035.9+5950,BLL,1.0282698113557936e-05,118.16054056251694,1364.7875465674642,287280.0,11491200.0,60587.50001157408,0.021566401816118,562.927993691462,0.0,1.2976772918414697e-07,1.0282698113557936e-05
84,84,4FGL J0036.9+1832,BCU,1.526234514929728e-05,18.461332692589988,236.55127705977137,30240.0,1209600.0,56261.50001157408,0.0023121387283236,1055.3430412736864,0.0,6.080331929129187e-06,1.6978230106910586e-05
86,86,4FGL J0038.2-2459,FSRQ,2.8383485346550683e-06,20.599598325112623,247.63087518620412,181440.0,7257600.0,58046.50001157408,0.0136363636363636,2461.4664795000326,-0.5833333333333334,2.3171770912686336e-06,4.997722452133543e-06
87,87,4FGL J0038.2-2459,FSRQ,4.610574938235874e-06,4.182713583967585,50.28103019797377,22680.0,907200.0,58169.00001157408,0.0017045454545454,4287.7975600612735,0.0,2.3171770912686336e-06,4.610574938235874e-06
88,88,4FGL J0038.2-2459,FSRQ,5.170355048103367e-06,65.66764539495124,789.4006593684483,317520.0,12700800.0,58277.50001157408,0.0238636363636363,1022.0291553990268,-0.5714285714285714,2.3171770912686336e-06,1.2863856029963449e-05
89,89,4FGL J0038.2-2459,FSRQ,3.4667300108109434e-06,9.435052397423064,113.42018643894085,68040.0,2721600.0,58617.00001157408,0.0051136363636363,3291.467022557744,0.0,2.3171770912686336e-06,4.592977323967799e-06
90,90,4FGL J0038.2-2459,FSRQ,3.835274332482361e-06,34.79360874427998,418.25921303178177,226800.0,9072000.0,58809.50001157408,0.0170454545454545,1629.7167741050814,0.4666666666666667,2.3171770912686336e-06,6.722288650404977e-06
91,91,4FGL J0038.2-2459,FSRQ,3.3094513332900154e-06,80.06224665495205,962.440329934498,604800.0,24192000.0,59040.50001157408,0.0454545454545454,1156.4141446088297,-0.55,2.3171770912686336e-06,9.221149876471748e-06
92,92,4FGL J0038.2-2459,FSRQ,3.441967653590865e-06,30.18467953493045,362.8545805836273,219240.0,8769600.0,59362.50001157408,0.0164772727272727,1846.810853378928,-0.9310344827586208,2.3171770912686336e-06,5.332077123226984e-06
93,93,4FGL J0038.2-2459,FSRQ,4.820146526337506e-06,32.06747081041816,385.4878981844656,166320.0,6652800.0,59691.50001157408,0.0125,1514.6079684560273,0.3636363636363636,2.3171770912686336e-06,1.2019170545095808e-05
94,94,4FGL J0038.2-2459,FSRQ,3.598712117821512e-06,10.882505444292253,130.82023760159842,75600.0,3024000.0,60237.50001157408,0.0056818181818181,3008.1357720575384,0.0,2.3171770912686336e-06,4.3290131099466605e-06
95,95,4FGL J0038.2-2459,FSRQ,3.941865596048991e-06,25.032423281149512,300.918531871843,158760.0,6350400.0,60325.00001157408,0.0119318181818181,1895.260215536756,0.0,2.3171770912686336e-06,6.071176922486169e-06
96,96,4FGL J0038.2-2459,FSRQ,3.151556739269705e-06,23.82576894887897,286.4131583382673,189000.0,7560000.0,60556.00001157408,0.0142045454545454,2172.2149180847623,-0.84,2.3171770912686336e-06,6.528714893456142e-06
97,97,4FGL J0038.2-2459,FSRQ,7.144631392838797e-06,6.481609599583357,77.91640557395935,22680.0,907200.0,60657.50001157408,0.0017045454545454,2768.683910030475,0.0,2.3171770912686336e-06,7.144631392838797e-06
98,98,4FGL J0038.2-2459,FSRQ,5.803693185611417e-06,52.651104579866775,632.9268610416698,226800.0,9072000.0,60720.50001157408,0.0170454545454545,1077.4799076622774,-0.2666666666666666,2.3171770912686336e-06,1.2758270344354996e-05
102,102,4FGL J0045.1-3706,FSRQ,5.883613342943463e-05,2170.6297033854457,29071.635625716444,922320.0,36892800.0,54795.00001157408,0.0778061224489796,47.978452403402486,0.8934426229508197,4.550776076055987e-05,0.0001172235642207
103,103,4FGL J0045.1-3706,FSRQ,4.527272819503815e-05,4175.594266884758,55924.48811438218,2305800.0,92232000.0,57269.50001157408,0.1945153061224489,39.29602633685784,0.0,4.550776076055987e-05,8.667439293894469e-05
109,109,4FGL J0050.0-5736,FSRQ,2.212758404247176e-05,1626.005683709761,21507.552627344357,1837080.0,73483200.0,57164.50001157408,0.1416083916083916,90.6434767963654,0.0,2.092409305439193e-05,3.737174064192272e-05
110,110,4FGL J0050.0-5736,FSRQ,3.98574405194906e-05,385.6924804190066,5101.643495892887,241920.0,9676800.0,58837.50001157408,0.0186480186480186,139.31357408148153,0.8125,2.092409305439193e-05,9.371682653282158e-05
111,111,4FGL J0050.0-5736,FSRQ,3.553190110262805e-05,526.4974977783014,6964.103972746746,370440.0,14817600.0,59698.50001157408,0.0285547785547785,126.14617903141688,-0.8775510204081632,2.092409305439193e-05,6.899398272354963e-05
112,112,4FGL J0050.0-5736,FSRQ,2.225415286494494e-05,625.8579918514196,8278.368170446793,703080.0,28123200.0,60104.50001157408,0.0541958041958041,145.6919387672191,0.0,2.092409305439193e-05,3.334709164971565e-05
113,113,4FGL J0050.0-5736,FSRQ,2.544472529517576e-05,654.0312189871978,8651.021951042703,642600.0,25704000.0,60444.00001157408,0.0495337995337995,133.39600777491148,0.9411764705882352,2.092409305439193e-05,6.065720981112071e-05
114,114,4FGL J0050.4-0452,FSRQ,1.6649331419768636e-06,259.29002779890885,3129.0977909671446,3893400.0,155736000.0,54725.00001157408,0.2963176064441887,902.1024521467344,0.9883495145631068,1.5539943968998707e-06,6.567479832851153e-06
115,115,4FGL J0050.4-0452,FSRQ,3.1825287546179384e-06,3.849586781585858,46.45660150007251,30240.0,1209600.0,56534.50001157408,0.002301495972382,5356.891302283762,0.0,1.5539943968998707e-06,3.4186881321690933e-06
116,116,4FGL J0050.4-0452,FSRQ,1.9456357458079987e-06,121.2022114036618,1462.661619434355,1557360.0,62294400.0,56562.50001157408,0.1185270425776754,1220.6482344631474,-0.970873786407767,1.5539943968998707e-06,5.015575351800709e-06
117,117,4FGL J0050.4-0452,FSRQ,1.8811781274646243e-06,107.51610222586216,1297.498406800505,1428840.0,57153600.0,57703.50001157408,0.1087456846950517,1318.0081666491906,0.0,1.5539943968998707e-06,3.3512140242973347e-06
118,118,4FGL J0050.7-0929,BLL,3.1367778497552766e-06,1.8971232435319916,23.393304027867643,15120.0,604800.0,54756.50001157408,0.0011363636363636,7522.393942011109,0.0,7.443764400020967e-07,3.1367778497552766e-06
119,119,4FGL J0050.7-0929,BLL,7.963138314037827e-07,34.19435297154355,421.6483551222953,1073520.0,42940800.0,55050.50001157408,0.0806818181818181,3514.6005245447304,0.9859154929577464,7.443764400020967e-07,1.9961313589351763e-06
120,120,4FGL J0050.7-0929,BLL,1.1627840378458851e-06,2.813007144356766,34.68700917816355,60480.0,2419200.0,55897.50001157408,0.0045454545454545,10141.438887374356,0.0,7.443764400020967e-07,1.7559952556046285e-06
121,121,4FGL J0050.7-0929,BLL,8.671581509158658e-07,20.191604112445752,248.98136450712929,582120.0,23284800.0,56216.00001157408,0.04375,4382.968125718254,0.0,7.443764400020967e-07,1.8910718137280612e-06
122,122,4FGL J0050.7-0929,BLL,8.161813418277709e-07,15.30242074166051,188.6931605484679,468720.0,18748800.0,56709.50001157408,0.0352272727272727,5189.482129615503,0.0,7.443764400020967e-07,1.8310377878954249e-06
123,123,4FGL J0050.7-0929,BLL,7.928057787680302e-07,64.73100622485214,798.1938515647223,2041200.0,81648000.0,57010.50001157408,0.1534090909090909,2560.090606849512,0.0,7.443764400020967e-07,2.9266587593410475e-06
124,124,4FGL J0050.7-0929,BLL,8.054565132545448e-07,11.691362381192368,144.16543343489727,362880.0,14515200.0,58543.50001157408,0.0272727272727272,5976.441369113757,0.0,7.443764400020967e-07,2.866624733508411e-06
125,125,4FGL J0050.7-0929,BLL,2.956675772257366e-06,5.364592521183765,66.15044344722381,45360.0,1814400.0,59100.00001157408,0.0034090909090909,4607.403469695766,0.0,7.443764400020967e-07,2.956675772257366e-06
126,126,4FGL J0050.7-0929,BLL,1.6104127429604838e-06,2.921932880827502,36.03016539028992,45360.0,1814400.0,59250.50001157408,0.0034090909090909,8456.267637164829,0.0,7.443764400020967e-07,1.8910718137280612e-06
127,127,4FGL J0050.7-0929,BLL,1.2727213476519017e-06,1.5394837421197405,18.983274464719383,30240.0,1209600.0,59292.50001157408,0.0022727272727272,13103.64371456618,0.0,7.443764400020967e-07,1.5608846716485589e-06
128,128,4FGL J0050.7-0929,BLL,1.0408178515403152e-06,50.98841756553819,628.7348795483713,1224720.0,48988800.0,60209.50001157408,0.0920454545454545,2517.667287036032,0.4567901234567901,7.443764400020967e-07,6.213521673677916e-06
129,129,4FGL J0051.1-0648,FSRQ,4.720126906962588e-07,6.851358607994335,73.00332429264608,362880.0,14515200.0,54683.00001157408,0.0276816608996539,11800.994229085894,-0.7083333333333334,2.997918512872683e-07,1.0607199735476915e-06
130,130,4FGL J0051.1-0648,FSRQ,3.118366620347165e-07,12.730419890905267,135.64652280686428,1020600.0,40824000.0,54889.50001157408,0.0778546712802768,10650.843732791902,0.0,2.997918512872683e-07,6.504414932132073e-07
131,131,4FGL J0051.1-0648,FSRQ,3.985705334566468e-07,3.977415067470569,42.38057568293189,249480.0,9979200.0,56226.50001157408,0.0190311418685121,16854.812993653453,0.0,2.997918512872683e-07,6.004075321968066e-07
132,132,4FGL J0051.1-0648,FSRQ,4.2378764980891277e-07,14.737639309754746,157.03406045374584,869400.0,34776000.0,57658.00001157408,0.0663206459054209,8491.632944661202,-0.4869565217391304,2.997918512872683e-07,8.455739411771694e-07
134,134,4FGL J0051.5-4220,FSRQ,7.95665766415333e-07,34.40713387025153,359.99206723498406,1081080.0,43243200.0,58417.50001157408,0.0818077803203661,4130.896555303197,0.8951048951048951,5.841715094586248e-07,1.966123901566846e-06
139,139,4FGL J0058.0-0539,FSRQ,0.0001174792827262,106.57720528923018,1427.4685831577242,22680.0,907200.0,59968.00001157408,0.0017361111111111,155.54114207031628,0.0,3.932826043204114e-05,0.0001174792827262
142,148,4FGL J0100.3+0745,BLL,1.2170515797098804e-08,0.8722462625591146,8.170711465902428,1791720.0,71668800.0,55257.00001157408,0.1345062429057889,234267.59766687735,-0.9451476793248944,8.934133312138695e-09,4.21983262761757e-08
143,149,4FGL J0100.3+0745,BLL,1.2721624825999108e-08,1.123329649435582,10.522719145511292,2207520.0,88300800.0,56142.50001157408,0.1657207718501702,201911.66818452053,0.1164383561643835,8.934133312138695e-09,4.919493995927219e-08
144,150,4FGL J0100.3+0745,BLL,1.7387257753810458e-08,0.5047590474962191,4.728298318865924,725760.0,29030400.0,58932.00001157408,0.0544835414301929,257649.3772525045,-0.8229166666666666,8.934133312138695e-09,6.165765808228782e-08
145,151,4FGL J0100.3+0745,BLL,1.1704403077498497e-08,0.4707417282545275,4.409643241397458,1005480.0,40219200.0,60384.50001157408,0.0754824063564131,325177.32444890874,-0.8947368421052632,8.934133312138695e-09,4.4384768052143364e-08
147,153,4FGL J0102.8+5824,FSRQ,6.477350778606156e-06,141.03006303243612,1785.3258140790012,544320.0,21772800.0,54798.50001157408,0.041002277904328,591.9114743155613,0.0,5.357031585044419e-06,1.2161168771542058e-05
148,154,4FGL J0102.8+5824,FSRQ,1.101116241472794e-05,329.6477759071592,4173.07254372724,748440.0,29937600.0,55768.00001157408,0.056378132118451,297.2801981472971,0.1313131313131313,5.357031585044419e-06,2.4987401460277826e-05
149,155,4FGL J0102.8+5824,FSRQ,6.845935719049501e-06,72.45738365041991,917.2515041843836,264600.0,10584000.0,56300.00001157408,0.0199316628701594,803.3299832824633,0.0,5.357031585044419e-06,1.040349984753012e-05
150,156,4FGL J0102.8+5824,FSRQ,7.727409323584016e-06,23.367685794518064,295.8158832747962,75600.0,3024000.0,56569.50001157408,0.0056947608200455,1331.752330843283,0.0,5.357031585044419e-06,9.595922233794904e-06
151,157,4FGL J0102.8+5824,FSRQ,6.539003442979547e-06,57.34444459355343,725.9339960966158,219240.0,8769600.0,56692.00001157408,0.0165148063781321,923.8822338409244,0.0,5.357031585044419e-06,8.550821792490509e-06
152,158,4FGL J0102.8+5824,FSRQ,5.617414872011126e-06,67.94825029184658,860.1695458338847,302400.0,12096000.0,57395.50001157408,0.0227790432801822,915.5027682200904,0.0,5.357031585044419e-06,1.1163572895751498e-05
153,159,4FGL J0102.8+5824,FSRQ,5.122179776529384e-06,52.66420359036452,666.6859542292418,257040.0,10281600.0,58179.50001157408,0.0193621867881549,1088.8738673825308,0.0,5.357031585044419e-06,6.603134606423226e-06
154,160,4FGL J0102.8+5824,FSRQ,5.840422415673302e-06,181.91280506545948,2302.868053885717,778680.0,31147200.0,58484.00001157408,0.0586560364464692,548.7666823447422,0.8446601941747572,5.357031585044419e-06,1.45839016127477e-05
155,161,4FGL J0102.8+5824,FSRQ,6.455870453330334e-06,50.75863585226442,642.5630176003064,196560.0,7862400.0,58977.50001157408,0.0148063781321184,988.2722223415028,0.0,5.357031585044419e-06,1.0926050068182315e-05
156,162,4FGL J0102.8+5824,FSRQ,5.278781836862987e-06,189.9601316686167,2404.7406589886223,899640.0,35985600.0,59075.50001157408,0.0677676537585421,564.7832788724859,-0.9327731092436976,5.357031585044419e-06,2.531993341887468e-05
