,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
0,0,0,0,0,0.0,0,0.0,0,0.0,,0,0,0
1,4FGL J0001.5+2113,FSRQ,6.5939034506037195e-06,17.945967631163082,65.00139299148888,680400.0,2721600.0,56765.50001157408,0.005136986301369863,18147.477647823016,0.0,5.303845714759447e-06,7.626217102361642e-06
2,4FGL J0001.5+2113,FSRQ,6.2325936724884485e-06,7.538945306242027,27.30652125669853,302400.0,1209600.0,56814.50001157408,0.00228310502283105,28799.182635050853,0.0,5.303845714759447e-06,6.2325936724884485e-06
3,4FGL J0001.5+2113,FSRQ,7.935911197889019e-06,76.79422547973246,278.15338422972417,2419200.0,9676800.0,56870.50001157408,0.0182648401826484,7996.732004567846,0.0,5.303845714759447e-06,1.2697457916622429e-05
4,4FGL J0001.5+2113,FSRQ,7.684284745273024e-06,25.56100477667619,92.58352354658578,831600.0,3326400.0,57280.00001157408,0.006278538812785388,14085.872295131358,0.0,5.303845714759447e-06,8.94241700835299e-06
5,4FGL J0001.5+2113,FSRQ,1.5407281252486975e-05,55.909942209024734,202.5092321770065,907200.0,3628800.0,57416.50001157408,0.00684931506849315,6726.531779941931,-0.8333333333333334,5.303845714759447e-06,2.6091727548181455e-05
6,4FGL J0001.5+2113,FSRQ,1.3945167782256765e-05,109.64248717121559,397.1317982767678,1965600.0,7862400.0,57465.50001157408,0.014840182648401826,5048.854033561284,0.8461538461538461,5.303845714759447e-06,3.46083151751843e-05
7,4FGL J0001.5+2113,FSRQ,9.852143413964659e-06,14.896440841914563,53.95582034029329,378000.0,1512000.0,57570.50001157408,0.0028538812785388126,16295.760415207513,0.0,5.303845714759447e-06,1.234905205915413e-05
8,4FGL J0001.5+2113,FSRQ,7.222066307698416e-06,54.59882128620002,197.7602719584502,1890000.0,7560000.0,57644.00001157408,0.014269406392694063,9941.470060285834,0.0,5.303845714759447e-06,1.2426475583035973e-05
9,4FGL J0001.5+2113,FSRQ,7.958032204712402e-06,33.69112514187042,122.03131704468692,1058400.0,4233600.0,57801.50001157408,0.007990867579908675,12056.317867808768,0.0,5.303845714759447e-06,1.3781387250968247e-05
10,4FGL J0001.5+2113,FSRQ,9.652411647626227e-06,291.8889282242171,1057.2395606253062,7560000.0,30240000.0,57990.50001157408,0.05707762557077625,3719.2373524760264,0.98,5.303845714759447e-06,1.9975269161515773e-05
11,4FGL J0001.5+2113,FSRQ,6.145492208121374e-06,55.751905312077106,201.9368128649484,2268000.0,9072000.0,58393.00001157408,0.017123287671232876,10665.013225801395,0.7666666666666667,5.303845714759447e-06,1.3742675489027323e-05
12,4FGL J0001.5+2113,FSRQ,6.987473030336428e-06,16.904094754989888,61.227665674957585,604800.0,2419200.0,60706.50001157408,0.0045662100456621,18164.197218924284,0.0,5.303845714759447e-06,1.0607022771812637e-05
13,4FGL J0003.3-1928,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
14,4FGL J0004.3+4614,FSRQ,7.519352279418712e-06,661.6909696251996,2602.8472471644372,21999600.0,87998400.0,59376.50001157408,0.17787286063569682,2577.0357189444703,0.0,6.954892419348258e-06,9.839683508990997e-06
15,4FGL J0004.4-4737,FSRQ,3.993017834198519e-06,79.69424714206772,314.0172957649251,4989600.0,19958400.0,59537.50001157408,0.0375,10172.530468932375,0.6666666666666666,3.096546530376466e-06,9.457317616047327e-06
16,4FGL J0004.4-4001,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
17,4FGL J0005.9+3824,FSRQ,9.115032559497898e-07,34.17918449030284,115.28782989034357,9374400.0,37497600.0,54910.50001157408,0.07276995305164319,37977.553475497465,0.0,7.963855203762628e-07,1.7138269855960145e-06
18,4FGL J0005.9+3824,FSRQ,1.082939950318641e-06,16.701533089794207,56.334975058004346,3855600.0,15422400.0,57990.50001157408,0.02992957746478873,49843.33460280117,0.0,7.963855203762628e-07,1.4654462630458677e-06
19,4FGL J0005.9+3824,FSRQ,8.217082251669864e-07,101.38170345452265,341.9647588483088,30844800.0,123379200.0,58407.00001157408,0.23943661971830985,23224.590864805094,0.0,7.963855203762628e-07,2.0739790332937278e-06
20,4FGL J0007.7+4008,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
21,4FGL J0009.1-5012,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
22,4FGL J0009.3+5030,BLL,3.484404079386788e-07,34.24472329221335,128.04113908715377,24570000.0,98280000.0,54690.00001157408,0.18486916951080773,55359.252614248646,0.4553846153846154,3.347337150339616e-07,9.93555681967563e-07
23,4FGL J0009.3+5030,BLL,4.103514760989334e-07,15.263105223795048,57.06880333608009,9298800.0,37195200.0,56139.00001157408,0.06996587030716724,76410.32688333628,-0.8861788617886179,3.347337150339616e-07,1.1166510761936326e-06
