,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
0,0,0,0,0,0.0,0,0.0,0,0.0,,0,0,0
1,4FGL J0001.5+2113,FSRQ,6.5939034506037195e-06,17.945967631163082,65.4076516976857,340200.0,2721600.0,56765.50001157408,0.005136986301369863,12753.118062456413,0.0,5.303845714759447e-06,7.626217102361642e-06
2,4FGL J0001.5+2113,FSRQ,6.2325936724884485e-06,7.538945306242027,27.477187014552896,151200.0,1209600.0,56814.50001157408,0.00228310502283105,20238.537295655336,0.0,5.303845714759447e-06,6.2325936724884485e-06
3,4FGL J0001.5+2113,FSRQ,7.935911197889019e-06,76.79422547973246,279.89184288115996,1209600.0,9676800.0,56870.50001157408,0.0182648401826484,5619.7490843927735,0.0,5.303845714759447e-06,1.2697457916622429e-05
4,4FGL J0001.5+2113,FSRQ,7.684284745273024e-06,25.56100477667619,93.16217056875193,415800.0,3326400.0,57280.00001157408,0.006278538812785388,9898.908934590758,0.0,5.303845714759447e-06,8.94241700835299e-06
5,4FGL J0001.5+2113,FSRQ,1.5407281252486975e-05,55.909942209024734,203.77491487811278,453600.0,3628800.0,57416.50001157408,0.00684931506849315,4727.367543640128,-0.8333333333333334,5.303845714759447e-06,2.6091727548181455e-05
6,4FGL J0001.5+2113,FSRQ,1.3945167782256765e-05,109.64248717121559,399.61387201599763,982800.0,7862400.0,57465.50001157408,0.014840182648401826,3548.267320477047,0.8461538461538461,5.303845714759447e-06,3.46083151751843e-05
7,4FGL J0001.5+2113,FSRQ,9.852143413964659e-06,14.896440841914563,54.293044217420125,189000.0,1512000.0,57570.50001157408,0.0028538812785388126,11452.09958948535,0.0,5.303845714759447e-06,1.234905205915413e-05
8,4FGL J0001.5+2113,FSRQ,7.222066307698416e-06,54.59882128620002,198.99627365819052,945000.0,7560000.0,57644.00001157408,0.014269406392694063,6986.388291700337,0.0,5.303845714759447e-06,1.2426475583035973e-05
9,4FGL J0001.5+2113,FSRQ,7.958032204712402e-06,33.69112514187042,122.7940127762162,529200.0,4233600.0,57801.50001157408,0.007990867579908675,8472.647607707913,0.0,5.303845714759447e-06,1.3781387250968247e-05
10,4FGL J0001.5+2113,FSRQ,9.652411647626227e-06,291.8889282242171,1063.8473078792144,3780000.0,30240000.0,57990.50001157408,0.05707762557077625,2613.7481836606466,0.98,5.303845714759447e-06,1.9975269161515773e-05
11,4FGL J0001.5+2113,FSRQ,6.145492208121374e-06,55.751905312077106,203.1989179453543,1134000.0,9072000.0,58393.00001157408,0.017123287671232876,7494.800557609392,0.7666666666666667,5.303845714759447e-06,1.3742675489027323e-05
12,4FGL J0001.5+2113,FSRQ,6.987473030336428e-06,16.904094754989888,61.61033858542607,302400.0,2419200.0,60706.50001157408,0.0045662100456621,12764.904558448741,0.0,5.303845714759447e-06,1.0607022771812637e-05
13,4FGL J0003.3-1928,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
14,4FGL J0004.3+4614,FSRQ,7.519352279418712e-06,661.6909696251996,2619.1150424592147,10999800.0,87998400.0,59376.50001157408,0.17787286063569682,1811.0296260162372,0.0,6.954892419348258e-06,9.839683508990997e-06
15,4FGL J0004.4-4737,FSRQ,3.993017834198519e-06,79.69424714206772,315.9799038634559,2494800.0,19958400.0,59537.50001157408,0.0375,7148.615585733586,0.6666666666666666,3.096546530376466e-06,9.457317616047327e-06
16,4FGL J0004.4-4001,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
17,4FGL J0005.9+3824,FSRQ,9.115032559497898e-07,34.17918449030284,116.00837882715823,4687200.0,37497600.0,54910.50001157408,0.07276995305164319,26687.555563135295,0.0,7.963855203762628e-07,1.7138269855960145e-06
18,4FGL J0005.9+3824,FSRQ,1.082939950318641e-06,16.701533089794207,56.68706865211687,1927800.0,15422400.0,57990.50001157408,0.02992957746478873,35025.90866201955,0.0,7.963855203762628e-07,1.4654462630458677e-06
19,4FGL J0005.9+3824,FSRQ,8.217082251669864e-07,101.38170345452265,344.1020385911108,15422400.0,123379200.0,58407.00001157408,0.23943661971830985,16320.355638446148,0.0,7.963855203762628e-07,2.0739790332937278e-06
20,4FGL J0007.7+4008,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
21,4FGL J0009.1-5012,-3333,-3333,-3333,-3333.0,-3333,-3333.0,-3333,-3333.0,,-3333,-3333,-3333
22,4FGL J0009.3+5030,BLL,3.484404079386788e-07,34.24472329221335,128.84139620644848,12285000.0,98280000.0,54690.00001157408,0.18486916951080773,38901.86951231341,0.4553846153846154,3.347337150339616e-07,9.93555681967563e-07
23,4FGL J0009.3+5030,BLL,4.103514760989334e-07,15.263105223795048,57.42548335693059,4649400.0,37195200.0,56139.00001157408,0.06996587030716724,53694.83543943455,-0.8861788617886179,3.347337150339616e-07,1.1166510761936326e-06
24,4FGL J0009.3+5030,BLL,8.607885067665876e-07,11.193005111187292,42.11225168810746,1625400.0,13003200.0,56867.00001157408,0.024459613196814563,43292.56602181821,0.0,3.347337150339616e-07,1.398011977281792e-06
25,4FGL J0009.3+5030,BLL,3.5113680591653937e-07,29.306720550128574,110.26279177935011,10432800.0,83462400.0,57297.50001157408,0.15699658703071673,41889.94489670566,-0.7681159420289855,3.347337150339616e-07,1.0375183227625878e-06
26,4FGL J0009.3+5030,BLL,6.611981175571745e-07,12.396671266455954,46.6408918142937,2343600.0,18748800.0,60573.50001157408,0.03526734926052332,46936.99240073964,0.0,3.347337150339616e-07,8.335316694736722e-07
27,4FGL J0010.6-3025,FSRQ,1.0584588723994019e-06,52.1727079712134,182.97510670622614,6161400.0,49291200.0,55477.50001157408,0.0930365296803653,19399.484025629048,0.0,6.447822340104397e-07,1.3112721412281984e-06
28,4FGL J0010.6-3025,FSRQ,8.535918837463375e-07,25.554492378844355,89.62225944688186,3742200.0,29937600.0,56247.50001157408,0.05650684931506849,30866.603732790325,0.9494949494949495,6.447822340104397e-07,2.244897905782676e-06
29,4FGL J0010.6-3025,FSRQ,6.535558151493711e-07,89.72641643953109,314.67986349202056,17161200.0,137289600.0,58288.00001157408,0.2591324200913242,18825.42945994863,-0.9911894273127754,6.447822340104397e-07,2.5491130425476178e-06
30,4FGL J0011.4+0057,FSRQ,5.110988166070497e-06,47.91244746401127,184.2336204777368,1171800.0,9374400.0,54812.50001157408,0.018065268065268064,8402.877559166378,0.0,2.6619670349469237e-06,6.205033556251721e-06
31,4FGL J0011.4+0057,FSRQ,3.0160255633604503e-06,511.6578791320723,1967.4341117570207,21205800.0,169646400.0,55579.00001157408,0.3269230769230769,3347.212745723419,0.9536541889483066,2.6619670349469237e-06,7.739962909640305e-06
32,4FGL J0011.4+0057,FSRQ,7.554900505331043e-06,25.130621040933182,96.63261937730891,415800.0,3326400.0,57556.50001157408,0.00641025641025641,9543.440881969802,0.0,2.6619670349469237e-06,9.176918048982809e-06
33,4FGL J0011.4+0057,FSRQ,1.2312092898457363e-05,7.446353784987013,28.632824866580137,75600.0,604800.0,58557.50001157408,0.0011655011655011655,13734.566780039606,0.0,2.6619670349469237e-06,1.2312092898457363e-05
34,4FGL J0011.4+0057,FSRQ,2.924893156734912e-06,275.96015946615086,1061.1259072968699,11793600.0,94348800.0,59597.00001157408,0.18181818181818182,4628.1971796617445,-0.8846153846153846,2.6619670349469237e-06,1.1103744258555712e-05
