# of Flares,Detection Threshold (ph/cm^2)
449.0,0.00030346750501962944
448.0,0.0005253618760672311
447.0,0.001816682424609747
446.0,0.001922254564312468
445.0,0.005148392035193853
444.0,0.0066384569835414705
443.0,0.012468065777193562
442.0,0.016426824779853844
441.0,0.0269504360329419
440.0,0.030246009458552294
439.0,0.030891066532312886
438.0,0.03128526807738881
437.0,0.03153612360607348
436.0,0.03200199815934502
435.0,0.032109507671638456
434.0,0.03275456474539905
433.0,0.0332562758027684
432.0,0.03397435877557795
431.0,0.03439412009396577
430.0,0.0345822264543874
429.0,0.034868918487169887
428.0,0.03511977401585455
427.0,0.03522728352814799
426.0,0.035370629544539234
425.0,0.03583650409781077
423.0,0.03619486913878889
423.0,0.03619486913878889
422.0,0.03655323417976699
421.0,0.03726996426172321
418.0,0.03762832930270131
418.0,0.03762832930270131
418.0,0.03762832930270131
416.0,0.03798669434367942
416.0,0.03798669434367942
415.0,0.038703424425635645
412.0,0.03906178946661375
412.0,0.03906178946661375
412.0,0.03906178946661375
411.0,0.040136884589548075
410.0,0.04049524963052618
409.0,0.040853614671504286
408.0,0.0415703447534605
407.0,0.04192870979443861
406.0,0.042645439876394825
405.0,0.043003804917372934
404.0,0.04336216995835104
403.0,0.0434863155403646
402.0,0.043720534999329146
401.0,0.044437265081285364
400.0,0.045153995163241575
399.0,0.04551236020421968
398.0,0.0458707252451978
397.0,0.04909601061400076
396.0,0.05017110573693509
395.0,0.05749412688925152
394.0,0.05813576877267353
393.0,0.06450570737605939
392.0,0.09432426883381531
391.0,0.09665105155179565
390.0,0.09923127984683804
389.0,0.10279898567076678
388.0,0.10377501342668916
387.0,0.10509054826683009
386.0,0.106810700463525
385.0,0.1154114614469996
384.0,0.1161774018152149
383.0,0.12018937478172442
382.0,0.12309839157598003
381.0,0.12739877206771733
380.0,0.12759870889503053
379.0,0.12841828773242184
378.0,0.13275589168579088
377.0,0.13277424768238894
376.0,0.13643424590107517
375.0,0.14643641986534825
374.0,0.1464980775947221
373.0,0.16236107521825652
372.0,0.22213417645386044
371.0,0.2319480291434488
370.0,0.23229221956200943
369.0,0.23619778754572218
368.0,0.23625671014015145
367.0,0.24833797830123197
366.0,0.2904382676126231
365.0,0.31029894893564025
364.0,0.3162210816868957
363.0,0.3183506535066453
362.0,0.3205575291549173
361.0,0.3400813693995767
360.0,0.35702117207443984
359.0,0.37861266579337083
358.0,0.38336100258633077
357.0,0.3885393774284644
356.0,0.4042915786703281
355.0,0.4249559507009188
354.0,0.44712729162222487
353.0,0.46508615018138816
352.0,0.4854989031502743
351.0,0.4884616897315703
350.0,0.5065848219266531
349.0,0.5072034702554589
348.0,0.5137879592503131
347.0,0.5573293117291532
346.0,0.5629156761807151
345.0,0.5945276029826808
344.0,0.6314033656993281
343.0,0.6617568846701737
342.0,0.6669890142684541
341.0,0.7545607058108659
340.0,0.7738206805514957
339.0,0.7884474351331757
338.0,0.807096485895062
337.0,0.8074650579667781
336.0,0.8299555166532485
335.0,0.8829019977983883
334.0,0.9062422439116841
333.0,0.9722358699064514
332.0,0.9768004678393581
331.0,1.0106167631054668
330.0,1.0470144549567748
329.0,1.1182064373639897
328.0,1.1464660395470427
327.0,1.198032250241863
326.0,1.2286563599867146
325.0,1.2472178521161086
324.0,1.3068819281517394
323.0,1.3209156227932564
322.0,1.426043528553488
321.0,1.470550945653665
320.0,1.4791517066371396
319.0,1.4864151536156773
318.0,1.5203053044530745
317.0,1.5204425886822988
316.0,1.5299760800082056
315.0,1.5649801339513967
314.0,1.5927216930678751
313.0,1.614878635455104
312.0,1.6321661482436742
311.0,1.7189900062367292
310.0,1.7841203565095094
309.0,1.7936338316958336
308.0,1.8045471638452617
307.0,1.8689790101568018
305.0,1.9150232858829495
305.0,1.9150232858829495
304.0,1.9941382349265746
