# of Flares,Detection Threshold (ph/cm^2)
129.0,0.0005253618760672311
128.0,0.001816682424609747
127.0,0.0021493508665741037
126.0,0.0029073710128690307
125.0,0.00467468590704266
124.0,0.00663845698354147
123.0,0.009417265038871137
122.0,0.01246806577719356
121.0,0.016426824779853844
120.0,0.026016391624774145
119.0,0.02904944095265821
118.0,0.03490355334772765
117.0,0.04148050219688334
116.0,0.04442401209515551
115.0,0.04493408906707463
114.0,0.05369511027153579
113.0,0.08544862152563826
112.0,0.1071273096884353
111.0,0.1161774018152149
110.0,0.11944264817236595
109.0,0.13643424590107517
108.0,0.13695676091546852
107.0,0.16236107521825652
106.0,0.20296878584731753
105.0,0.21362155381409564
104.0,0.21369881296556542
103.0,0.21466293768153677
102.0,0.23619778754572215
101.0,0.2491816433031852
100.0,0.2918850742530391
99.0,0.29965540378031247
98.0,0.3268286340028225
97.0,0.3400813693995767
96.0,0.3444946828475721
95.0,0.37791646007315544
94.0,0.3958758921314379
93.0,0.43265885834659373
92.0,0.4893456448933879
91.0,0.5367579548366833
90.0,0.540028165623662
89.0,0.5663168509181519
88.0,0.6088625040190692
87.0,0.6656073736466664
86.0,0.7029261287505606
85.0,0.7360803368474997
84.0,0.7638949182199455
83.0,0.9852086995433446
82.0,1.0106167631054668
81.0,1.072077959194728
80.0,1.112565805346077
79.0,1.13480237703478
78.0,1.2392884084947646
77.0,1.2948285271358932
76.0,1.686528647010778
75.0,1.7141487936612443
74.0,1.7817042267221734
73.0,2.05686978747609
72.0,2.0609870336230007
71.0,2.0750669694927812
70.0,2.114853382759547
69.0,2.472167853202053
68.0,2.5749725079694183
67.0,2.5751155654077347
66.0,2.6206048500298462
65.0,2.6416062261611186
64.0,2.6686191951096054
63.0,2.9354666684782633
62.0,3.097397024874786
61.0,3.148804906073724
60.0,3.2343124691604097
59.0,3.2786897460925735
58.0,3.41121770582095
57.0,3.515929915104722
56.0,4.124514530389141
55.0,4.49555052399152
54.0,4.728294457286215
53.0,5.085570350767565
52.0,5.1241491576022
51.0,5.32815361772265
50.0,5.68553849055532
49.0,6.024814943774139
48.0,6.426650068359765
47.0,6.609231935570282
46.0,7.226062168518136
45.0,7.245980214654011
44.0,7.284369934599156
43.0,11.021974398070371
42.0,11.815344168908277
41.0,11.910474712806385
40.0,12.199405688537853
39.0,12.342982056391644
38.0,12.685820164156798
37.0,13.117108608030955
36.0,13.458284768783003
35.0,13.82937001543544
34.0,15.088978521655175
33.0,17.037217462314384
32.0,18.138094879509723
31.0,21.179617767440806
30.0,22.77699133060945
29.0,24.723235888457534
28.0,25.5500957329091
27.0,35.3188115571086
26.0,36.85614788483937
25.0,40.2380123841772
24.0,47.86708224232709
23.0,53.76224594855936
22.0,61.80745196186453
21.0,73.37536981194073
20.0,103.48844449045905
19.0,104.60205538524482
18.0,116.12035421536365
17.0,126.52715362353631
16.0,134.078352862909
15.0,134.28885490806584
14.0,207.60314129215413
13.0,213.30823813262953
12.0,276.3684486459572
11.0,288.6661346389293
10.0,301.7770630437332
9.0,408.6321160077411
8.0,445.11154279819
7.0,470.8445744729496
6.0,654.2382484156634
5.0,743.1824664065857
4.0,845.5953937785616
3.0,1142.7514206541393
2.0,1643.209616659468
1.0,5700.044423537964
0.0,30579.169930682918
