# of Flares,Detection Threshold (ph/cm^2)
44.0,0.0005253618760672311
43.0,0.001816682424609747
42.0,0.001922254564312468
41.0,0.00663845698354147
40.0,0.01246806577719356
39.0,0.016426824779853844
38.0,0.1161774018152149
37.0,0.13643424590107517
36.0,0.16236107521825652
35.0,0.2319480291434488
34.0,0.23619778754572215
33.0,0.3162210816868957
32.0,0.3400813693995767
31.0,0.976800467839358
30.0,1.0106167631054668
29.0,1.0470144549567748
28.0,1.5204425886822988
27.0,1.5927216930678751
26.0,1.614878635455104
25.0,2.5751155654077347
24.0,3.515929915104722
23.0,5.085570350767565
22.0,6.259880939502703
21.0,7.329410952287648
20.0,7.727814527570781
19.0,8.255306279466879
18.0,12.199405688537853
17.0,14.427949642146313
16.0,19.861962506735985
15.0,20.623784848197058
14.0,22.77699133060945
13.0,30.02754292124157
12.0,30.828103721535946
11.0,34.747146874731676
10.0,40.2380123841772
9.0,47.86708224232709
8.0,73.37536981194073
7.0,82.54452276598911
6.0,103.48844449045905
5.0,151.45471951610207
4.0,408.6321160077411
3.0,882.3241923573129
2.0,1142.7514206541393
1.0,5700.044423537964
0.0,12971.474268667262
